location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26013,2020-01-01,ChIJxU35nhcsUU0RnxY3XRaEYTk,Q491140,geoId/26013,US,United States of America,MI,Michigan,26013,Baraga County,US,USA,2,,,,,,,8441,4662,3779,772,948,1007,1005,1003,1217,1247,806,436,1898717,46.72,-88.34,2768,76.2,,,,41.34,-7.8125,-13.833333,-1.673611,0.084667,-10.916667,80.398864
US_MI_26013,2020-01-02,ChIJxU35nhcsUU0RnxY3XRaEYTk,Q491140,geoId/26013,US,United States of America,MI,Michigan,26013,Baraga County,US,USA,2,,,,,,,8441,4662,3779,772,948,1007,1005,1003,1217,1247,806,436,1898717,46.72,-88.34,2768,76.2,,,21.33,40.15,-0.569444,-2.958333,2.229167,0.036286,-2.601852,86.274317
US_MI_26013,2020-01-03,ChIJxU35nhcsUU0RnxY3XRaEYTk,Q491140,geoId/26013,US,United States of America,MI,Michigan,26013,Baraga County,US,USA,2,,,,,,,8441,4662,3779,772,948,1007,1005,1003,1217,1247,806,436,1898717,46.72,-88.34,2768,76.2,,,28.0,29.21,-1.895833,-4.159722,1.305556,0.09525,-5.324074,78.406319
US_MI_26013,2020-01-04,ChIJxU35nhcsUU0RnxY3XRaEYTk,Q491140,geoId/26013,US,United States of America,MI,Michigan,26013,Baraga County,US,USA,2,,,,,,,8441,4662,3779,772,948,1007,1005,1003,1217,1247,806,436,1898717,46.72,-88.34,2768,76.2,,,,26.98,-2.9375,-4.166667,-1.222222,0.0,-6.055556,80.113351
US_MI_26013,2020-01-05,ChIJxU35nhcsUU0RnxY3XRaEYTk,Q491140,geoId/26013,US,United States of America,MI,Michigan,26013,Baraga County,US,USA,2,,,,,,,8441,4662,3779,772,948,1007,1005,1003,1217,1247,806,436,1898717,46.72,-88.34,2768,76.2,,,25.45,36.17,-2.638889,-3.965278,-0.868056,0.084667,-5.231481,83.822831
US_MI_26013,2020-01-06,ChIJxU35nhcsUU0RnxY3XRaEYTk,Q491140,geoId/26013,US,United States of America,MI,Michigan,26013,Baraga County,US,USA,2,,,,,,,8441,4662,3779,772,948,1007,1005,1003,1217,1247,806,436,1898717,46.72,-88.34,2768,76.2,,,,21.86,-2.590278,-5.034722,-0.159722,1.27,-8.240741,66.413524
US_MI_26013,2020-01-07,ChIJxU35nhcsUU0RnxY3XRaEYTk,Q491140,geoId/26013,US,United States of America,MI,Michigan,26013,Baraga County,US,USA,2,,,,,,,8441,4662,3779,772,948,1007,1005,1003,1217,1247,806,436,1898717,46.72,-88.34,2768,76.2,,,20.38,28.53,-3.333333,-7.993056,-0.256944,0.084667,-8.064815,69.919482
US_MI_26013,2020-01-08,ChIJxU35nhcsUU0RnxY3XRaEYTk,Q491140,geoId/26013,US,United States of America,MI,Michigan,26013,Baraga County,US,USA,2,,,,,,,8441,4662,3779,772,948,1007,1005,1003,1217,1247,806,436,1898717,46.72,-88.34,2768,76.2,,,28.01,33.2,-11.986111,-13.826389,-8.097222,0.254,-16.175926,71.769595
US_MI_26013,2020-01-09,ChIJxU35nhcsUU0RnxY3XRaEYTk,Q491140,geoId/26013,US,United States of America,MI,Michigan,26013,Baraga County,US,USA,2,,,,,,,8441,4662,3779,772,948,1007,1005,1003,1217,1247,806,436,1898717,46.72,-88.34,2768,76.2,,,19.45,28.09,-6.548611,-13.625,0.180556,0.296333,-9.87037,78.03079
US_MI_26013,2020-01-10,ChIJxU35nhcsUU0RnxY3XRaEYTk,Q491140,geoId/26013,US,United States of America,MI,Michigan,26013,Baraga County,US,USA,2,,,,,,,8441,4662,3779,772,948,1007,1005,1003,1217,1247,806,436,1898717,46.72,-88.34,2768,76.2,,,27.53,24.35,-1.361111,-6.236111,1.180556,1.354667,-4.472222,79.649056
