location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54079,2020-06-30,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,2,0,55,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,13,18,25,-31,7,3.01,3.87,8.48,2.15,10.1,7.95,4.94,2.04,1.72,5.05,2.69,2.04,,1.83,5.48,1.83,2.04,2.15,4.51,3.12,7.95,2.9,1.5,1.83,4.73,3.12,,3.22,2.9,2.36,2.79,6.87,20.94,5.26,2.36,9.13,3.54,3.65,2.69,2.36,6.12,33.19,1.83,3.97,7.84,1.5,2.26,5.37,4.62,5.37,1.83,1.83,2.9,2.15,24.080247,19.481481,29.882716,0.108857,,20.604938,81.585812
US_WV_54079,2020-07-01,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,3,0,58,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,15,18,21,-31,8,1.63,3.58,9.11,2.93,12.69,5.86,5.75,,1.74,4.01,4.66,3.25,,3.58,6.51,2.93,3.25,2.28,3.04,2.06,7.05,2.71,,2.5,4.55,3.25,,3.36,,3.25,2.5,6.72,27.01,4.77,2.71,9.98,2.28,3.04,3.8,3.04,4.55,32.54,1.84,3.25,10.63,2.06,1.95,5.53,3.47,3.8,2.71,,4.34,1.84,24.197531,18.802469,31.216049,1.7145,,19.475309,75.276676
US_WV_54079,2020-07-02,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,2,0,60,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,19,26,19,-34,6,1.92,2.71,7.33,2.48,8.91,6.43,6.21,,1.81,4.85,2.71,2.6,2.48,2.6,6.66,2.6,,2.71,2.71,1.58,6.77,3.61,2.03,2.6,4.06,2.82,2.03,3.05,2.26,3.61,1.81,6.77,19.52,4.4,1.81,9.93,1.58,3.05,4.85,4.17,4.63,29.23,1.69,3.5,8.58,1.92,2.6,6.66,4.06,3.5,1.69,1.81,2.26,1.81,24.018519,16.808642,31.290123,0.0,,17.932099,68.969404
US_WV_54079,2020-07-03,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,1,0,61,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,6,19,11,-59,,,3.96,7.93,4.08,10.09,4.69,3.85,,,2.52,2.64,2.28,3.12,,6.13,2.16,1.8,2.88,3.24,1.92,4.57,4.21,,2.76,3.12,2.76,,1.92,2.28,3.24,2.16,5.53,16.34,2.88,1.8,9.85,,3.12,3.12,,3.24,29.32,2.04,2.52,7.57,,1.8,3.6,2.88,2.64,,2.52,2.4,3.0,24.401235,16.925926,32.358025,0.0,,18.265432,68.947096
US_WV_54079,2020-07-04,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,3,0,64,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,-23,15,-28,-20,,2.14,2.41,6.03,3.08,10.71,5.49,6.96,,2.68,3.88,2.81,2.68,4.96,,2.95,2.54,2.28,2.68,4.15,2.54,6.7,3.35,,,4.15,3.62,3.08,3.35,3.08,3.88,,5.62,18.48,5.62,,12.59,2.14,2.14,3.21,,3.62,28.39,3.35,2.95,10.04,,,6.96,3.21,2.54,,1.88,1.88,,25.006173,17.820988,33.141975,0.0,,18.969136,69.378972
US_WV_54079,2020-07-05,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,2,0,66,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,2,12,31,-22,,1.89,4.26,7.46,1.66,12.08,5.45,3.08,,1.78,4.03,3.55,1.66,3.31,1.78,5.21,3.08,2.37,2.96,5.33,3.2,6.04,3.08,,,2.96,3.2,1.89,3.55,2.13,2.96,2.6,5.33,21.79,3.91,2.01,12.91,,3.43,3.55,2.37,3.31,29.25,,2.84,11.6,,2.37,6.28,3.31,2.37,,2.13,1.78,3.79,26.216049,18.388889,34.290123,0.0,,20.148148,69.620416
US_WV_54079,2020-07-06,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,3,0,69,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,9,16,19,-35,8,,3.7,8.04,3.07,9.84,6.24,4.65,2.22,1.8,5.61,6.24,2.64,3.07,2.01,6.03,1.8,,3.28,4.12,,7.09,4.65,,,3.91,4.76,1.59,2.75,2.75,4.44,2.96,5.29,24.54,6.03,2.33,9.1,3.28,3.17,3.6,2.22,4.12,33.42,2.75,3.07,10.05,,4.65,6.88,3.38,3.17,,2.33,2.75,2.86,26.512346,19.518519,34.283951,0.0,,20.685185,70.734059
US_WV_54079,2020-07-07,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,1,0,70,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,8,16,20,-32,7,1.72,3.87,7.95,3.98,9.56,6.34,5.48,2.58,2.58,4.41,3.98,2.36,3.65,2.79,6.77,2.58,3.22,1.94,4.84,,8.38,3.87,1.61,,5.37,3.76,3.55,3.98,1.94,4.41,1.83,7.52,24.5,5.37,2.15,9.35,2.69,4.73,3.76,3.44,5.48,30.74,2.36,3.76,9.78,2.26,2.69,6.34,4.73,3.87,1.72,,2.79,1.94,26.5,20.233333,33.538889,0.41275,,20.494444,69.906019
US_WV_54079,2020-07-08,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,5,0,75,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,5,11,4,-32,8,,3.16,5.57,3.71,10.04,7.42,4.36,3.06,3.06,4.15,4.91,2.51,2.07,2.51,4.58,2.4,2.62,2.18,3.38,2.18,6.87,4.15,4.04,1.96,4.36,4.69,1.75,3.06,2.07,4.91,2.62,6.44,23.13,4.58,2.95,9.49,2.18,2.95,3.06,2.29,4.8,31.64,,4.69,10.04,2.4,2.73,5.46,3.93,4.36,,1.64,2.4,2.07,24.961111,19.483333,32.866667,1.923143,,20.361111,75.888923
US_WV_54079,2020-07-09,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,3,0,78,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,8,9,11,-32,7,2.15,5.58,6.76,2.47,9.44,5.68,4.18,2.79,2.25,3.0,3.65,2.79,3.32,2.68,6.22,3.22,3.11,1.82,2.79,2.36,7.29,4.5,2.25,2.04,5.15,3.43,2.36,3.22,3.32,3.32,1.93,7.08,24.13,4.5,1.61,9.22,,3.11,3.86,3.32,4.83,32.39,3.32,4.5,8.69,2.04,2.47,5.47,3.86,3.65,2.79,2.04,3.11,2.36,26.759259,19.487654,34.111111,0.0,,21.148148,71.512505
US_WV_54079,2020-07-10,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,1,0,79,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,-2,7,26,-35,8,1.64,2.96,7.12,3.61,11.72,7.12,5.15,1.64,1.97,4.49,1.97,3.4,,3.5,4.71,2.3,2.85,1.97,3.94,3.29,8.1,3.94,,2.63,4.27,2.19,,4.16,1.64,2.85,3.07,8.43,20.15,3.72,,9.31,2.08,3.18,2.96,3.72,4.16,28.8,,2.74,8.32,1.53,,4.6,3.4,3.29,,2.96,3.72,2.52,25.660494,20.111111,34.234568,0.0,,21.228395,76.724953
US_WV_54079,2020-07-11,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,7,0,86,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,-6,16,32,-11,,2.05,3.98,6.15,1.81,9.88,5.42,3.74,,2.89,4.1,3.38,,2.17,1.81,6.99,2.89,3.62,3.98,4.1,,7.95,3.98,2.17,1.81,3.38,4.58,,3.38,3.5,3.62,1.93,4.1,22.66,4.94,,8.07,3.13,3.25,3.01,2.41,3.74,35.07,,3.01,8.56,,2.17,4.46,2.89,2.41,,2.65,1.93,1.93,24.746914,20.006173,32.030864,7.08025,,18.277778,67.526268
US_WV_54079,2020-07-12,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,3,0,89,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,11,14,30,-10,,2.77,4.39,7.85,3.0,12.24,4.27,3.81,2.31,1.96,3.81,3.81,2.08,2.54,3.0,6.12,3.81,2.08,4.27,3.58,2.19,6.58,3.12,2.54,2.54,3.58,3.23,,3.46,2.77,2.19,,5.43,19.28,4.04,1.96,9.7,2.19,4.04,2.42,2.31,5.31,32.91,,4.62,9.93,1.96,1.85,5.43,3.58,3.58,2.66,2.54,2.77,1.96,22.938272,18.092593,29.654321,0.0,,17.555556,71.895307
US_WV_54079,2020-07-13,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,2,0,91,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,10,6,17,-36,9,2.55,3.83,8.4,2.02,11.59,6.8,4.04,,1.91,5.1,3.29,4.25,2.66,1.91,5.0,2.13,3.19,2.13,3.93,2.13,9.04,4.14,1.7,2.34,3.51,5.1,,2.66,2.55,3.19,1.81,7.44,20.3,5.53,2.66,9.67,2.13,4.25,2.02,3.08,5.53,33.27,2.13,6.06,8.4,,3.08,5.31,5.31,4.68,2.23,2.13,3.72,1.7,22.037037,16.592593,30.037037,1.6764,,17.82716,77.409287
US_WV_54079,2020-07-14,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,0,0,91,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,12,9,20,-34,7,2.62,3.38,6.54,3.38,11.0,5.56,6.21,2.18,2.62,4.68,2.4,2.94,1.74,3.05,6.43,2.83,1.96,2.29,4.25,2.83,7.3,3.81,2.29,,5.01,5.45,2.62,3.27,5.23,3.05,2.18,8.17,20.48,3.81,2.4,10.89,1.74,4.9,3.49,,4.25,29.96,1.63,3.7,9.26,,3.49,5.77,3.16,4.36,2.18,2.4,2.29,1.63,24.203704,17.703704,31.166667,0.0,,17.228395,65.68852
US_WV_54079,2020-07-15,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,3,0,94,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,7,8,8,-35,8,1.85,3.26,7.61,3.48,12.28,6.08,4.78,2.83,1.52,4.02,2.28,3.58,1.63,3.26,7.5,3.15,2.72,2.39,4.89,2.5,8.58,3.04,2.28,2.39,4.67,5.0,1.85,3.15,2.5,3.91,3.15,6.74,22.49,3.48,2.61,9.89,3.04,3.58,4.35,,5.0,33.9,1.74,3.69,9.78,,2.5,5.87,4.67,4.24,1.96,,2.28,,24.660494,16.358025,33.783951,0.0,,17.691358,65.40637
US_WV_54079,2020-07-16,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,3,0,97,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,4,1,9,-35,7,2.5,5.12,5.99,2.18,11.64,6.53,3.16,2.07,2.72,4.57,3.05,2.07,2.83,,4.9,2.72,2.18,2.39,4.57,2.29,7.94,2.83,2.07,2.18,3.27,3.27,,3.7,3.27,3.92,2.94,7.18,19.91,5.22,2.39,9.25,2.72,3.05,4.46,,3.7,31.23,2.72,4.46,9.36,1.63,2.18,4.57,4.03,4.24,1.96,2.18,3.81,1.96,27.351852,17.45679,34.135802,0.0,,20.703704,67.301268
US_WV_54079,2020-07-17,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,3,0,100,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,-2,4,18,-34,8,2.79,3.91,8.04,3.02,8.16,5.03,4.13,,2.23,5.81,3.13,2.57,3.13,2.23,5.36,2.57,2.79,2.46,3.91,2.23,8.83,2.35,1.9,2.68,3.58,3.13,1.9,3.46,2.57,2.35,3.35,6.59,18.55,5.59,2.01,8.27,2.9,2.9,3.13,2.01,5.92,30.61,2.68,3.02,10.95,,2.23,4.8,4.8,3.69,1.9,,2.23,,27.027778,22.05,33.194444,0.762,,21.405556,71.904851
US_WV_54079,2020-07-18,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,9,0,109,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,-2,9,19,-9,,1.72,3.45,5.05,2.59,10.59,6.28,2.83,1.72,,4.43,2.22,2.59,2.22,2.46,5.91,2.09,1.97,2.83,3.08,1.97,6.53,2.59,2.46,,3.82,3.32,,3.57,1.85,3.94,2.96,5.91,20.56,2.59,,11.94,1.97,1.85,4.92,1.72,3.45,28.93,2.22,4.43,9.73,,1.85,4.19,3.82,4.19,2.34,1.72,2.96,1.97,26.294444,19.838889,34.377778,0.254,,20.872222,72.275725
US_WV_54079,2020-07-19,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,3,0,112,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,10,15,37,-17,,2.31,3.93,6.25,2.66,11.22,4.97,4.4,1.62,,3.82,4.74,2.54,2.2,,6.36,3.24,3.35,3.12,2.2,,5.44,3.7,2.2,3.24,3.7,3.12,,2.43,2.66,3.7,2.2,5.21,22.68,4.51,3.01,9.83,1.74,3.35,4.05,1.85,4.28,30.2,1.85,2.78,9.14,2.54,1.62,7.06,3.12,1.85,2.66,1.85,3.01,,27.961111,20.161111,35.194444,0.0,,21.477778,68.079124
US_WV_54079,2020-07-20,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,4,0,116,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,5,4,16,-34,10,2.02,3.72,6.48,3.08,11.16,6.06,4.78,2.02,2.44,5.63,3.08,2.44,1.81,2.23,5.74,2.34,3.4,2.98,3.51,1.59,8.39,2.76,2.23,2.02,4.36,4.25,,2.34,3.08,3.08,1.49,7.01,19.44,5.74,2.66,10.2,2.66,4.14,3.93,2.66,4.67,30.49,2.55,4.89,8.29,2.12,2.44,4.67,5.84,3.93,2.55,2.12,3.4,,26.905556,21.522222,34.583333,0.362857,,21.388889,71.98215
US_WV_54079,2020-07-21,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,1,0,117,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,8,12,13,-32,7,2.27,4.86,4.54,2.48,12.31,7.02,5.94,2.48,3.78,3.78,3.78,,2.38,2.81,4.32,2.05,,2.7,2.92,2.38,6.7,5.18,2.16,2.48,5.72,4.0,1.73,1.94,3.02,4.54,1.84,5.72,20.31,3.35,1.94,11.67,2.7,3.02,4.0,1.94,4.86,28.62,,3.67,10.37,,2.59,6.26,3.24,4.11,2.16,2.16,3.67,2.7,26.938889,21.016667,34.544444,0.338667,,21.322222,71.464478
US_WV_54079,2020-07-22,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,10,0,127,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,4,2,18,-32,9,1.98,3.84,5.38,2.3,9.11,5.7,5.81,2.52,3.07,4.61,3.07,3.84,2.08,,5.7,1.65,2.3,2.3,3.95,1.54,7.57,4.39,2.74,3.84,4.17,3.4,2.19,1.75,3.51,3.73,1.86,7.13,19.09,4.83,3.07,8.01,2.74,5.26,4.5,2.19,4.39,36.2,2.74,4.61,8.12,1.54,2.52,5.16,3.29,4.94,2.96,,4.06,,25.811111,20.894444,33.305556,0.254,,21.238889,76.139859
US_WV_54079,2020-07-23,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,0,0,127,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,-3,1,11,-32,9,1.82,2.78,7.81,2.46,12.3,5.67,3.85,1.82,2.35,5.46,3.1,1.93,,2.67,6.85,2.67,3.42,3.0,3.64,2.67,5.88,3.96,2.35,2.78,3.53,4.39,2.14,3.21,2.35,3.85,3.74,6.31,18.83,3.74,,9.73,3.21,3.96,3.96,2.35,6.31,32.3,2.25,4.81,8.77,,2.35,5.78,2.14,3.32,1.5,2.67,3.53,1.6,22.966667,20.755556,30.216667,10.7696,,21.622222,92.198084
US_WV_54079,2020-07-24,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,6,0,133,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,2,8,28,-31,8,,3.67,6.68,,10.24,5.45,4.9,2.67,2.45,4.12,3.12,2.67,1.78,2.34,5.56,2.67,3.12,3.12,3.0,1.67,6.34,3.34,,2.34,4.34,4.12,,2.78,3.56,3.45,3.0,5.9,19.25,4.12,3.0,8.9,2.56,2.56,3.78,,4.23,32.38,3.0,4.79,8.12,1.78,,6.9,2.89,4.45,3.78,2.0,3.0,,24.805556,21.077778,31.516667,6.096,,21.238889,80.665992
US_WV_54079,2020-07-25,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,3,0,136,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,1,17,19,-11,,2.67,3.4,4.62,3.16,9.48,4.74,5.11,,1.7,4.5,3.4,,1.95,2.19,4.25,2.43,3.4,2.31,3.65,2.43,7.29,2.8,3.28,3.04,3.16,1.95,,2.92,2.55,4.25,3.16,6.69,15.2,4.38,2.43,8.27,3.04,,4.01,,6.32,29.05,1.82,4.25,11.18,2.43,,6.69,2.8,3.04,1.7,3.52,,2.19,25.538889,19.677778,32.777778,0.22225,,19.866667,71.111411
US_WV_54079,2020-07-26,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,11,0,147,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,5,4,33,-16,,3.02,4.07,5.23,1.74,10.0,6.16,5.23,,3.14,5.35,2.79,,1.86,2.67,5.0,3.02,2.79,2.67,4.19,2.44,6.98,4.42,2.67,2.44,3.37,2.33,,3.14,4.88,4.07,2.09,3.6,20.0,4.19,1.98,11.86,1.98,2.79,3.26,2.33,3.95,31.98,2.21,4.3,8.6,1.63,2.44,4.54,3.95,3.72,2.09,,3.49,,25.75,19.333333,33.388889,0.0,,20.233333,71.823082
US_WV_54079,2020-07-27,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,3,0,150,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,1,10,17,-34,9,1.6,4.27,6.2,,9.4,6.3,5.66,,3.31,3.95,3.2,2.56,1.71,2.35,3.42,3.1,1.92,2.99,4.06,1.71,9.08,1.6,2.03,3.31,3.85,2.88,1.82,3.52,2.24,3.1,3.85,7.69,20.93,3.74,2.99,8.97,3.42,4.49,3.74,2.78,4.59,30.01,1.92,6.09,8.22,2.46,2.35,4.91,4.06,3.63,2.03,,3.95,3.1,25.8,20.033333,32.961111,0.0,,21.6,77.768626
US_WV_54079,2020-07-28,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,3,0,153,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,6,8,11,-34,8,1.51,2.81,5.29,2.16,8.85,7.55,12.73,,3.35,4.32,2.59,3.13,2.7,2.59,5.93,2.05,3.45,5.93,3.99,2.7,7.34,3.45,2.91,,4.75,4.32,,3.78,3.35,5.07,2.16,6.58,19.96,3.88,2.59,10.57,2.05,4.42,3.99,2.7,6.15,31.19,,5.29,9.28,2.05,2.59,3.56,3.02,3.67,1.94,2.81,3.78,2.05,24.788889,21.116667,31.805556,6.1595,,21.25,80.950297
US_WV_54079,2020-07-29,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,-6,0,147,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,1,6,10,-33,8,1.66,3.97,8.5,3.86,12.69,9.27,11.81,1.99,3.31,4.41,2.43,4.08,1.99,1.66,4.74,2.43,2.43,2.65,4.74,1.66,5.96,3.42,2.76,2.87,3.31,4.86,1.54,4.41,3.2,3.53,2.76,6.62,18.54,4.52,3.31,9.71,2.87,2.76,3.86,3.53,6.73,32.33,2.32,3.97,8.83,3.09,1.99,6.51,3.97,3.97,1.76,2.1,2.54,2.21,24.672222,18.311111,32.55,3.048,,19.288889,72.364462
US_WV_54079,2020-07-30,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,5,0,152,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,-7,-2,9,-34,9,2.01,3.17,6.34,3.49,9.82,6.97,9.4,2.11,2.11,4.22,2.64,3.7,,2.11,5.6,2.32,2.32,2.85,2.64,2.32,7.82,4.44,1.8,2.75,4.33,2.43,,3.06,3.27,4.75,2.11,6.34,17.75,4.96,2.64,8.77,,3.91,3.7,1.8,4.44,30.1,1.48,4.54,6.34,1.48,2.01,4.54,2.64,3.59,1.58,2.01,3.49,1.9,23.55,19.072222,30.85,0.0,,21.366667,87.663506
US_WV_54079,2020-07-31,ChIJOZkJO8m5SIgRjIdqd4J_a0I,Q501809,geoId/54079,US,United States of America,WV,West Virginia,54079,Putnam County,US,USA,2,7,0,159,0,,,56692,27931,28761,6577,7388,5825,7017,7898,8005,7338,4472,2172,1913194,38.51,-81.91,269,908,77.76,0,10,30,-35,9,1.52,4.88,5.85,2.6,7.26,6.29,6.18,2.38,2.06,4.44,3.69,3.04,1.95,,4.34,3.25,2.28,2.17,3.79,1.63,6.72,2.28,1.73,1.52,3.47,2.49,,2.06,1.52,4.01,1.52,5.09,19.19,4.12,1.52,7.05,2.17,2.82,3.25,2.82,4.44,27.53,1.52,3.25,7.7,2.17,2.06,4.23,2.06,3.36,3.14,2.17,2.49,,23.308642,20.203704,29.290123,24.4856,,21.197531,88.095398
