location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_ND_38087,2020-01-01,ChIJmSsw-5hsL1MR0ZZj3NgRsP4,Q511487,geoId/38087,US,United States of America,ND,North Dakota,38087,Slope County,US,USA,2,,,,,,,767,405,362,85,90,67,84,66,131,135,54,55,1271257,46.45,-103.46,3158,2.038889,-0.883333,4.694444,0.1905,-2.611111,71.93659
US_ND_38087,2020-01-02,ChIJmSsw-5hsL1MR0ZZj3NgRsP4,Q511487,geoId/38087,US,United States of America,ND,North Dakota,38087,Slope County,US,USA,2,,,,,,,767,405,362,85,90,67,84,66,131,135,54,55,1271257,46.45,-103.46,3158,0.683333,-1.811111,4.083333,1.632857,-0.738095,90.110097
US_ND_38087,2020-01-03,ChIJmSsw-5hsL1MR0ZZj3NgRsP4,Q511487,geoId/38087,US,United States of America,ND,North Dakota,38087,Slope County,US,USA,2,,,,,,,767,405,362,85,90,67,84,66,131,135,54,55,1271257,46.45,-103.46,3158,-2.772222,-9.155556,2.961111,0.725714,-6.229167,78.267887
US_ND_38087,2020-01-04,ChIJmSsw-5hsL1MR0ZZj3NgRsP4,Q511487,geoId/38087,US,United States of America,ND,North Dakota,38087,Slope County,US,USA,2,,,,,,,767,405,362,85,90,67,84,66,131,135,54,55,1271257,46.45,-103.46,3158,-0.777778,-10.4,7.516667,0.0,-5.243056,72.049987
US_ND_38087,2020-01-05,ChIJmSsw-5hsL1MR0ZZj3NgRsP4,Q511487,geoId/38087,US,United States of America,ND,North Dakota,38087,Slope County,US,USA,2,,,,,,,767,405,362,85,90,67,84,66,131,135,54,55,1271257,46.45,-103.46,3158,1.311111,-4.188889,7.333333,0.0,-4.909722,64.491354
US_ND_38087,2020-01-06,ChIJmSsw-5hsL1MR0ZZj3NgRsP4,Q511487,geoId/38087,US,United States of America,ND,North Dakota,38087,Slope County,US,USA,2,,,,,,,767,405,362,85,90,67,84,66,131,135,54,55,1271257,46.45,-103.46,3158,-3.111111,-7.622222,3.116667,0.03175,-8.631944,66.208694
US_ND_38087,2020-01-07,ChIJmSsw-5hsL1MR0ZZj3NgRsP4,Q511487,geoId/38087,US,United States of America,ND,North Dakota,38087,Slope County,US,USA,2,,,,,,,767,405,362,85,90,67,84,66,131,135,54,55,1271257,46.45,-103.46,3158,-4.055556,-8.422222,1.122222,0.0,-9.048611,69.44566
US_ND_38087,2020-01-08,ChIJmSsw-5hsL1MR0ZZj3NgRsP4,Q511487,geoId/38087,US,United States of America,ND,North Dakota,38087,Slope County,US,USA,2,,,,,,,767,405,362,85,90,67,84,66,131,135,54,55,1271257,46.45,-103.46,3158,-7.127778,-9.633333,-2.438889,0.084667,-11.208333,73.637601
US_ND_38087,2020-01-09,ChIJmSsw-5hsL1MR0ZZj3NgRsP4,Q511487,geoId/38087,US,United States of America,ND,North Dakota,38087,Slope County,US,USA,2,,,,,,,767,405,362,85,90,67,84,66,131,135,54,55,1271257,46.45,-103.46,3158,-6.8,-10.911111,-1.205556,0.0,-9.861111,79.498842
US_ND_38087,2020-01-10,ChIJmSsw-5hsL1MR0ZZj3NgRsP4,Q511487,geoId/38087,US,United States of America,ND,North Dakota,38087,Slope County,US,USA,2,,,,,,,767,405,362,85,90,67,84,66,131,135,54,55,1271257,46.45,-103.46,3158,-13.988889,-18.433333,-8.105556,0.0,-19.159722,66.313252
US_ND_38087,2020-01-11,ChIJmSsw-5hsL1MR0ZZj3NgRsP4,Q511487,geoId/38087,US,United States of America,ND,North Dakota,38087,Slope County,US,USA,2,,,,,,,767,405,362,85,90,67,84,66,131,135,54,55,1271257,46.45,-103.46,3158,-12.905556,-17.155556,-8.344444,0.056444,-16.333333,75.996879
US_ND_38087,2020-01-12,ChIJmSsw-5hsL1MR0ZZj3NgRsP4,Q511487,geoId/38087,US,United States of America,ND,North Dakota,38087,Slope County,US,USA,2,,,,,,,767,405,362,85,90,67,84,66,131,135,54,55,1271257,46.45,-103.46,3158,-7.661111,-13.444444,1.111111,0.0508,-11.340278,74.984783
