location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54089,2020-01-01,ChIJj8mrKmCCTogRYV-kmEBS9rc,Q501827,geoId/54089,US,United States of America,WV,West Virginia,54089,Summers County,US,USA,2,,,,,,,12882,5836,7046,1084,1266,1288,1464,1672,1897,2164,1270,777,2535275,37.66,-80.86,558,952,72.85,,,24.02,34.03,3.133333,0.977778,6.9,0.0,,-2.211111,68.493574
US_WV_54089,2020-01-02,ChIJj8mrKmCCTogRYV-kmEBS9rc,Q501827,geoId/54089,US,United States of America,WV,West Virginia,54089,Summers County,US,USA,2,,,,,,,12882,5836,7046,1084,1266,1288,1464,1672,1897,2164,1270,777,2535275,37.66,-80.86,558,952,72.85,,,27.97,28.87,3.3,-1.888889,10.322222,0.127,,-2.361111,67.108272
US_WV_54089,2020-01-03,ChIJj8mrKmCCTogRYV-kmEBS9rc,Q501827,geoId/54089,US,United States of America,WV,West Virginia,54089,Summers County,US,USA,2,,,,,,,12882,5836,7046,1084,1266,1288,1464,1672,1897,2164,1270,777,2535275,37.66,-80.86,558,952,72.85,,,16.34,22.7,8.977778,3.255556,12.238889,6.12775,,8.344444,95.910409
US_WV_54089,2020-01-04,ChIJj8mrKmCCTogRYV-kmEBS9rc,Q501827,geoId/54089,US,United States of America,WV,West Virginia,54089,Summers County,US,USA,2,,,,,,,12882,5836,7046,1084,1266,1288,1464,1672,1897,2164,1270,777,2535275,37.66,-80.86,558,952,72.85,,,21.89,42.74,9.627778,2.133333,12.905556,4.354286,,8.411111,92.271586
US_WV_54089,2020-01-05,ChIJj8mrKmCCTogRYV-kmEBS9rc,Q501827,geoId/54089,US,United States of America,WV,West Virginia,54089,Summers County,US,USA,2,,,,,,,12882,5836,7046,1084,1266,1288,1464,1672,1897,2164,1270,777,2535275,37.66,-80.86,558,952,72.85,,,23.47,40.54,0.522222,-1.438889,6.511111,3.120571,,-3.577778,74.900573
US_WV_54089,2020-01-06,ChIJj8mrKmCCTogRYV-kmEBS9rc,Q501827,geoId/54089,US,United States of America,WV,West Virginia,54089,Summers County,US,USA,2,,,,,,,12882,5836,7046,1084,1266,1288,1464,1672,1897,2164,1270,777,2535275,37.66,-80.86,558,952,72.85,,,20.11,30.16,3.005556,-2.0,7.327778,0.0508,30.48,-3.805556,61.981178
US_WV_54089,2020-01-07,ChIJj8mrKmCCTogRYV-kmEBS9rc,Q501827,geoId/54089,US,United States of America,WV,West Virginia,54089,Summers County,US,USA,2,,,,,,,12882,5836,7046,1084,1266,1288,1464,1672,1897,2164,1270,777,2535275,37.66,-80.86,558,952,72.85,,,42.88,38.98,-0.255556,-3.022222,6.311111,1.8415,50.8,-4.377778,74.277158
US_WV_54089,2020-01-08,ChIJj8mrKmCCTogRYV-kmEBS9rc,Q501827,geoId/54089,US,United States of America,WV,West Virginia,54089,Summers County,US,USA,2,,,,,,,12882,5836,7046,1084,1266,1288,1464,1672,1897,2164,1270,777,2535275,37.66,-80.86,558,952,72.85,,,24.47,34.45,1.9,-2.433333,6.122222,1.8415,50.8,-5.25,60.075665
US_WV_54089,2020-01-09,ChIJj8mrKmCCTogRYV-kmEBS9rc,Q501827,geoId/54089,US,United States of America,WV,West Virginia,54089,Summers County,US,USA,2,,,,,,,12882,5836,7046,1084,1266,1288,1464,1672,1897,2164,1270,777,2535275,37.66,-80.86,558,952,72.85,,,28.64,40.49,1.933333,-3.822222,8.844444,0.1016,64.77,-7.677778,49.735968
US_WV_54089,2020-01-10,ChIJj8mrKmCCTogRYV-kmEBS9rc,Q501827,geoId/54089,US,United States of America,WV,West Virginia,54089,Summers County,US,USA,2,,,,,,,12882,5836,7046,1084,1266,1288,1464,1672,1897,2164,1270,777,2535275,37.66,-80.86,558,952,72.85,,,33.69,16.39,6.355556,-1.888889,12.85,0.0,78.74,1.355556,70.91624
