location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OH_39073,2020-01-11,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,5.86,10.15,6.64,,,10.54,8.98,,6.25,7.42,8.2,26.55,,5.46,,34.74,6.64,6.64,15.580247,8.950617,21.975309,7.874,,10.703704,73.074833
US_OH_39073,2020-01-12,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,9.87,5.53,14.6,,,12.63,7.89,9.08,6.71,5.53,9.87,28.81,11.84,9.47,,39.07,6.71,,8.127778,3.888889,19.683333,9.035143,,4.761111,79.40234
US_OH_39073,2020-01-13,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,6.73,10.97,9.91,,6.73,13.45,8.85,7.79,8.14,,6.02,23.72,7.43,9.21,7.43,38.59,7.08,4.96,4.265432,0.734568,13.148148,0.141111,,1.333333,81.398691
US_OH_39073,2020-01-14,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,7.4,11.62,7.4,5.64,5.64,19.73,7.4,10.21,,,5.99,22.19,5.64,7.4,4.93,36.63,9.51,,4.635802,-0.092593,10.555556,0.0,,2.561728,86.499472
US_OH_39073,2020-01-15,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,5.96,10.87,11.57,,7.71,16.48,7.01,8.07,6.66,,6.66,27.7,,,,35.77,4.91,4.91,3.092593,-1.203704,10.975309,0.0,,2.351852,94.958803
US_OH_39073,2020-01-16,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,6.6,8.33,9.03,5.21,,14.23,7.98,7.64,6.25,6.6,7.64,26.38,,,,33.67,,5.21,5.067901,-0.858025,11.660494,0.0635,,0.154321,70.59222
US_OH_39073,2020-01-17,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,6.56,7.25,6.21,,5.18,16.57,9.32,12.42,,7.59,5.52,25.54,,4.83,,24.16,6.21,,-2.469136,-5.333333,1.388889,0.0,,-8.851852,61.615927
US_OH_39073,2020-01-18,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,7.21,11.01,9.87,6.45,,13.28,6.45,7.59,5.69,6.45,5.69,23.15,,13.66,,31.88,12.14,,1.722222,-3.524691,9.765432,5.370286,,-1.938272,76.702512
US_OH_39073,2020-01-19,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,8.33,8.33,11.35,,,12.49,10.97,9.08,,6.43,6.43,24.22,6.43,7.95,,46.93,7.95,6.05,-3.783951,-8.876543,8.617284,16.473714,,-8.104938,71.975772
US_OH_39073,2020-01-20,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,6.07,12.96,9.31,6.88,5.67,23.08,10.93,6.88,6.88,,7.29,27.94,,9.72,8.5,47.38,8.5,5.67,-7.376543,-10.5,-0.358025,0.0,,-11.296296,73.56098
US_OH_39073,2020-01-21,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,8.3,7.95,7.61,,4.84,19.71,11.07,8.99,5.19,,7.26,30.09,6.22,5.53,6.57,40.46,7.95,,-5.895062,-10.783951,-1.469136,0.0,,-10.722222,68.786619
US_OH_39073,2020-01-22,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,9.88,12.0,7.76,7.41,,22.23,8.82,12.0,9.53,7.06,7.76,32.81,,8.12,5.64,40.22,9.53,6.35,-5.135802,-11.32716,2.932099,0.0,,-9.975309,68.949452
US_OH_39073,2020-01-23,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,6.76,12.1,5.69,6.05,9.61,18.86,9.25,9.61,,7.12,11.38,33.44,,,9.25,41.62,6.05,4.98,-0.074074,-8.549383,6.265432,0.0,,-6.030864,64.725354
US_OH_39073,2020-01-24,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,4.99,9.99,6.33,,5.33,21.64,7.32,5.99,5.66,6.66,7.99,25.96,7.66,5.33,6.99,37.62,8.99,4.99,5.87037,0.87037,9.32716,1.959429,,1.746914,74.961268
US_OH_39073,2020-01-25,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,10.51,8.56,8.95,,7.79,15.96,7.79,9.73,5.84,6.23,8.95,31.54,6.62,7.01,5.45,42.05,8.18,,3.419753,1.296296,7.91358,14.623143,,2.179012,91.666203
US_OH_39073,2020-01-26,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,7.96,15.54,12.51,,6.06,32.22,14.78,7.2,,8.72,7.96,39.04,,,7.58,38.28,,6.06,0.91358,0.277778,4.154321,1.850571,,-0.697531,89.076482
US_OH_39073,2020-01-27,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,8.2,8.54,8.54,,4.79,29.39,9.91,10.25,5.81,9.23,11.28,39.3,9.23,5.47,5.81,32.47,9.57,,1.240741,-0.82716,2.753086,0.028222,,-0.975309,85.24958
US_OH_39073,2020-01-28,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,,9.12,5.61,5.96,6.66,32.26,10.52,8.06,10.87,5.96,5.26,39.27,6.66,9.12,8.06,42.07,11.22,,1.006173,-0.006173,2.401235,0.0,,-1.58642,82.912344
US_OH_39073,2020-01-29,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,,10.48,9.78,8.73,,37.03,14.67,8.04,6.29,8.04,6.29,44.02,6.64,8.38,5.24,37.03,9.78,,0.432099,-0.37037,1.759259,0.0,,-2.833333,79.006683
US_OH_39073,2020-01-30,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,8.64,10.02,5.18,,,42.15,17.96,12.78,4.84,,11.05,39.04,6.91,8.64,,42.84,5.53,4.84,0.240741,-0.882716,1.95679,0.0,,-4.703704,69.504467
US_OH_39073,2020-01-31,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,5.64,13.3,6.85,,5.64,45.54,10.07,11.28,5.64,6.04,5.64,30.23,,6.85,7.25,39.9,6.85,8.87,0.283951,-1.728395,2.5,0.0,,-2.728395,80.391655
US_OH_39073,2020-02-01,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,,9.16,5.73,6.11,,35.89,10.69,5.73,6.11,5.73,6.11,38.18,6.87,7.25,,36.27,6.49,7.25,1.481481,-0.993827,3.407407,0.592667,,-0.080247,89.475974
US_OH_39073,2020-02-02,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,,10.92,,,,31.58,12.09,13.65,,8.19,7.02,32.36,5.85,9.36,9.36,32.75,6.63,8.19,6.006173,0.351852,15.95679,0.8255,,0.197531,66.343698
US_OH_39073,2020-02-03,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,6.02,9.21,6.73,,7.44,30.46,13.81,8.15,5.67,4.96,,25.85,,8.5,5.67,41.44,6.02,4.96,9.481481,-0.098765,17.641975,0.0,,2.018519,59.746813
US_OH_39073,2020-02-04,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,6.8,8.84,4.76,6.12,7.48,28.23,15.64,7.82,5.78,12.92,7.82,32.31,4.76,,5.1,28.57,7.14,8.16,12.024691,2.654321,16.777778,1.227667,,7.061728,71.811428
US_OH_39073,2020-02-05,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,,6.24,8.08,7.34,,31.94,14.68,6.97,11.01,9.18,7.34,29.74,6.97,,5.14,34.51,9.54,7.71,1.623457,-0.166667,5.666667,7.692571,,-2.012346,77.154869
US_OH_39073,2020-02-06,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,6.06,12.46,8.08,5.39,6.4,25.26,10.78,7.75,,,5.05,25.94,,5.73,,36.04,4.72,5.39,0.962963,-0.123457,2.746914,6.277429,,-0.104938,92.682114
US_OH_39073,2020-02-07,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,10.77,10.77,7.7,5.77,,23.09,11.93,7.31,,5.39,6.92,30.78,,,7.31,41.55,7.7,5.39,-1.185185,-2.549383,1.246914,3.81,30.48,-3.425926,84.835277
US_OH_39073,2020-02-08,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,5.47,12.5,7.81,,,26.95,12.11,7.81,8.59,9.76,8.59,34.36,,,,35.93,11.32,,-1.888889,-4.759259,0.37037,0.653143,50.8,-3.802469,86.907209
US_OH_39073,2020-02-09,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,7.69,13.36,7.69,,,17.81,10.93,8.1,,9.31,6.48,18.22,6.48,7.69,,44.53,6.88,5.67,-0.191358,-4.716049,2.740741,0.719667,30.48,-2.555556,84.151738
US_OH_39073,2020-02-10,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,10.28,12.27,8.29,,5.64,17.25,,11.28,5.64,5.31,8.62,30.84,5.97,5.31,7.3,35.82,5.31,,5.864198,-0.265432,8.876543,3.556,50.8,3.925926,87.421203
US_OH_39073,2020-02-11,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,8.57,9.59,9.59,5.48,,21.93,15.76,6.85,,,7.2,40.77,7.2,8.22,5.14,28.78,7.2,,3.425926,1.345679,7.796296,2.286,,1.54321,87.58938
US_OH_39073,2020-02-12,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,,6.44,10.51,8.82,4.75,17.3,10.17,7.12,,6.78,7.12,30.52,6.78,,5.76,41.37,10.17,,0.388889,-3.364198,4.135802,0.435429,30.48,-2.45679,81.494998
US_OH_39073,2020-02-13,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,5.86,8.27,10.68,5.17,6.55,16.54,8.62,13.78,6.2,,6.55,23.78,,5.86,,40.32,5.51,,1.427778,-1.777778,2.994444,10.00125,30.48,-0.133333,89.449717
US_OH_39073,2020-02-14,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,,,,,,,10.51,5.43,,,13.57,6.78,6.78,,,5.09,28.83,5.43,,5.09,23.74,6.11,,-4.796296,-7.814815,1.993827,2.104571,,-9.796296,68.08278
US_OH_39073,2020-02-15,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,13,4,33,0,,5.77,9.23,7.31,,,21.15,12.3,,,,7.31,23.46,6.54,8.84,,33.84,7.31,,-5.333333,-11.41358,3.179012,0.0,,-11.141975,63.777436
US_OH_39073,2020-02-16,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,5,9,,-1,,6.78,10.17,8.28,5.27,5.65,18.83,12.05,,,5.65,,27.49,8.28,,,32.38,9.04,5.65,2.888889,-0.104938,6.450617,0.0,,-4.024691,60.696363
US_OH_39073,2020-02-17,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,3,5,,-23,,10.54,12.48,8.19,,6.24,19.9,9.75,,6.63,6.24,,25.36,,5.85,5.85,44.87,6.63,6.63,1.222222,-5.962963,10.018519,0.0,,-3.808642,69.19951
US_OH_39073,2020-02-18,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,-6,14,,0,1,5.11,11.25,4.77,5.46,,22.5,9.21,7.84,6.48,6.82,9.21,21.48,,5.46,5.46,36.48,6.82,6.48,8.8,5.0,11.394444,1.227667,,3.422222,69.081842
US_OH_39073,2020-02-19,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,6,-2,,2,-1,5.13,11.64,4.79,5.13,,13.0,9.92,5.82,4.79,5.13,7.19,27.72,5.48,6.84,5.48,28.75,7.19,,1.466667,-4.122222,9.272222,0.423333,,-4.05,66.835259
US_OH_39073,2020-02-20,ChIJ6Wv-Jl_pR4gRpNryfNrSX6I,Q499295,geoId/39073,US,United States of America,OH,Ohio,39073,Hocking County,US,USA,2,,,,,,,28436,14046,14390,3278,3643,3246,3110,3593,4191,3825,2381,1169,270614,39.5,-82.48,1097,77.242857,3,12,,-1,-1,8.02,8.37,9.07,,5.58,18.13,10.11,7.67,,,10.11,25.11,,5.58,6.63,35.22,8.37,4.88,-1.983333,-4.877778,3.861111,0.0,,-8.283333,62.296896
