location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NH_33007,2021-07-24,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2103,45,34,16486,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,56,,,-3,,5.91,4.84,12.63,5.64,7.26,6.72,6.72,4.3,4.3,5.11,,3.76,5.11,4.03,5.38,6.99,25.81,5.38,9.68,4.57,,3.76,42.48,4.57,10.75,8.33,,3.76,16.344444,8.327778,25.005556,2.159,,10.133333,66.917173
US_NH_33007,2021-07-25,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2103,45,5,16491,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,66,,,0,,4.75,8.49,11.49,7.75,5.0,8.24,7.0,3.75,,7.75,4.5,4.75,,4.0,4.75,5.25,25.23,6.75,10.99,4.0,,3.5,44.97,4.25,8.24,8.74,3.75,5.0,18.105556,9.372222,24.783333,2.25425,,14.422222,79.533058
US_NH_33007,2021-07-26,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,-1,0,2102,45,2,16493,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,59,62,,-12,2,4.85,6.89,15.05,9.44,5.36,6.38,7.4,3.83,,8.93,5.36,,3.57,,,8.16,25.5,7.14,11.22,4.59,4.59,6.89,42.34,,10.71,5.1,5.1,,19.877778,14.15,25.194444,6.25475,,16.261111,80.100619
US_NH_33007,2021-07-27,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,2,0,2104,45,14,16507,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,55,56,,-10,2,3.72,3.47,16.61,5.46,4.21,5.21,5.95,,4.46,7.44,4.46,4.21,,4.96,4.71,6.2,21.08,5.95,9.67,3.72,,5.46,40.91,3.97,8.18,9.92,,4.46,17.327778,12.561111,24.438889,4.753429,,13.855556,80.599537
US_NH_33007,2021-07-28,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,-1,0,2103,45,67,16574,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,58,68,,-9,1,5.23,7.07,10.47,5.5,5.76,6.28,7.33,7.59,5.5,7.59,4.19,4.71,,4.45,4.45,3.92,22.77,9.68,11.25,4.45,,,42.66,5.76,8.11,9.16,,7.59,15.827778,11.205556,21.255556,1.8542,,10.172222,69.848424
US_NH_33007,2021-07-29,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,1,0,2104,45,15,16589,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,53,63,,-7,2,5.54,4.03,9.81,9.31,6.54,5.03,9.31,5.03,,8.56,4.28,5.03,3.77,5.54,,10.82,18.88,5.54,11.32,,,6.29,35.99,,5.79,5.54,,6.54,13.583333,6.283333,21.172222,0.036286,,10.133333,79.932686
US_NH_33007,2021-07-30,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,-1,0,2103,45,8,16597,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,41,59,,-13,4,5.5,4.75,9.75,6.5,4.0,5.25,5.0,,5.25,9.0,3.75,,,4.25,,6.0,21.25,5.0,8.25,5.75,4.25,7.5,45.51,3.75,7.5,7.0,4.25,4.25,14.705556,8.922222,19.238889,9.398,,12.194444,85.319667
US_NH_33007,2021-07-31,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2103,45,7,16604,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,63,,,1,,6.34,3.96,14.79,9.25,6.08,6.08,4.23,4.23,,6.08,,4.23,,4.23,,3.7,16.64,7.66,6.08,,,4.76,37.78,,7.4,7.93,7.13,5.81,14.122222,10.194444,18.9,3.1496,,6.2,60.965814
US_NH_33007,2021-08-01,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2103,45,8,16612,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,69,,,0,,5.81,8.58,12.12,5.05,5.55,3.79,4.04,4.04,5.55,7.32,,4.29,,3.54,5.05,7.07,21.71,4.29,9.85,3.54,3.79,5.3,40.14,4.29,10.1,6.56,3.79,,13.95,8.433333,19.861111,0.616857,,9.977778,77.645778
US_NH_33007,2021-08-02,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,10,0,2113,45,33,16645,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,62,63,,-10,2,3.51,,12.28,4.76,10.03,7.02,9.28,4.51,3.76,8.27,4.01,,,4.26,,6.77,23.56,7.77,5.77,,4.51,7.02,44.37,5.01,7.77,8.27,,,15.5,9.272222,20.327778,20.029714,,12.294444,81.661405
US_NH_33007,2021-08-03,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,5,0,2118,45,10,16655,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,65,75,,-8,0,4.61,5.89,11.27,7.94,4.35,6.66,5.38,,5.12,7.94,6.4,7.94,,6.66,,9.22,23.05,6.4,9.99,4.87,4.35,,37.65,4.35,10.5,6.15,4.61,5.12,15.644444,7.711111,23.35,3.132667,,9.722222,68.339676
US_NH_33007,2021-08-04,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,2,0,2120,45,7,16662,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,64,65,,-11,1,,6.62,13.5,8.4,7.38,5.35,6.88,5.09,4.58,7.13,6.88,6.37,,5.86,5.09,3.82,24.7,5.35,8.91,4.08,5.35,3.56,35.65,4.33,7.38,8.15,5.86,,17.311111,8.794444,24.505556,0.0,,12.611111,74.185806
US_NH_33007,2021-08-05,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,1,0,2121,45,13,16675,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,58,62,,-11,0,,,11.91,8.87,4.31,4.82,7.1,3.55,4.82,10.14,5.32,4.56,,3.8,6.08,6.84,22.56,6.08,11.41,5.07,6.08,5.32,41.57,5.83,9.12,7.6,5.83,,17.855556,10.861111,24.072222,0.0,,13.522222,75.893714
US_NH_33007,2021-08-06,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,3,0,2124,45,18,16693,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,46,64,,-14,1,5.16,5.68,10.58,5.94,5.94,6.71,7.23,,,11.62,,5.94,,3.61,4.13,4.65,19.1,,10.84,,5.42,3.87,37.69,5.94,8.52,6.97,4.39,4.39,19.083333,11.527778,27.188889,0.0254,,14.044444,72.835411
US_NH_33007,2021-08-07,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2124,45,10,16703,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,58,,,0,,4.33,6.61,10.69,4.58,,5.09,5.34,4.33,3.82,4.33,3.82,6.11,,6.11,3.56,6.87,21.88,8.65,11.19,3.56,5.09,,34.34,4.33,7.89,4.83,,6.36,19.077778,11.983333,27.433333,0.03175,,15.038889,77.706112
US_NH_33007,2021-08-08,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2124,45,10,16713,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,74,,,3,,5.62,8.94,16.86,9.45,3.58,,8.69,7.41,6.9,5.37,5.62,6.9,4.34,3.83,6.64,6.64,22.74,3.83,9.45,,5.37,4.34,37.05,5.37,10.99,12.52,4.09,,20.572222,13.322222,27.366667,3.245556,,16.977778,80.047952
US_NH_33007,2021-08-09,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,37,0,2161,45,35,16748,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,69,67,,-15,1,6.44,6.2,15.86,7.43,6.2,6.2,8.18,6.94,4.71,7.19,6.2,3.72,5.7,4.46,,5.7,22.05,5.45,11.15,5.45,3.96,,36.18,3.96,12.39,7.19,,4.71,21.361111,16.75,26.877778,0.1016,,17.577778,79.390366
US_NH_33007,2021-08-10,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2161,45,0,16748,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,70,67,,-11,1,5.21,,15.62,5.21,7.93,3.97,5.95,3.72,5.21,7.69,5.7,10.17,3.47,5.21,8.43,8.68,24.3,8.43,11.16,4.96,6.94,6.2,42.16,7.19,13.39,8.93,4.46,3.72,20.744444,15.488889,27.555556,0.0,,17.005556,79.284195
US_NH_33007,2021-08-11,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,2,0,2163,45,33,16781,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,57,53,,-12,2,4.62,6.32,15.32,7.05,4.13,7.29,8.51,,3.65,8.02,8.02,7.29,,4.13,,8.27,24.07,4.86,9.72,,,3.89,40.84,6.56,12.4,8.27,5.11,3.4,22.811111,16.388889,28.183333,1.814286,,19.716667,83.0869
US_NH_33007,2021-08-12,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,6,0,2169,45,0,16781,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,60,54,,-10,0,4.53,7.04,12.07,7.04,5.78,3.77,7.54,,,11.82,,8.05,,3.77,3.77,4.78,25.9,6.29,12.57,4.02,5.53,4.28,38.22,6.04,11.57,8.8,5.28,,23.911111,18.011111,30.705556,4.463143,,20.35,80.795056
US_NH_33007,2021-08-13,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,2,0,2171,45,-159,16622,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,43,59,,-13,2,,5.41,14.27,7.13,5.17,6.89,7.87,,,8.61,3.94,5.41,,5.41,,5.9,25.09,6.89,10.58,,5.41,,39.11,4.92,5.66,7.87,3.44,4.67,24.344444,18.061111,30.933333,0.03175,,18.655556,70.796981
US_NH_33007,2021-08-14,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2171,45,23,16645,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,54,,,-5,,3.43,6.86,9.8,4.16,5.88,8.33,8.82,4.9,,6.86,,4.65,,3.67,4.41,4.16,21.06,6.12,9.55,,4.65,4.65,39.19,3.67,9.55,5.63,,,21.527778,17.466667,29.627778,6.168571,,17.294444,77.320296
US_NH_33007,2021-08-15,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2171,45,10,16655,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,81,,,2,,,6.82,14.42,7.6,6.55,,9.7,4.46,4.46,6.29,,7.08,,,6.29,5.77,25.69,5.77,11.54,,,,31.72,5.51,7.34,9.44,3.67,3.93,15.433333,9.038889,22.738889,4.7752,,9.3,67.323735
US_NH_33007,2021-08-16,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,8,0,2179,45,13,16668,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,70,63,,-13,2,,6.72,14.99,4.91,7.75,9.04,9.04,4.65,3.62,9.04,4.39,4.91,,3.62,5.43,6.46,19.64,9.56,7.5,,5.17,4.65,46.0,,9.56,10.08,4.39,4.91,15.194444,6.794444,24.105556,0.0,,7.272222,61.704603
US_NH_33007,2021-08-17,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,6,0,2185,45,3,16671,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,58,65,,-11,1,,6.73,8.97,6.48,7.22,6.23,8.22,,3.74,7.47,5.73,5.23,3.99,,3.99,6.73,23.17,,5.98,3.74,,6.48,41.35,,6.97,7.72,,4.48,16.672222,7.75,24.533333,0.0,,11.027778,72.437932
US_NH_33007,2021-08-18,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,2,0,2187,45,73,16744,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,51,57,,-11,3,5.95,7.68,11.65,9.42,5.21,5.7,6.69,3.97,,7.68,3.47,4.46,,3.47,5.45,9.91,21.56,6.94,9.91,,,6.2,40.9,,7.44,6.2,,,20.95,18.483333,25.038889,3.048,,18.761111,87.571691
US_NH_33007,2021-08-19,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,9,0,2196,45,8,16752,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,47,45,,-10,4,4.86,5.83,10.68,7.04,5.58,5.34,5.34,5.34,4.37,9.23,5.58,4.37,3.88,7.28,4.86,6.07,20.88,7.04,11.17,5.34,3.64,3.64,41.76,4.61,9.71,10.93,3.4,5.1,19.95,17.283333,24.011111,2.6035,,18.455556,91.199553
US_NH_33007,2021-08-20,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,11,0,2207,45,11,16763,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,37,52,,-13,2,6.27,6.77,13.05,6.52,5.02,4.77,7.28,,,9.28,3.76,4.77,,6.52,7.03,6.52,17.31,6.52,9.03,6.02,6.02,5.27,30.86,5.27,11.29,8.53,4.52,4.01,22.505556,17.916667,28.611111,5.2705,,18.788889,79.823515
US_NH_33007,2021-08-21,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2207,45,20,16783,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,47,,,-1,,4.36,,16.66,6.66,3.84,5.38,7.69,3.84,6.41,7.43,5.89,5.89,4.1,,,4.87,23.06,5.89,12.3,,4.61,5.38,34.08,5.38,11.79,6.66,5.38,,22.405556,17.238889,29.277778,0.15875,,18.944444,81.093778
US_NH_33007,2021-08-22,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2207,45,13,16796,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,60,,,6,,4.08,8.42,13.53,6.13,8.17,6.13,5.87,4.85,5.36,10.21,5.11,7.4,3.83,,6.13,5.11,22.46,8.68,14.8,3.83,7.4,4.08,36.76,5.36,9.7,11.23,5.36,5.62,21.066667,17.405556,27.427778,0.649111,,18.416667,85.102465
US_NH_33007,2021-08-23,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,6,0,2213,45,4,16800,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,49,45,,-14,4,3.85,4.36,13.34,7.44,5.13,7.44,4.36,4.11,6.93,10.52,4.88,4.11,,5.64,5.39,7.44,22.32,6.16,15.65,3.59,7.96,,36.44,3.85,13.09,6.67,4.36,3.85,21.166667,17.788889,25.65,2.3495,,18.072222,82.970039
US_NH_33007,2021-08-24,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,9,0,2222,45,23,16823,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,55,60,,-12,2,4.39,8.24,17.3,8.24,7.69,6.04,7.97,4.39,,8.24,6.04,4.67,3.85,4.39,,7.69,24.72,5.22,14.56,4.94,,7.69,40.1,4.67,9.61,7.42,,,22.094444,17.538889,28.444444,4.684889,,18.25,79.135602
US_NH_33007,2021-08-25,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,3,0,2225,45,14,16837,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,51,60,,-15,1,4.52,3.72,13.29,8.51,5.32,6.91,7.71,3.99,5.05,6.91,5.58,4.79,4.52,,5.58,5.58,18.34,5.32,10.1,5.05,5.58,4.79,40.14,6.91,8.77,5.58,5.05,5.32,21.511111,14.705556,28.955556,0.0,,16.511111,73.523285
US_NH_33007,2021-08-26,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,8,0,2233,45,24,16861,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,44,56,,-10,1,3.63,5.71,12.72,6.75,3.63,5.45,10.9,,3.89,7.53,5.97,4.41,,4.67,7.27,7.01,18.17,6.49,10.64,,3.89,3.89,35.55,5.19,9.34,5.71,4.15,4.67,23.277778,15.55,30.255556,0.0,,18.383333,74.466518
US_NH_33007,2021-08-27,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,5,0,2238,45,22,16883,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,40,51,,-13,2,4.22,6.6,15.04,9.76,,6.33,7.65,,4.22,5.8,4.49,,,3.96,4.75,6.6,21.9,5.8,8.18,5.01,4.75,,40.64,,10.03,8.71,,5.54,19.7,15.0,29.105556,0.0,,13.105556,65.930374
US_NH_33007,2021-08-28,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2238,45,0,16883,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,46,,,-2,,4.4,4.66,10.1,4.4,6.74,6.48,5.44,3.88,3.63,9.07,,3.63,,,4.14,3.88,20.98,,8.03,4.66,3.63,4.4,31.08,,8.81,3.63,5.44,3.88,14.405556,11.188889,20.455556,0.0,,8.755556,70.044006
US_NH_33007,2021-08-29,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2238,45,24,16907,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,58,,,3,,6.71,8.51,12.12,6.45,4.13,4.13,5.42,4.38,4.13,10.83,3.61,4.64,,,,5.16,18.31,5.67,7.48,,,,36.36,4.64,5.93,7.22,4.9,3.87,14.633333,11.822222,18.433333,4.717143,,12.977778,89.962402
US_NH_33007,2021-08-30,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,27,0,2265,45,4,16911,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,41,48,,-13,4,,8.6,14.33,8.34,4.95,5.47,7.55,3.65,3.91,9.9,,5.73,3.91,,3.65,6.51,19.01,4.69,9.64,4.17,4.43,,37.77,,11.46,5.73,3.65,,19.527778,14.15,25.166667,4.209143,,17.1,86.143207
US_NH_33007,2021-08-31,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,7,0,2272,45,6,16917,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,31,51,,-10,2,,6.86,9.87,8.77,6.86,6.58,7.95,4.39,4.66,10.69,,,3.84,,3.84,6.86,18.92,,7.13,,4.39,,42.5,,8.5,4.11,,7.13,18.144444,12.616667,24.944444,5.898444,,13.977778,77.169491
US_NH_33007,2021-09-01,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,2,0,2274,45,6,16923,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,47,52,,-13,2,4.59,4.86,10.26,11.88,5.4,5.94,8.37,4.05,,14.31,,,,,5.4,5.67,20.78,,6.48,6.75,4.59,4.05,39.95,,6.75,4.32,,4.59,15.038889,8.944444,22.566667,0.0,,9.855556,71.30392
US_NH_33007,2021-09-02,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,14,0,2288,45,13,16936,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,56,53,,-10,0,4.25,6.38,10.63,7.97,6.11,5.31,7.17,5.05,5.31,6.91,5.31,7.97,6.11,4.25,6.38,5.84,19.66,5.31,7.97,5.84,4.25,4.52,39.05,3.98,9.83,6.11,5.84,,13.822222,8.894444,19.355556,2.921,,9.705556,76.3107
US_NH_33007,2021-09-03,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,3,1,2291,46,143,17079,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,69,64,,-16,1,5.73,6.25,13.55,7.04,5.21,,4.95,3.91,3.91,8.34,4.17,5.21,3.65,3.91,3.91,8.08,21.11,8.34,10.94,3.65,,4.43,32.05,5.21,9.9,6.25,,6.78,13.733333,10.116667,18.95,2.286,,10.161111,79.628061
US_NH_33007,2021-09-04,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2291,46,7,17086,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,114,,,-4,,,5.14,11.3,5.65,6.68,4.62,8.99,7.19,,7.45,4.11,4.62,,5.14,5.39,3.6,16.95,6.17,8.73,,4.88,4.88,38.27,3.6,9.5,7.19,4.37,3.85,15.111111,9.494444,20.9,2.2098,,8.638889,65.906974
US_NH_33007,2021-09-05,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2291,46,0,17086,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,148,,,-1,,5.43,6.37,16.52,7.32,,,8.26,3.78,,5.43,4.72,,,5.19,4.96,5.43,17.94,3.54,12.27,,3.78,5.9,32.57,7.32,6.37,4.01,,5.19,12.661111,7.277778,20.555556,0.056444,,9.766667,82.747934
US_NH_33007,2021-09-06,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,2291,46,0,17086,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,81,56,,-62,11,6.93,4.7,11.39,5.2,5.69,6.68,8.17,3.96,,5.94,4.21,,,3.71,,5.69,17.08,6.44,8.66,,,6.93,40.1,3.71,9.41,7.43,,3.47,16.255556,7.972222,22.244444,5.007429,,13.911111,86.229397
