location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29059,2020-01-15,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,21.78,31.11,10.148148,6.277778,14.709877,0.0,,8.423611,88.977848
US_MO_29059,2020-01-16,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,23.97,35.95,0.055556,-4.771605,8.104938,0.028222,,-3.638889,77.632539
US_MO_29059,2020-01-17,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,18.5,37.0,-0.660494,-2.351852,1.209877,3.005667,,-4.638889,74.041008
US_MO_29059,2020-01-18,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,23.61,26.75,4.339506,-0.074074,10.666667,25.908,,1.305556,81.224038
US_MO_29059,2020-01-19,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,19.13,27.1,-3.561728,-7.04321,0.475309,1.27,,-12.479167,50.156164
US_MO_29059,2020-01-20,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,25.95,32.87,-8.222222,-11.012346,-4.87037,0.084667,,-12.263889,72.170852
US_MO_29059,2020-01-21,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,22.08,45.85,-6.740741,-10.549383,0.475309,0.296333,,-9.854167,79.076157
US_MO_29059,2020-01-22,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,26.34,34.86,-1.333333,-3.790123,0.716049,0.084667,,-5.243056,73.899724
US_MO_29059,2020-01-23,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,27.62,35.74,0.746914,-0.234568,1.925926,3.175,,0.484127,97.914629
US_MO_29059,2020-01-24,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,28.62,35.16,0.759259,-0.111111,2.271605,3.513667,,0.430556,97.495814
US_MO_29059,2020-01-25,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,34.8,31.4,0.592593,-0.975309,4.302469,0.979714,,-1.486111,86.205184
US_MO_29059,2020-01-26,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,35.77,37.4,3.234568,-1.259259,9.12963,0.0,,0.145833,80.859847
US_MO_29059,2020-01-27,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,30.6,28.47,2.777778,-2.666667,10.08642,0.0,,0.222222,83.670087
US_MO_29059,2020-01-28,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,36.97,37.69,0.024691,-1.987654,4.932099,0.0,,-0.555556,95.700938
US_MO_29059,2020-01-29,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,29.17,38.34,-0.17284,-1.333333,0.691358,2.201333,,-0.875,94.627942
US_MO_29059,2020-01-30,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,43.87,36.44,-0.12963,-1.320988,2.734568,1.342571,,-1.402778,91.373046
US_MO_29059,2020-01-31,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,31.11,42.95,3.0,0.87037,6.549383,0.0,,1.361111,89.130506
US_MO_29059,2020-02-01,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,22.14,39.16,2.87037,-2.061728,9.580247,0.0,,-0.541667,77.781934
US_MO_29059,2020-02-02,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,28.0,28.0,10.950617,3.407407,22.240741,0.0,,-0.715278,44.800954
US_MO_29059,2020-02-03,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,29.27,32.93,14.753086,8.450617,21.358025,0.0,,1.493056,40.334696
US_MO_29059,2020-02-04,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,29.14,36.42,5.969136,0.833333,16.0,0.719667,,2.395833,80.010686
US_MO_29059,2020-02-05,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,29.04,24.2,-0.592593,-1.722222,1.777778,5.164667,,-1.798611,92.082342
US_MO_29059,2020-02-06,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,37.72,44.43,-2.703704,-4.512346,-0.067901,3.767667,,-4.673611,86.287464
US_MO_29059,2020-02-07,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,30.45,35.91,-2.524691,-7.722222,4.537037,0.0,30.48,-5.534722,79.663989
US_MO_29059,2020-02-08,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,23.14,23.14,-0.185185,-5.814815,6.154321,0.084667,,-4.743056,71.281433
US_MO_29059,2020-02-09,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,33.7,29.59,7.080247,1.098765,14.234568,0.381,,1.8125,68.170769
US_MO_29059,2020-02-10,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,31.54,15.77,2.506173,-1.08642,11.290123,5.164667,,1.048611,91.340987
US_MO_29059,2020-02-11,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,30.27,39.87,1.635802,-0.191358,5.074074,2.213429,,-1.083333,81.938091
US_MO_29059,2020-02-12,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,31.49,31.49,1.0625,-0.416667,3.611111,0.2032,,-1.063492,85.171168
US_MO_29059,2020-02-13,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,33.95,30.18,-4.506944,-10.673611,1.638889,13.8684,,-7.722222,79.989721
US_MO_29059,2020-02-14,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,,,,,30.31,23.38,-10.277778,-15.881944,0.569444,0.03175,,-16.84127,58.947752
US_MO_29059,2020-02-15,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,8,-7,10,,39.06,31.25,1.1875,-3.256944,7.194444,0.0,,-7.452381,51.534513
US_MO_29059,2020-02-16,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,2,10,,,33.98,30.58,5.111111,-2.118056,13.625,0.0,,-1.166667,64.663443
US_MO_29059,2020-02-17,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,-16,-2,-16,,38.58,43.61,9.180556,5.881944,12.805556,1.016,,5.65873,78.333923
US_MO_29059,2020-02-18,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,-10,-2,6,,28.26,25.43,5.430556,1.013889,11.9375,0.41275,,1.992063,79.473633
US_MO_29059,2020-02-19,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,8,6,3,,34.0,30.31,1.654321,-3.833333,8.314815,0.0,,-5.208333,60.976172
US_MO_29059,2020-02-20,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,-18,5,6,,29.14,38.6,0.203704,-3.783951,5.987654,0.072571,,-6.291667,62.001688
US_MO_29059,2020-02-21,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,1,5,22,,31.51,30.01,-3.54321,-11.308642,6.358025,0.0,,-12.625,48.988277
US_MO_29059,2020-02-22,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,6,4,8,,30.37,37.12,1.833333,-5.969136,11.734568,0.0,,-9.375,42.61453
US_MO_29059,2020-02-23,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,-4,11,,,27.0,43.88,8.135802,4.462963,13.95679,0.0,,-1.486111,50.477469
US_MO_29059,2020-02-24,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,-16,-3,9,,28.53,38.51,7.407407,5.524691,11.401235,12.403667,,6.548611,94.198728
US_MO_29059,2020-02-25,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,-19,-5,5,,44.98,31.92,3.549383,1.506173,7.635802,8.89,,2.958333,96.407818
US_MO_29059,2020-02-26,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,1,6,2,,40.53,39.03,0.530864,-0.895062,2.203704,0.931333,,-1.333333,87.004995
US_MO_29059,2020-02-27,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,1,0,8,,42.71,19.48,-0.229167,-6.326389,7.847222,0.399143,,-5.357143,67.353548
US_MO_29059,2020-02-28,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,16,6,25,,28.48,30.67,3.777778,-2.083333,11.1875,0.846667,,-0.34127,74.191531
US_MO_29059,2020-02-29,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,20,13,14,,34.77,28.3,5.520833,-3.131944,16.25,0.0635,,-1.5,59.640632
US_MO_29059,2020-03-01,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,15,24,,,35.04,34.24,11.8125,7.743056,17.479167,0.0,,4.047619,57.93191
US_MO_29059,2020-03-02,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,-6,0,7,,39.04,34.85,10.75,6.319444,15.166667,4.868333,,7.15873,78.738063
US_MO_29059,2020-03-03,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,13,16,1,,33.98,36.87,8.965278,2.194444,16.263889,4.22275,,0.309524,55.04593
US_MO_29059,2020-03-04,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,22,21,5,,32.98,20.07,8.583333,3.236111,14.0625,0.0,,-1.857143,47.111027
US_MO_29059,2020-03-05,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,4,18,8,,33.63,30.05,7.854167,0.152778,16.069444,0.0,,-1.555556,50.547815
US_MO_29059,2020-03-06,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,20,6,22,,30.61,29.15,6.680556,-0.152778,12.791667,0.0,,-6.420635,38.902755
US_MO_29059,2020-03-07,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,19,15,14,,37.21,21.98,6.965278,-1.256944,17.659722,0.0,,-6.611111,36.25844
US_MO_29059,2020-03-08,ChIJnwMsTfMLxYcR5drL3Ztt7qA,Q484734,geoId/29059,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2,,,,,,,16699,8320,8379,2146,2150,1791,1750,1821,2443,2343,1434,821,1180520,37.67,-93.02,1406,77.133333,16,17,,,29.64,31.28,12.263889,4.659722,21.416667,0.0,,-4.055556,31.497836
