location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28103,2020-01-01,ChIJ61vgkxunhogRCchve2QrJ5A,Q490215,geoId/28103,US,United States of America,MS,Mississippi,28103,Noxubee County,US,USA,2,,,,,,,10711,5062,5649,1441,1439,1536,1251,1157,1441,1268,717,461,1833643,33.11,-88.57,1813,76.9,,,,,5.382716,-0.530864,13.314815,0.0,,-1.0,63.713796
US_MS_28103,2020-01-02,ChIJ61vgkxunhogRCchve2QrJ5A,Q490215,geoId/28103,US,United States of America,MS,Mississippi,28103,Noxubee County,US,USA,2,,,,,,,10711,5062,5649,1441,1439,1536,1251,1157,1441,1268,717,461,1833643,33.11,-88.57,1813,76.9,,,,,11.308642,8.191358,17.87037,3.773714,,7.47619,77.551909
US_MS_28103,2020-01-03,ChIJ61vgkxunhogRCchve2QrJ5A,Q490215,geoId/28103,US,United States of America,MS,Mississippi,28103,Noxubee County,US,USA,2,,,,,,,10711,5062,5649,1441,1439,1536,1251,1157,1441,1268,717,461,1833643,33.11,-88.57,1813,76.9,,,,71.3,15.524691,13.475309,19.32716,65.278,,13.349206,89.258387
US_MS_28103,2020-01-04,ChIJ61vgkxunhogRCchve2QrJ5A,Q490215,geoId/28103,US,United States of America,MS,Mississippi,28103,Noxubee County,US,USA,2,,,,,,,10711,5062,5649,1441,1439,1536,1251,1157,1441,1268,717,461,1833643,33.11,-88.57,1813,76.9,,,,,11.950617,7.314815,14.679012,10.16,,6.349206,69.814952
US_MS_28103,2020-01-05,ChIJ61vgkxunhogRCchve2QrJ5A,Q490215,geoId/28103,US,United States of America,MS,Mississippi,28103,Noxubee County,US,USA,2,,,,,,,10711,5062,5649,1441,1439,1536,1251,1157,1441,1268,717,461,1833643,33.11,-88.57,1813,76.9,,,,100.0,5.197531,-1.283951,15.320988,0.0,,-0.595238,67.311103
US_MS_28103,2020-01-06,ChIJ61vgkxunhogRCchve2QrJ5A,Q490215,geoId/28103,US,United States of America,MS,Mississippi,28103,Noxubee County,US,USA,2,,,,,,,10711,5062,5649,1441,1439,1536,1251,1157,1441,1268,717,461,1833643,33.11,-88.57,1813,76.9,,,,72.86,9.623457,2.179012,19.623457,0.0,,4.595238,70.519067
US_MS_28103,2020-01-07,ChIJ61vgkxunhogRCchve2QrJ5A,Q490215,geoId/28103,US,United States of America,MS,Mississippi,28103,Noxubee County,US,USA,2,,,,,,,10711,5062,5649,1441,1439,1536,1251,1157,1441,1268,717,461,1833643,33.11,-88.57,1813,76.9,,,,80.59,12.037037,5.641975,16.179012,0.03175,,3.365079,56.191514
US_MS_28103,2020-01-08,ChIJ61vgkxunhogRCchve2QrJ5A,Q490215,geoId/28103,US,United States of America,MS,Mississippi,28103,Noxubee County,US,USA,2,,,,,,,10711,5062,5649,1441,1439,1536,1251,1157,1441,1268,717,461,1833643,33.11,-88.57,1813,76.9,,,,47.3,6.117284,-1.82716,17.537037,0.0,,-1.373016,58.934713
US_MS_28103,2020-01-09,ChIJ61vgkxunhogRCchve2QrJ5A,Q490215,geoId/28103,US,United States of America,MS,Mississippi,28103,Noxubee County,US,USA,2,,,,,,,10711,5062,5649,1441,1439,1536,1251,1157,1441,1268,717,461,1833643,33.11,-88.57,1813,76.9,,,,54.47,8.135802,0.222222,18.487654,0.0,,1.515873,62.893377
US_MS_28103,2020-01-10,ChIJ61vgkxunhogRCchve2QrJ5A,Q490215,geoId/28103,US,United States of America,MS,Mississippi,28103,Noxubee County,US,USA,2,,,,,,,10711,5062,5649,1441,1439,1536,1251,1157,1441,1268,717,461,1833643,33.11,-88.57,1813,76.9,,,,53.92,16.907407,14.790123,19.993827,1.27,,11.230159,69.974514
