location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19027,2020-01-01,ChIJgZD7VMA67YcRBzTfhD6_a84,Q430113,geoId/19027,US,United States of America,IA,Iowa,19027,Carroll County,US,USA,2,,,,,,,20274,9988,10286,2752,2652,2182,2221,2147,2887,2609,1502,1322,1789548,42.037222,-94.858889,1477,80.133333,,,,,9.1,16.82,,20.01,6.82,,27.74,10.46,40.93,,-2.088889,-7.288889,5.872222,0.0,-4.277778,85.039605
US_IA_19027,2020-01-02,ChIJgZD7VMA67YcRBzTfhD6_a84,Q430113,geoId/19027,US,United States of America,IA,Iowa,19027,Carroll County,US,USA,2,,,,,,,20274,9988,10286,2752,2652,2182,2221,2147,2887,2609,1502,1322,1789548,42.037222,-94.858889,1477,80.133333,,,,,9.23,10.29,,12.78,8.52,7.46,23.07,,39.05,7.81,2.188889,-2.977778,5.511111,0.0,0.827778,90.820277
US_IA_19027,2020-01-03,ChIJgZD7VMA67YcRBzTfhD6_a84,Q430113,geoId/19027,US,United States of America,IA,Iowa,19027,Carroll County,US,USA,2,,,,,,,20274,9988,10286,2752,2652,2182,2221,2147,2887,2609,1502,1322,1789548,42.037222,-94.858889,1477,80.133333,,,,,6.45,7.52,6.81,16.12,5.37,6.09,21.49,7.52,27.22,8.24,-0.622222,-3.561111,2.95,0.0,-1.458333,93.754559
US_IA_19027,2020-01-04,ChIJgZD7VMA67YcRBzTfhD6_a84,Q430113,geoId/19027,US,United States of America,IA,Iowa,19027,Carroll County,US,USA,2,,,,,,,20274,9988,10286,2752,2652,2182,2221,2147,2887,2609,1502,1322,1789548,42.037222,-94.858889,1477,80.133333,,,,,9.87,12.22,,21.16,,,23.04,,32.44,,-2.8,-7.438889,1.838889,4.572,-4.05,91.253388
US_IA_19027,2020-01-05,ChIJgZD7VMA67YcRBzTfhD6_a84,Q430113,geoId/19027,US,United States of America,IA,Iowa,19027,Carroll County,US,USA,2,,,,,,,20274,9988,10286,2752,2652,2182,2221,2147,2887,2609,1502,1322,1789548,42.037222,-94.858889,1477,80.133333,,,,,10.78,,8.09,15.27,,,22.91,6.74,35.04,7.19,1.988889,-2.438889,5.338889,0.0,-2.066667,74.898096
US_IA_19027,2020-01-06,ChIJgZD7VMA67YcRBzTfhD6_a84,Q430113,geoId/19027,US,United States of America,IA,Iowa,19027,Carroll County,US,USA,2,,,,,,,20274,9988,10286,2752,2652,2182,2221,2147,2887,2609,1502,1322,1789548,42.037222,-94.858889,1477,80.133333,,,,,4.94,4.94,8.46,14.1,7.4,8.11,23.27,,39.13,6.35,-1.477778,-4.994444,2.838889,0.0,-3.483333,86.39704
US_IA_19027,2020-01-07,ChIJgZD7VMA67YcRBzTfhD6_a84,Q430113,geoId/19027,US,United States of America,IA,Iowa,19027,Carroll County,US,USA,2,,,,,,,20274,9988,10286,2752,2652,2182,2221,2147,2887,2609,1502,1322,1789548,42.037222,-94.858889,1477,80.133333,,,,,9.83,10.53,5.62,21.76,7.72,9.83,33.69,,38.26,,-1.0,-6.533333,4.738889,0.0,-3.15,85.546987
US_IA_19027,2020-01-08,ChIJgZD7VMA67YcRBzTfhD6_a84,Q430113,geoId/19027,US,United States of America,IA,Iowa,19027,Carroll County,US,USA,2,,,,,,,20274,9988,10286,2752,2652,2182,2221,2147,2887,2609,1502,1322,1789548,42.037222,-94.858889,1477,80.133333,,,,,6.96,8.0,13.22,15.66,10.44,9.39,33.4,,37.92,7.31,-6.127778,-11.188889,0.183333,0.0,-10.938889,68.827305
US_IA_19027,2020-01-09,ChIJgZD7VMA67YcRBzTfhD6_a84,Q430113,geoId/19027,US,United States of America,IA,Iowa,19027,Carroll County,US,USA,2,,,,,,,20274,9988,10286,2752,2652,2182,2221,2147,2887,2609,1502,1322,1789548,42.037222,-94.858889,1477,80.133333,,,,,8.12,10.7,6.64,16.6,9.22,7.01,28.41,,40.58,11.44,2.077778,-5.388889,10.288889,0.0,-3.411111,67.314841
US_IA_19027,2020-01-10,ChIJgZD7VMA67YcRBzTfhD6_a84,Q430113,geoId/19027,US,United States of America,IA,Iowa,19027,Carroll County,US,USA,2,,,,,,,20274,9988,10286,2752,2652,2182,2221,2147,2887,2609,1502,1322,1789548,42.037222,-94.858889,1477,80.133333,,,,,5.94,8.03,10.13,19.56,10.48,7.33,27.24,6.29,26.89,6.99,-3.994444,-8.711111,0.377778,0.254,-5.388889,90.150133
