location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19171,2020-01-01,ChIJj5E7uoiI74cR9OF7yAHYeds,Q119372,geoId/19171,US,United States of America,IA,Iowa,19171,Tama County,US,USA,2,,,,,,,17029,8481,8548,2166,2343,1783,1806,1922,2435,2268,1288,1018,1792953,42.078611,-92.531389,1871,79.666667,,,,9.41,13.8,27.6,,35.12,-2.416667,-8.505556,6.944444,0.0254,30.48,-5.405556,80.223617
US_IA_19171,2020-01-02,ChIJj5E7uoiI74cR9OF7yAHYeds,Q119372,geoId/19171,US,United States of America,IA,Iowa,19171,Tama County,US,USA,2,,,,,,,17029,8481,8548,2166,2343,1783,1806,1922,2435,2268,1288,1018,1792953,42.078611,-92.531389,1871,79.666667,,,,14.92,21.76,26.73,,41.65,3.911111,0.261111,8.016667,0.0,30.48,0.944444,81.294239
US_IA_19171,2020-01-03,ChIJj5E7uoiI74cR9OF7yAHYeds,Q119372,geoId/19171,US,United States of America,IA,Iowa,19171,Tama County,US,USA,2,,,,,,,17029,8481,8548,2166,2343,1783,1806,1922,2435,2268,1288,1018,1792953,42.078611,-92.531389,1871,79.666667,,,,9.62,12.63,30.08,,39.7,0.633333,-0.833333,4.088889,0.0,,-1.138889,88.08694
US_IA_19171,2020-01-04,ChIJj5E7uoiI74cR9OF7yAHYeds,Q119372,geoId/19171,US,United States of America,IA,Iowa,19171,Tama County,US,USA,2,,,,,,,17029,8481,8548,2166,2343,1783,1806,1922,2435,2268,1288,1018,1792953,42.078611,-92.531389,1871,79.666667,,,,,11.43,12.64,,36.11,-2.005556,-5.066667,1.15,0.8636,,-3.183333,91.786106
US_IA_19171,2020-01-05,ChIJj5E7uoiI74cR9OF7yAHYeds,Q119372,geoId/19171,US,United States of America,IA,Iowa,19171,Tama County,US,USA,2,,,,,,,17029,8481,8548,2166,2343,1783,1806,1922,2435,2268,1288,1018,1792953,42.078611,-92.531389,1871,79.666667,,,,,9.71,24.26,11.53,44.89,0.272222,-4.988889,5.461111,0.0,30.48,-3.105556,78.416304
US_IA_19171,2020-01-06,ChIJj5E7uoiI74cR9OF7yAHYeds,Q119372,geoId/19171,US,United States of America,IA,Iowa,19171,Tama County,US,USA,2,,,,,,,17029,8481,8548,2166,2343,1783,1806,1922,2435,2268,1288,1018,1792953,42.078611,-92.531389,1871,79.666667,,,,14.26,13.69,24.52,,31.94,-1.211111,-6.677778,4.777778,0.0,30.48,-4.9,76.335317
US_IA_19171,2020-01-07,ChIJj5E7uoiI74cR9OF7yAHYeds,Q119372,geoId/19171,US,United States of America,IA,Iowa,19171,Tama County,US,USA,2,,,,,,,17029,8481,8548,2166,2343,1783,1806,1922,2435,2268,1288,1018,1792953,42.078611,-92.531389,1871,79.666667,,,,,12.2,28.63,,34.99,-0.833333,-5.055556,2.372222,0.0,,-4.522222,76.474061
US_IA_19171,2020-01-08,ChIJj5E7uoiI74cR9OF7yAHYeds,Q119372,geoId/19171,US,United States of America,IA,Iowa,19171,Tama County,US,USA,2,,,,,,,17029,8481,8548,2166,2343,1783,1806,1922,2435,2268,1288,1018,1792953,42.078611,-92.531389,1871,79.666667,,,,,15.62,27.08,13.54,35.41,-7.477778,-12.427778,-0.416667,0.0,,-13.261111,63.519372
US_IA_19171,2020-01-09,ChIJj5E7uoiI74cR9OF7yAHYeds,Q119372,geoId/19171,US,United States of America,IA,Iowa,19171,Tama County,US,USA,2,,,,,,,17029,8481,8548,2166,2343,1783,1806,1922,2435,2268,1288,1018,1792953,42.078611,-92.531389,1871,79.666667,,,,9.65,18.77,30.03,,31.64,1.972222,-7.2,13.661111,0.0,,-3.794444,65.809598
US_IA_19171,2020-01-10,ChIJj5E7uoiI74cR9OF7yAHYeds,Q119372,geoId/19171,US,United States of America,IA,Iowa,19171,Tama County,US,USA,2,,,,,,,17029,8481,8548,2166,2343,1783,1806,1922,2435,2268,1288,1018,1792953,42.078611,-92.531389,1871,79.666667,,,,,12.03,22.49,,35.56,-1.633333,-4.377778,6.644444,0.5715,,-3.75,85.665859
