location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,cumulative_confirmed,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PR_72003,2020-01-01,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,26.5,23.666667,29.215278,0.254,23.569444,82.545248
US_PR_72003,2020-01-02,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,26.680556,24.756944,28.868056,0.03175,22.527778,77.554355
US_PR_72003,2020-01-03,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.722222,23.625,28.215278,1.27,22.583333,82.460184
US_PR_72003,2020-01-04,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.791667,23.104167,28.444444,2.44475,20.388889,69.939222
US_PR_72003,2020-01-05,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,24.965278,22.173611,27.652778,0.042333,21.222222,79.65396
US_PR_72003,2020-01-06,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,24.701389,22.590278,27.1875,1.439333,21.833333,84.490495
US_PR_72003,2020-01-07,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.861111,22.736111,28.75,0.508,21.430556,75.749046
US_PR_72003,2020-01-08,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.805556,22.902778,28.666667,0.580571,22.055556,79.005211
US_PR_72003,2020-01-09,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,26.423611,23.479167,29.138889,0.762,21.888889,74.205558
US_PR_72003,2020-01-10,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,26.506944,23.354167,29.222222,4.233333,21.375,73.023551
US_PR_72003,2020-01-11,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,26.340278,23.597222,29.277778,0.362857,20.5,69.242536
US_PR_72003,2020-01-12,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.965278,23.395833,28.819444,0.677333,21.722222,77.019368
US_PR_72003,2020-01-13,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.798611,23.222222,28.3125,2.751667,21.083333,74.931296
US_PR_72003,2020-01-14,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.375,22.479167,28.013889,3.048,20.347222,72.874281
US_PR_72003,2020-01-15,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.368056,22.402778,28.430556,4.608286,21.569444,79.522434
US_PR_72003,2020-01-16,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.590278,22.048611,28.493056,1.233714,19.638889,68.304368
US_PR_72003,2020-01-17,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.451389,22.458333,28.486111,0.762,21.041667,76.577682
US_PR_72003,2020-01-18,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.152778,22.277778,28.0625,0.0508,20.236111,72.331022
US_PR_72003,2020-01-19,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.048611,22.375,28.055556,1.27,20.708333,76.17556
US_PR_72003,2020-01-20,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.319444,22.6875,27.916667,2.963333,22.055556,81.744099
US_PR_72003,2020-01-21,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.8125,22.409722,28.798611,3.302,21.402778,76.070198
US_PR_72003,2020-01-22,ChIJuwu3PzO7AowRlsDujwbemFQ,Q397789,geoId/72003,US,United States of America,PR,Puerto Rico,72003,Aguada Municipio,US,USA,2,,,,,38136,4468470,18.379444,-67.188333,18,0,25.4375,22.166667,28.611111,0.34925,21.513889,78.529618
