location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55049,2021-06-23,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2150,14,7,12859,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-19,3,7.48,6.58,10.77,9.87,4.49,6.58,8.07,4.19,8.97,,,5.38,22.13,4.19,10.17,5.68,29.9,10.47,6.28,19.314815,12.104938,25.574074,0.028222,,13.765432,70.456685
US_WI_55049,2021-06-24,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2150,14,21,12880,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-17,5,4.32,,5.47,,4.89,4.03,5.18,4.32,10.65,,4.32,7.19,21.01,5.75,8.63,7.48,36.55,11.8,5.47,22.623457,19.425926,25.530864,0.635,,15.790123,65.570599
US_WI_55049,2021-06-25,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2150,14,40,12920,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,10,,,-19,3,6.72,,10.39,4.89,,6.11,7.33,6.42,,7.94,,7.64,22.0,,6.11,,30.25,11.61,,22.864198,20.537037,27.91358,10.00125,,20.308642,85.681197
US_WI_55049,2021-06-26,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2150,14,125,13045,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-9,,,4.89,9.78,9.13,5.54,4.57,6.85,,4.89,,,,13.69,,10.11,,27.06,8.48,,22.364198,20.783951,25.388889,19.20875,,20.876543,91.387795
US_WI_55049,2021-06-27,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2150,14,87,13132,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-11,,4.57,6.85,13.37,7.5,,,6.2,,,,,,22.82,4.89,11.41,,31.95,13.37,5.87,21.87037,18.092593,25.759259,5.1435,,18.061728,79.114617
US_WI_55049,2021-06-28,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2150,14,70,13202,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-20,2,,5.76,9.22,5.47,,5.19,4.9,4.32,7.2,4.61,4.03,,19.02,4.61,4.32,4.03,32.27,6.92,5.19,22.472222,18.611111,26.9,0.0635,,18.705556,79.444339
US_WI_55049,2021-06-29,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2150,14,3,13205,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-20,5,,4.84,8.25,7.11,,3.98,7.11,4.84,9.67,,4.55,6.26,20.2,6.54,11.09,,43.52,8.53,6.83,22.416667,19.744444,26.038889,2.906889,,20.572222,89.465851
US_WI_55049,2021-06-30,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2150,14,10,13215,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-19,2,5.13,5.43,9.36,9.66,9.05,6.34,7.24,4.22,7.54,4.53,4.53,6.34,21.13,7.24,5.13,4.53,34.41,4.22,6.34,23.0,18.866667,28.461111,11.825111,,19.127778,79.173225
US_WI_55049,2021-07-01,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2150,14,21,13236,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-19,2,6.17,5.55,11.1,7.4,,6.17,9.87,8.02,9.87,,,6.47,19.73,,12.03,,31.14,12.33,4.93,22.9,17.494444,27.783333,0.0254,,16.833333,68.783414
US_WI_55049,2021-07-02,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2150,14,54,13290,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-25,1,5.87,5.54,9.45,6.19,,,6.19,,8.15,,,,17.27,,8.47,5.54,30.96,7.82,5.21,19.994444,13.577778,26.227778,0.0,,13.194444,65.034007
US_WI_55049,2021-07-03,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2150,14,35,13325,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-16,,,5.03,18.34,,5.75,,8.99,8.63,7.19,,,,20.86,5.75,10.79,,32.36,10.07,,21.15,13.933333,28.716667,0.0,,14.411111,65.615077
US_WI_55049,2021-07-04,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2150,14,67,13392,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-19,,6.8,,12.16,,,5.37,9.66,,7.87,6.08,,5.72,21.82,,12.52,,34.35,11.09,8.94,24.138889,16.888889,30.977778,0.0,,18.072222,69.187775
US_WI_55049,2021-07-05,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,5,0,2155,14,0,13392,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-70,14,4.69,5.0,15.0,7.81,6.56,4.37,6.87,,7.81,,,,22.18,,16.56,4.69,37.81,15.62,8.75,26.544444,21.033333,32.133333,0.0,,19.738889,66.515768
US_WI_55049,2021-07-06,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2155,14,11,13403,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-24,4,4.07,6.39,7.26,8.42,7.55,6.39,10.45,4.36,6.68,,,7.84,24.1,,16.84,7.84,37.74,13.94,7.84,26.827778,21.255556,32.027778,0.0508,,20.288889,67.758032
US_WI_55049,2021-07-07,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2155,14,5,13408,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-23,6,4.8,7.91,11.58,,4.24,5.08,9.04,4.52,8.76,5.37,,5.93,23.16,7.06,12.99,4.24,35.31,9.04,6.78,21.916667,18.105556,28.627778,2.116667,,19.116667,84.489929
US_WI_55049,2021-07-08,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2155,14,14,13422,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-22,5,,,12.76,4.45,,6.82,5.04,,9.79,6.82,,4.45,22.55,,11.87,4.15,29.66,9.79,5.04,16.733333,14.238889,21.333333,9.906,,14.35,86.048522
US_WI_55049,2021-07-09,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2155,14,21,13443,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,14,,,-20,2,,,9.65,4.98,,5.29,6.85,4.98,,5.6,,6.85,17.74,6.54,6.22,4.67,34.86,8.4,,18.15,13.85,22.605556,0.4064,,14.266667,78.303245
US_WI_55049,2021-07-10,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2155,14,19,13462,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-10,,,12.01,7.21,,7.21,6.86,5.49,,5.15,,,,19.9,,,5.83,24.02,8.58,6.52,18.872222,14.694444,23.588889,0.197556,,14.6,76.441317
US_WI_55049,2021-07-11,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2155,14,15,13477,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-8,,4.88,7.15,12.36,5.85,,,7.48,,7.48,4.88,,,11.71,6.83,11.38,,28.94,11.06,5.53,20.377778,15.333333,25.744444,0.1016,,13.35,64.286392
US_WI_55049,2021-07-12,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,2156,14,5,13482,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-22,4,4.65,4.65,11.34,5.81,4.07,5.52,9.88,5.23,5.52,8.72,5.52,5.23,20.35,4.36,11.34,5.23,43.32,10.18,10.46,19.238889,14.933333,24.394444,0.381,,14.716667,75.234278
US_WI_55049,2021-07-13,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,2157,14,2,13484,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-21,3,4.79,6.88,13.76,4.49,,5.08,7.48,,8.37,6.58,,5.98,20.64,5.98,8.67,4.49,33.2,8.37,8.07,21.65,17.011111,28.211111,0.3048,,17.444444,77.09506
US_WI_55049,2021-07-14,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,2158,14,1,13485,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-23,6,5.36,6.77,13.25,5.64,6.2,6.2,8.74,6.2,6.49,,,,20.58,5.08,6.77,3.95,35.81,5.08,6.77,21.049383,17.203704,26.876543,2.963333,,18.308642,84.545805
US_WI_55049,2021-07-15,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2158,14,10,13495,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-19,3,,11.21,8.85,,6.49,5.61,6.2,,7.38,5.31,,6.49,18.59,4.72,8.55,5.61,37.47,9.14,8.55,21.901235,19.358025,25.450617,21.618222,,19.246914,85.076321
US_WI_55049,2021-07-16,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2158,14,24,13519,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,21,,,-18,1,,5.39,8.24,6.03,,4.44,5.71,,7.61,,,8.24,14.9,4.44,6.03,,35.2,5.71,5.39,21.049383,16.037037,26.648148,0.169333,,16.728395,76.498695
US_WI_55049,2021-07-17,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2158,14,17,13536,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-15,,,6.0,14.11,7.76,,7.05,6.7,,8.11,,,,19.4,,10.23,,31.74,10.93,6.0,20.839506,14.092593,27.141975,0.0,,15.666667,72.440916
US_WI_55049,2021-07-18,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2158,14,15,13551,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-9,,,5.69,13.39,,6.7,5.02,6.36,,6.7,6.36,,,20.43,7.37,10.38,5.02,34.16,7.37,5.36,21.030864,13.697531,27.666667,0.0,,15.376543,70.258239
US_WI_55049,2021-07-19,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,2159,14,4,13555,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-22,3,,5.1,16.5,8.1,6.9,7.5,8.7,5.4,6.9,7.5,5.4,5.4,20.7,6.9,7.2,4.2,35.1,14.1,7.2,21.994444,15.138889,28.344444,0.0,,15.983333,69.173653
US_WI_55049,2021-07-20,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2159,14,0,13555,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-22,3,,5.05,15.16,5.35,5.65,6.84,7.43,5.95,6.84,6.84,4.46,4.16,23.78,5.35,12.49,,35.38,11.0,,22.75,15.566667,29.911111,0.0,,17.666667,73.288776
US_WI_55049,2021-07-21,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2159,14,9,13564,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-23,3,,7.64,10.4,8.26,6.73,5.2,7.03,6.73,7.03,5.2,,4.59,22.32,4.89,4.59,4.89,36.39,6.12,6.42,21.616667,17.861111,28.394444,0.0,,18.166667,80.886567
US_WI_55049,2021-07-22,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2159,14,16,13580,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-21,3,,6.01,9.92,5.41,4.51,5.71,7.82,,9.62,7.22,,5.41,24.06,6.62,7.22,4.81,35.78,6.32,5.11,22.65,18.583333,29.694444,0.0254,,18.577778,78.002171
US_WI_55049,2021-07-23,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,2161,14,42,13622,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,16,,,-19,1,5.09,6.05,12.09,,4.77,,11.78,,9.55,,,6.37,22.28,4.46,8.91,6.05,29.28,10.19,7.32,25.566667,19.516667,31.361111,0.0,,20.2,72.453215
US_WI_55049,2021-07-24,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2161,14,22,13644,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-3,,,4.76,12.59,,5.78,,8.51,,,,,5.44,18.37,,11.57,5.1,35.39,10.21,8.51,26.588889,22.255556,31.683333,0.0,,21.155556,72.40137
US_WI_55049,2021-07-25,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2161,14,13,13657,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-12,,,7.79,16.56,,5.52,7.47,11.69,4.87,9.41,,,7.47,17.21,4.87,11.36,4.87,37.01,10.06,5.19,24.222222,16.361111,30.905556,0.0,,16.188889,61.240568
US_WI_55049,2021-07-26,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,2163,14,10,13667,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-21,4,4.95,4.95,14.54,6.69,5.53,4.36,8.44,5.53,9.89,,,,19.78,4.36,10.76,4.36,39.27,10.18,5.53,23.672222,15.105556,32.1,0.0,,15.922222,62.372613
US_WI_55049,2021-07-27,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,2165,14,2,13669,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-21,4,,,11.75,5.44,,,7.16,,6.59,,4.58,6.59,23.78,4.01,10.03,,33.81,10.89,4.87,23.4,16.977778,30.488889,0.0762,,18.238889,73.249215
US_WI_55049,2021-07-28,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,2167,14,15,13684,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-19,3,4.02,7.18,15.79,4.59,,6.03,6.03,5.17,6.32,4.31,,4.31,19.52,7.46,10.33,,32.44,10.91,11.48,24.711111,18.683333,29.716667,3.20675,,21.244444,81.467288
US_WI_55049,2021-07-29,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,2168,14,14,13698,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-18,3,,9.4,11.16,8.22,4.4,4.4,7.93,,5.87,4.11,,4.4,16.74,4.7,7.93,4.7,33.18,8.81,6.75,25.427778,20.266667,30.372222,21.787556,,21.561111,79.42997
US_WI_55049,2021-07-30,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,2169,14,24,13722,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-19,2,6.05,,10.59,4.24,7.87,4.54,7.56,5.14,6.66,,4.84,6.05,22.99,5.45,10.59,5.14,33.58,9.68,4.84,19.983333,17.3,26.388889,3.358444,,16.011111,78.22066
US_WI_55049,2021-07-31,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2169,14,14,13736,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-2,,,6.53,12.02,,5.84,4.81,6.18,5.84,8.59,,,,19.92,5.84,8.93,,28.51,8.59,4.81,18.966667,13.922222,25.65,0.1016,,15.844444,82.256377
US_WI_55049,2021-08-01,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2169,14,4,13740,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-12,,5.49,5.82,12.6,8.08,4.85,5.17,7.11,,10.02,,,7.43,15.51,4.85,12.28,,33.6,,5.82,20.427778,15.172222,24.522222,0.4064,,14.666667,69.743135
US_WI_55049,2021-08-02,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,2171,14,10,13750,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-19,4,,,9.88,5.52,5.81,4.07,5.81,,12.5,4.94,4.94,5.23,25.0,4.65,10.17,,36.33,10.46,4.94,18.277778,11.4,25.183333,0.0,,11.766667,66.045171
US_WI_55049,2021-08-03,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,8,0,2179,14,5,13755,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-19,3,,5.59,14.12,5.3,5.3,,11.18,7.06,5.3,5.3,,8.24,13.24,5.88,12.65,6.18,37.95,10.3,,19.677778,12.205556,27.022222,0.0,,13.011111,65.87415
US_WI_55049,2021-08-04,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,2180,14,5,13760,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-17,2,4.45,5.64,12.77,5.34,6.53,4.75,10.69,,12.77,6.53,,8.91,25.53,7.12,11.58,5.34,32.65,10.09,,21.083333,13.972222,27.65,0.0,,15.133333,69.102125
US_WI_55049,2021-08-05,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,14,0,2194,14,9,13769,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-18,4,,5.83,13.11,7.57,,,4.95,,5.53,5.24,,6.99,16.6,4.37,10.48,5.53,28.54,6.7,4.95,20.244444,15.327778,26.138889,0.03175,,15.911111,76.592149
US_WI_55049,2021-08-06,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,6,0,2200,14,35,13804,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,15,,,-23,3,4.23,6.04,13.29,5.13,5.44,4.53,8.15,5.13,4.83,,,7.25,15.7,6.34,9.06,5.13,32.01,5.13,6.95,21.894444,17.294444,28.555556,1.016,,18.211111,79.960256
US_WI_55049,2021-08-07,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2200,14,5,13809,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-6,,6.28,4.4,8.48,6.91,4.4,7.23,7.54,4.71,8.8,,,,15.08,,6.91,,29.84,9.11,,22.061111,18.033333,28.194444,0.0,,19.872222,87.722849
US_WI_55049,2021-08-08,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2200,14,11,13820,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-14,,4.39,5.33,9.73,6.28,4.71,5.02,11.3,,9.1,,,,19.14,8.79,9.1,,32.01,9.73,5.65,24.388889,20.483333,28.977778,9.62025,,20.994444,81.809378
US_WI_55049,2021-08-09,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,9,0,2209,14,3,13823,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-23,6,3.99,4.27,11.68,6.55,,,9.11,4.27,10.82,,,6.55,23.35,6.26,6.26,,33.6,6.83,5.41,23.311111,20.022222,28.138889,13.744222,,20.288889,83.330992
US_WI_55049,2021-08-10,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,2210,14,0,13823,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-21,7,,7.71,9.91,,,4.96,7.16,,5.51,6.88,,,20.92,4.13,7.43,7.43,36.89,6.61,7.43,24.433333,19.033333,32.344444,5.2578,,21.833333,85.630241
US_WI_55049,2021-08-11,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,9,0,2219,14,10,13833,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-21,6,4.89,8.35,11.23,8.35,5.76,6.33,7.49,,8.06,6.62,,,24.76,8.35,7.2,,38.87,6.33,4.61,24.088889,20.033333,30.422222,4.318,,21.316667,84.794142
US_WI_55049,2021-08-12,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,4,0,2223,14,0,13833,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-19,4,,4.86,11.23,6.98,8.5,6.68,9.41,,,,,4.55,23.07,,6.68,,36.73,5.77,8.5,23.522222,16.75,29.616667,1.9304,,17.677778,70.244682
US_WI_55049,2021-08-13,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,11,0,2234,14,35,13868,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,22,,,-21,1,,,12.5,9.06,,5.94,5.31,5.0,,5.0,,,24.37,8.44,10.0,5.0,31.25,7.19,9.06,21.272222,14.566667,27.222222,0.0,,13.761111,62.5242
US_WI_55049,2021-08-14,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,2234,14,11,13879,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-11,,,,16.01,5.69,,9.61,7.47,,,8.18,,6.4,23.84,,9.96,,36.65,11.74,7.47,18.966667,11.516667,26.388889,0.0,,11.294444,61.461809
