location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55049,2020-06-07,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,17,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-3,,,5.26,16.11,,5.59,5.26,,,4.93,,,,18.08,,12.49,4.6,32.22,12.82,7.56,20.477778,13.866667,28.122222,0.399143,,11.594444,56.99215
US_WI_55049,2020-06-08,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,17,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-24,,5.03,,11.25,7.7,7.99,5.03,,,7.7,7.1,,,18.05,,9.47,5.62,39.96,7.1,9.18,24.672222,16.638889,31.744444,0.0,,12.922222,48.180726
US_WI_55049,2020-06-09,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,-1,0,16,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-26,,5.98,5.7,11.68,4.56,5.7,5.41,,,6.55,4.27,,,17.66,6.55,8.26,,27.92,7.41,8.26,23.644444,18.05,30.044444,3.668889,,14.927778,58.321901
US_WI_55049,2020-06-10,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,16,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-27,,5.92,8.74,11.84,3.95,,7.89,4.79,,3.95,4.23,,4.23,19.45,5.92,9.87,5.64,32.42,7.89,7.05,20.044444,14.855556,24.005556,16.905111,,18.311111,89.960795
US_WI_55049,2020-06-11,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,16,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-29,,4.59,,12.86,4.29,,7.35,,,10.41,,5.21,7.35,20.82,5.82,14.39,4.29,30.0,7.96,6.74,18.338889,11.622222,26.216667,17.3736,,10.361111,59.986116
US_WI_55049,2020-06-12,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,16,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,-6,,,-30,,5.66,5.66,11.01,,,4.4,,,5.03,5.35,,4.72,16.98,,9.44,6.29,35.85,10.38,8.81,19.888889,11.016667,27.933333,0.028222,,10.227778,54.157004
US_WI_55049,2020-06-13,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,17,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-1,,,6.75,17.42,8.18,,6.4,,,8.18,,,4.98,20.27,,14.58,,29.15,11.38,6.04,15.583333,9.644444,23.261111,0.028222,,6.094444,53.424398
US_WI_55049,2020-06-14,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,17,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-4,,,4.87,13.97,8.12,7.47,7.47,,,4.55,,,,18.52,5.2,10.07,5.85,28.59,5.52,7.47,15.566667,7.888889,22.55,0.1016,,5.8,52.360141
US_WI_55049,2020-06-15,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,17,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-29,,,6.12,11.66,5.25,5.25,11.07,5.54,,8.45,5.83,4.08,5.83,17.78,,13.99,5.25,34.39,7.0,6.12,17.366667,10.027778,24.766667,0.0,,5.788889,46.726271
US_WI_55049,2020-06-16,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,17,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-28,,,5.4,12.9,4.5,,6.3,5.1,,6.0,6.6,4.8,4.2,19.5,5.1,9.3,,33.0,9.0,8.7,20.116667,11.944444,27.605556,0.0,,8.755556,48.091384
US_WI_55049,2020-06-17,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,18,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-29,,6.4,5.18,13.72,9.45,,5.79,,,6.1,5.18,,6.71,18.91,,8.84,11.28,31.1,9.45,4.88,22.305556,13.388889,28.605556,0.0,,12.611111,54.382279
US_WI_55049,2020-06-18,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,18,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-29,,,9.09,10.97,5.96,6.27,,,,5.64,5.01,,5.33,19.43,4.39,9.72,5.01,30.09,5.64,5.01,22.85,14.816667,29.6,0.0,,13.144444,54.592363
US_WI_55049,2020-06-19,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,18,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,-2,,,-32,,,6.03,9.04,4.52,,,,,7.53,4.22,6.63,,18.38,4.82,11.15,6.03,25.92,8.74,,22.75,17.422222,28.25,0.0,,16.427778,68.149627
US_WI_55049,2020-06-20,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,19,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-7,,4.94,5.59,11.19,5.92,5.59,,,,8.56,5.59,,,16.79,,8.89,5.27,31.6,7.9,9.54,21.75,19.0,25.844444,2.144889,,19.483333,87.13979
US_WI_55049,2020-06-21,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,21,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-3,,,7.86,13.76,,6.55,,,,6.55,5.24,,,16.38,,10.15,,33.09,8.19,7.54,21.033333,14.633333,28.144444,3.866444,,16.711111,76.45223
US_WI_55049,2020-06-22,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,22,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-32,,5.79,9.37,9.92,4.68,5.24,6.89,5.79,,8.54,6.06,,,22.32,4.13,10.47,4.13,30.31,8.82,7.16,19.355556,15.95,25.744444,16.961556,,17.383333,88.527266
US_WI_55049,2020-06-23,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,-1,0,21,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-30,,4.15,8.01,11.27,7.41,4.74,,5.93,4.74,8.6,7.71,,9.49,15.72,,9.79,,33.21,8.01,4.15,17.011111,12.466667,22.677778,8.692444,,13.422222,79.548147
US_WI_55049,2020-06-24,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,23,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-29,,4.72,8.26,13.57,5.9,4.13,6.78,,,8.55,,6.19,6.19,16.81,7.08,7.37,,30.97,7.08,7.08,17.416667,12.488889,24.0,2.088444,,13.155556,76.237194
US_WI_55049,2020-06-25,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,25,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-31,,,6.98,10.92,8.19,,,6.67,,4.85,4.55,,,18.5,,8.49,4.25,29.72,7.28,,19.227778,12.505556,27.688889,2.342444,,13.716667,70.585667
US_WI_55049,2020-06-26,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,27,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,-7,,,-34,,4.69,5.28,9.09,,4.69,,9.09,4.4,10.26,,5.28,4.99,25.22,4.11,6.45,5.87,32.26,7.62,6.45,21.194444,16.733333,26.661111,4.572,,18.027778,82.270788
US_WI_55049,2020-06-27,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,29,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-3,,,8.73,15.02,,,,,6.63,7.68,5.59,6.29,7.68,21.65,4.89,10.47,4.89,30.03,13.27,,23.788889,18.244444,29.483333,14.9606,,18.855556,74.111933
US_WI_55049,2020-06-28,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,29,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-3,,,8.77,13.96,5.2,8.12,,,,,,,,24.35,6.49,12.66,,35.39,9.74,7.14,23.811111,17.6,29.6,0.0,,19.261111,75.816117
US_WI_55049,2020-06-29,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,29,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-29,,,6.89,10.92,5.75,5.17,5.46,4.6,,4.6,,,5.46,23.27,5.17,10.34,4.6,32.46,13.5,8.04,24.994444,21.294444,29.611111,2.596444,,21.716667,82.308046
US_WI_55049,2020-06-30,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,31,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-30,,,6.52,10.97,4.15,,4.74,5.34,,8.01,,,6.52,19.87,8.6,10.68,4.45,34.69,10.97,6.52,24.683333,19.366667,30.861111,3.3274,,20.705556,78.723777
US_WI_55049,2020-07-01,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,32,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-31,,,5.66,11.61,4.76,5.06,,5.06,,5.96,5.06,,5.96,20.25,4.47,6.25,,35.44,13.1,10.42,25.483333,20.616667,30.433333,0.0,,21.038889,76.647333
US_WI_55049,2020-07-02,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,32,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-36,,,5.63,10.95,5.94,5.01,5.32,5.01,,7.2,,6.26,,19.4,5.01,11.57,,39.11,7.2,5.32,24.705556,18.711111,31.027778,0.0,,18.266667,67.559501
US_WI_55049,2020-07-03,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,33,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,9,,,-57,,,4.73,15.89,6.42,5.41,5.75,4.73,5.41,8.11,,,,20.62,4.73,14.87,5.07,30.09,14.87,7.78,25.494444,18.4,31.805556,0.0,,19.1,67.931487
US_WI_55049,2020-07-04,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,3,0,36,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,-13,,,-25,,,6.75,13.14,,5.68,,5.33,,4.97,,,,19.89,6.04,14.56,,29.12,9.59,5.68,25.688889,19.838889,31.427778,0.0,,19.955556,70.912326
US_WI_55049,2020-07-05,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,37,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-12,,,5.44,10.56,4.8,4.8,,7.36,5.44,5.44,4.48,,6.08,17.6,5.44,7.04,,38.07,14.4,6.72,25.827778,19.75,31.927778,0.056444,,19.566667,68.826407
US_WI_55049,2020-07-06,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,37,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-35,,6.16,7.04,14.37,5.57,6.16,4.99,5.87,,6.75,4.99,4.11,4.4,24.05,,9.09,4.4,37.25,7.33,5.57,26.544444,20.494444,32.311111,0.169333,,20.494444,69.734203
US_WI_55049,2020-07-07,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,38,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-31,,5.32,8.27,10.93,8.57,,5.32,9.16,,7.97,,,,18.61,6.2,14.47,,42.24,10.04,10.93,25.888889,20.288889,32.672222,2.032,,20.961111,74.608168
US_WI_55049,2020-07-08,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,38,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-31,,4.87,4.26,8.82,7.6,5.47,,7.6,,4.26,,,5.78,23.72,6.99,11.55,7.91,35.27,10.03,5.78,24.320988,19.203704,32.555556,10.16,,20.888889,81.31086
US_WI_55049,2020-07-09,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,38,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-32,,,5.25,7.88,6.13,,4.96,6.13,,4.08,5.54,,6.71,25.1,6.42,7.0,4.38,35.31,6.71,9.34,25.538889,19.533333,31.094444,6.745111,,21.9,80.60605
US_WI_55049,2020-07-10,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,3,0,41,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,0,,,-34,,7.49,5.93,12.49,,,,6.56,,5.0,,,,24.36,6.25,16.24,5.31,35.6,7.49,4.37,22.483333,18.744444,28.2,37.987111,,18.35,77.651827
US_WI_55049,2020-07-11,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,4,0,45,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-2,,,,13.56,4.63,,8.27,6.95,,,,5.62,,18.85,4.63,5.62,,29.77,7.28,,22.338889,17.388889,28.633333,1.411111,,18.1,77.172053
US_WI_55049,2020-07-12,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,45,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-3,,,7.56,14.14,6.91,,,4.93,7.89,4.6,,,5.92,19.07,,9.54,,35.84,10.52,6.25,22.511111,17.788889,27.611111,2.201333,,16.95,71.572023
US_WI_55049,2020-07-13,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,45,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-29,,,5.78,13.3,8.1,6.36,,8.68,,,,4.34,4.05,21.98,4.63,9.54,6.94,33.25,15.9,7.23,22.077778,15.933333,28.2,0.0,,16.838889,72.314387
US_WI_55049,2020-07-14,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,47,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-31,,4.99,6.16,14.07,4.99,,5.57,10.26,,7.04,4.11,,5.86,18.47,5.28,6.45,5.86,31.37,6.45,,23.577778,18.505556,28.45,0.0,,18.311111,72.684954
US_WI_55049,2020-07-15,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,47,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-31,,,4.92,11.28,4.92,,6.07,8.67,,7.52,,5.49,4.05,20.82,,10.12,4.05,29.2,10.7,6.36,21.95,19.177778,27.2,26.613556,,20.077778,89.270487
US_WI_55049,2020-07-16,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,47,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-29,,,4.95,13.29,,5.87,5.87,7.11,,,4.95,,8.96,22.25,,8.65,8.35,29.67,8.65,8.96,20.427778,16.183333,26.95,6.5278,,17.183333,81.752352
US_WI_55049,2020-07-17,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,47,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,-3,,,-35,,,5.68,11.98,4.41,4.41,4.41,8.51,5.04,6.31,,,5.04,20.5,4.73,10.41,,35.32,13.87,4.73,23.271605,17.135802,29.648148,0.0,,19.098765,77.636615
US_WI_55049,2020-07-18,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,3,0,50,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,11,,,-5,,,5.68,9.7,,,,,,10.7,,,,17.72,,11.37,,30.1,9.03,5.68,25.635802,20.820988,31.12963,0.689429,,22.592593,83.478689
US_WI_55049,2020-07-19,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,50,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-14,,,5.51,15.24,4.87,,5.19,6.49,,7.79,,,5.84,22.7,,14.27,4.87,28.54,12.97,4.87,26.759259,23.635802,29.993827,2.69875,,20.580247,69.237185
US_WI_55049,2020-07-20,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,50,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-28,,,8.06,10.45,7.16,7.16,8.36,10.45,4.18,8.06,4.18,,5.07,23.87,5.67,10.74,,35.21,9.55,4.48,21.969136,16.839506,26.592593,0.0,,16.388889,70.8837
US_WI_55049,2020-07-21,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,51,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-31,,5.38,6.27,14.34,5.38,4.18,5.97,6.57,5.08,8.66,6.27,4.78,7.17,16.73,,9.86,,31.07,11.05,5.68,21.472222,17.327778,25.833333,0.03175,,18.355556,82.682616
US_WI_55049,2020-07-22,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,3,0,54,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-31,,,7.21,12.86,5.64,,9.41,9.41,7.53,6.9,4.7,6.9,,19.44,5.02,9.72,4.7,38.89,10.98,5.02,22.2,18.477778,25.655556,0.2032,,18.005556,77.432175
US_WI_55049,2020-07-23,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,54,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-27,,,8.4,12.45,5.29,7.78,4.36,,,6.54,5.91,,6.54,20.23,4.36,9.34,5.91,34.85,6.85,5.29,19.038889,13.133333,26.572222,0.0,,14.988889,77.561709
US_WI_55049,2020-07-24,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,2,0,56,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,-4,,,-33,,,6.54,12.78,5.61,4.36,4.67,5.61,,8.1,4.67,5.3,4.36,16.21,,10.28,5.92,32.72,7.48,,22.161111,15.5,28.95,0.0,,17.461111,74.871502
US_WI_55049,2020-07-25,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,56,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-5,,,5.03,8.04,6.7,4.69,8.04,4.69,,7.04,,,,17.09,,12.4,,29.5,11.06,7.04,24.933333,18.827778,31.305556,0.0,,20.672222,77.460864
US_WI_55049,2020-07-26,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,57,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-14,,,8.08,11.18,5.28,,,7.14,5.59,5.59,,6.52,,17.4,4.97,10.87,6.83,27.96,8.7,6.21,27.314815,22.709877,31.882716,4.354286,,23.666667,80.79887
US_WI_55049,2020-07-27,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,0,0,57,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-31,,5.77,7.59,16.39,4.25,7.89,6.37,5.16,,5.77,6.07,,4.86,21.55,,10.93,4.25,35.2,10.93,4.25,23.858025,20.91358,28.728395,7.055556,,19.179012,75.307517
US_WI_55049,2020-07-28,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,1,0,58,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-28,,,8.26,8.26,8.56,11.01,6.12,9.48,,6.12,4.28,,7.04,19.88,4.59,10.71,5.2,38.85,7.65,10.4,23.138889,17.316667,29.338889,0.0,,15.938889,64.91892
US_WI_55049,2020-07-29,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,-2,0,56,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-30,,7.22,8.79,12.55,7.53,10.36,,7.84,5.33,6.59,,,5.33,19.77,5.65,10.04,7.22,31.38,8.16,4.71,24.216667,17.911111,29.394444,0.0254,,17.794444,67.761328
US_WI_55049,2020-07-30,ChIJv1SsUZFi_YcRpUHezaeB5fA,Q501582,geoId/55049,US,United States of America,WI,Wisconsin,55049,Iowa County,US,USA,2,6,0,62,0,,,23676,11894,11782,2871,3086,2360,2789,2766,3768,3336,1742,958,1799446,43.0,-90.13,1989,,,,-31,,,6.69,11.86,5.78,8.21,4.87,5.78,,6.99,4.26,,6.38,20.37,,8.21,7.3,31.01,8.51,,22.538889,17.45,27.927778,0.0,,17.566667,73.832138
