location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16031,2020-01-01,ChIJEQ6X5NN7qoARqHTteyqmCZA,Q483947,geoId/16031,US,United States of America,ID,Idaho,16031,Cassia County,US,USA,2,,,,,,,23650,12087,11563,4021,4191,2949,2867,2465,2561,2330,1435,831,1742083,42.27,-113.61,6683,78.666667,,,,,,7.8,11.44,22.88,,,24.96,8.84,49.41,10.92,-0.65873,-5.928571,3.746032,2.159,,-1.833333,82.329089
US_ID_16031,2020-01-02,ChIJEQ6X5NN7qoARqHTteyqmCZA,Q483947,geoId/16031,US,United States of America,ID,Idaho,16031,Cassia County,US,USA,2,,,,,,,23650,12087,11563,4021,4191,2949,2867,2465,2561,2330,1435,831,1742083,42.27,-113.61,6683,78.666667,,,,,8.49,9.99,7.99,15.48,10.48,,22.97,,41.94,12.48,-0.698413,-3.650794,2.730159,3.156857,,-3.177778,77.989884
US_ID_16031,2020-01-03,ChIJEQ6X5NN7qoARqHTteyqmCZA,Q483947,geoId/16031,US,United States of America,ID,Idaho,16031,Cassia County,US,USA,2,,,,,,,23650,12087,11563,4021,4191,2949,2867,2465,2561,2330,1435,831,1742083,42.27,-113.61,6683,78.666667,,,,,11.4,14.37,7.43,8.43,,,27.26,,44.11,,-0.135802,-3.320988,3.759259,0.0,,-3.904762,69.016609
US_ID_16031,2020-01-04,ChIJEQ6X5NN7qoARqHTteyqmCZA,Q483947,geoId/16031,US,United States of America,ID,Idaho,16031,Cassia County,US,USA,2,,,,,,,23650,12087,11563,4021,4191,2949,2867,2465,2561,2330,1435,831,1742083,42.27,-113.61,6683,78.666667,,,,,9.06,8.53,10.13,17.05,9.59,,30.38,11.19,41.04,11.19,-1.587302,-5.777778,4.952381,0.0,,-4.555556,73.847694
US_ID_16031,2020-01-05,ChIJEQ6X5NN7qoARqHTteyqmCZA,Q483947,geoId/16031,US,United States of America,ID,Idaho,16031,Cassia County,US,USA,2,,,,,,,23650,12087,11563,4021,4191,2949,2867,2465,2561,2330,1435,831,1742083,42.27,-113.61,6683,78.666667,,,,,12.89,11.82,9.13,17.73,8.6,,21.49,,42.98,8.6,-3.31746,-6.928571,3.103175,0.0,,-5.911111,77.529159
US_ID_16031,2020-01-06,ChIJEQ6X5NN7qoARqHTteyqmCZA,Q483947,geoId/16031,US,United States of America,ID,Idaho,16031,Cassia County,US,USA,2,,,,,,,23650,12087,11563,4021,4191,2949,2867,2465,2561,2330,1435,831,1742083,42.27,-113.61,6683,78.666667,,,,,10.47,8.46,5.64,12.88,6.84,,19.73,8.05,39.86,,-2.0625,-6.597222,1.75,1.052286,,-6.018519,69.853525
US_ID_16031,2020-01-07,ChIJEQ6X5NN7qoARqHTteyqmCZA,Q483947,geoId/16031,US,United States of America,ID,Idaho,16031,Cassia County,US,USA,2,,,,,,,23650,12087,11563,4021,4191,2949,2867,2465,2561,2330,1435,831,1742083,42.27,-113.61,6683,78.666667,,,,,8.25,6.75,,8.25,,,19.88,,32.64,,0.549383,-5.049383,5.04321,0.0,30.48,-3.960317,67.935787
US_ID_16031,2020-01-08,ChIJEQ6X5NN7qoARqHTteyqmCZA,Q483947,geoId/16031,US,United States of America,ID,Idaho,16031,Cassia County,US,USA,2,,,,,,,23650,12087,11563,4021,4191,2949,2867,2465,2561,2330,1435,831,1742083,42.27,-113.61,6683,78.666667,,,,,11.32,,7.3,15.34,8.04,9.5,25.57,6.58,37.99,11.69,0.007937,-3.642857,5.412698,0.0,,-3.677778,70.405882
US_ID_16031,2020-01-09,ChIJEQ6X5NN7qoARqHTteyqmCZA,Q483947,geoId/16031,US,United States of America,ID,Idaho,16031,Cassia County,US,USA,2,,,,,,,23650,12087,11563,4021,4191,2949,2867,2465,2561,2330,1435,831,1742083,42.27,-113.61,6683,78.666667,,,,,,,6.23,6.93,10.04,5.54,21.47,,31.52,13.16,-1.270833,-3.631944,3.215278,0.725714,,-3.759259,79.837905
US_ID_16031,2020-01-10,ChIJEQ6X5NN7qoARqHTteyqmCZA,Q483947,geoId/16031,US,United States of America,ID,Idaho,16031,Cassia County,US,USA,2,,,,,,,23650,12087,11563,4021,4191,2949,2867,2465,2561,2330,1435,831,1742083,42.27,-113.61,6683,78.666667,,,,,,,5.33,12.79,5.69,,22.39,6.4,24.17,,-4.962963,-9.993827,-0.771605,0.889,30.48,-9.587302,67.070784
