location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WY_56037,2020-01-16,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,9.26,8.33,4.44,9.26,8.7,,2.78,5.18,5.0,,2.96,13.33,4.44,6.66,2.96,6.85,11.29,3.7,2.59,5.55,4.44,3.15,3.33,4.44,,5.37,25.55,8.52,3.7,6.85,3.15,4.81,4.81,5.74,42.02,4.63,6.85,5.37,4.26,3.33,3.89,5.74,-11.534722,-18.027778,-2.784722,0.0,180.34,-16.349206,69.634687
US_WY_56037,2020-01-17,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,3.62,7.6,4.7,9.95,6.7,5.07,4.88,3.44,4.16,2.53,2.53,11.76,3.8,8.14,,7.42,7.06,5.07,,4.52,3.8,4.16,4.52,3.98,3.08,5.79,21.35,5.07,2.9,6.88,,4.88,2.9,4.34,32.03,3.8,5.97,4.88,4.16,2.53,,3.44,-4.618056,-12.583333,1.111111,0.0,180.34,-10.015873,70.313598
US_WY_56037,2020-01-18,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,4.33,7.68,3.54,7.48,7.09,4.13,3.74,3.74,3.54,,,13.78,3.15,4.73,,4.33,6.7,4.53,,5.32,3.94,3.74,3.74,,3.74,5.71,18.71,4.13,2.76,5.51,,2.95,4.33,3.74,34.46,,4.13,4.33,3.15,3.15,2.95,3.15,-9.416667,-14.486111,-2.131944,0.381,180.34,-14.674603,68.213759
US_WY_56037,2020-01-19,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,5.83,6.22,4.08,6.8,7.39,7.0,4.67,5.44,4.47,,,10.89,3.89,6.03,,5.83,9.14,2.72,5.83,,4.47,4.67,5.05,3.31,4.28,5.83,17.69,4.67,,4.28,3.69,,2.92,4.28,35.39,3.5,6.8,7.78,3.69,2.92,,4.08,-9.006944,-15.152778,-2.5625,0.0,180.34,-14.198413,68.871552
US_WY_56037,2020-01-20,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,2.94,6.62,2.58,7.91,7.91,8.83,4.6,5.33,4.78,4.6,,10.49,,6.62,3.68,5.33,9.2,5.15,3.5,4.97,6.07,3.68,4.23,4.97,,6.25,26.49,4.97,3.31,4.97,3.86,4.23,4.05,4.05,37.71,2.76,4.6,4.42,3.86,2.76,3.86,,-11.5,-16.743056,-3.979167,0.0,180.34,-14.865079,78.822165
US_WY_56037,2020-01-21,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,4.26,9.06,3.55,7.29,6.93,2.84,,4.62,5.51,3.73,,16.53,,8.71,4.26,2.84,7.29,5.15,3.55,5.15,3.73,4.44,4.09,7.11,,8.53,27.19,5.15,3.2,5.15,3.73,4.8,7.29,3.55,41.94,5.51,4.44,5.69,3.55,4.26,,3.91,-5.034722,-10.451389,0.284722,0.0,180.34,-8.460317,77.668313
US_WY_56037,2020-01-22,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,5.97,9.23,4.89,8.15,8.15,6.7,5.61,6.16,3.62,4.17,,14.3,3.8,10.86,3.44,5.43,7.79,3.8,3.8,4.71,4.53,3.44,2.54,7.24,2.72,5.07,28.61,4.89,2.72,5.43,2.9,5.25,5.07,5.79,37.3,3.62,6.52,5.25,5.25,5.97,,2.72,-2.298611,-6.576389,1.354167,0.042333,180.34,-6.079365,78.760606
US_WY_56037,2020-01-23,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,5.29,8.76,4.74,10.58,7.84,7.66,5.11,6.75,4.2,4.74,,20.07,4.2,8.57,,7.48,7.12,3.47,2.55,5.29,5.11,4.01,3.1,3.47,3.65,5.29,29.55,5.47,3.47,3.83,4.74,5.47,4.74,5.66,41.23,,3.83,4.93,4.56,5.47,4.38,4.2,-4.777778,-9.486111,1.659722,0.0,180.34,-8.960317,75.29068
US_WY_56037,2020-01-24,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,4.43,6.1,5.17,11.64,8.87,3.33,2.77,3.51,2.59,3.7,4.25,25.13,2.77,7.76,4.25,5.17,7.39,3.33,3.33,6.47,4.99,4.07,2.59,4.99,3.7,6.84,27.16,7.39,2.77,4.62,2.59,,3.7,5.91,35.11,2.96,4.99,4.25,4.07,4.07,3.7,,-3.284722,-8.958333,1.604167,0.0,180.34,-6.206349,82.285396
US_WY_56037,2020-01-25,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,4.18,5.85,3.97,5.43,7.53,5.23,,5.64,4.18,,,23.2,,6.27,,6.69,7.11,5.02,5.02,3.97,4.81,3.35,,3.14,,6.06,26.34,6.69,,4.18,,4.18,4.18,4.6,33.45,3.35,4.81,5.85,2.93,5.23,,4.81,-2.722222,-6.916667,1.465278,0.108857,180.34,-5.746032,82.295518
US_WY_56037,2020-01-26,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,6.41,6.8,3.89,5.05,6.02,5.05,,6.22,3.3,3.89,,30.31,3.5,8.16,,6.8,9.33,3.69,5.05,3.3,4.08,,3.3,3.3,2.91,3.3,30.5,5.83,3.89,6.02,,4.08,,4.86,40.02,4.27,5.83,4.86,3.89,2.72,4.27,,-2.138889,-6.25,2.1875,0.0,180.34,-6.02381,76.81615
US_WY_56037,2020-01-27,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,4.82,7.31,3.92,7.49,11.59,5.35,5.17,5.71,3.57,4.28,2.85,26.58,3.75,7.31,,7.49,7.13,5.71,,4.28,2.68,5.89,3.21,4.64,,6.07,30.5,8.21,3.57,4.99,,4.82,3.75,4.64,34.25,4.46,4.64,5.53,3.57,,4.1,3.03,-1.861111,-5.222222,2.236111,0.169333,180.34,-4.373016,82.792748
US_WY_56037,2020-01-28,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,3.97,7.21,4.51,9.02,7.75,4.51,6.67,7.57,7.21,,3.06,30.65,,3.43,2.88,6.49,7.93,4.69,4.15,4.87,5.95,3.06,4.51,4.69,3.06,6.31,36.06,6.31,3.25,7.57,2.71,4.69,3.97,5.23,40.75,2.88,8.84,4.51,2.88,,2.52,3.06,-5.631944,-11.0,1.229167,1.124857,200.66,-9.365079,76.815743
US_WY_56037,2020-01-29,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,5.78,5.06,5.06,9.04,9.22,4.34,3.07,6.69,5.06,3.79,2.53,33.97,4.16,9.04,,7.59,8.67,6.14,,5.24,4.34,6.69,3.43,5.42,3.07,3.43,35.42,5.42,,5.24,2.53,3.79,2.53,5.06,39.21,5.06,9.04,5.24,5.42,4.52,,2.89,-3.868056,-8.798611,0.034722,0.042333,200.66,-6.563492,82.66634
US_WY_56037,2020-01-30,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,,7.23,3.79,8.49,10.84,3.79,3.98,4.7,3.25,3.43,4.7,30.54,3.07,5.96,,4.52,10.3,4.88,2.71,5.42,4.34,3.61,3.79,5.24,3.43,8.13,39.93,6.14,2.53,6.32,3.79,4.7,5.24,8.31,36.68,,9.04,8.31,4.7,3.61,4.34,,-4.694444,-9.590278,0.381944,0.973667,231.14,-7.738095,81.462023
US_WY_56037,2020-01-31,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,5.4,7.02,5.22,7.56,7.92,3.24,2.7,4.5,,3.06,,30.07,3.06,6.48,3.96,,8.82,3.24,2.52,4.14,3.78,,3.42,3.96,,5.76,34.75,4.32,2.52,4.68,3.24,6.12,3.78,4.86,33.31,2.88,7.38,3.06,2.7,,5.58,4.14,-6.777778,-12.993056,1.3125,0.108857,231.14,-11.825397,72.248293
US_WY_56037,2020-02-01,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,4.59,6.69,4.59,6.69,5.74,2.87,2.68,5.55,4.02,2.87,2.87,20.66,4.02,7.27,,,5.74,3.25,2.87,3.44,4.97,4.59,3.25,4.21,,3.44,30.6,6.31,,5.74,,3.25,4.59,4.02,35.57,,5.93,4.4,,,,3.25,-2.756944,-9.770833,4.152778,0.0,231.14,-7.063492,77.01069
US_WY_56037,2020-02-02,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,3.72,6.32,4.28,7.25,6.88,4.83,,3.53,,3.72,,18.59,2.79,4.83,,4.83,5.76,,3.16,4.28,4.46,,2.97,2.6,3.53,,25.65,5.39,,6.69,2.79,6.88,3.16,4.83,33.09,3.9,5.21,,,,3.16,2.6,-1.722222,-9.125,6.104167,0.03175,231.14,-10.595238,58.921594
US_WY_56037,2020-02-03,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,4.28,8.05,4.8,6.85,9.25,3.25,3.6,8.22,3.77,4.45,,19.01,3.25,8.74,2.4,5.14,7.2,3.77,,5.14,6.0,4.97,4.28,2.57,4.11,6.0,23.98,5.14,3.94,5.65,4.8,4.62,4.45,5.31,35.8,3.6,4.28,4.97,3.25,2.57,,,-5.708333,-11.229167,2.520833,2.794,180.34,-9.555556,74.126892
US_WY_56037,2020-02-04,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,3.51,6.67,4.04,11.58,7.55,3.16,2.98,7.2,5.97,3.51,3.33,20.18,2.63,7.2,2.81,4.04,8.07,5.09,4.91,3.51,5.79,3.51,,4.91,,5.97,26.33,5.09,2.98,3.86,,2.81,5.97,7.02,41.25,,5.09,5.79,5.62,2.63,2.81,5.79,-13.777778,-19.451389,-8.361111,7.366,480.06,-17.753968,74.315835
