location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WY_56037,2020-01-01,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,4.82,7.33,6.56,9.84,9.64,6.17,,6.75,3.67,,,14.08,,7.71,3.09,4.44,6.37,3.47,,3.09,4.24,2.7,2.7,3.47,,5.21,15.24,5.21,3.67,5.98,,,3.47,5.59,34.91,3.28,5.79,6.56,4.05,5.21,,4.63,-6.069444,-12.5625,0.340278,0.254,180.34,-9.746032,78.961237
US_WY_56037,2020-01-02,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,,6.34,5.79,7.24,6.52,4.89,4.53,5.43,5.61,3.62,4.71,12.68,,5.25,3.26,3.08,8.69,6.52,,4.17,7.42,3.62,5.61,3.62,,6.16,20.46,5.79,,5.98,3.26,,5.07,6.88,42.38,2.54,6.16,5.25,,6.88,3.26,2.72,-4.493056,-10.479167,0.180556,1.058333,180.34,-8.5,77.221893
US_WY_56037,2020-01-03,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,5.43,9.42,3.8,8.33,7.79,3.8,2.54,2.54,,3.62,,13.76,3.08,8.51,,5.07,7.42,3.44,2.9,3.8,6.34,4.53,3.44,,2.54,7.79,18.11,5.43,2.72,6.7,,4.35,3.62,5.07,33.68,3.08,7.24,3.62,3.62,3.62,,3.8,-5.854167,-10.409722,0.243056,0.0,180.34,-10.31746,73.86535
US_WY_56037,2020-01-04,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,6.17,8.44,3.29,6.79,4.73,4.53,3.5,5.56,3.5,,3.5,11.73,3.71,4.94,3.71,3.91,9.47,4.32,,,,4.73,,3.91,3.09,4.32,21.41,4.53,3.71,7.2,,3.29,3.91,6.38,36.43,3.71,3.91,5.76,3.91,4.73,3.91,4.12,-5.1875,-11.555556,1.631944,0.0,180.34,-10.277778,72.520242
US_WY_56037,2020-01-05,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,6.24,8.66,3.02,6.44,8.26,3.83,,6.24,3.42,5.84,,10.47,2.82,7.05,4.83,4.63,10.27,5.44,,6.24,,4.83,3.02,4.43,,4.43,17.92,4.83,3.62,3.83,2.82,,3.83,4.83,35.24,3.02,3.83,4.83,5.03,7.05,3.02,4.23,-6.534722,-12.847222,0.930556,0.0,180.34,-11.492063,72.480246
US_WY_56037,2020-01-06,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,7.75,7.38,4.61,9.04,7.01,4.98,3.13,6.64,4.43,,,11.25,3.87,6.46,3.13,2.77,6.82,2.77,,4.43,4.24,4.79,3.13,5.72,,7.93,22.5,5.9,3.32,6.46,2.77,4.43,4.98,5.16,38.73,2.77,7.19,5.72,,3.32,,4.06,-6.604167,-11.951389,-1.159722,0.0,180.34,-11.690476,69.959677
US_WY_56037,2020-01-07,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,5.69,7.15,4.22,9.72,6.42,4.95,6.79,6.6,4.4,3.49,,12.11,3.3,5.5,3.12,6.42,8.07,4.77,,3.49,2.94,,3.3,5.69,,6.42,21.83,3.85,3.85,6.79,2.94,4.95,5.69,6.79,38.89,3.3,6.42,4.77,2.94,3.3,2.75,5.32,-4.736111,-10.256944,1.972222,0.0,180.34,-10.301587,67.316088
US_WY_56037,2020-01-08,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,3.51,7.02,3.88,7.02,7.2,4.62,3.69,6.46,4.25,3.51,3.51,13.48,3.69,6.09,4.25,4.8,9.42,2.96,2.77,5.36,4.43,2.77,3.51,5.17,,7.02,30.66,4.43,4.43,5.36,,2.77,6.46,3.33,40.82,3.88,12.56,5.54,4.62,3.33,2.96,4.25,-5.111111,-10.923611,1.097222,0.0,180.34,-10.277778,72.056519
US_WY_56037,2020-01-09,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,4.63,7.97,2.6,9.27,8.53,5.75,4.26,5.75,,3.71,3.71,10.75,2.96,4.82,,4.45,11.31,5.75,,5.0,5.0,4.63,4.45,4.63,4.63,5.56,27.43,6.3,3.15,2.78,4.26,5.0,7.6,7.6,42.63,4.45,10.75,5.19,6.12,3.89,,2.96,-6.305556,-11.097222,-0.6875,0.0,180.34,-10.706349,76.029483
US_WY_56037,2020-01-10,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,7.25,8.59,4.58,7.63,4.96,5.34,,3.24,5.53,4.77,5.34,12.78,3.05,7.44,,4.77,9.54,3.62,3.05,3.62,3.43,3.24,4.77,5.72,,7.06,23.08,4.39,,6.3,,4.01,5.72,4.39,41.02,3.24,8.39,5.72,3.24,4.58,,3.43,-10.548611,-16.0,-3.548611,0.042333,180.34,-14.587302,75.555335
US_WY_56037,2020-01-11,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,5.0,8.74,5.0,7.29,7.29,5.0,,3.54,,4.37,3.33,10.41,4.58,6.66,,6.25,6.66,3.96,3.54,,4.79,2.91,6.04,3.12,,5.2,20.82,4.16,3.12,7.7,,4.58,5.0,4.16,38.92,4.16,6.66,5.41,3.33,3.75,3.54,,-10.638889,-16.645833,-2.854167,0.0,180.34,-16.015873,67.719438
US_WY_56037,2020-01-12,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,4.24,5.86,4.44,8.07,8.28,5.05,,6.86,,,,12.52,4.04,11.71,,4.04,8.07,4.24,4.84,7.07,7.27,3.43,4.44,2.83,,6.06,17.16,4.84,3.23,5.05,3.43,4.24,3.63,4.04,34.93,3.84,5.45,3.84,4.04,3.43,4.44,3.23,-8.701389,-13.965278,-3.965278,0.0,180.34,-12.801587,77.080678
US_WY_56037,2020-01-13,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,4.97,7.28,4.08,6.39,5.68,4.61,3.55,6.74,3.19,2.48,3.19,13.66,5.15,7.1,,4.08,7.63,5.68,4.08,4.61,6.03,3.02,3.37,4.08,,4.79,25.2,5.32,,2.84,3.19,5.15,4.08,3.73,40.28,3.9,4.61,8.87,,4.08,3.55,,-7.909722,-13.006944,-3.736111,0.127,180.34,-12.97619,71.688669
US_WY_56037,2020-01-14,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,5.48,7.42,4.77,8.3,5.12,4.24,3.53,6.54,5.83,3.71,,14.48,4.77,7.77,,4.24,8.48,3.36,,3.71,3.53,2.83,4.59,4.59,2.65,7.42,27.73,5.48,2.65,7.42,,3.89,4.42,5.12,42.92,4.59,6.36,4.95,4.06,,2.65,3.53,-6.125,-12.145833,-0.791667,0.084667,180.34,-11.134921,70.764298
US_WY_56037,2020-01-15,ChIJEVZf4rRTWocRoqATF0f_rnA,Q484194,geoId/56037,US,United States of America,WY,Wyoming,56037,Sweetwater County,US,USA,2,,,,,,,43464,22438,21026,6334,6333,5488,6734,5219,5534,4815,2063,944,1411402,41.66,-108.89,27172,79.177778,,,,,,3.81,5.8,4.53,7.98,7.62,4.53,,5.8,3.08,,2.54,10.34,,8.89,2.9,4.71,7.8,,,5.26,2.9,4.17,3.45,6.89,4.71,6.35,25.39,6.71,3.63,5.8,3.45,3.45,4.9,7.07,35.18,,5.44,5.99,3.45,3.26,,4.35,-8.625,-14.520833,-1.763889,0.719667,180.34,-13.968254,70.115845
