location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AK_02050,2020-01-11,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-11.0625,-16.756944,-6.395833,0.381,-13.166667,84.453895
US_AK_02050,2020-01-12,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-7.069444,-12.673611,-4.118056,0.60325,-8.395833,90.220176
US_AK_02050,2020-01-13,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-4.159722,-9.847222,-0.930556,1.17475,-5.173611,92.625032
US_AK_02050,2020-01-14,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-7.368056,-14.090278,-1.409722,0.127,-8.930556,88.632774
US_AK_02050,2020-01-15,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-11.034722,-17.541667,-5.361111,0.0,-12.4375,89.371623
US_AK_02050,2020-01-16,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-14.936508,-19.214286,-7.619048,0.072571,-17.595238,80.348734
US_AK_02050,2020-01-17,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-21.166667,-25.944444,-13.103175,0.0,-24.111111,77.274186
US_AK_02050,2020-01-18,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-21.071429,-25.944444,-16.198413,0.0,-24.055556,76.927256
US_AK_02050,2020-01-19,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-18.333333,-22.452381,-14.595238,0.0,-21.206349,78.213855
US_AK_02050,2020-01-20,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-17.452381,-23.269841,-12.071429,0.0,-19.595238,83.338251
US_AK_02050,2020-01-21,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-15.325397,-21.222222,-10.119048,0.181429,-17.071429,86.355081
US_AK_02050,2020-01-22,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-14.208333,-19.993056,-9.034722,0.60325,-15.930556,86.754515
US_AK_02050,2020-01-23,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-14.951389,-20.826389,-9.659722,0.22225,-16.944444,84.809283
US_AK_02050,2020-01-24,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-19.243056,-23.916667,-13.326389,0.0,-22.180556,77.785909
US_AK_02050,2020-01-25,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-23.076389,-25.5625,-17.645833,0.0,-26.611111,73.017684
US_AK_02050,2020-01-26,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-23.125,-25.701389,-20.625,0.0,-27.208333,69.673819
US_AK_02050,2020-01-27,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-24.416667,-26.666667,-20.777778,0.0,-28.534722,69.050013
US_AK_02050,2020-01-28,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-27.347222,-30.548611,-23.180556,0.0,-31.513889,67.990976
US_AK_02050,2020-01-29,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-26.291667,-30.270833,-22.902778,0.0,-30.25,69.397236
US_AK_02050,2020-01-30,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-26.432099,-30.938272,-22.08642,0.0,-29.975309,72.202023
US_AK_02050,2020-01-31,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-27.265432,-32.228395,-22.407407,0.0,-30.339506,75.329333
US_AK_02050,2020-02-01,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-27.95679,-33.098765,-16.876543,0.0,-29.912698,74.320797
US_AK_02050,2020-02-02,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-11.277778,-18.180556,-4.680556,0.28575,-14.652778,76.431306
US_AK_02050,2020-02-03,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-3.119048,-8.706349,-1.150794,1.451429,-5.214286,85.560023
US_AK_02050,2020-02-04,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-2.333333,-3.825397,-0.404762,1.959429,-3.484127,91.825027
US_AK_02050,2020-02-05,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-2.269841,-4.769841,-0.246032,2.213429,-3.269841,92.854269
US_AK_02050,2020-02-06,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-9.007937,-13.801587,-2.0,2.455333,-10.412698,89.498981
US_AK_02050,2020-02-07,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-19.730159,-24.587302,-10.34127,0.072571,-22.68254,77.255551
US_AK_02050,2020-02-08,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-16.706349,-22.960317,-9.844444,0.471714,-19.095238,81.58758
US_AK_02050,2020-02-09,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-17.880952,-25.611111,-6.555556,1.923143,-20.428571,80.441031
US_AK_02050,2020-02-10,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-21.118056,-27.993056,-15.423611,0.0,-23.826389,78.8089
US_AK_02050,2020-02-11,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-19.373016,-28.02381,-14.47619,0.0,-22.936508,73.501134
US_AK_02050,2020-02-12,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-19.404762,-22.857143,-14.579365,0.0,-23.619048,69.4801
US_AK_02050,2020-02-13,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-23.680556,-28.826389,-16.229167,0.0,-28.152778,66.752982
US_AK_02050,2020-02-14,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-18.142857,-22.007937,-16.174603,0.0,-22.65873,68.120689
US_AK_02050,2020-02-15,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-14.992063,-19.547619,-11.785714,0.217714,-17.706349,79.767232
US_AK_02050,2020-02-16,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-11.912698,-16.452381,-7.15873,1.052286,-14.031746,84.198011
US_AK_02050,2020-02-17,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,-30,-4.62963,-12.055556,0.5,0.762,-6.574074,86.241604
US_AK_02050,2020-02-18,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,-3,-0.952381,-6.31746,1.365079,2.032,-2.857143,87.134059
US_AK_02050,2020-02-19,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,6,-8.087302,-12.753968,0.103175,0.435429,-9.722222,88.041866
US_AK_02050,2020-02-20,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,3,-8.784722,-12.909722,-5.770833,0.0,-10.777778,85.578626
US_AK_02050,2020-02-21,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,-12,6,-13.520833,-17.326389,-6.243056,0.34925,-15.833333,82.74951
US_AK_02050,2020-02-22,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,-9,,-21.305556,-27.909722,-12.027778,0.15875,-24.236111,77.354099
US_AK_02050,2020-02-23,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-23.972222,-30.625,-13.979167,0.0,-26.875,76.922368
US_AK_02050,2020-02-24,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,-3,-19.111111,-28.1875,-9.277778,0.0,-23.145833,70.668101
US_AK_02050,2020-02-25,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,-3,-12.925926,-19.493827,-7.790123,0.0,-17.648148,68.543215
US_AK_02050,2020-02-26,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,3,-14.238889,-19.494444,-8.95,0.0254,-19.183333,66.620992
US_AK_02050,2020-02-27,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,3,-17.65,-23.527778,-11.388889,0.0,-21.966667,69.351694
US_AK_02050,2020-02-28,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,-2,3,-21.816667,-28.311111,-13.044444,0.0,-25.4,72.849603
US_AK_02050,2020-02-29,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-16.333333,-24.133333,-10.733333,0.0,-20.3,72.069476
US_AK_02050,2020-03-01,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-10.877778,-17.955556,-7.25,1.9558,-12.694444,86.43394
US_AK_02050,2020-03-02,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,3,-20.811111,-29.05,-8.366667,0.4064,-23.833333,76.930563
US_AK_02050,2020-03-03,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,-4,-22.172222,-29.372222,-15.683333,0.0254,-25.488889,74.646683
US_AK_02050,2020-03-04,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,1,-18.888889,-27.427778,-12.566667,0.0508,-21.711111,78.49049
US_AK_02050,2020-03-05,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,-11,-21.122222,-28.333333,-11.361111,0.0762,-24.088889,77.088142
US_AK_02050,2020-03-06,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,-8,-4,-14.461111,-18.905556,-11.072222,0.0,-18.755556,70.370469
US_AK_02050,2020-03-07,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-13.55,-16.227778,-10.1,0.0254,-16.455556,78.800114
US_AK_02050,2020-03-08,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,,-13.777778,-17.566667,-10.072222,0.2286,-16.533333,79.752019
US_AK_02050,2020-03-09,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,-9,-17.505556,-24.172222,-10.938889,0.0762,-21.116667,73.531027
US_AK_02050,2020-03-10,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,-8,-21.788889,-29.655556,-13.45,0.0508,-25.722222,70.792677
US_AK_02050,2020-03-11,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,-6,-21.622222,-29.672222,-11.633333,0.0,-25.155556,73.263754
US_AK_02050,2020-03-12,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,,-6,-12.9,-20.538889,-4.777778,0.0,-15.833333,78.732606
US_AK_02050,2020-03-13,ChIJAzKaLtLCIVcR4HXf_qNNZmk,Q500312,geoId/02050,US,United States of America,AK,Alaska,02050,Bethel,US,USA,2,,,,,,,18090,9369,8721,3888,3211,2833,2294,1682,2053,1378,568,183,2605260,60.75,-160.5,45504,78.733333,10,-6,-6.294444,-11.444444,0.566667,0.0254,-11.766667,65.909221
