location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20009,2020-01-18,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,,8.26,,,12.14,22.34,10.69,,,,27.68,,8.26,,49.54,,,2.080247,-2.746914,5.864198,1.382889,,-3.617284,66.170582
US_KS_20009,2020-01-19,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,11.88,6.85,,,,12.79,8.68,6.85,,,39.74,,9.59,,44.3,9.13,7.31,-1.691358,-6.234568,3.104938,0.0,,-7.783951,63.316544
US_KS_20009,2020-01-20,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,8.9,9.29,7.74,6.58,5.81,15.48,9.29,13.55,8.13,7.36,29.81,6.19,5.42,5.81,46.84,6.58,8.13,-4.222222,-8.191358,1.993827,0.0,,-8.469136,72.486563
US_KS_20009,2020-01-21,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,6.78,9.28,9.28,7.5,6.78,17.49,6.78,8.57,7.85,7.85,34.27,6.43,6.07,6.43,42.84,7.14,6.07,-5.04321,-9.635802,3.098765,0.0,,-8.759259,75.230984
US_KS_20009,2020-01-22,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,7.49,14.26,9.63,6.77,5.35,22.11,10.7,12.84,5.71,7.49,45.28,11.77,6.77,7.84,49.56,6.06,9.27,2.296296,-0.382716,6.432099,5.277556,,0.839506,90.183344
US_KS_20009,2020-01-23,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,16.3,14.49,10.51,5.43,,23.55,11.96,14.49,9.78,8.69,40.94,11.59,7.97,9.42,47.09,7.25,5.07,3.148148,0.277778,7.450617,1.213556,,0.419753,82.888741
US_KS_20009,2020-01-24,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,8.65,9.4,7.52,6.77,8.28,24.08,6.77,12.41,6.02,9.78,43.27,,,7.52,41.01,6.4,6.77,1.074074,-1.981481,5.487654,0.846667,,-2.524691,77.271155
US_KS_20009,2020-01-25,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,11.86,,12.35,7.91,7.41,26.68,12.85,,,7.41,43.97,7.91,10.87,7.41,39.03,9.88,,-0.141975,-4.074074,6.802469,0.0,,-2.395062,84.983758
US_KS_20009,2020-01-26,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,11.44,10.06,7.32,,,24.7,6.86,9.61,6.86,,31.11,8.23,10.52,,45.29,8.23,,3.580247,-3.222222,14.617284,0.0,,-1.024691,71.999284
US_KS_20009,2020-01-27,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,8.87,11.36,10.65,6.39,6.03,35.49,11.0,7.45,6.03,5.32,45.43,7.45,7.1,,39.04,8.16,,2.814815,-1.716049,11.037037,0.0,,-1.12963,75.415508
US_KS_20009,2020-01-28,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,5.88,6.23,8.31,7.96,6.58,47.43,13.15,13.85,7.27,9.35,51.93,,8.31,7.96,39.47,7.96,6.58,0.141975,-1.0,3.401235,1.326444,129.54,-1.364198,89.669209
US_KS_20009,2020-01-29,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,6.66,14.42,7.77,6.66,,36.24,8.13,11.83,7.77,11.46,48.07,10.72,6.66,6.29,49.18,8.88,10.35,0.302469,-2.493827,4.938272,4.934857,50.8,-1.407407,88.323685
US_KS_20009,2020-01-30,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,8.61,7.17,,,6.82,40.9,13.27,7.89,,15.79,52.38,,8.25,5.74,34.8,6.46,,0.12963,-3.845679,5.37037,0.0,78.74,-1.62963,88.041771
US_KS_20009,2020-01-31,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,10.3,8.01,7.25,5.34,8.39,28.98,7.25,10.68,5.72,10.68,36.61,7.25,6.86,6.1,49.19,,5.34,2.58642,-2.148148,9.240741,0.0,30.48,-2.580247,68.827432
US_KS_20009,2020-02-01,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,10.48,12.98,9.98,11.48,,30.44,9.98,,,7.99,43.92,,13.97,,45.42,7.49,,3.314815,-4.339506,16.777778,0.0,50.8,-3.080247,62.948659
US_KS_20009,2020-02-02,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,,11.09,12.05,,9.64,22.18,10.61,11.09,,,35.67,8.68,8.68,,38.09,,,10.703704,0.055556,25.222222,0.0,30.48,-0.598765,45.59969
US_KS_20009,2020-02-03,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,9.74,8.29,8.65,5.77,,18.03,12.26,12.98,,9.38,33.54,5.77,5.05,5.05,45.8,6.13,,6.092593,-0.197531,15.790123,0.0,,0.462963,67.304142
US_KS_20009,2020-02-04,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,10.73,8.58,11.09,7.15,8.22,23.96,8.22,11.44,8.58,7.51,37.19,7.87,6.44,,38.98,8.22,,-1.944444,-3.734568,0.234568,0.0,,-7.364198,66.783421
US_KS_20009,2020-02-05,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,9.45,9.81,7.63,6.9,8.36,21.07,10.9,10.54,,7.99,28.7,10.54,5.45,,38.51,6.9,9.08,-3.055556,-6.154321,0.481481,0.0,,-10.308642,57.371402
US_KS_20009,2020-02-06,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,9.95,8.84,10.32,6.63,,17.32,9.58,7.74,,13.26,34.63,7.37,7.74,8.84,54.53,6.26,,-3.037037,-10.919753,7.932099,0.0,,-9.074074,63.177527
US_KS_20009,2020-02-07,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,12.24,9.95,10.33,7.27,6.89,23.34,7.27,10.71,5.74,11.09,40.55,5.36,6.12,,42.08,6.5,8.03,1.783951,-4.777778,8.450617,0.0,,-4.641975,62.516885
US_KS_20009,2020-02-08,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,8.7,8.7,,9.67,9.18,19.33,11.12,8.7,9.67,11.6,29.48,,8.7,,53.65,,9.67,1.41358,-5.969136,12.222222,0.0,,-4.037037,67.200586
US_KS_20009,2020-02-09,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,9.63,12.39,9.18,7.34,,28.44,17.43,10.55,7.34,,42.66,7.8,,,39.91,11.93,8.26,4.561728,-1.123457,9.771605,0.0,,-1.62963,64.210081
US_KS_20009,2020-02-10,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,6.65,9.61,8.87,8.5,6.28,23.28,11.83,9.98,6.65,7.76,36.59,12.2,8.13,7.39,48.05,8.87,9.24,-0.574074,-5.765432,6.246914,0.0,,-6.345679,65.089305
US_KS_20009,2020-02-11,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,8.48,11.06,6.64,8.11,8.85,21.39,9.22,10.32,8.85,7.38,39.82,9.59,9.96,5.9,41.67,7.38,10.32,2.314815,-2.018519,7.092593,0.0,,-6.277778,53.174971
US_KS_20009,2020-02-12,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,9.32,13.62,8.25,6.09,,18.64,11.47,9.68,,7.89,30.83,5.38,5.38,7.53,39.44,5.74,5.74,0.808642,-1.530864,4.820988,0.451556,,-3.740741,71.698793
US_KS_20009,2020-02-13,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,10.13,9.38,9.75,7.13,,25.13,9.38,9.38,8.25,13.51,28.13,6.38,6.38,5.25,37.89,,,-8.395062,-13.37037,2.685185,2.286,,-15.141975,58.407517
US_KS_20009,2020-02-14,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,,,,,7.57,7.17,7.17,6.37,6.37,17.53,12.75,11.95,5.97,5.58,33.06,,8.37,6.37,36.65,7.57,,-7.481481,-12.858025,2.080247,0.0,,-13.0,64.830305
US_KS_20009,2020-02-15,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,2,-6,-5,,9.09,11.1,9.09,7.57,,30.28,13.63,14.13,,,34.83,,8.58,,31.8,7.57,,2.555556,-3.740741,10.765432,0.0,,-3.666667,63.746065
US_KS_20009,2020-02-16,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,17,-1,3,,,10.47,,7.62,7.62,28.09,16.19,12.38,,,25.71,7.14,9.52,9.52,43.32,,,2.598765,-4.574074,12.271605,0.0,,-2.179012,71.144587
US_KS_20009,2020-02-17,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,4,-12,-7,3,7.44,8.18,8.56,,11.9,21.95,9.67,11.9,,9.67,37.94,10.42,,9.67,49.48,5.21,7.81,7.203704,0.777778,16.876543,0.0,,1.679012,68.109979
US_KS_20009,2020-02-18,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,8,-9,-1,-1,7.2,12.24,9.36,10.8,9.0,20.88,6.12,9.72,,9.0,37.44,9.36,8.64,8.64,49.68,9.36,12.24,3.191358,-2.179012,11.006173,0.0,,-4.82716,55.792419
US_KS_20009,2020-02-19,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,0,-7,-1,0,6.75,10.65,,6.39,11.36,20.24,10.65,10.3,6.39,7.1,39.76,8.17,8.17,8.88,45.09,8.52,,0.246914,-3.95679,5.320988,0.0,30.48,-5.759259,64.114627
US_KS_20009,2020-02-20,ChIJN6Yc7e6Oo4cRPxdI4V1TMU8,Q376096,geoId/20009,US,United States of America,KS,Kansas,20009,Barton County,US,USA,2,,,,,,,26394,13042,13352,3451,3550,3071,3192,2539,3651,3498,1887,1555,1070363,38.4667,-98.7667,2332,78.4125,-7,-10,-1,1,7.67,6.58,6.21,5.11,5.48,18.26,5.48,12.79,5.84,6.58,31.05,5.84,,7.3,37.99,7.67,5.48,-4.654321,-9.820988,1.919753,0.834571,50.8,-8.567901,74.210577
