location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48013,2020-01-01,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,6.91,11.11,6.67,14.81,6.17,4.69,4.94,,22.47,,9.38,,6.67,8.89,7.41,4.2,6.17,6.42,,5.18,,6.67,26.91,4.44,4.44,8.15,3.46,7.9,6.17,43.46,,5.68,4.44,4.94,3.95,,10.930556,9.430556,13.111111,0.0,,0.9375,50.305308
US_TX_48013,2020-01-02,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,8.34,7.39,,12.87,6.91,4.77,7.86,4.77,22.16,3.81,9.77,3.34,,8.34,4.77,8.58,7.39,3.81,,5.72,,8.58,27.4,5.72,,8.82,,3.57,5.96,44.56,3.81,5.48,4.29,4.53,3.81,,12.458333,10.0,18.298611,0.03175,,10.020833,85.161549
US_TX_48013,2020-01-03,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,6.05,7.26,6.78,18.41,8.96,4.36,6.78,,20.59,4.12,13.08,4.36,,11.38,4.36,5.33,4.6,4.6,4.6,5.81,4.84,5.09,23.49,5.81,,8.96,4.6,3.39,5.57,49.4,5.81,7.26,5.33,5.09,5.33,4.6,12.604167,6.270833,19.847222,0.09525,,5.8125,63.623044
US_TX_48013,2020-01-04,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,6.06,10.36,4.55,25.02,9.1,,7.83,4.3,18.95,,12.89,5.05,3.54,6.57,,,8.34,4.04,,5.05,,9.6,27.8,6.57,3.54,11.12,,4.8,6.82,41.44,7.58,10.61,7.83,3.54,5.05,3.79,11.631944,1.604167,22.125,0.0,,-0.493056,43.19871
US_TX_48013,2020-01-05,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,8.12,9.11,3.69,25.36,7.14,7.38,6.4,4.68,23.14,7.14,14.03,3.69,6.15,9.6,5.17,4.68,8.62,4.43,3.94,6.4,,6.15,24.12,6.15,,9.6,3.94,5.42,,36.68,6.4,7.88,6.4,4.18,6.15,5.66,12.4375,1.965278,24.416667,0.0,,-0.263889,41.714986
US_TX_48013,2020-01-06,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,4.43,7.93,3.5,28.45,8.4,6.53,7.7,5.37,17.03,4.43,9.56,3.73,4.67,7.7,6.53,5.37,8.16,,4.43,6.3,3.96,6.3,27.52,4.9,7.0,10.26,6.06,4.67,7.23,39.42,3.96,6.3,7.23,4.2,4.43,3.73,13.041667,3.125,24.381944,0.0,,4.569444,56.629484
US_TX_48013,2020-01-07,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,4.82,7.67,3.94,22.35,8.11,7.45,8.98,5.48,18.63,,8.11,,4.6,8.55,5.92,5.26,,,,4.38,,11.83,19.94,4.6,4.6,7.23,4.16,4.38,8.33,34.4,4.38,5.48,4.38,6.13,4.6,4.6,14.222222,3.958333,21.361111,0.1905,,-3.111111,30.122486
US_TX_48013,2020-01-08,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,4.38,6.25,3.13,20.21,8.54,3.54,8.54,4.58,19.17,,8.96,3.75,3.75,9.59,7.08,4.79,5.42,3.33,3.33,,,8.34,37.72,5.63,,8.13,3.13,3.75,4.38,36.47,6.67,17.5,3.75,4.58,,,9.465278,0.020833,22.020833,0.0,,-1.277778,47.481691
US_TX_48013,2020-01-09,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,5.71,7.54,,19.98,6.32,7.34,6.32,,19.37,,9.58,2.85,3.06,11.21,6.32,5.3,8.36,3.47,4.28,5.3,,8.36,35.06,7.54,3.47,7.13,3.26,4.89,6.32,40.36,4.08,15.09,5.1,4.49,5.1,5.3,19.770833,16.694444,26.347222,0.0,,14.111111,69.933715
US_TX_48013,2020-01-10,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,5.78,5.78,,12.35,8.17,4.18,4.98,4.18,16.73,3.58,9.36,2.79,,8.37,7.37,5.58,4.38,,3.78,2.99,4.18,6.97,29.28,8.96,,7.17,2.79,2.79,5.38,33.66,4.18,9.96,4.38,,3.58,4.58,21.861111,18.215278,27.631944,0.0,,16.875,73.548043
US_TX_48013,2020-01-11,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,3.87,9.03,5.67,15.48,6.71,5.93,6.19,4.38,17.28,,9.8,3.61,4.64,11.35,,4.38,5.93,4.13,5.67,,4.38,6.19,26.05,7.22,3.61,8.51,3.87,4.38,3.87,42.04,,9.03,7.48,4.13,5.16,4.64,14.666667,8.9375,25.034722,10.44575,,5.763889,55.927466
US_TX_48013,2020-01-12,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,4.6,10.21,,19.4,7.92,6.64,6.13,,18.13,4.85,11.74,,4.34,11.74,7.15,5.36,6.13,,5.36,7.92,4.6,6.89,24.0,6.89,,8.94,,6.13,4.08,43.4,4.34,3.57,6.13,6.13,5.11,5.11,9.173611,1.034722,19.256944,0.03175,,3.625,68.482951
US_TX_48013,2020-01-13,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,6.31,6.51,3.25,11.19,9.36,4.07,7.73,3.66,17.7,3.46,9.97,4.27,6.71,9.97,4.27,3.87,8.75,,3.87,,,8.75,24.21,5.9,3.66,6.1,3.87,2.85,4.88,41.71,4.88,6.71,6.31,4.68,7.12,2.85,13.784722,10.013889,17.298611,0.0,,12.173611,90.071691
US_TX_48013,2020-01-14,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,5.04,6.45,4.03,12.69,5.44,5.24,5.84,3.22,14.51,,9.27,,4.63,10.68,5.84,5.04,6.85,3.02,4.63,5.04,,8.46,23.77,4.84,,8.06,4.43,4.84,6.25,37.88,3.83,7.05,7.05,7.25,5.24,6.25,17.986111,14.493056,25.763889,0.98425,,16.527778,91.22714
US_TX_48013,2020-01-15,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,4.07,8.13,3.05,11.18,6.91,6.71,4.27,5.08,20.33,,12.2,4.47,6.3,11.79,4.47,5.69,8.34,4.47,4.27,3.05,3.25,8.34,30.9,8.74,3.86,7.93,4.27,5.08,5.29,43.92,4.68,5.9,6.1,4.68,5.08,,22.145833,17.541667,26.604167,0.127,,19.020833,82.530448
US_TX_48013,2020-01-16,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,4.77,5.96,2.78,12.51,5.96,5.96,7.15,3.77,12.91,4.77,6.75,3.38,5.36,10.33,4.97,3.38,7.15,3.58,4.77,6.16,2.78,8.34,25.43,5.36,5.36,6.55,4.17,3.77,7.55,36.95,4.57,8.34,4.57,5.56,4.57,3.38,20.923611,17.201389,24.784722,0.6985,,18.8125,87.858842
US_TX_48013,2020-01-17,ChIJjdfg2mBzXYYRIeM2WooTSPs,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2,,,,,,,49083,24445,24638,7303,7405,6289,6381,5836,5974,5039,3196,1660,1657497,28.89,-98.53,3200,77.9625,,,,,,4.57,10.44,5.22,13.92,5.66,5.22,4.57,3.26,14.57,,9.79,3.92,3.92,12.62,3.92,3.26,6.96,5.44,4.13,3.92,4.57,10.01,23.93,6.09,5.22,6.09,3.48,4.79,5.66,36.98,5.44,3.92,7.61,7.83,4.79,,17.611111,15.472222,22.472222,5.08,,15.840278,89.426898
