location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21195,2020-01-11,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,,7.63,8.72,3.63,9.99,7.09,7.27,2.54,4.91,5.27,5.45,5.63,2.73,13.45,5.09,9.63,3.63,6.18,4.0,8.36,5.09,2.54,6.91,6.18,5.27,2.91,6.0,2.54,8.36,31.98,6.72,4.0,9.27,3.82,5.45,5.45,2.91,5.63,46.34,7.81,10.72,3.09,8.0,5.63,6.18,3.82,3.63,4.72,,17.37037,12.197531,23.160494,0.0,,10.117284,62.804036
US_KY_21195,2020-01-12,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,,3.92,10.08,4.48,12.69,6.34,5.97,4.67,2.98,4.48,5.78,5.41,3.36,20.52,2.8,12.13,,6.53,2.98,11.38,2.61,4.11,5.22,5.97,5.41,6.16,6.16,,10.45,31.16,5.04,3.17,11.76,,5.22,5.6,3.36,3.54,40.3,5.78,10.63,4.29,5.97,6.16,7.09,3.92,,4.85,4.11,11.469136,6.777778,18.012346,12.954,,6.907407,73.662234
US_KY_21195,2020-01-13,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,2.62,5.24,7.72,3.17,10.33,7.85,6.89,2.34,2.07,7.03,4.68,4.68,1.93,16.26,4.41,9.78,5.79,5.79,4.13,14.61,3.86,2.21,5.37,4.27,4.82,4.68,5.37,2.62,10.75,29.76,6.75,3.72,7.99,2.21,4.41,5.65,3.31,7.72,46.16,6.34,6.34,4.82,6.06,6.89,6.2,2.62,4.68,5.24,2.07,8.592593,5.104938,13.796296,0.225778,,4.438272,75.882333
US_KY_21195,2020-01-14,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,2.32,5.6,7.79,3.0,12.43,10.65,6.83,2.73,4.92,9.56,13.11,4.92,3.55,19.4,5.33,11.2,2.05,6.42,3.14,11.06,3.14,,9.02,14.89,5.19,5.6,3.69,4.92,11.06,34.97,9.84,,6.69,3.55,5.05,5.74,4.78,7.1,45.49,5.19,10.38,5.33,7.79,6.97,6.69,,3.28,3.96,3.0,10.969136,6.197531,14.376543,2.2225,,9.666667,91.735661
US_KY_21195,2020-01-15,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,2.27,3.75,6.29,3.21,13.91,7.36,6.42,3.75,2.94,4.95,10.03,4.01,4.15,19.26,2.41,13.38,3.08,5.62,4.01,12.04,4.55,3.48,6.02,11.1,5.35,4.15,4.01,3.35,11.37,37.19,8.03,4.01,8.16,2.14,7.49,4.01,3.21,5.75,37.73,6.42,10.84,6.55,6.55,6.55,6.02,4.42,4.55,2.94,,10.611111,6.351852,16.975309,1.27,,9.796296,94.71455
US_KY_21195,2020-01-16,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,3.26,4.48,5.7,4.21,10.04,8.14,7.19,2.71,4.48,6.11,9.09,3.94,,18.05,4.07,10.18,4.07,6.11,2.85,12.89,4.89,3.94,5.7,5.29,6.24,4.75,4.21,4.07,10.72,34.07,9.09,2.99,8.42,4.07,7.06,3.94,3.26,9.37,38.01,4.34,7.74,4.89,5.84,5.97,4.48,2.99,3.26,2.99,,9.876543,3.345679,16.401235,0.979714,,3.549383,64.906345
US_KY_21195,2020-01-17,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,3.05,4.66,6.11,3.86,16.23,5.79,6.11,3.7,3.38,6.27,4.66,3.54,3.86,15.75,3.7,7.23,3.38,3.86,2.89,13.5,4.5,2.25,4.5,3.86,4.82,3.54,4.98,3.86,12.86,36.48,8.84,4.18,7.39,2.41,3.86,6.11,2.25,9.96,43.55,6.59,10.77,5.14,5.79,6.75,8.04,2.89,2.57,3.54,,-0.574074,-4.654321,4.58642,0.0,,-9.240741,52.594072
US_KY_21195,2020-01-18,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,3.07,5.96,8.49,,13.73,9.58,3.98,3.07,3.61,6.69,5.96,,,19.34,5.78,9.94,,6.87,4.34,7.95,4.34,4.16,4.88,7.05,3.98,8.13,5.78,3.61,9.76,26.93,7.59,4.34,7.77,3.07,6.69,3.25,3.43,8.49,44.1,4.7,7.59,5.42,5.78,2.71,5.96,3.07,2.71,3.61,4.7,5.432099,-1.203704,10.08642,2.413,,-4.648148,48.961351
US_KY_21195,2020-01-19,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,,6.84,7.75,3.42,12.61,5.94,5.94,2.7,3.78,7.38,5.4,4.32,3.42,19.63,7.21,10.27,5.22,7.03,5.22,10.99,6.84,3.06,6.84,3.06,6.12,5.76,7.21,2.52,7.03,32.06,7.03,3.96,8.29,,4.86,6.67,5.22,6.49,45.93,6.84,9.55,6.49,5.94,5.58,6.12,3.42,,3.96,2.88,1.864198,-4.790123,9.537037,3.8735,,-2.802469,71.318472
US_KY_21195,2020-01-20,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,2.6,5.69,8.94,4.07,13.33,9.59,7.15,2.93,4.23,6.02,6.34,3.42,2.93,20.98,5.04,12.85,3.42,9.27,4.07,12.85,6.83,5.2,6.99,5.85,5.04,3.25,4.23,3.58,10.41,37.89,8.78,3.42,9.59,2.28,8.46,6.18,5.53,6.02,53.49,5.69,9.92,6.99,6.67,4.39,5.2,2.44,4.55,3.74,5.2,-6.833333,-8.833333,-4.746914,0.0,,-11.407407,70.207691
US_KY_21195,2020-01-21,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,3.12,4.61,7.59,3.27,11.6,11.46,6.69,3.57,4.02,8.93,5.8,4.61,3.27,27.22,6.55,10.27,2.68,6.55,2.98,14.43,5.06,3.12,6.55,6.4,5.95,4.61,7.88,5.21,13.24,38.08,8.03,3.57,9.07,3.72,6.69,11.16,2.98,7.29,47.46,4.91,9.07,5.21,5.65,6.84,7.29,5.5,2.83,4.46,3.87,-6.25,-8.861111,-2.201389,0.0,,-10.611111,71.502308
US_KY_21195,2020-01-22,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,3.46,6.53,6.66,3.06,13.72,10.52,8.39,3.86,4.4,5.46,6.53,4.0,3.6,18.65,4.66,8.92,2.8,5.33,4.0,11.72,3.86,3.33,7.19,4.93,6.39,3.33,7.19,3.86,11.72,32.63,8.53,3.73,6.53,2.53,4.79,7.72,4.79,8.66,46.75,6.79,8.26,5.33,5.33,6.39,5.46,,3.06,3.46,3.46,-3.722222,-10.243056,6.909722,0.0,,-10.159722,61.203382
US_KY_21195,2020-01-23,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,,6.64,9.74,5.08,14.97,9.18,7.77,2.96,5.08,4.66,5.93,4.38,4.24,23.58,5.08,10.87,4.24,3.81,2.26,11.44,5.93,2.26,4.24,5.08,6.35,4.09,9.04,3.95,12.0,36.43,10.31,4.8,6.78,,5.08,10.45,4.38,10.31,43.07,5.65,10.03,5.79,7.91,6.64,7.2,3.67,2.12,4.66,2.54,3.576389,-2.222222,10.263889,0.0,,-9.465278,39.809872
US_KY_21195,2020-01-24,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,,6.91,9.27,3.61,16.49,8.95,6.28,3.46,4.71,6.12,7.69,5.03,2.2,30.31,3.77,13.19,3.3,4.87,5.65,16.64,6.44,,4.24,6.59,5.18,3.61,6.59,5.03,13.97,44.75,8.32,4.08,8.95,2.2,,8.48,4.4,9.42,47.89,7.38,8.79,6.28,10.21,8.64,8.79,2.98,3.14,4.87,3.14,7.458333,1.152778,10.583333,2.624667,,2.590278,71.418536
US_KY_21195,2020-01-25,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,,7.19,7.93,4.79,12.36,9.41,5.35,,2.95,6.27,7.38,3.87,4.43,27.66,4.06,13.65,4.24,5.35,,10.88,8.3,3.5,6.64,5.9,5.9,5.9,4.43,3.87,9.22,44.45,6.27,2.58,8.3,2.95,6.27,5.16,,4.61,46.85,6.09,9.96,6.09,8.67,4.79,8.12,3.5,5.16,3.32,3.32,3.597222,1.076389,9.722222,15.24,,2.013889,89.450898
US_KY_21195,2020-01-26,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,3.35,5.3,9.18,2.65,10.77,9.54,7.77,2.65,3.0,6.89,6.36,,5.3,31.26,3.71,10.6,,6.71,2.65,12.01,4.95,2.65,5.65,8.3,3.53,4.06,6.18,4.24,10.24,47.33,7.59,3.0,7.95,2.83,5.3,2.83,4.24,6.89,40.62,5.3,12.19,6.53,5.12,6.36,7.42,3.88,4.77,3.88,2.83,1.5,-0.4375,5.993056,0.2032,,-2.284722,76.050214
US_KY_21195,2020-01-27,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,2.41,6.3,7.1,3.89,12.73,9.25,6.3,3.08,5.76,4.96,5.63,4.29,1.88,24.26,4.16,9.38,2.14,5.76,2.55,13.94,5.36,2.55,5.23,9.38,5.5,4.42,5.36,3.89,13.67,39.67,9.65,4.16,6.7,2.55,6.3,3.08,4.29,6.3,40.07,7.37,8.31,5.09,7.91,5.63,5.63,4.29,3.08,3.22,3.22,2.909722,-0.180556,5.854167,0.169333,,0.986111,87.489808
US_KY_21195,2020-01-28,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,2.77,4.16,7.62,2.36,15.8,10.68,5.96,4.16,4.71,6.93,5.82,4.02,2.77,25.65,4.16,11.23,3.19,5.82,3.19,13.45,4.02,2.36,7.21,8.32,3.88,4.16,4.71,2.77,12.06,45.75,10.54,3.6,7.07,6.1,7.07,7.9,5.68,8.18,45.47,8.87,8.18,4.85,6.38,5.27,5.68,3.47,3.33,5.41,,1.95679,0.487654,5.395062,0.254,,-1.518519,78.497435
US_KY_21195,2020-01-29,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,,4.56,6.44,4.7,12.07,8.72,7.65,4.03,4.03,6.04,5.9,4.83,3.62,27.91,4.83,10.2,2.28,6.04,2.01,11.0,4.56,3.76,6.44,9.53,5.23,3.62,5.23,3.62,13.15,48.7,8.72,3.22,6.84,4.29,7.11,5.9,5.1,7.78,42.4,5.77,11.54,4.96,4.29,4.56,6.98,3.35,3.62,4.03,,1.030864,-0.91358,4.691358,0.0,,-2.185185,79.325124
US_KY_21195,2020-01-30,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,,7.72,7.87,2.88,14.07,8.62,6.2,3.03,4.54,8.78,7.57,4.54,,33.13,3.33,11.2,5.6,9.23,,12.26,5.14,,6.66,5.6,5.29,3.63,5.6,2.42,10.14,48.26,12.1,4.39,4.99,2.72,7.87,7.11,4.39,6.96,49.78,5.29,9.08,6.66,8.17,6.35,7.72,3.48,,3.63,,1.691358,-0.037037,5.234568,0.635,,-0.691358,84.696096
US_KY_21195,2020-01-31,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,,4.05,7.95,4.67,13.4,7.79,5.76,3.74,3.12,6.86,5.76,3.58,3.43,32.41,4.99,9.35,2.65,6.86,3.58,10.91,5.92,2.81,5.14,5.61,4.83,2.65,6.39,5.61,11.37,40.35,8.26,5.14,9.04,3.43,6.54,6.54,4.67,5.14,39.58,5.45,8.72,3.43,5.76,6.54,5.45,,2.34,3.43,,4.141975,0.851852,7.574074,0.0635,,1.716049,84.373916
US_KY_21195,2020-02-01,ChIJZVoNvLVlRYgRw62onBS_BEA,Q496729,geoId/21195,US,United States of America,KY,Kentucky,21195,Pike County,US,USA,2,,,,,,,58905,28759,30146,6522,6979,6836,6791,7934,8660,8226,4708,2249,1846577,37.46902,-82.39587,561,2043,72.678947,,,,,2.85,5.16,6.58,4.63,12.81,8.72,4.8,,3.38,7.65,5.69,4.27,,28.47,4.27,12.1,4.09,8.36,,11.39,6.23,5.34,7.12,5.87,6.76,5.69,4.45,3.56,7.65,36.29,10.14,,6.58,,5.34,5.51,3.02,5.87,45.37,4.09,8.54,,8.72,3.02,6.05,3.56,3.02,4.09,3.02,3.549383,1.314815,6.222222,1.143,,2.746914,94.584505
