location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IN_18153,2020-01-01,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,7.58,14.32,21.49,9.27,24.44,2.944444,-1.366667,9.427778,0.0,-1.907407,70.454806
US_IN_18153,2020-01-02,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,7.95,14.31,19.88,,22.27,6.811111,2.216667,11.111111,0.056444,0.728395,65.695851
US_IN_18153,2020-01-03,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,,14.43,18.44,,28.45,7.944444,5.038889,9.477778,7.732889,7.203704,95.886933
US_IN_18153,2020-01-04,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,7.4,13.15,19.32,,21.38,2.916667,1.072222,6.155556,2.314222,1.018519,87.772251
US_IN_18153,2020-01-05,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,6.39,15.76,20.88,6.39,31.52,1.8,-3.533333,10.05,0.508,-2.08642,75.26539
US_IN_18153,2020-01-06,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,7.22,10.43,22.86,,33.69,2.972222,-3.233333,8.644444,0.1778,-3.018519,65.095366
US_IN_18153,2020-01-07,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,,13.57,20.76,9.18,30.74,1.722222,-3.588889,8.172222,0.0254,-3.271605,70.139602
US_IN_18153,2020-01-08,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,6.09,12.98,26.38,,28.0,1.355556,-2.505556,5.288889,0.0,-6.314815,57.561124
US_IN_18153,2020-01-09,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,9.65,13.27,23.32,,31.76,4.516667,-1.5,12.955556,0.03175,-4.092593,53.404432
US_IN_18153,2020-01-10,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,10.3,9.54,21.37,,24.05,11.338889,7.25,14.083333,19.685,8.598765,83.886
US_IN_18153,2020-01-11,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,,8.89,16.52,,26.68,11.922222,4.25,16.833333,32.4104,10.58642,93.038549
US_IN_18153,2020-01-12,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,8.66,10.31,15.26,,32.18,1.338889,-0.527778,4.183333,22.9108,-0.228395,90.309467
US_IN_18153,2020-01-13,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,7.04,12.9,25.8,,34.01,3.455556,1.027778,5.85,0.127,1.123457,85.340006
US_IN_18153,2020-01-14,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,,10.6,16.09,,34.55,3.827778,-0.338889,9.238889,0.028222,2.376543,91.062046
US_IN_18153,2020-01-15,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,,7.62,19.24,,30.06,5.561111,0.355556,11.772222,0.09525,4.932099,95.644807
US_IN_18153,2020-01-16,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,8.2,8.59,19.13,,23.04,1.616667,-3.055556,9.894444,0.0762,-1.845679,78.960421
US_IN_18153,2020-01-17,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,7.87,10.63,18.1,5.9,32.27,-2.722222,-4.877778,1.538889,0.0,-7.080247,71.807659
US_IN_18153,2020-01-18,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,,13.08,11.82,8.86,21.1,3.616667,-1.5,10.055556,17.667111,1.123457,83.918908
US_IN_18153,2020-01-19,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,7.14,11.34,15.95,7.98,20.15,-7.566667,-11.155556,0.094444,9.934222,-12.259259,69.650869
US_IN_18153,2020-01-20,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,,14.44,26.53,10.92,35.5,-8.061111,-10.411111,-4.044444,0.0,-11.32716,77.068216
US_IN_18153,2020-01-21,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,7.9,11.46,22.92,6.32,29.64,-3.583333,-7.738889,0.255556,0.03175,-6.740741,78.860338
US_IN_18153,2020-01-22,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,7.25,13.69,21.33,6.44,27.37,-3.2,-6.522222,1.711111,0.0254,-6.703704,76.411818
US_IN_18153,2020-01-23,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,7.18,13.17,26.74,13.57,39.91,2.027778,-0.872222,6.15,0.254,-3.740741,66.346485
US_IN_18153,2020-01-24,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,7.17,20.31,28.28,,28.68,3.866667,1.833333,5.383333,1.890889,2.950617,94.341307
US_IN_18153,2020-01-25,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,9.36,17.87,24.25,7.23,23.82,1.338889,0.405556,3.294444,1.11125,0.209877,92.306959
US_IN_18153,2020-01-26,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,9.64,16.07,18.08,,27.32,0.883333,-2.666667,5.844444,0.1524,-2.092593,80.64309
US_IN_18153,2020-01-27,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,6.91,20.71,31.84,5.75,29.92,-0.4,-2.472222,2.816667,0.0,-1.746914,91.272985
US_IN_18153,2020-01-28,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,8.57,22.36,29.06,7.08,28.69,-0.4,-1.433333,0.555556,0.0,-2.148148,88.094868
US_IN_18153,2020-01-29,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,9.52,31.46,27.32,7.04,36.84,0.627778,-0.505556,2.694444,0.03175,-1.450617,85.976698
US_IN_18153,2020-01-30,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,,27.11,28.34,6.57,27.11,1.277778,-1.116667,4.65,0.1905,-1.592593,81.55727
US_IN_18153,2020-01-31,ChIJv7Iy-AKPbYgR73hk9ONsvUg,Q426746,geoId/18153,US,United States of America,IN,Indiana,18153,Sullivan County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700,11224,9476,2192,2339,2791,2749,2851,2812,2542,1534,890,1187285,39.09,-87.41,1176,77.92,,,,,6.4,21.19,21.99,6.4,32.39,2.477778,0.35,5.294444,0.366889,0.604938,86.967934
