location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54035,2020-01-01,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,9.28,7.67,8.47,,12.11,6.05,7.67,26.23,6.46,,36.73,8.07,6.86,3.265432,0.981481,7.388889,0.036286,,-2.728395,64.984796
US_WV_54035,2020-01-02,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,7.7,14.0,8.75,6.3,19.61,4.9,7.7,34.31,6.65,6.65,42.01,8.75,,3.722222,-2.030864,11.358025,0.036286,,-2.166667,66.10727
US_WV_54035,2020-01-03,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,7.34,8.61,7.97,8.29,13.08,13.71,5.42,28.71,7.34,5.74,37.32,,4.78,10.5,8.783951,12.055556,9.144,,9.648148,94.531421
US_WV_54035,2020-01-04,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,11.12,10.72,5.95,,15.08,9.13,7.54,25.01,8.73,7.14,38.9,6.75,5.95,8.623457,2.074074,13.271605,8.636,,7.481481,92.64649
US_WV_54035,2020-01-05,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,9.99,12.9,9.16,,21.23,7.49,6.66,32.88,7.91,7.91,44.95,,,3.117284,1.549383,10.444444,3.483429,,-0.716049,76.081328
US_WV_54035,2020-01-06,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,7.77,9.12,9.79,7.43,17.89,12.49,7.09,29.37,6.08,6.42,41.53,4.73,8.1,4.697531,-0.345679,8.919753,0.084667,30.48,-1.746914,63.290961
US_WV_54035,2020-01-07,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,5.18,12.09,8.29,,18.3,10.71,5.18,29.01,5.87,8.98,32.12,9.32,6.22,0.641975,-3.864198,7.561728,0.254,78.74,-3.808642,72.386539
US_WV_54035,2020-01-08,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,9.34,13.84,10.72,,16.26,8.99,6.23,34.94,,7.26,41.86,11.42,11.07,2.716049,-3.308642,6.845679,1.55575,50.8,-6.283951,51.939683
US_WV_54035,2020-01-09,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,6.31,11.22,10.87,,15.43,8.42,6.66,48.75,7.37,5.61,39.98,12.63,7.72,1.222222,-5.580247,13.018519,0.0,64.77,-7.425926,53.086389
US_WV_54035,2020-01-10,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,8.25,9.63,11.01,6.53,13.41,5.85,,27.51,5.85,8.94,38.17,8.6,,11.166667,3.592593,17.814815,0.127,78.74,1.574074,52.245928
US_WV_54035,2020-01-11,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,6.99,9.45,9.45,,12.74,10.69,,24.66,,,35.75,7.4,6.99,17.635802,10.12963,24.561728,1.905,,10.08642,61.534749
US_WV_54035,2020-01-12,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,10.48,7.97,,,15.51,10.48,9.22,31.02,6.29,11.74,41.51,9.64,,10.611111,5.877778,21.655556,12.228286,,6.133333,74.031008
US_WV_54035,2020-01-13,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,,8.5,8.16,7.82,12.25,8.84,12.59,27.89,7.14,8.84,43.88,7.14,,5.08642,0.388889,14.728395,0.084667,,1.987654,81.333233
US_WV_54035,2020-01-14,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,11.17,11.17,11.51,6.09,13.88,9.14,10.49,26.4,7.45,6.77,45.35,7.11,5.08,7.722222,0.808642,13.506173,2.286,,5.962963,88.708054
US_WV_54035,2020-01-15,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,10.59,12.64,7.51,,16.05,10.59,12.29,21.86,9.22,9.9,40.3,9.22,,6.104938,1.358025,14.419753,0.889,,4.858025,92.015506
US_WV_54035,2020-01-16,ChIJB6gbM_XvSIgRRxXw907d82E,Q504856,geoId/54035,US,United States of America,WV,West Virginia,54035,Jackson County,US,USA,2,,,,,,,28908,14331,14577,3262,3522,3132,3209,3577,4328,3935,2434,1509,1913186,38.83,-81.67,1206,78.016667,,,,,,5.53,11.39,9.67,10.01,15.54,16.23,12.09,37.29,5.53,8.29,40.74,7.94,8.29,7.888889,0.796296,14.58642,0.889,,2.123457,67.043287
