location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SD_46095,2020-01-01,ChIJyxhCMpF6f4cRONdVkacMe-8,Q495261,geoId/46095,US,United States of America,SD,South Dakota,46095,Mellette County,US,USA,2,,,,,,,2063,1053,1010,359,326,294,192,193,263,239,130,67,1739838,43.58,-100.76,618,3392,77.2,-0.85,-6.838889,5.283333,0.0,149.86,-6.006944,68.189824
US_SD_46095,2020-01-02,ChIJyxhCMpF6f4cRONdVkacMe-8,Q495261,geoId/46095,US,United States of America,SD,South Dakota,46095,Mellette County,US,USA,2,,,,,,,2063,1053,1010,359,326,294,192,193,263,239,130,67,1739838,43.58,-100.76,618,3392,77.2,2.055556,-2.75,5.211111,0.0,149.86,-0.680556,80.825067
US_SD_46095,2020-01-03,ChIJyxhCMpF6f4cRONdVkacMe-8,Q495261,geoId/46095,US,United States of America,SD,South Dakota,46095,Mellette County,US,USA,2,,,,,,,2063,1053,1010,359,326,294,192,193,263,239,130,67,1739838,43.58,-100.76,618,3392,77.2,0.455556,-3.511111,4.055556,0.141111,114.3,-3.847222,71.660206
US_SD_46095,2020-01-04,ChIJyxhCMpF6f4cRONdVkacMe-8,Q495261,geoId/46095,US,United States of America,SD,South Dakota,46095,Mellette County,US,USA,2,,,,,,,2063,1053,1010,359,326,294,192,193,263,239,130,67,1739838,43.58,-100.76,618,3392,77.2,-1.038889,-7.527778,7.65,0.0,78.74,-5.472222,72.080379
US_SD_46095,2020-01-05,ChIJyxhCMpF6f4cRONdVkacMe-8,Q495261,geoId/46095,US,United States of America,SD,South Dakota,46095,Mellette County,US,USA,2,,,,,,,2063,1053,1010,359,326,294,192,193,263,239,130,67,1739838,43.58,-100.76,618,3392,77.2,3.494444,-3.233333,8.572222,0.0,78.74,-3.840278,58.258591
US_SD_46095,2020-01-06,ChIJyxhCMpF6f4cRONdVkacMe-8,Q495261,geoId/46095,US,United States of America,SD,South Dakota,46095,Mellette County,US,USA,2,,,,,,,2063,1053,1010,359,326,294,192,193,263,239,130,67,1739838,43.58,-100.76,618,3392,77.2,-0.072222,-4.705556,5.188889,0.03175,64.77,-4.881944,69.648467
US_SD_46095,2020-01-07,ChIJyxhCMpF6f4cRONdVkacMe-8,Q495261,geoId/46095,US,United States of America,SD,South Dakota,46095,Mellette County,US,USA,2,,,,,,,2063,1053,1010,359,326,294,192,193,263,239,130,67,1739838,43.58,-100.76,618,3392,77.2,-1.138889,-6.327778,5.244444,0.0254,40.64,-6.048611,69.752206
US_SD_46095,2020-01-08,ChIJyxhCMpF6f4cRONdVkacMe-8,Q495261,geoId/46095,US,United States of America,SD,South Dakota,46095,Mellette County,US,USA,2,,,,,,,2063,1053,1010,359,326,294,192,193,263,239,130,67,1739838,43.58,-100.76,618,3392,77.2,-4.294444,-8.311111,2.188889,0.0,40.64,-8.027778,74.120079
US_SD_46095,2020-01-09,ChIJyxhCMpF6f4cRONdVkacMe-8,Q495261,geoId/46095,US,United States of America,SD,South Dakota,46095,Mellette County,US,USA,2,,,,,,,2063,1053,1010,359,326,294,192,193,263,239,130,67,1739838,43.58,-100.76,618,3392,77.2,-0.644444,-5.238889,3.472222,0.0,40.64,-3.777778,79.017446
US_SD_46095,2020-01-10,ChIJyxhCMpF6f4cRONdVkacMe-8,Q495261,geoId/46095,US,United States of America,SD,South Dakota,46095,Mellette County,US,USA,2,,,,,,,2063,1053,1010,359,326,294,192,193,263,239,130,67,1739838,43.58,-100.76,618,3392,77.2,-7.005556,-13.672222,1.866667,0.423333,40.64,-9.388889,82.604624
