location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_NM_35047,2020-01-01,ChIJ68ddJD5sGYcRGc35tQB6jQM,Q487254,geoId/35047,US,United States of America,NM,New Mexico,35047,San Miguel County,US,USA,2,,,,,,,27715,13734,13981,2685,3428,3608,2954,3030,4071,4093,2618,1228,1344187,35.47,-104.83,12265,77.771429,,,,,,8.31,7.93,7.18,24.17,6.8,,21.53,,37.01,7.93,-4.316667,-14.061111,6.111111,0.0,-12.475309,52.982249
US_NM_35047,2020-01-02,ChIJ68ddJD5sGYcRGc35tQB6jQM,Q487254,geoId/35047,US,United States of America,NM,New Mexico,35047,San Miguel County,US,USA,2,,,,,,,27715,13734,13981,2685,3428,3608,2954,3030,4071,4093,2618,1228,1344187,35.47,-104.83,12265,77.771429,,,,,,6.07,10.12,,20.92,6.07,7.42,21.6,6.07,27.33,6.07,-3.15,-8.705556,3.622222,0.09525,-7.808642,69.782587
US_NM_35047,2020-01-03,ChIJ68ddJD5sGYcRGc35tQB6jQM,Q487254,geoId/35047,US,United States of America,NM,New Mexico,35047,San Miguel County,US,USA,2,,,,,,,27715,13734,13981,2685,3428,3608,2954,3030,4071,4093,2618,1228,1344187,35.47,-104.83,12265,77.771429,,,,,,9.04,8.69,9.04,14.26,,,19.82,8.69,28.51,,-6.461111,-14.016667,3.666667,0.6096,-10.691358,69.352657
US_NM_35047,2020-01-04,ChIJ68ddJD5sGYcRGc35tQB6jQM,Q487254,geoId/35047,US,United States of America,NM,New Mexico,35047,San Miguel County,US,USA,2,,,,,,,27715,13734,13981,2685,3428,3608,2954,3030,4071,4093,2618,1228,1344187,35.47,-104.83,12265,77.771429,,,,,,8.21,8.59,10.08,23.15,8.59,,20.53,7.84,30.24,8.96,-2.311111,-11.861111,9.907407,0.1016,-9.666667,56.624532
US_NM_35047,2020-01-05,ChIJ68ddJD5sGYcRGc35tQB6jQM,Q487254,geoId/35047,US,United States of America,NM,New Mexico,35047,San Miguel County,US,USA,2,,,,,,,27715,13734,13981,2685,3428,3608,2954,3030,4071,4093,2618,1228,1344187,35.47,-104.83,12265,77.771429,,,,,,8.02,11.66,5.46,18.22,6.56,,16.76,,35.34,11.66,2.033333,-9.244444,11.955556,0.0,-8.450617,46.140773
US_NM_35047,2020-01-06,ChIJ68ddJD5sGYcRGc35tQB6jQM,Q487254,geoId/35047,US,United States of America,NM,New Mexico,35047,San Miguel County,US,USA,2,,,,,,,27715,13734,13981,2685,3428,3608,2954,3030,4071,4093,2618,1228,1344187,35.47,-104.83,12265,77.771429,,,,,,7.84,6.59,8.47,11.6,7.21,,25.4,4.7,30.73,5.64,0.705556,-6.155556,7.65,0.0,-10.17284,44.122436
US_NM_35047,2020-01-07,ChIJ68ddJD5sGYcRGc35tQB6jQM,Q487254,geoId/35047,US,United States of America,NM,New Mexico,35047,San Miguel County,US,USA,2,,,,,,,27715,13734,13981,2685,3428,3608,2954,3030,4071,4093,2618,1228,1344187,35.47,-104.83,12265,77.771429,,,,,,7.04,8.21,,19.35,7.04,,21.7,7.92,31.96,,-2.127778,-10.183333,8.822222,0.0,-12.709877,43.861216
US_NM_35047,2020-01-08,ChIJ68ddJD5sGYcRGc35tQB6jQM,Q487254,geoId/35047,US,United States of America,NM,New Mexico,35047,San Miguel County,US,USA,2,,,,,,,27715,13734,13981,2685,3428,3608,2954,3030,4071,4093,2618,1228,1344187,35.47,-104.83,12265,77.771429,,,,,,9.71,6.77,6.47,16.18,8.83,5.59,33.25,5.3,26.78,11.77,-1.511111,-10.522222,9.127778,0.0,-11.611111,46.094522
US_NM_35047,2020-01-09,ChIJ68ddJD5sGYcRGc35tQB6jQM,Q487254,geoId/35047,US,United States of America,NM,New Mexico,35047,San Miguel County,US,USA,2,,,,,,,27715,13734,13981,2685,3428,3608,2954,3030,4071,4093,2618,1228,1344187,35.47,-104.83,12265,77.771429,,,,,,8.74,6.99,7.58,15.73,7.58,5.54,24.18,4.95,33.8,12.82,1.138889,-6.594444,7.833333,0.0,-11.246914,38.709713
US_NM_35047,2020-01-10,ChIJ68ddJD5sGYcRGc35tQB6jQM,Q487254,geoId/35047,US,United States of America,NM,New Mexico,35047,San Miguel County,US,USA,2,,,,,,,27715,13734,13981,2685,3428,3608,2954,3030,4071,4093,2618,1228,1344187,35.47,-104.83,12265,77.771429,,,,,,7.78,6.63,7.2,17.57,6.63,,19.02,4.03,31.69,7.49,-1.922222,-7.55,4.016667,0.217714,-7.450617,64.579361
