location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21159,2020-01-01,ChIJH9WUqLaeRYgR69tv2MERFuI,Q503521,geoId/21159,US,United States of America,KY,Kentucky,21159,Martin County,US,USA,2,,,,,,,11492,6307,5185,1200,1310,1532,1786,1537,1576,1413,733,405,1846556,37.8,-82.52,598,74.65,20.68,38.92,4.364198,1.962963,8.67284,0.0,,-2.012346,63.35617
US_KY_21159,2020-01-02,ChIJH9WUqLaeRYgR69tv2MERFuI,Q503521,geoId/21159,US,United States of America,KY,Kentucky,21159,Martin County,US,USA,2,,,,,,,11492,6307,5185,1200,1310,1532,1786,1537,1576,1413,733,405,1846556,37.8,-82.52,598,74.65,44.61,48.43,4.808642,0.006173,11.04321,0.0635,,-1.746914,63.406343
US_KY_21159,2020-01-03,ChIJH9WUqLaeRYgR69tv2MERFuI,Q503521,geoId/21159,US,United States of America,KY,Kentucky,21159,Martin County,US,USA,2,,,,,,,11492,6307,5185,1200,1310,1532,1786,1537,1576,1413,733,405,1846556,37.8,-82.52,598,74.65,21.97,25.63,10.67284,6.339506,12.561728,10.9855,,10.296296,97.582806
US_KY_21159,2020-01-04,ChIJH9WUqLaeRYgR69tv2MERFuI,Q503521,geoId/21159,US,United States of America,KY,Kentucky,21159,Martin County,US,USA,2,,,,,,,11492,6307,5185,1200,1310,1532,1786,1537,1576,1413,733,405,1846556,37.8,-82.52,598,74.65,36.0,46.67,8.993827,1.481481,12.851852,9.906,,8.098765,94.175795
US_KY_21159,2020-01-05,ChIJH9WUqLaeRYgR69tv2MERFuI,Q503521,geoId/21159,US,United States of America,KY,Kentucky,21159,Martin County,US,USA,2,,,,,,,11492,6307,5185,1200,1310,1532,1786,1537,1576,1413,733,405,1846556,37.8,-82.52,598,74.65,23.29,,1.802469,-0.006173,9.506173,3.7592,,-2.740741,71.911094
US_KY_21159,2020-01-06,ChIJH9WUqLaeRYgR69tv2MERFuI,Q503521,geoId/21159,US,United States of America,KY,Kentucky,21159,Martin County,US,USA,2,,,,,,,11492,6307,5185,1200,1310,1532,1786,1537,1576,1413,733,405,1846556,37.8,-82.52,598,74.65,34.96,34.96,3.703704,-0.512346,8.339506,0.0,,-2.876543,62.657596
US_KY_21159,2020-01-07,ChIJH9WUqLaeRYgR69tv2MERFuI,Q503521,geoId/21159,US,United States of America,KY,Kentucky,21159,Martin County,US,USA,2,,,,,,,11492,6307,5185,1200,1310,1532,1786,1537,1576,1413,733,405,1846556,37.8,-82.52,598,74.65,,52.83,1.623457,-1.839506,7.283951,0.8255,78.74,-2.919753,72.304744
US_KY_21159,2020-01-08,ChIJH9WUqLaeRYgR69tv2MERFuI,Q503521,geoId/21159,US,United States of America,KY,Kentucky,21159,Martin County,US,USA,2,,,,,,,11492,6307,5185,1200,1310,1532,1786,1537,1576,1413,733,405,1846556,37.8,-82.52,598,74.65,19.35,49.59,3.506173,-1.993827,8.117284,0.987778,,-5.358025,52.874
US_KY_21159,2020-01-09,ChIJH9WUqLaeRYgR69tv2MERFuI,Q503521,geoId/21159,US,United States of America,KY,Kentucky,21159,Martin County,US,USA,2,,,,,,,11492,6307,5185,1200,1310,1532,1786,1537,1576,1413,733,405,1846556,37.8,-82.52,598,74.65,43.88,47.65,4.308642,-2.074074,14.611111,0.0,30.48,-5.975309,48.295954
US_KY_21159,2020-01-10,ChIJH9WUqLaeRYgR69tv2MERFuI,Q503521,geoId/21159,US,United States of America,KY,Kentucky,21159,Martin County,US,USA,2,,,,,,,11492,6307,5185,1200,1310,1532,1786,1537,1576,1413,733,405,1846556,37.8,-82.52,598,74.65,35.23,37.75,12.265432,6.981481,17.839506,0.0,,2.475309,51.892502
