location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_FL_12039,2020-01-01,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,,7.91,5.57,7.03,5.57,7.91,4.1,4.1,14.95,13.19,4.69,7.62,4.98,4.98,,4.98,,5.57,8.21,24.62,6.45,9.38,,,4.98,39.27,,,6.45,,5.28,7.82716,1.617284,15.839506,0.0,0.861111,62.315538
US_FL_12039,2020-01-02,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,6.21,8.37,,11.87,6.21,4.86,5.13,,14.84,6.75,6.21,10.52,8.1,3.78,4.32,3.78,4.32,5.4,10.52,28.06,7.29,11.06,,4.32,4.32,35.62,4.05,9.98,5.94,3.78,5.13,13.895062,8.567901,23.080247,0.0,7.240741,64.408909
US_FL_12039,2020-01-03,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,5.4,7.83,4.86,11.08,6.21,7.29,3.78,4.59,14.32,9.19,5.13,8.38,4.32,4.32,,,,4.05,9.19,26.48,8.38,7.83,,,5.67,37.82,,7.02,6.48,,5.4,22.04321,19.185185,25.746914,0.846667,19.777778,85.215118
US_FL_12039,2020-01-04,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,4.9,12.12,,13.56,5.19,7.79,5.77,,15.0,11.25,4.62,7.5,4.9,4.33,5.77,6.92,4.62,,5.19,28.85,5.19,6.92,,,6.35,42.4,,4.62,4.9,5.19,,17.660494,13.555556,22.253086,23.749,14.055556,79.614808
US_FL_12039,2020-01-05,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,5.71,8.85,,7.71,8.56,7.14,5.42,,15.41,6.0,4.57,9.71,,6.85,4.28,,5.42,4.28,6.85,27.12,7.14,11.13,,5.14,4.28,40.82,,7.42,7.71,,5.14,8.623457,1.839506,15.228395,1.467556,-0.37963,54.034326
US_FL_12039,2020-01-06,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,4.85,7.28,,10.52,6.74,4.58,5.66,5.66,12.94,8.09,,8.63,,5.12,,4.58,4.85,,6.74,17.53,5.66,9.17,4.31,,7.28,34.24,5.12,7.01,6.2,,5.12,8.395062,1.259259,19.098765,0.0,2.907407,69.13978
US_FL_12039,2020-01-07,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,5.54,6.93,6.09,6.37,9.7,5.26,7.2,5.54,16.34,6.65,3.88,6.37,4.43,4.43,4.71,3.88,,6.37,12.47,23.82,4.99,7.48,6.65,,,41.0,,6.65,7.76,,5.54,11.475309,4.932099,18.444444,0.0,5.555556,68.955974
US_FL_12039,2020-01-08,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,,6.75,,10.97,6.19,5.35,6.47,5.91,13.79,8.44,,7.88,,,,5.63,6.19,6.75,7.88,36.58,6.19,7.88,5.63,5.06,4.5,39.11,4.5,11.54,6.75,3.94,5.06,8.481481,0.074074,17.746914,0.0,-0.842593,52.899843
US_FL_12039,2020-01-09,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,4.49,7.85,,9.53,10.09,4.49,7.01,4.21,16.82,8.97,4.49,10.93,3.92,5.05,4.49,4.77,5.61,5.33,10.93,30.28,6.17,10.09,5.33,7.01,4.21,36.45,5.05,9.81,3.92,,5.05,8.981481,0.814815,20.845679,0.0,2.425926,64.648951
US_FL_12039,2020-01-10,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,6.44,6.15,,9.37,6.44,,5.85,4.39,14.34,9.37,4.39,9.66,4.39,7.32,5.85,4.97,,,9.37,26.34,,6.73,,5.85,10.83,33.36,4.39,11.71,,4.1,,17.265432,12.388889,24.08642,0.0,12.416667,72.704879
US_FL_12039,2020-01-11,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,7.51,11.41,4.17,6.96,4.73,5.57,,4.73,14.2,11.13,,8.35,3.9,5.01,,7.79,5.01,8.07,8.35,22.82,7.51,10.02,,4.17,7.24,35.63,6.12,6.96,3.9,6.96,6.96,20.302469,17.388889,23.191358,0.0,17.240741,81.097558
US_FL_12039,2020-01-12,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,5.38,7.37,4.53,10.77,6.51,5.38,7.08,8.5,12.75,12.46,3.97,11.05,4.25,6.23,5.95,4.53,9.63,5.95,6.8,18.7,6.51,8.78,5.1,,6.51,42.49,4.25,7.65,3.97,5.67,5.67,18.450617,15.320988,22.055556,22.098,17.240741,91.486951
US_FL_12039,2020-01-13,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,8.98,6.26,,7.07,7.35,3.81,7.07,6.26,14.69,12.52,3.81,10.34,4.08,,4.9,4.35,,,9.52,24.49,,11.15,4.08,4.62,,42.72,5.99,5.44,6.53,5.17,10.07,20.345679,18.024691,24.907407,0.211667,18.861111,90.452231
US_FL_12039,2020-01-14,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,5.6,5.6,,14.56,6.44,7.56,9.24,5.6,17.92,14.84,,12.04,3.92,4.48,,,3.92,8.12,10.92,24.37,8.4,9.8,5.32,6.44,4.76,46.77,4.76,8.68,5.6,6.16,4.2,19.123457,14.54321,25.179012,0.254,16.555556,85.25061
US_FL_12039,2020-01-15,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,5.88,4.2,,11.48,9.24,7.84,5.88,7.0,13.44,8.12,,11.76,,5.04,4.48,,4.76,3.92,8.68,26.59,7.0,7.84,3.92,,4.48,44.51,,7.28,5.88,4.2,4.2,19.049383,15.851852,23.987654,0.41275,16.824074,87.003654
US_FL_12039,2020-01-16,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,,8.16,,11.53,7.03,5.63,10.97,,14.63,9.85,6.19,9.0,4.5,5.34,7.6,7.32,,6.47,9.28,23.35,5.06,8.44,,7.03,8.44,36.85,,7.32,8.16,5.63,4.78,19.777778,17.290123,23.018519,0.22225,17.657407,88.772726
US_FL_12039,2020-01-17,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,4.43,4.16,4.16,8.31,6.09,,,,11.91,5.54,,10.8,,,6.37,6.09,,,6.92,24.1,5.26,5.82,5.26,,4.43,36.01,4.71,8.59,6.65,,,15.819444,11.798611,20.402778,0.0,2.155556,40.612381
US_FL_12039,2020-01-18,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,7.32,4.1,4.39,10.84,6.15,4.69,,4.98,14.06,4.39,4.39,8.79,6.15,6.15,,4.98,7.62,5.57,8.5,21.09,6.74,4.98,,,,32.81,4.98,7.32,5.27,5.57,,13.746914,8.438272,22.216049,0.0635,7.694444,67.613512
US_FL_12039,2020-01-19,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,7.54,8.12,,12.18,4.64,4.06,6.67,5.51,12.76,6.67,6.38,10.73,,,,,5.22,4.06,9.28,23.48,6.38,9.57,6.09,,8.12,38.27,4.93,5.22,4.35,5.22,4.06,15.5,8.055556,18.932099,3.471333,11.268519,76.759853
US_FL_12039,2020-01-20,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,,11.3,,10.17,5.37,5.08,6.5,,13.56,6.78,6.78,12.43,,6.21,5.37,5.65,6.21,6.21,7.91,24.01,4.24,6.5,,7.06,5.65,43.78,4.24,5.65,4.24,7.63,7.63,5.388889,1.209877,9.975309,0.084667,-4.194444,50.769464
US_FL_12039,2020-01-21,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,6.58,7.4,3.84,10.69,6.03,7.12,4.38,4.38,20.28,8.49,4.38,8.77,,7.67,,5.21,,6.03,6.3,28.23,6.3,8.22,,4.66,3.84,37.54,,8.22,3.84,,6.3,2.302469,-1.808642,7.555556,0.0,-5.12963,58.482162
US_FL_12039,2020-01-22,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,5.58,4.78,,11.41,7.43,7.96,4.51,,19.91,9.03,,9.29,5.31,3.98,3.72,4.78,,8.23,9.03,27.61,9.03,7.43,4.78,5.84,,43.27,,6.9,7.17,4.25,4.78,3.444444,-2.41358,13.018519,0.0,-5.592593,51.153633
US_FL_12039,2020-01-23,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,Q501848,geoId/12039,US,United States of America,FL,Florida,12039,Gadsden County,US,USA,2,,,,,,,45993,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846,1210697,30.58,-84.61,1369,75.622222,,,,,,5.01,5.8,,9.76,6.33,5.28,,,18.2,6.33,6.07,12.13,,5.01,4.22,,5.8,5.01,11.08,26.12,5.28,7.65,5.28,4.49,,32.19,,7.39,5.8,5.01,5.01,9.611111,6.469136,16.074074,0.47625,1.592593,57.899354
