location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AR_05123,2020-01-01,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,8.72,10.26,17.44,,31.29,8.72,26.67,,5.261111,-0.138889,11.766667,0.0,,-1.672222,61.191703
US_AR_05123,2020-01-02,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,7.96,,14.98,,24.81,,31.37,9.83,9.744444,7.622222,11.927778,0.907143,,6.094444,78.157032
US_AR_05123,2020-01-03,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,8.57,15.72,9.05,24.77,,31.44,,13.027778,10.733333,15.311111,20.22475,,12.627778,97.441228
US_AR_05123,2020-01-04,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,8.83,15.7,9.81,20.11,13.24,29.92,,7.411111,3.488889,13.194444,0.762,,2.905556,73.252053
US_AR_05123,2020-01-05,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,8.29,9.85,15.55,10.37,26.44,8.81,33.17,,5.955556,-0.105556,16.672222,0.0,,1.227778,71.827363
US_AR_05123,2020-01-06,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,11.19,15.04,6.94,18.13,5.79,25.07,5.79,8.45,3.305556,14.083333,0.0,,3.272222,70.449488
US_AR_05123,2020-01-07,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,6.9,,6.13,5.75,19.16,,29.5,,7.211111,2.366667,13.427778,0.0,,0.155556,61.068369
US_AR_05123,2020-01-08,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,,11.34,,21.11,10.94,28.92,7.43,7.255556,0.566667,16.327778,0.0,,-1.15,55.57853
US_AR_05123,2020-01-09,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,,,8.44,24.94,,30.44,6.23,10.55,4.983333,16.805556,0.0,,3.133333,60.921899
US_AR_05123,2020-01-10,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,,11.9,6.65,11.9,5.6,23.81,,16.383333,14.283333,18.827778,1.632857,,13.638889,84.088483
US_AR_05123,2020-01-11,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,9.41,8.42,10.4,25.25,12.87,30.2,,13.888889,5.422222,21.011111,54.573714,,12.961111,94.165343
US_AR_05123,2020-01-12,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,10.76,9.23,9.74,9.23,19.99,8.71,36.91,,3.261111,1.444444,5.65,9.271,,1.411111,87.735549
US_AR_05123,2020-01-13,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,7.22,7.63,10.44,,20.07,6.02,28.1,6.02,5.127778,1.683333,10.138889,0.0254,,3.538889,89.533009
US_AR_05123,2020-01-14,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,6.14,10.74,10.74,23.4,8.06,26.85,6.14,10.794444,7.25,16.05,0.649111,,9.727778,93.213075
US_AR_05123,2020-01-15,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,8.84,8.84,9.57,17.3,5.52,30.18,,15.372222,12.016667,19.838889,0.254,,15.104167,97.892342
US_AR_05123,2020-01-16,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,5.76,5.76,9.01,10.45,18.73,7.57,25.94,,10.833333,5.044444,18.772222,4.73075,,7.861111,82.018472
US_AR_05123,2020-01-17,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,5.76,10.08,8.64,19.07,,26.27,,5.194444,2.544444,9.594444,0.169333,,-0.461111,67.29325
US_AR_05123,2020-01-18,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,8.24,10.66,11.63,23.25,,27.61,,13.288889,7.705556,17.494444,7.511143,,9.466667,77.854739
US_AR_05123,2020-01-19,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,9.35,12.8,,18.21,,33.96,9.84,3.838889,-0.388889,10.694444,3.7846,,-6.577778,46.725283
US_AR_05123,2020-01-20,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,8.36,11.8,17.69,10.32,28.51,,30.96,,-1.838889,-4.961111,3.533333,0.0,,-7.972222,63.087523
US_AR_05123,2020-01-21,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,6.09,6.85,9.13,7.23,22.83,8.37,35.0,7.61,-1.894444,-3.822222,1.927778,0.0,,-6.766667,69.449098
US_AR_05123,2020-01-22,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,6.55,,15.8,6.93,23.5,8.09,26.2,8.86,0.061111,-3.122222,4.866667,0.0,,-5.0,69.261962
US_AR_05123,2020-01-23,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,6.17,8.49,9.26,8.49,20.45,6.56,27.78,,3.722222,1.422222,5.761111,7.547429,,1.6,86.669484
US_AR_05123,2020-01-24,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,,6.93,12.7,,19.62,,34.63,,4.938889,2.7,6.711111,8.6995,,3.305556,89.213035
US_AR_05123,2020-01-25,ChIJY19V7Uz61IcR4wrfWGF7ZxQ,Q61145,geoId/05123,US,United States of America,AR,Arkansas,05123,St. Francis County,US,USA,2,,,,,,,25997,14281,11716,3159,3007,3503,3876,3343,3397,3045,1740,927,1818429,35.026667,-90.704167,1664,75.216667,,,,,9.22,,17.41,,21.0,,27.66,8.71,4.855556,1.516667,9.322222,0.1524,,0.211111,71.939308
