location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31167,2020-01-01,ChIJjRbLQK9OkIcRbSO9BCcZo-A,Q495985,geoId/31167,US,United States of America,NE,Nebraska,31167,Stanton County,US,USA,2,,,,,,,5974,3026,2948,798,830,644,720,645,887,764,394,292,610945,41.92,-97.19,1116,79.15,,71.39,-1.166667,-5.588889,5.205556,0.0,30.48,-5.083333,74.757978
US_NE_31167,2020-01-02,ChIJjRbLQK9OkIcRbSO9BCcZo-A,Q495985,geoId/31167,US,United States of America,NE,Nebraska,31167,Stanton County,US,USA,2,,,,,,,5974,3026,2948,798,830,644,720,645,887,764,394,292,610945,41.92,-97.19,1116,79.15,,62.28,1.877778,-2.311111,4.238889,0.145143,,-0.433333,84.671977
US_NE_31167,2020-01-03,ChIJjRbLQK9OkIcRbSO9BCcZo-A,Q495985,geoId/31167,US,United States of America,NE,Nebraska,31167,Stanton County,US,USA,2,,,,,,,5974,3026,2948,798,830,644,720,645,887,764,394,292,610945,41.92,-97.19,1116,79.15,,54.75,-0.244444,-3.944444,3.438889,0.0,,-2.727778,83.408755
US_NE_31167,2020-01-04,ChIJjRbLQK9OkIcRbSO9BCcZo-A,Q495985,geoId/31167,US,United States of America,NE,Nebraska,31167,Stanton County,US,USA,2,,,,,,,5974,3026,2948,798,830,644,720,645,887,764,394,292,610945,41.92,-97.19,1116,79.15,,,-1.866667,-8.311111,6.122222,0.036286,,-6.344444,71.622523
US_NE_31167,2020-01-05,ChIJjRbLQK9OkIcRbSO9BCcZo-A,Q495985,geoId/31167,US,United States of America,NE,Nebraska,31167,Stanton County,US,USA,2,,,,,,,5974,3026,2948,798,830,644,720,645,887,764,394,292,610945,41.92,-97.19,1116,79.15,,68.5,4.488889,-0.116667,7.394444,0.0,,-2.077778,62.498986
US_NE_31167,2020-01-06,ChIJjRbLQK9OkIcRbSO9BCcZo-A,Q495985,geoId/31167,US,United States of America,NE,Nebraska,31167,Stanton County,US,USA,2,,,,,,,5974,3026,2948,798,830,644,720,645,887,764,394,292,610945,41.92,-97.19,1116,79.15,,56.58,-0.083333,-4.094444,5.383333,0.0,,-3.477778,78.029511
US_NE_31167,2020-01-07,ChIJjRbLQK9OkIcRbSO9BCcZo-A,Q495985,geoId/31167,US,United States of America,NE,Nebraska,31167,Stanton County,US,USA,2,,,,,,,5974,3026,2948,798,830,644,720,645,887,764,394,292,610945,41.92,-97.19,1116,79.15,,50.97,0.255556,-5.1,6.655556,0.0762,,-3.983333,73.303377
US_NE_31167,2020-01-08,ChIJjRbLQK9OkIcRbSO9BCcZo-A,Q495985,geoId/31167,US,United States of America,NE,Nebraska,31167,Stanton County,US,USA,2,,,,,,,5974,3026,2948,798,830,644,720,645,887,764,394,292,610945,41.92,-97.19,1116,79.15,,,-3.522222,-8.144444,2.555556,0.0,,-8.7,67.487607
US_NE_31167,2020-01-09,ChIJjRbLQK9OkIcRbSO9BCcZo-A,Q495985,geoId/31167,US,United States of America,NE,Nebraska,31167,Stanton County,US,USA,2,,,,,,,5974,3026,2948,798,830,644,720,645,887,764,394,292,610945,41.92,-97.19,1116,79.15,,40.96,1.622222,-3.438889,4.583333,0.0,,-3.722222,67.904737
US_NE_31167,2020-01-10,ChIJjRbLQK9OkIcRbSO9BCcZo-A,Q495985,geoId/31167,US,United States of America,NE,Nebraska,31167,Stanton County,US,USA,2,,,,,,,5974,3026,2948,798,830,644,720,645,887,764,394,292,610945,41.92,-97.19,1116,79.15,,55.32,-4.183333,-9.572222,0.561111,0.0,,-7.011111,80.720867
