location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18015,2020-01-11,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,8.48,14.7,10.18,18.09,,42.4,,9.95,2.527778,14.827778,22.569714,,9.377778,96.276645
US_IN_18015,2020-01-12,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,13.43,13.43,10.38,24.42,,43.35,,0.411111,-0.911111,2.594444,16.618857,,-0.422222,94.22211
US_IN_18015,2020-01-13,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,15.18,11.64,19.73,,33.9,,1.755556,-0.383333,2.827778,0.145143,,0.494444,91.494123
US_IN_18015,2020-01-14,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,8.24,9.79,11.85,28.32,9.79,30.9,,2.211111,-0.594444,6.377778,0.0,,1.277778,93.630747
US_IN_18015,2020-01-15,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,13.12,,11.1,19.68,,36.84,,1.944444,-0.866667,6.111111,0.0,,1.705556,98.330138
US_IN_18015,2020-01-16,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,8.24,15.44,,27.28,7.72,30.89,10.81,-0.5,-4.611111,5.372222,0.0,,-2.933333,83.809009
US_IN_18015,2020-01-17,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,9.35,11.43,10.91,27.01,,35.84,9.87,-4.488889,-6.95,0.688889,0.0,,-8.244444,75.228703
US_IN_18015,2020-01-18,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,15.18,,26.43,,40.48,,0.838889,-5.211111,5.855556,10.377714,,-0.566667,90.414808
US_IN_18015,2020-01-19,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,12.43,,19.2,,48.57,,-10.833333,-14.394444,-3.394444,3.084286,,-14.0,77.701139
US_IN_18015,2020-01-20,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,12.0,9.39,22.43,7.82,29.21,8.87,-7.933333,-12.222222,-2.983333,0.0,,-10.083333,84.767889
US_IN_18015,2020-01-21,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,8.16,16.32,14.79,30.61,9.69,42.34,8.16,-3.538889,-8.972222,-0.544444,0.0,,-6.083333,82.7494
US_IN_18015,2020-01-22,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,8.73,15.4,16.43,24.14,,32.86,,-3.583333,-7.416667,1.294444,0.0,,-6.75,78.933602
US_IN_18015,2020-01-23,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,18.37,14.28,31.12,,44.38,,1.327778,-4.116667,5.133333,0.0,,-4.538889,65.326589
US_IN_18015,2020-01-24,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,14.58,20.11,10.06,27.66,,37.71,,2.983333,0.155556,4.855556,0.907143,,2.155556,94.345418
US_IN_18015,2020-01-25,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,10.36,21.93,,36.56,,32.9,,0.755556,-0.288889,3.622222,2.322286,,0.444444,97.825053
US_IN_18015,2020-01-26,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,18.75,14.34,27.02,8.82,46.88,,0.033333,-0.872222,1.759259,0.725714,30.48,-0.777778,94.403722
US_IN_18015,2020-01-27,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,29.83,13.43,34.81,,30.33,,-0.766667,-2.088889,1.577778,0.0,,-1.744444,93.225446
US_IN_18015,2020-01-28,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,9.96,30.87,8.96,35.35,10.46,37.34,7.47,-0.233333,-1.611111,0.47619,0.0,,-0.95,95.00871
US_IN_18015,2020-01-29,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,9.91,50.09,14.09,52.7,7.83,45.39,10.96,-0.294444,-0.981481,0.512346,0.0,,-1.972222,88.627634
US_IN_18015,2020-01-30,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,11.32,45.8,11.32,43.22,,36.02,,-0.233333,-1.016667,0.794444,0.0,,-2.3,86.255541
US_IN_18015,2020-01-31,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,43.82,8.76,35.57,,35.57,,0.45,-0.994444,2.877778,0.0,,-1.3,88.275437
US_IN_18015,2020-02-01,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,31.69,,36.48,,40.07,,1.127778,-0.466667,3.188889,0.5588,,0.305556,94.365271
US_IN_18015,2020-02-02,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,12.65,28.18,8.63,30.48,,37.95,,5.372222,0.322222,15.327778,0.056444,,1.344444,75.641829
US_IN_18015,2020-02-03,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,9.72,29.67,12.79,31.72,7.67,35.81,,6.327778,-1.022222,14.088889,0.0,,3.083333,80.147001
US_IN_18015,2020-02-04,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,22.2,12.11,27.24,,39.35,,6.188889,-0.072222,13.05,1.49225,,3.577778,83.635191
US_IN_18015,2020-02-05,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,9.99,22.99,,27.98,,32.48,13.49,-0.122222,-2.088889,1.072222,2.54,30.48,-3.85,76.531237
US_IN_18015,2020-02-06,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,8.27,19.13,11.38,25.34,,49.12,,-2.820988,-3.481481,-0.419753,1.354667,30.48,-3.851852,92.784934
US_IN_18015,2020-02-07,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,16.61,8.05,27.68,,33.22,,-3.006173,-6.358025,1.018519,0.0635,,-4.901235,87.03351
US_IN_18015,2020-02-08,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,14.07,19.93,9.38,24.62,9.38,47.49,9.97,-1.469136,-5.37037,0.796296,0.6985,,-2.580247,92.311628
US_IN_18015,2020-02-09,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,20.82,,24.76,,45.57,,-1.716049,-6.216049,1.524691,3.683,,-2.969136,91.338499
US_IN_18015,2020-02-10,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,8.92,19.83,12.39,30.24,,37.18,,1.333333,-1.679012,3.253086,13.716,,0.567901,94.70791
US_IN_18015,2020-02-11,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,9.96,14.45,,24.41,7.47,35.88,,0.395062,-1.179012,3.808642,0.649111,,-1.901235,84.84225
US_IN_18015,2020-02-12,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,11.84,12.34,17.27,7.89,36.02,,-1.061728,-3.981481,2.617284,1.312333,30.48,-2.574074,89.645277
US_IN_18015,2020-02-13,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,21.84,7.8,20.8,,37.45,,-1.969136,-9.203704,0.555556,4.148667,78.74,-2.604938,95.469748
US_IN_18015,2020-02-14,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,,,,,,16.14,,20.44,10.22,44.12,8.07,-13.761111,-18.877778,-9.505556,0.084667,50.8,-17.894444,71.50968
US_IN_18015,2020-02-15,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,16,4,-5,,10.34,16.08,,26.99,9.76,38.48,,-8.416667,-18.166667,2.577778,0.15875,30.48,-12.611111,72.05284
US_IN_18015,2020-02-16,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,22,2,0,,,14.3,,22.05,,50.66,,0.538889,-5.561111,3.833333,0.0,,-2.466667,80.82053
US_IN_18015,2020-02-17,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,5,23,-8,,10.18,16.07,11.79,36.97,,43.94,8.57,0.0,-4.733333,3.972222,0.846667,,-2.072222,86.112208
US_IN_18015,2020-02-18,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,20,11,3,,12.41,13.9,7.45,27.31,8.44,41.21,7.94,3.255556,-2.038889,6.627778,7.039429,,1.955556,91.312674
US_IN_18015,2020-02-19,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,8,18,-1,,10.6,13.63,,22.71,11.61,39.37,9.09,-1.588889,-4.788889,4.227778,0.0508,,-5.272222,76.307138
US_IN_18015,2020-02-20,ChIJoRLOfH12E4gRvKfOBFOxEnc,Q504422,geoId/18015,US,United States of America,IN,Indiana,18015,Carroll County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20067,10059,10008,2332,2592,2228,2170,2531,2937,2701,1661,915,1802222,40.58,-86.56,971,79.783333,4,8,1,,11.6,18.16,,20.68,,37.84,,-3.85,-6.233333,0.083333,0.0,,-9.955556,62.839218
