location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26129,2020-01-01,ChIJe2TeI8TtIIgR_27gean5m7Q,Q507169,geoId/26129,US,United States of America,MI,Michigan,26129,Ogemaw County,US,USA,2,,,,,,,20882,10384,10498,2013,2256,2004,2013,2152,3174,3651,2415,1204,1907331,44.33,-84.13,1488,75.971429,,,,,,12.3,22.46,,16.58,,36.9,,-2.895062,-5.709877,0.277778,1.197429,100.33,-6.731481,75.193123
US_MI_26129,2020-01-02,ChIJe2TeI8TtIIgR_27gean5m7Q,Q507169,geoId/26129,US,United States of America,MI,Michigan,26129,Ogemaw County,US,USA,2,,,,,,,20882,10384,10498,2013,2256,2004,2013,2152,3174,3651,2415,1204,1907331,44.33,-84.13,1488,75.971429,,,,,,9.69,11.54,,25.84,,44.77,,2.17284,-2.364198,5.858025,0.141111,100.33,-2.796296,69.024146
US_MI_26129,2020-01-03,ChIJe2TeI8TtIIgR_27gean5m7Q,Q507169,geoId/26129,US,United States of America,MI,Michigan,26129,Ogemaw County,US,USA,2,,,,,,,20882,10384,10498,2013,2256,2004,2013,2152,3174,3651,2415,1204,1907331,44.33,-84.13,1488,75.971429,,,,,,13.88,16.66,,24.98,8.79,37.48,7.87,2.148148,0.067901,5.04321,0.310444,129.54,-1.185185,78.52391
US_MI_26129,2020-01-04,ChIJe2TeI8TtIIgR_27gean5m7Q,Q507169,geoId/26129,US,United States of America,MI,Michigan,26129,Ogemaw County,US,USA,2,,,,,,,20882,10384,10498,2013,2256,2004,2013,2152,3174,3651,2415,1204,1907331,44.33,-84.13,1488,75.971429,,,,,,9.84,19.67,10.93,22.4,13.66,42.62,8.74,-1.209877,-2.450617,1.858025,0.0,129.54,-4.166667,80.472415
US_MI_26129,2020-01-05,ChIJe2TeI8TtIIgR_27gean5m7Q,Q507169,geoId/26129,US,United States of America,MI,Michigan,26129,Ogemaw County,US,USA,2,,,,,,,20882,10384,10498,2013,2256,2004,2013,2152,3174,3651,2415,1204,1907331,44.33,-84.13,1488,75.971429,,,,,,,14.56,,24.26,,39.9,,-1.820988,-3.117284,-0.635802,0.4445,78.74,-4.75,80.806731
US_MI_26129,2020-01-06,ChIJe2TeI8TtIIgR_27gean5m7Q,Q507169,geoId/26129,US,United States of America,MI,Michigan,26129,Ogemaw County,US,USA,2,,,,,,,20882,10384,10498,2013,2256,2004,2013,2152,3174,3651,2415,1204,1907331,44.33,-84.13,1488,75.971429,,,,,9.45,14.17,16.06,10.39,32.6,,41.1,,-0.67284,-3.401235,1.283951,2.44475,78.74,-5.351852,71.165518
US_MI_26129,2020-01-07,ChIJe2TeI8TtIIgR_27gean5m7Q,Q507169,geoId/26129,US,United States of America,MI,Michigan,26129,Ogemaw County,US,USA,2,,,,,,,20882,10384,10498,2013,2256,2004,2013,2152,3174,3651,2415,1204,1907331,44.33,-84.13,1488,75.971429,,,,,,10.86,19.82,,33.04,,38.23,8.02,-1.320988,-5.438272,1.858025,0.3175,149.86,-5.472222,76.143873
US_MI_26129,2020-01-08,ChIJe2TeI8TtIIgR_27gean5m7Q,Q507169,geoId/26129,US,United States of America,MI,Michigan,26129,Ogemaw County,US,USA,2,,,,,,,20882,10384,10498,2013,2256,2004,2013,2152,3174,3651,2415,1204,1907331,44.33,-84.13,1488,75.971429,,,,,8.42,7.49,10.29,8.89,35.56,,36.96,9.83,-6.154321,-9.17284,0.648148,0.326571,149.86,-12.259259,63.039945
US_MI_26129,2020-01-09,ChIJe2TeI8TtIIgR_27gean5m7Q,Q507169,geoId/26129,US,United States of America,MI,Michigan,26129,Ogemaw County,US,USA,2,,,,,,,20882,10384,10498,2013,2256,2004,2013,2152,3174,3651,2415,1204,1907331,44.33,-84.13,1488,75.971429,,,,,,14.58,11.97,9.37,31.76,,39.57,11.97,-5.577778,-9.838889,1.311111,0.508,180.34,-11.231481,67.910882
US_MI_26129,2020-01-10,ChIJe2TeI8TtIIgR_27gean5m7Q,Q507169,geoId/26129,US,United States of America,MI,Michigan,26129,Ogemaw County,US,USA,2,,,,,,,20882,10384,10498,2013,2256,2004,2013,2152,3174,3651,2415,1204,1907331,44.33,-84.13,1488,75.971429,,,,,,,13.12,10.7,24.79,,28.68,,4.616667,1.233333,6.911111,0.41275,180.34,1.657407,78.779979
