location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19017,2020-01-01,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,5.64,9.79,7.9,6.4,6.78,,19.2,7.53,,7.15,,7.9,7.9,,24.09,,7.15,5.27,,31.61,,9.41,6.78,-3.616667,-9.522222,5.272222,0.0254,30.48,-6.472222,80.892342
US_IA_19017,2020-01-02,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.51,13.84,6.76,6.76,,,14.8,11.26,,7.72,,6.44,8.05,7.08,22.21,5.15,6.76,8.05,6.76,34.76,,4.83,5.47,3.138889,1.0,6.383333,0.0,30.48,0.538889,83.42648
US_IA_19017,2020-01-03,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.82,5.79,9.33,8.36,5.47,5.79,17.69,13.83,4.5,7.72,4.82,4.5,,4.82,30.87,8.04,5.47,,6.75,41.48,6.43,8.36,,0.322222,-1.544444,2.811111,0.0,,-1.577778,87.342997
US_IA_19017,2020-01-04,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,8.91,13.78,8.91,,,20.26,7.7,,6.08,,,11.75,,26.74,6.08,,,,47.4,5.67,8.1,5.67,-2.4,-5.216667,0.85,2.159,,-3.633333,91.384931
US_IA_19017,2020-01-05,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,9.16,8.81,5.29,,4.93,17.97,9.87,5.99,7.75,6.7,,,8.11,29.61,7.4,5.64,,9.52,35.95,6.34,6.34,,-0.566667,-5.383333,4.416667,0.0508,54.61,-3.45,81.153857
US_IA_19017,2020-01-06,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,7.33,4.98,9.09,11.14,4.69,6.74,16.13,9.38,7.04,7.04,7.33,4.4,6.16,,27.85,5.86,,5.57,5.57,40.46,,6.45,5.86,-1.744444,-6.972222,3.494444,0.2286,54.61,-5.783333,74.257244
US_IA_19017,2020-01-07,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,6.01,8.3,13.45,10.59,4.86,6.87,17.45,12.02,9.73,12.59,5.72,8.3,5.72,5.44,29.18,8.3,8.3,7.72,7.15,43.49,,,6.58,-1.511111,-5.611111,1.155556,0.0,50.8,-4.527778,80.210849
US_IA_19017,2020-01-08,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.94,10.16,9.58,9.0,6.68,6.97,18.29,11.9,8.71,11.03,4.36,7.55,5.52,6.1,30.78,6.1,12.2,7.26,10.45,41.23,,10.16,4.94,-9.333333,-14.027778,-2.355556,0.0,30.48,-14.627778,65.737673
US_IA_19017,2020-01-09,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.23,9.36,6.64,9.96,4.53,6.95,16.0,7.55,,8.76,,,4.83,6.34,35.33,8.15,6.64,,12.38,41.37,,12.38,4.53,0.122222,-7.783333,10.855556,0.0,30.48,-5.044444,68.550767
US_IA_19017,2020-01-10,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,,8.79,9.09,4.24,,20.31,13.64,,9.4,6.37,,,4.24,22.13,5.15,6.67,,6.37,39.71,4.24,6.67,7.58,-2.255556,-4.977778,5.483333,0.056444,30.48,-4.488889,84.946016
US_IA_19017,2020-01-11,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,8.84,7.78,6.01,7.07,4.95,15.55,8.84,4.95,7.42,,5.3,7.42,,27.21,7.07,6.01,,6.36,40.29,,6.36,,-7.411111,-10.277778,-3.961111,0.145143,30.48,-11.622222,72.073098
US_IA_19017,2020-01-12,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,7.81,7.47,9.17,,8.15,16.64,9.51,8.49,6.45,4.75,5.77,,8.83,31.92,6.79,7.47,,7.13,48.22,,5.77,7.47,-7.816667,-12.544444,-3.088889,0.0,40.64,-11.027778,77.928741
US_IA_19017,2020-01-13,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,7.22,9.24,8.08,5.48,4.04,8.08,14.43,7.5,5.48,,4.91,4.33,,6.35,26.27,7.5,5.2,6.64,8.66,45.61,5.2,7.5,4.04,-3.166667,-4.683333,-1.383333,1.161143,40.64,-4.705556,89.298198
US_IA_19017,2020-01-14,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,7.12,9.2,6.23,10.97,6.23,4.15,18.09,8.9,5.64,10.68,,4.75,5.93,6.82,28.47,8.3,6.23,4.45,10.97,36.78,,6.23,5.93,-1.033333,-6.794444,1.477778,0.959556,99.06,-2.383333,90.70232
US_IA_19017,2020-01-15,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,6.75,7.92,10.27,8.21,7.62,16.72,8.51,7.33,10.56,6.16,7.04,4.99,6.75,30.21,6.16,,5.28,6.16,42.23,,5.87,6.75,-7.605556,-13.522222,-2.766667,0.0,114.3,-8.822222,91.152057
US_IA_19017,2020-01-16,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,9.71,8.8,9.4,,6.07,18.81,7.89,,12.13,5.16,4.55,4.25,7.28,30.94,7.89,8.8,6.67,6.07,34.28,4.85,9.4,,-17.072222,-21.472222,-8.866667,0.028222,114.3,-21.116667,71.058073
US_IA_19017,2020-01-17,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,8.52,8.85,7.21,,,19.67,8.52,,7.21,,8.52,5.9,,28.85,8.85,6.23,5.57,,39.34,5.9,7.87,6.23,-12.061111,-18.455556,-4.527778,0.0,114.3,-15.111111,78.191044
US_IA_19017,2020-01-18,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,10.35,8.92,5.71,,7.5,14.63,6.78,,7.5,5.35,,5.0,5.35,22.49,6.07,6.42,,6.78,43.19,,,7.85,-5.894444,-17.15,-0.844444,2.794,114.3,-7.605556,87.7995
