location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19017,2020-01-19,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,,9.44,8.43,5.06,,18.89,10.45,,10.45,,4.72,,,25.97,9.78,9.44,,,37.77,,7.08,8.43,-16.972222,-19.205556,-13.316667,0.254,205.74,-20.305556,75.557334
US_IA_19017,2020-01-20,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,7.5,9.31,9.61,5.4,8.41,18.01,11.41,8.41,10.21,,6.3,5.1,6.91,42.03,10.81,7.5,,6.3,42.63,4.8,7.5,6.61,-13.044444,-15.127778,-9.111111,0.2032,190.5,-15.655556,80.996906
US_IA_19017,2020-01-21,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.15,7.42,6.53,5.64,5.93,7.42,16.02,10.38,,9.79,5.34,5.64,10.97,5.93,39.16,8.6,8.9,10.68,7.42,47.46,5.04,4.45,,-15.338889,-21.166667,-8.288889,0.127,190.5,-17.5,83.196791
US_IA_19017,2020-01-22,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,5.19,7.79,8.65,8.94,,6.06,19.04,10.39,,6.92,8.37,5.48,9.23,4.04,36.93,4.9,5.19,10.1,6.06,42.41,,7.5,4.04,-3.511111,-9.244444,-0.011111,0.036286,190.5,-5.527778,86.199546
US_IA_19017,2020-01-23,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.07,10.17,11.34,12.21,,7.27,18.89,6.1,6.68,4.94,6.39,,5.81,5.23,31.68,6.39,6.98,6.1,4.94,34.59,4.36,7.85,,-0.783333,-1.561111,0.388889,1.7272,190.5,-1.493827,94.544404
US_IA_19017,2020-01-24,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.41,10.0,6.47,7.94,5.29,5.88,29.42,9.12,4.12,7.35,5.0,6.47,4.71,,36.48,7.35,8.53,4.71,7.94,35.59,,7.35,6.47,-0.411111,-1.133333,0.566667,0.943429,215.9,-1.266667,94.094028
US_IA_19017,2020-01-25,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,6.56,11.96,11.19,10.42,,7.33,20.83,6.17,,,,,,6.17,32.79,6.56,7.72,,6.95,41.28,,,10.42,-0.666667,-1.555556,0.466667,0.92075,215.9,-2.194444,89.594816
US_IA_19017,2020-01-26,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,5.88,10.72,5.88,11.07,,5.53,24.21,8.99,6.92,8.65,,4.84,,,35.62,,,6.92,5.88,49.11,5.53,6.22,6.22,-2.738889,-4.833333,-0.705556,0.0,240.03,-4.438272,87.950065
US_IA_19017,2020-01-27,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,6.04,5.76,10.07,7.48,,6.62,26.77,8.92,8.92,9.21,,8.64,6.62,8.06,41.45,9.21,8.64,5.18,10.94,39.44,,8.64,5.18,-2.494444,-4.072222,-1.433333,0.056444,231.14,-3.516667,92.90419
US_IA_19017,2020-01-28,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,9.73,7.37,8.25,11.49,,6.19,35.07,8.55,7.66,12.08,7.66,6.19,4.72,7.07,43.62,8.25,8.25,5.01,6.78,45.98,,8.55,7.66,-5.927778,-7.577778,-3.361111,0.0,215.9,-7.122222,91.486328
US_IA_19017,2020-01-29,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.75,,10.7,13.37,,5.35,30.32,11.29,6.24,8.32,,6.54,,11.0,47.85,7.43,5.94,5.05,5.65,37.74,4.46,11.89,5.35,-6.511111,-7.722222,-4.0,0.0,200.66,-7.994444,89.478677
US_IA_19017,2020-01-30,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,7.26,9.07,9.68,9.68,7.56,5.75,35.99,6.96,6.96,8.77,5.14,5.14,4.54,4.84,54.44,11.8,7.56,6.65,4.84,39.92,4.54,6.65,7.26,-4.855556,-6.916667,-2.116667,0.1524,200.66,-6.716667,87.022784
US_IA_19017,2020-01-31,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,6.42,13.16,12.85,4.28,5.51,30.59,7.65,5.2,5.2,6.12,8.57,,6.42,39.77,6.73,4.28,4.59,4.28,36.71,,6.73,7.34,-2.361111,-4.711111,0.488889,0.0,200.66,-3.655556,91.031063
US_IA_19017,2020-02-01,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,9.78,9.41,10.16,,6.02,15.05,10.91,5.64,5.64,7.9,8.65,8.28,6.4,40.64,,5.64,,5.27,37.25,5.27,6.77,,0.644444,-0.872222,2.488889,0.889,200.66,-0.794444,90.225021
US_IA_19017,2020-02-02,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.8,10.62,9.94,6.85,,,20.21,10.96,6.17,8.22,,7.54,4.8,8.91,30.84,,9.94,7.54,6.85,34.6,,6.17,,3.855556,1.066667,7.311111,0.0,215.9,-0.161111,75.419578
US_IA_19017,2020-02-03,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.71,5.89,7.37,11.78,,5.3,23.27,12.08,9.72,6.48,7.95,,5.6,6.19,32.7,5.89,6.48,,8.54,40.66,,8.25,7.95,-0.572222,-4.816667,3.6,0.0,190.5,-2.594444,86.339556
US_IA_19017,2020-02-04,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,5.29,4.99,11.75,12.92,,5.87,21.15,5.29,7.34,7.05,8.22,8.22,,7.93,39.36,10.57,7.05,,6.17,37.01,,9.99,5.87,-3.322222,-6.616667,1.022222,0.0,139.7,-9.638889,62.095053
US_IA_19017,2020-02-05,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,5.74,9.07,9.07,8.16,4.84,5.44,31.44,12.09,4.84,12.09,8.77,8.77,7.25,7.86,43.83,7.25,7.86,5.74,6.95,40.51,6.35,8.77,4.84,-7.027778,-10.355556,-2.511111,0.0,139.7,-12.572222,64.971821
US_IA_19017,2020-02-06,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,5.97,11.65,10.75,5.97,7.47,21.81,9.86,7.47,9.86,4.18,6.27,5.68,8.96,37.34,6.57,5.97,5.38,11.05,39.73,8.06,6.87,7.77,-7.116667,-13.55,-0.927778,0.0,139.7,-12.45,65.872043
US_IA_19017,2020-02-07,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.64,6.81,10.22,4.64,10.22,4.95,24.77,5.26,7.43,9.29,,7.74,6.19,7.43,34.37,6.5,6.5,5.57,9.29,37.46,,5.88,5.57,-5.155556,-8.716667,-1.577778,0.0,139.7,-9.422222,72.125044
US_IA_19017,2020-02-08,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,5.54,9.23,11.45,5.91,,8.86,21.78,9.6,,5.91,5.91,,,,16.25,,5.91,6.65,5.54,42.83,5.54,5.54,,-9.138889,-15.811111,-3.638889,0.254,139.7,-12.472222,77.008374
US_IA_19017,2020-02-09,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,7.18,5.47,11.97,10.95,,7.53,22.92,11.63,5.82,10.26,7.53,6.84,5.47,,30.11,4.79,5.82,,6.5,36.95,6.16,7.18,6.16,-4.655556,-11.961111,0.616667,0.254,149.86,-7.338889,81.689052
US_IA_19017,2020-02-10,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.35,4.93,11.89,12.76,4.93,6.09,28.12,7.83,7.25,10.44,6.09,9.86,8.99,8.41,37.11,6.38,9.28,4.35,6.67,39.72,5.51,5.8,6.67,-8.755556,-16.138889,-1.5,0.508,175.26,-10.833333,83.761079
US_IA_19017,2020-02-11,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,6.54,5.65,10.41,15.77,4.17,4.17,27.67,13.39,7.44,11.6,7.14,6.54,6.25,7.74,33.62,5.06,6.25,4.17,8.63,41.06,,9.82,5.65,-5.833333,-10.9,-1.638889,0.0,154.94,-8.433333,82.13102
US_IA_19017,2020-02-12,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,6.06,4.33,9.52,13.27,7.79,,25.97,8.66,6.06,8.66,6.35,6.06,,10.68,40.69,9.23,4.91,5.19,5.77,37.22,6.35,6.92,7.79,-3.333333,-8.455556,1.933333,0.0,154.94,-7.0,76.169249
US_IA_19017,2020-02-13,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,4.14,11.52,13.89,10.93,,7.39,20.98,10.93,7.39,7.09,,4.73,4.43,9.46,30.43,9.46,7.09,5.02,5.32,38.41,4.43,7.09,5.02,-15.194444,-21.072222,-2.611111,0.846667,139.7,-18.938889,73.223764
US_IA_19017,2020-02-14,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,,,,,,5.03,11.32,11.63,5.66,,20.75,10.38,9.43,8.8,6.92,5.66,6.29,5.97,22.64,5.66,7.55,5.03,5.66,38.05,,6.92,5.66,-19.866667,-25.938889,-10.75,0.0,165.1,-24.611111,66.177041
US_IA_19017,2020-02-15,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,10,2,2,,,7.59,6.07,6.83,,,22.4,8.73,,6.83,,7.59,,,26.57,,6.07,,7.21,40.62,,,6.07,-5.333333,-12.305556,2.155556,0.0,165.1,-9.744444,71.387618
US_IA_19017,2020-02-16,ChIJZ5Twy1a8-ocRCakNfEHRgP0,Q113763,geoId/19017,US,United States of America,IA,Iowa,19017,Bremer County,US,USA,2,,,,,,,24823,12299,12524,2950,3611,3200,2830,2826,3073,2932,2011,1390,1792936,42.774167,-92.316944,1139,81.0375,10,-2,-3,,6.08,8.94,8.94,8.94,6.79,,27.17,10.72,7.51,5.0,5.0,,,8.58,33.25,7.15,6.08,,,40.75,,5.36,5.36,-3.755556,-8.783333,1.494444,0.0,165.1,-5.655556,86.935444
