location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MT_30081,2020-01-01,ChIJLw8VWU_IXlMR5J-NyoMhKGA,Q496758,geoId/30081,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2,,,,,,,42524,21016,21508,4170,4967,3691,4388,4677,6253,7394,4828,2156,1740646,46.08,-114.12,6217,80.17,,,,,4.13,5.22,6.31,8.05,4.79,4.79,7.18,3.7,11.1,3.05,7.18,,7.4,6.53,5.22,3.92,3.48,,4.13,3.92,5.22,21.97,7.18,6.96,3.05,4.35,4.57,36.11,3.05,3.7,3.26,3.92,3.48,0.716667,-3.788889,4.466667,4.459111,105.41,-1.845679,82.66215
US_MT_30081,2020-01-02,ChIJLw8VWU_IXlMR5J-NyoMhKGA,Q496758,geoId/30081,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2,,,,,,,42524,21016,21508,4170,4967,3691,4388,4677,6253,7394,4828,2156,1740646,46.08,-114.12,6217,80.17,,,,,4.49,8.77,5.34,7.48,9.19,5.99,7.27,,11.54,,4.28,,7.27,9.62,4.49,5.56,5.99,3.42,5.34,4.28,7.7,17.74,5.13,4.7,4.06,3.42,6.41,36.34,,6.2,3.21,4.7,5.13,0.666667,-1.972222,4.127778,3.330222,149.86,-3.679012,72.186313
US_MT_30081,2020-01-03,ChIJLw8VWU_IXlMR5J-NyoMhKGA,Q496758,geoId/30081,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2,,,,,,,42524,21016,21508,4170,4967,3691,4388,4677,6253,7394,4828,2156,1740646,46.08,-114.12,6217,80.17,,,,,4.58,7.19,3.71,9.59,5.45,4.79,5.01,3.71,14.6,3.71,9.15,,,9.15,4.36,4.36,4.14,3.92,4.58,7.63,5.88,23.97,6.32,6.32,,5.67,5.23,37.92,4.36,5.67,3.71,4.36,,-0.222222,-3.822222,5.544444,1.128889,129.54,-4.425926,73.055106
US_MT_30081,2020-01-04,ChIJLw8VWU_IXlMR5J-NyoMhKGA,Q496758,geoId/30081,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2,,,,,,,42524,21016,21508,4170,4967,3691,4388,4677,6253,7394,4828,2156,1740646,46.08,-114.12,6217,80.17,,,,,3.8,7.82,6.48,10.27,4.91,8.26,6.48,,10.94,,8.04,,4.24,9.38,4.47,6.7,,3.8,4.24,5.58,7.15,23.45,7.82,6.92,,4.24,4.91,40.43,3.57,5.14,6.25,,4.91,-1.261111,-6.95,6.25,0.254,99.06,-5.228395,72.364147
US_MT_30081,2020-01-05,ChIJLw8VWU_IXlMR5J-NyoMhKGA,Q496758,geoId/30081,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2,,,,,,,42524,21016,21508,4170,4967,3691,4388,4677,6253,7394,4828,2156,1740646,46.08,-114.12,6217,80.17,,,,,,7.99,6.65,7.54,9.54,5.54,5.32,3.77,11.53,,8.21,3.77,3.55,7.99,5.1,4.88,3.55,3.1,5.32,3.77,5.99,24.62,3.99,5.1,,4.44,5.1,34.38,3.55,5.32,,4.44,5.99,-3.744444,-8.111111,4.366667,0.5842,78.74,-9.277778,63.788507
US_MT_30081,2020-01-06,ChIJLw8VWU_IXlMR5J-NyoMhKGA,Q496758,geoId/30081,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2,,,,,,,42524,21016,21508,4170,4967,3691,4388,4677,6253,7394,4828,2156,1740646,46.08,-114.12,6217,80.17,,,,,3.04,7.51,6.09,8.73,6.9,3.25,8.52,4.46,12.18,3.25,6.7,4.67,5.68,7.1,,4.87,4.46,3.65,3.65,4.67,6.29,21.71,6.29,4.26,4.26,4.67,5.88,37.34,4.26,6.9,5.28,,4.67,-2.427778,-6.527778,2.038889,0.254,78.74,-7.098765,70.506083
US_MT_30081,2020-01-07,ChIJLw8VWU_IXlMR5J-NyoMhKGA,Q496758,geoId/30081,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2,,,,,,,42524,21016,21508,4170,4967,3691,4388,4677,6253,7394,4828,2156,1740646,46.08,-114.12,6217,80.17,,,,,4.06,6.96,4.84,7.35,6.19,6.38,6.58,3.1,11.41,3.1,4.64,,3.67,7.54,4.84,6.0,5.22,,4.06,3.67,8.9,20.89,5.8,4.64,4.45,4.06,7.54,37.53,2.9,3.1,4.84,4.06,2.71,1.672222,-3.511111,5.894444,3.217333,78.74,-2.493827,74.42752
US_MT_30081,2020-01-08,ChIJLw8VWU_IXlMR5J-NyoMhKGA,Q496758,geoId/30081,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2,,,,,,,42524,21016,21508,4170,4967,3691,4388,4677,6253,7394,4828,2156,1740646,46.08,-114.12,6217,80.17,,,,,4.58,5.37,4.97,7.16,7.16,6.96,5.77,,9.35,2.98,7.76,3.38,4.18,7.36,,4.97,3.78,3.38,4.77,3.38,8.75,21.88,8.15,4.18,5.57,4.58,4.58,35.6,3.78,6.76,5.57,3.78,2.98,0.55,-4.416667,5.377778,0.338667,78.74,-3.067901,75.204277
US_MT_30081,2020-01-09,ChIJLw8VWU_IXlMR5J-NyoMhKGA,Q496758,geoId/30081,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2,,,,,,,42524,21016,21508,4170,4967,3691,4388,4677,6253,7394,4828,2156,1740646,46.08,-114.12,6217,80.17,,,,,6.54,7.13,4.55,8.71,7.33,7.33,7.13,3.56,9.7,4.75,3.96,3.37,5.54,8.52,,5.35,4.16,3.37,4.75,2.97,8.32,24.36,5.35,5.54,6.14,,5.35,33.47,4.36,7.72,4.75,3.76,4.36,-2.761111,-6.538889,2.916667,1.044222,78.74,-6.32716,74.711865
US_MT_30081,2020-01-10,ChIJLw8VWU_IXlMR5J-NyoMhKGA,Q496758,geoId/30081,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2,,,,,,,42524,21016,21508,4170,4967,3691,4388,4677,6253,7394,4828,2156,1740646,46.08,-114.12,6217,80.17,,,,,5.42,7.82,,6.62,5.21,6.22,5.01,3.61,7.82,4.01,6.02,2.81,4.81,6.42,4.01,5.21,3.81,4.21,3.61,,8.82,22.26,4.81,3.21,3.41,3.21,5.82,30.48,,9.43,4.41,3.41,3.61,-8.444444,-14.333333,-0.516667,0.141111,78.74,-12.0,73.07123
US_MT_30081,2020-01-11,ChIJLw8VWU_IXlMR5J-NyoMhKGA,Q496758,geoId/30081,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2,,,,,,,42524,21016,21508,4170,4967,3691,4388,4677,6253,7394,4828,2156,1740646,46.08,-114.12,6217,80.17,,,,,4.13,7.35,3.68,9.42,7.35,8.96,5.97,4.59,9.65,4.37,5.28,,8.27,6.43,5.05,4.37,3.45,5.28,3.68,,8.5,13.55,5.51,6.2,4.59,,6.66,33.31,3.45,6.43,,4.13,,-3.727778,-8.172222,-0.166667,0.874889,78.74,-6.969136,74.620054
US_MT_30081,2020-01-12,ChIJLw8VWU_IXlMR5J-NyoMhKGA,Q496758,geoId/30081,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2,,,,,,,42524,21016,21508,4170,4967,3691,4388,4677,6253,7394,4828,2156,1740646,46.08,-114.12,6217,80.17,,,,,4.01,5.12,,8.24,5.12,7.35,4.9,3.12,10.69,,6.68,,6.9,7.57,4.68,,,3.79,,5.34,6.68,19.82,3.56,6.9,3.34,4.01,5.79,34.74,,10.91,3.79,3.79,5.79,-2.455556,-7.083333,1.188889,1.651,78.74,-6.746914,71.005036
