location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13087,2020-05-16,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,0,0,116,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-4,,-6,,6.83,7.26,13.24,7.69,7.26,8.97,6.83,,,,,,,19.21,,11.1,,39.28,8.97,6.83,24.3,16.844444,31.388889,0.0,16.238095,60.316375
US_GA_13087,2020-05-17,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,0,0,116,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-5,,-15,,,5.81,12.87,7.89,7.47,8.72,8.72,,8.3,5.81,,,9.13,24.91,,11.21,,44.0,8.3,7.06,25.327778,19.494444,31.883333,0.22225,18.563492,66.476256
US_GA_13087,2020-05-18,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,12,1,128,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-3,-5,-22,,7.64,9.46,16.0,8.73,11.28,7.64,9.82,,9.46,5.09,,5.09,7.28,24.73,6.55,13.46,,40.38,10.91,,23.405556,20.244444,29.361111,6.640286,19.904762,81.224314
US_GA_13087,2020-05-19,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,3,0,131,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,0,-3,-23,,6.93,9.86,11.31,5.47,10.22,,10.95,6.93,9.49,7.3,7.3,5.84,10.22,26.64,,10.22,5.47,41.98,9.49,7.3,24.238889,20.055556,29.727778,4.644571,17.301587,65.974052
US_GA_13087,2020-05-20,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,9,0,140,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-3,-3,-23,,,11.37,12.84,12.1,,,6.6,7.33,11.0,,,,10.27,28.97,6.23,11.0,,34.84,8.44,5.5,22.777778,19.844444,27.627778,1.016,18.420635,77.565144
US_GA_13087,2020-05-21,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,4,0,144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-2,5,-24,,5.97,9.7,10.45,6.34,5.6,7.09,11.19,6.34,11.57,,7.09,6.34,,21.64,,10.07,5.22,40.67,7.84,6.34,21.594444,17.388889,28.244444,15.312571,18.02381,80.211379
US_GA_13087,2020-05-22,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,1,0,145,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-6,-3,-26,,,10.93,12.06,6.78,7.16,,8.29,5.28,8.67,,,6.41,10.93,22.61,6.03,9.42,7.54,33.53,6.78,,25.0,20.1,31.744444,0.217714,20.833333,77.977494
US_GA_13087,2020-05-23,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,0,0,145,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-1,,-11,,,9.96,10.39,,,,6.5,,8.66,,,,13.86,21.65,,6.5,,30.32,7.36,7.79,23.977778,18.988889,31.833333,6.096,18.944444,73.827904
US_GA_13087,2020-05-24,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,1,0,146,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,2,,-19,,,10.9,12.2,8.28,6.54,,10.9,,,,,,10.03,23.1,,10.46,,34.43,,8.28,25.133333,19.783333,31.905556,1.3716,19.484127,71.028052
US_GA_13087,2020-05-25,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,7,0,153,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-13,-10,-61,,,8.92,11.36,6.49,5.68,8.11,12.17,5.68,12.98,5.68,,,9.73,22.31,,17.03,9.33,42.59,6.49,8.92,25.627778,20.905556,30.666667,0.979714,20.047619,71.953282
US_GA_13087,2020-05-26,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,3,0,156,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-5,-2,-23,,6.53,9.07,12.34,9.07,6.53,5.81,13.43,6.17,7.99,,5.08,6.53,13.43,19.24,7.99,10.89,,50.45,9.8,8.71,23.627778,21.688889,28.327778,0.834571,20.134921,81.237115
US_GA_13087,2020-05-27,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,5,0,161,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-5,1,-21,,5.02,6.45,11.47,,6.81,8.96,8.96,6.45,9.32,,6.45,,6.81,27.61,6.45,10.76,,41.23,10.04,7.53,23.611111,20.483333,29.722222,6.604,20.611111,84.005088
US_GA_13087,2020-05-28,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,20,0,181,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,0,10,-21,,,8.26,8.26,6.47,6.11,5.39,9.7,,9.7,5.03,5.39,,7.18,26.94,5.75,,,46.34,6.11,8.26,25.066667,20.594444,31.316667,5.68325,21.126984,79.406088
US_GA_13087,2020-05-29,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,4,0,185,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-2,-4,-21,,5.58,8.56,8.93,10.04,7.81,,8.56,,13.76,,6.7,,5.95,18.97,,,,33.85,,,24.783333,21.644444,29.333333,2.975429,21.420635,82.396023
US_GA_13087,2020-05-30,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,1,0,186,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,0,,-1,,,,12.69,9.73,,,,,11.42,,,,7.61,17.34,,9.3,,41.44,8.04,,25.272222,21.411111,31.133333,9.5885,20.896825,78.0821
US_GA_13087,2020-05-31,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,0,1,186,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,3,,-13,,6.72,,10.49,10.07,,,,,13.01,,,,6.3,15.95,8.81,,7.14,34.0,,7.97,26.077778,20.561111,31.75,0.8636,18.920635,64.647285
US_GA_13087,2020-06-01,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,8,0,194,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,3,4,-20,,7.74,7.0,11.8,8.48,,9.96,8.11,,8.11,,5.16,5.16,5.9,27.65,5.9,8.85,5.9,35.76,7.37,12.17,25.066667,19.977778,31.2,0.0,18.936508,68.565201
US_GA_13087,2020-06-02,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,10,0,204,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,3,-4,-21,,,,10.82,10.46,,7.21,6.85,,10.1,6.85,5.77,,10.46,21.99,,8.65,8.29,43.62,8.65,5.77,25.394444,21.444444,30.272222,0.09525,17.738095,63.546348
US_GA_13087,2020-06-03,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,2,0,206,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,2,5,-22,,,5.55,11.84,7.77,9.99,9.99,5.55,,10.73,5.55,6.29,,11.1,24.41,5.55,8.14,5.18,41.06,8.14,7.77,24.383333,20.75,28.838889,0.0,19.777778,76.509857
US_GA_13087,2020-06-04,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,-1,1,205,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-2,4,-19,,7.31,5.48,9.87,8.77,7.31,7.31,6.94,,11.69,6.58,6.21,,11.33,28.87,,13.15,6.94,34.71,9.13,6.58,24.772222,20.55,29.905556,0.0,20.309524,76.367847
US_GA_13087,2020-06-05,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,2,0,207,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,0,4,-23,,,7.6,13.3,6.08,8.36,7.22,9.12,,5.32,,,,8.36,20.9,,11.78,,31.91,8.36,7.22,25.516667,20.066667,31.733333,0.0508,19.809524,70.84259
US_GA_13087,2020-06-06,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,2,0,209,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-6,,-10,,5.53,7.5,7.5,7.11,6.32,7.5,6.32,,8.69,,6.71,,6.71,23.3,6.71,14.62,5.92,45.82,7.11,7.9,24.338889,21.205556,29.15,1.560286,21.428571,84.63351
US_GA_13087,2020-06-07,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,0,0,209,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-7,,-15,,,6.44,7.25,8.45,,6.84,8.45,,6.84,,,,11.27,24.96,5.64,7.25,,42.67,6.84,8.86,23.144444,21.716667,26.7,15.790333,21.611111,92.331219
US_GA_13087,2020-06-08,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,5,0,214,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-2,0,-21,,,10.08,7.92,8.64,,,12.24,,12.96,,6.48,5.4,8.28,24.85,6.84,9.72,6.12,40.34,6.48,7.2,26.644444,23.555556,32.155556,16.425333,22.746032,79.961214
US_GA_13087,2020-06-09,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,4,0,218,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-4,0,-23,,4.74,6.77,9.81,10.49,,,6.77,6.09,11.84,,4.74,6.43,8.8,20.64,5.08,9.14,,35.19,7.78,7.11,25.866667,23.261111,30.261111,0.580571,23.18254,86.594779
US_GA_13087,2020-06-10,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,1,1,219,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,3,7,-20,,9.46,9.81,16.82,,6.31,4.9,6.66,,12.26,6.66,,5.96,12.61,23.12,8.06,13.31,7.36,40.29,8.76,7.71,26.244444,22.95,31.877778,22.06625,22.412698,81.043936
US_GA_13087,2020-06-11,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,0,0,219,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,2,9,-18,,9.47,11.65,14.93,6.92,,,5.83,,8.01,6.55,8.01,,10.56,29.49,6.55,9.83,,38.96,6.92,7.28,27.083333,22.855556,31.983333,4.15925,22.047619,75.071834
US_GA_13087,2020-06-12,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,3,0,222,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-1,3,-23,,5.44,8.93,9.32,8.15,5.44,,,,10.48,7.38,,,9.71,26.79,,7.38,,34.95,6.99,7.38,26.416667,21.227778,32.361111,0.41275,20.357143,69.715759
US_GA_13087,2020-06-13,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,1,0,223,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,17,,-1,,,12.22,9.27,8.43,9.27,,,,9.69,,,,7.16,18.96,,9.69,,47.19,9.27,,24.95,19.988889,31.566667,2.794,19.5,72.513197
US_GA_13087,2020-06-14,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,1,0,224,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,4,,-15,,7.52,8.35,11.7,6.68,7.94,6.68,,7.52,6.68,,,,11.7,25.06,7.52,6.68,,47.62,7.52,8.35,25.266667,19.316667,30.877778,0.0,17.31746,61.603417
US_GA_13087,2020-06-15,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,0,1,224,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,1,3,-20,,10.6,10.24,14.26,7.68,6.58,9.14,11.33,,10.6,,,,10.6,29.62,7.68,7.31,5.48,41.68,8.78,6.95,24.311111,18.083333,31.1,0.0,16.833333,63.233909
US_GA_13087,2020-06-16,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,12,0,236,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,0,3,-22,,,5.18,12.21,8.88,5.18,5.92,5.18,,14.43,5.18,5.18,,11.84,24.42,8.88,13.32,5.92,45.88,10.36,,22.583333,18.35,28.166667,0.818444,16.761905,70.942941
US_GA_13087,2020-06-17,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,-1,0,235,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,1,3,-23,,,7.04,12.6,6.3,6.3,,,,15.57,7.04,,,10.38,22.24,,,9.27,38.92,8.15,9.27,21.311111,15.572222,28.333333,0.0,14.97619,67.299052
US_GA_13087,2020-06-18,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,4,0,239,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-1,0,-21,,5.67,8.69,13.6,6.04,9.07,,7.55,5.67,15.87,,,,11.33,27.95,9.44,12.09,7.18,34.75,10.96,,23.916667,16.916667,31.172222,0.0,16.690476,63.858632
US_GA_13087,2020-06-19,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,3,0,242,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,1,0,-25,,,6.65,13.3,7.04,7.43,,,,5.48,,,,10.95,22.3,,8.21,7.04,44.2,7.04,6.65,25.961111,18.733333,33.033333,0.0,17.698413,59.833375
US_GA_13087,2020-06-20,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,1,0,243,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,7,,-9,,,8.69,11.74,8.69,6.52,10.87,8.69,,13.91,7.39,,,,21.73,,13.91,,45.64,10.0,,26.8,20.111111,33.577778,0.0,19.18254,62.358286
US_GA_13087,2020-06-21,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,0,0,243,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,0,,-19,,,13.99,14.41,,,,,,9.75,,,,,19.07,,10.6,,36.45,10.17,7.63,27.172222,21.205556,33.35,0.0,20.111111,65.582657
US_GA_13087,2020-06-22,ChIJoyop_Roi7YgRvaDqcgRdeBE,Q493037,geoId/13087,US,United States of America,GA,Georgia,13087,Decatur County,US,USA,2,1,0,244,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706,12903,13803,3546,3670,3540,3051,3288,3609,2969,1955,1078,1073782,30.88,-84.58,1614,74.357143,-2,-3,-25,,5.89,9.58,12.52,6.26,8.47,6.63,,5.16,9.95,7.74,,,10.31,29.1,7.37,12.15,5.53,44.94,8.47,9.21,26.594444,20.733333,33.438889,0.0,20.214286,68.45463
