location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_UT_49019,2020-01-01,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,10.01,15.01,,,16.51,,27.02,,-8.617284,-13.888889,-2.82716,0.22225,,-11.125,80.515097
US_UT_49019,2020-01-02,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,14.36,,,18.67,,22.98,,-5.524691,-9.932099,-0.783951,1.8415,,-7.868056,83.854901
US_UT_49019,2020-01-03,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,,,,17.57,,23.74,9.97,-6.604938,-11.623457,0.0,0.028222,30.48,-9.6875,79.204301
US_UT_49019,2020-01-04,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,8.64,,,12.2,,,18.29,,25.41,7.62,-6.3125,-11.131944,-0.034722,0.0,30.48,-8.769841,81.389732
US_UT_49019,2020-01-05,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,9.91,,8.87,14.08,,,14.6,,19.3,7.82,-6.145833,-10.638889,-0.375,0.0,,-8.706349,82.244114
US_UT_49019,2020-01-06,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,6.56,7.87,8.31,,8.75,17.5,,29.31,,-5.993056,-10.791667,-1.152778,0.0,,-8.801587,80.611967
US_UT_49019,2020-01-07,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,,,,17.29,,30.03,,-6.958333,-11.027778,-1.319444,0.0,,-10.730159,77.245545
US_UT_49019,2020-01-08,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,10.6,,,,,22.52,,28.26,8.83,-6.305556,-11.027778,-0.388889,0.0,,-9.769841,77.731302
US_UT_49019,2020-01-09,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,,,,19.29,,22.43,,-5.416667,-10.652778,-1.083333,0.0,,-8.206349,81.416798
US_UT_49019,2020-01-10,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,8.87,,,9.33,,,18.2,,21.0,,-6.680556,-11.888889,-0.9375,0.0,,-10.015873,77.284289
US_UT_49019,2020-01-11,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,12.38,,,14.07,,,21.95,,34.34,,-9.083333,-14.1875,-1.277778,0.0,,-13.555556,70.001092
US_UT_49019,2020-01-12,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,9.85,10.43,,,20.27,,26.06,,-6.465278,-12.319444,-1.840278,0.471714,,-9.357143,78.137138
US_UT_49019,2020-01-13,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,9.05,13.57,,,20.8,6.78,26.68,,-4.875,-10.777778,1.013889,0.217714,,-8.34127,75.519694
US_UT_49019,2020-01-14,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,7.56,8.51,,10.87,,8.98,18.9,,30.71,,-2.290123,-8.567901,5.561728,0.0,,-9.576389,61.937814
US_UT_49019,2020-01-15,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,8.52,,,14.8,6.73,29.15,,-2.401235,-9.95679,5.0,0.0,,-8.708333,61.558226
US_UT_49019,2020-01-16,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,8.96,,,9.4,7.61,,14.78,,30.89,,-2.938272,-8.888889,3.395062,0.0,,-8.020833,65.972738
US_UT_49019,2020-01-17,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,9.59,,,7.76,,,17.8,,20.08,,0.333333,-5.024691,4.839506,0.0,,-4.013889,70.965232
US_UT_49019,2020-01-18,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,9.31,,,,15.89,,33.42,9.31,-4.469136,-9.493827,2.666667,0.451556,,-10.569444,61.372746
US_UT_49019,2020-01-19,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,13.35,,,18.15,,30.43,,-5.191358,-10.845679,2.197531,0.0,,-10.048611,67.019424
US_UT_49019,2020-01-20,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,8.29,10.36,,,7.77,,17.61,,34.19,,-4.432099,-10.493827,1.777778,0.0,,-8.659722,69.915956
US_UT_49019,2020-01-21,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,7.33,12.07,,16.81,,28.88,6.9,-1.228395,-4.037037,0.919753,0.15875,,-3.618056,79.830323
US_UT_49019,2020-01-22,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,13.79,9.79,,11.56,,29.36,,-1.388889,-4.229167,0.930556,1.61925,,-1.6875,94.655949
US_UT_49019,2020-01-23,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,8.27,,8.27,7.35,,19.29,6.89,25.26,,-0.512346,-3.401235,2.5,0.03175,30.48,-1.479167,90.196633
US_UT_49019,2020-01-24,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,10.56,,21.13,,,24.3,,29.05,,-1.765432,-4.845679,2.117284,0.0,,-2.868056,87.24495
US_UT_49019,2020-01-25,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,8.48,,16.4,,,21.49,,40.71,,-1.574074,-4.41358,2.234568,0.310444,,-2.847222,88.403441
US_UT_49019,2020-01-26,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,7.99,13.85,8.52,26.1,,,20.77,,29.82,,-0.944444,-4.123457,4.030864,0.028222,,-3.118056,81.771858
US_UT_49019,2020-01-27,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,15.6,10.4,,21.67,6.93,26.0,,-0.37037,-2.888889,6.055556,0.4445,,-2.430556,82.993501
US_UT_49019,2020-01-28,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,6.31,15.98,,,23.12,,31.95,,-2.0,-7.388889,3.41358,1.693333,30.48,-5.638889,75.384553
US_UT_49019,2020-01-29,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,10.7,13.82,,,23.62,,20.5,,-1.049383,-5.993827,4.487654,0.072571,30.48,-4.055556,78.082645
US_UT_49019,2020-01-30,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,6.57,,28.04,,8.32,24.1,,27.6,7.89,-1.876543,-6.845679,3.790123,0.056444,30.48,-5.493056,74.210413
US_UT_49019,2020-01-31,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,25.09,,7.92,26.85,,22.45,,-2.12963,-7.944444,4.018519,0.141111,,-6.979167,67.469739
US_UT_49019,2020-02-01,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,8.29,,19.34,8.84,,14.37,,27.07,,-1.469136,-7.148148,6.024691,0.0,,-6.361111,67.434638
US_UT_49019,2020-02-02,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,8.22,8.76,8.76,,24.65,,28.48,,-0.882716,-6.962963,7.882716,0.0,,-5.347222,69.656847
US_UT_49019,2020-02-03,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,8.39,12.8,,,30.9,,23.83,10.15,2.895062,-3.283951,8.858025,0.0,,-5.347222,54.007672
US_UT_49019,2020-02-04,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,18.61,,,28.99,,33.32,,-5.907407,-10.290123,-0.969136,0.979714,,-12.736111,56.195517
US_UT_49019,2020-02-05,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,6.82,8.1,8.95,10.65,6.82,7.24,20.45,,29.83,,-8.882716,-13.790123,-2.506173,0.0,,-16.006944,53.450112
US_UT_49019,2020-02-06,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,19.26,7.28,,25.68,,27.4,,-4.598765,-9.709877,2.580247,0.0,,-11.256944,57.859615
US_UT_49019,2020-02-07,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,6.88,8.72,18.36,,,27.54,6.88,20.65,,1.290123,-3.882716,10.444444,0.0,,-4.895833,62.439362
US_UT_49019,2020-02-08,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,10.73,11.32,,21.45,,,29.8,,36.35,,3.561728,-4.111111,12.024691,0.0,,-3.395833,59.812136
US_UT_49019,2020-02-09,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,,,,,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,,,18.79,,,17.75,,28.71,,2.598765,-2.925926,11.320988,0.169333,,-5.104167,54.975599
