location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_UT_49019,2020-07-25,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,3,0,37,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,13.0,6.02,8.56,5.39,,16.8,9.83,26.0,7.93,22.263889,15.965278,29.347222,0.0635,,11.055556,50.443497
US_UT_49019,2020-07-26,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,1,0,38,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,5.76,9.1,,9.71,4.55,,22.45,9.1,30.64,9.1,22.965278,14.493056,33.263889,0.28575,,10.31746,45.098726
US_UT_49019,2020-07-27,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,38,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-8,4.85,6.67,5.76,8.18,4.54,,14.54,8.79,26.06,5.15,26.305556,15.680556,34.319444,0.0,,8.626984,33.398358
US_UT_49019,2020-07-28,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,2,0,40,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-14,4.67,8.09,,6.23,6.54,,14.32,5.29,24.59,,23.576389,16.111111,33.576389,0.508,,11.396825,47.446969
US_UT_49019,2020-07-29,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,2,0,42,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-16,5.67,11.98,5.99,5.99,5.99,,15.45,,26.48,5.36,25.326389,15.291667,35.631944,0.362857,,6.888889,30.588656
US_UT_49019,2020-07-30,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,2,0,44,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-16,5.45,8.65,5.45,5.13,5.77,4.81,17.63,9.94,26.28,6.09,26.395833,15.909722,36.069444,0.0,,1.936508,20.57012
US_UT_49019,2020-07-31,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,44,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-10,4.82,10.93,,7.07,4.82,,18.64,,21.86,5.79,27.634921,16.015873,37.992063,0.0,,0.435185,17.275145
US_UT_49019,2020-08-01,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,44,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,11.38,5.2,,9.11,,12.68,7.16,24.39,5.53,27.708333,17.104167,37.680556,0.0,,0.833333,17.680954
US_UT_49019,2020-08-02,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,44,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,12.01,5.52,7.14,13.31,4.87,18.5,6.17,21.09,7.46,29.104167,18.493056,37.909722,0.0,,1.626984,17.304838
US_UT_49019,2020-08-03,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,44,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-8,,14.16,,6.92,5.66,,18.88,5.98,27.68,7.24,28.902778,19.645833,38.076389,0.0,,1.587302,17.655601
US_UT_49019,2020-08-04,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,1,0,45,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-16,,11.08,5.23,6.16,5.23,5.23,19.39,5.85,24.32,6.77,28.833333,19.145833,37.4375,0.0,,-0.793651,15.057917
US_UT_49019,2020-08-05,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,1,0,46,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-16,7.98,9.83,,5.22,4.91,,17.81,4.91,28.25,5.53,27.305556,16.958333,36.1875,0.0,,-1.714286,15.11964
US_UT_49019,2020-08-06,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,46,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-12,5.55,7.71,5.25,,4.94,6.17,16.04,4.32,22.83,5.86,26.958333,17.006944,34.847222,0.0,,0.18254,17.840192
US_UT_49019,2020-08-07,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,46,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-13,4.73,5.05,4.42,4.42,5.05,,17.35,5.05,22.09,,25.1875,14.215278,34.388889,0.0,,-7.087302,11.557918
US_UT_49019,2020-08-08,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,3,0,49,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,6.3,12.27,6.97,6.97,4.97,,16.92,6.97,21.56,6.3,25.0625,13.666667,34.555556,0.0,,-5.738095,12.878325
US_UT_49019,2020-08-09,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,49,0,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,6.88,11.14,5.57,5.24,,5.57,18.02,5.9,27.85,9.17,25.013889,13.416667,34.631944,0.0,,-6.357143,12.530765
US_UT_49019,2020-08-10,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,3,1,52,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-10,6.65,8.55,5.07,6.65,,4.43,18.04,8.86,24.69,7.6,25.3125,13.652778,35.625,0.0,,-3.777778,14.719277
US_UT_49019,2020-08-11,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,52,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-9,5.33,14.11,5.33,5.33,4.39,5.33,19.43,8.46,24.45,6.27,26.263889,14.708333,35.291667,0.0,,-5.126984,12.476708
US_UT_49019,2020-08-12,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,52,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-12,4.71,7.22,7.53,5.02,,,18.51,5.02,28.24,7.53,26.916667,16.493056,35.013889,0.0,,-2.698413,14.347272
US_UT_49019,2020-08-13,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,52,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-13,6.71,9.27,,5.11,5.11,5.43,16.29,,22.68,5.75,25.520833,13.347222,35.895833,0.0,,-6.706349,11.846483
US_UT_49019,2020-08-14,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,52,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-9,4.8,6.08,,,,,17.29,7.36,19.53,4.8,26.208333,14.222222,36.270833,0.0,,-4.84127,13.14868
US_UT_49019,2020-08-15,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,52,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,12.23,,,,,14.95,9.85,20.05,6.8,26.541667,15.354167,36.409722,0.0,,-3.47619,13.862025
US_UT_49019,2020-08-16,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,52,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,6.23,6.58,5.2,5.2,,,11.43,5.89,24.93,5.54,26.694444,14.861111,36.569444,0.0,,-3.404762,13.896291
US_UT_49019,2020-08-17,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,1,0,53,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,9.62,10.95,,6.3,,6.63,13.6,,26.54,,26.986111,15.472222,36.763889,0.0,,-3.634921,13.546653
US_UT_49019,2020-08-18,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,53,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,5.14,8.9,8.56,,,,16.44,10.27,24.65,6.16,27.118056,15.347222,38.298611,0.0,,-2.277778,15.079411
US_UT_49019,2020-08-19,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,53,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,11.37,,5.86,5.86,,14.81,,24.45,,28.284722,16.743056,37.923611,0.0,,-0.761905,15.462858
US_UT_49019,2020-08-20,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,1,0,54,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,8.02,,6.97,,,13.25,7.67,27.55,,28.236111,17.930556,37.590278,0.0,,1.388889,17.7794
US_UT_49019,2020-08-21,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,54,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,5.26,7.36,5.61,6.66,,,17.18,8.77,18.59,,27.048611,17.131944,36.736111,0.09525,,3.285714,21.457734
US_UT_49019,2020-08-22,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,54,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,5.88,8.82,,6.25,,,11.76,7.35,23.88,6.98,27.222222,16.673611,37.534722,0.0,,0.674603,17.883319
US_UT_49019,2020-08-23,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,54,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,7.14,10.89,,7.51,5.63,,21.79,11.27,30.43,6.76,26.951389,17.243056,37.048611,0.0,,1.103175,19.066823
US_UT_49019,2020-08-24,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,54,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,8.12,9.18,6.35,6.0,5.65,,13.06,7.77,23.65,,27.673611,17.569444,36.368056,0.0,,3.722222,21.47026
US_UT_49019,2020-08-25,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,54,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,10.33,,,7.13,6.41,15.32,,25.65,8.2,28.159722,18.819444,36.3125,0.0,,5.444444,23.87668
US_UT_49019,2020-08-26,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,54,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,6.33,,,,,14.07,,27.08,,27.472222,18.493056,35.743056,0.254,,6.825397,27.349183
US_UT_49019,2020-08-27,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,54,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,6.95,,6.25,6.95,,,14.59,,26.41,,26.861111,18.0625,36.020833,0.0,,6.452381,27.951841
US_UT_49019,2020-08-28,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,54,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,6.85,,5.41,,,14.06,7.21,25.97,5.77,26.861111,18.5625,35.208333,0.108857,,5.904762,26.36208
US_UT_49019,2020-08-29,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,54,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,7.92,9.81,9.43,6.04,,,11.32,9.81,27.16,,24.638889,18.25,32.833333,0.0,,6.31746,33.844552
US_UT_49019,2020-08-30,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,54,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,5.86,9.88,6.22,,6.22,,19.76,7.68,29.64,8.05,23.229167,15.013889,32.25,0.689429,,5.626984,33.80662
US_UT_49019,2020-08-31,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,1,0,55,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,7.91,8.26,6.54,6.88,,,19.61,,28.89,,22.694444,13.041667,32.666667,0.181429,,2.396825,27.267506
US_UT_49019,2020-09-01,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,1,0,56,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,7.33,5.93,,7.33,,6.98,11.17,6.63,24.09,,19.444444,10.958333,30.194444,0.979714,,2.555556,32.554899
US_UT_49019,2020-09-02,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,56,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,6.59,,5.2,,,13.52,,27.39,,20.166667,10.111111,31.569444,0.60325,,0.896825,28.168527
US_UT_49019,2020-09-03,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,56,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,9.35,,8.01,6.34,,11.35,7.01,23.04,,23.0625,11.1875,33.861111,0.0,,-1.952381,19.311402
US_UT_49019,2020-09-04,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,56,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,5.73,5.09,7.95,5.41,,14.0,,21.32,,23.9375,12.368056,35.305556,0.0,,-4.365079,15.46247
US_UT_49019,2020-09-05,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,1,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,12.62,5.45,,6.03,4.88,12.34,,25.82,4.88,24.993056,12.034722,36.701389,0.0,,-4.150794,14.631217
US_UT_49019,2020-09-06,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,5.12,9.97,4.04,8.36,5.93,,20.22,5.39,20.76,7.82,25.409722,13.090278,37.055556,0.0,,-5.47619,13.098059
US_UT_49019,2020-09-07,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,5.48,10.41,4.66,,5.48,,14.79,4.93,23.83,5.2,24.493056,14.145833,36.277778,0.0,,-3.865079,15.288648
US_UT_49019,2020-09-08,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,7.96,,4.78,,4.25,11.15,,17.52,7.43,15.159722,5.631944,30.904762,0.254,,-1.079365,31.368669
US_UT_49019,2020-09-09,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,8.47,7.92,5.46,4.64,,10.65,3.82,21.3,5.46,5.951389,2.930556,14.263889,5.207,,0.333333,65.75909
US_UT_49019,2020-09-10,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,5.49,7.68,6.86,3.84,5.21,,8.78,,22.49,3.84,9.222222,4.791667,14.298611,1.04775,,2.02381,60.626927
US_UT_49019,2020-09-11,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-5,5.37,6.22,7.63,3.96,,,13.28,4.52,21.19,4.8,10.756944,4.569444,21.347222,1.27,,3.97619,62.052689
US_UT_49019,2020-09-12,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,4.12,9.13,7.07,5.01,,,10.01,5.01,21.5,,15.638889,5.291667,26.694444,0.0,,2.087302,41.257372
US_UT_49019,2020-09-13,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,13.9,,4.92,,4.63,12.45,8.69,18.54,8.11,18.118056,7.451389,29.048611,0.0,,-0.18254,29.748219
US_UT_49019,2020-09-14,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,1,,6.44,,,5.64,,13.16,6.71,16.91,6.98,19.472222,8.645833,29.888889,0.0,,-1.857143,24.185732
US_UT_49019,2020-09-15,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-4,,6.65,5.05,3.72,,3.72,14.63,6.12,25.27,5.59,19.868056,9.263889,30.548611,0.0,,-3.277778,21.410421
US_UT_49019,2020-09-16,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-6,3.96,8.97,5.28,3.69,4.75,,10.82,4.49,20.06,5.28,19.777778,9.298611,30.618056,0.0,,-4.214286,20.091083
US_UT_49019,2020-09-17,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-4,4.96,6.27,4.7,,4.7,,14.89,4.18,19.86,4.7,19.416667,8.930556,30.409722,0.0,,-3.746032,21.352518
US_UT_49019,2020-09-18,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,2,,7.35,,7.86,,,9.89,,19.78,,19.902778,9.722222,30.451389,0.0,,-3.365079,21.176704
US_UT_49019,2020-09-19,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,1,0,58,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,11.05,,8.22,4.54,5.38,10.77,4.54,23.53,5.95,22.5625,14.368056,30.4375,0.0,,-1.857143,19.869925
US_UT_49019,2020-09-20,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,58,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,,,8.74,6.56,6.83,4.64,,9.56,4.64,22.95,,20.909722,11.152778,29.770833,0.0,,0.928571,25.584551
US_UT_49019,2020-09-21,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,58,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-3,,6.92,6.15,6.15,,,10.77,3.59,26.66,,20.722222,11.159722,30.3125,0.0,,-0.515873,23.994717
US_UT_49019,2020-09-22,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,58,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-3,,9.12,5.83,9.63,3.8,,14.44,5.32,23.82,5.32,20.368056,11.6875,29.597222,0.0,,1.230159,27.937417
US_UT_49019,2020-09-23,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,58,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-6,,,4.47,6.04,5.26,,13.66,4.99,25.23,4.73,18.673611,9.583333,29.055556,0.0,,3.68254,36.640023
US_UT_49019,2020-09-24,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,0,0,58,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-2,3.83,4.08,5.1,4.85,,,10.97,4.59,21.17,4.85,19.833333,9.770833,31.111111,0.0,,-1.555556,23.847657
US_UT_49019,2020-09-25,ChIJuYGc_u9USIcRFkCMUUTZmEQ,Q27041,geoId/49019,US,United States of America,UT,Utah,49019,Grand County,US,USA,2,-1,0,57,1,,,9589,4799,4790,1174,1079,1027,1364,1161,1264,1440,702,378,445606,38.99,-109.56,9568,77.1,,,,-5,4.65,8.78,4.65,4.91,4.39,3.87,12.91,4.39,19.37,,21.659722,11.159722,31.652778,0.0,,-1.531746,21.501954
