location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13267,2020-01-01,ChIJBZ2zCHWa-ogRQ5HHdyLG6jU,Q505310,geoId/13267,US,United States of America,GA,Georgia,13267,Tattnall County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25409,14621,10788,2837,2942,3971,3784,3547,3364,2594,1611,759,1073927,32.04,-82.06,1264,74.5,,,,,13.37,,26.74,10.03,32.75,12.7,9.405556,3.605556,16.622222,0.0,,0.227778,52.982364
US_GA_13267,2020-01-02,ChIJBZ2zCHWa-ogRQ5HHdyLG6jU,Q505310,geoId/13267,US,United States of America,GA,Georgia,13267,Tattnall County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25409,14621,10788,2837,2942,3971,3784,3547,3364,2594,1611,759,1073927,32.04,-82.06,1264,74.5,,,,18.54,19.15,9.27,20.39,9.27,43.87,,10.761111,4.816667,18.783333,0.0,,4.75,66.976384
US_GA_13267,2020-01-03,ChIJBZ2zCHWa-ogRQ5HHdyLG6jU,Q505310,geoId/13267,US,United States of America,GA,Georgia,13267,Tattnall County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25409,14621,10788,2837,2942,3971,3784,3547,3364,2594,1611,759,1073927,32.04,-82.06,1264,74.5,,,,,15.63,11.25,28.13,9.38,48.14,,19.883333,11.927778,26.938889,0.0,,15.138889,74.222238
US_GA_13267,2020-01-04,ChIJBZ2zCHWa-ogRQ5HHdyLG6jU,Q505310,geoId/13267,US,United States of America,GA,Georgia,13267,Tattnall County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25409,14621,10788,2837,2942,3971,3784,3547,3364,2594,1611,759,1073927,32.04,-82.06,1264,74.5,,,,12.06,10.79,10.15,14.6,12.69,32.37,,19.433333,15.183333,25.088889,3.979333,,15.561111,78.410652
US_GA_13267,2020-01-05,ChIJBZ2zCHWa-ogRQ5HHdyLG6jU,Q505310,geoId/13267,US,United States of America,GA,Georgia,13267,Tattnall County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25409,14621,10788,2837,2942,3971,3784,3547,3364,2594,1611,759,1073927,32.04,-82.06,1264,74.5,,,,,24.84,12.42,30.35,,39.32,,9.122222,2.966667,17.127778,1.6764,,-0.861111,49.786379
US_GA_13267,2020-01-06,ChIJBZ2zCHWa-ogRQ5HHdyLG6jU,Q505310,geoId/13267,US,United States of America,GA,Georgia,13267,Tattnall County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25409,14621,10788,2837,2942,3971,3784,3547,3364,2594,1611,759,1073927,32.04,-82.06,1264,74.5,,,,,11.97,7.98,21.95,,35.43,,9.311111,2.894444,19.461111,0.0,,2.738889,63.755826
US_GA_13267,2020-01-07,ChIJBZ2zCHWa-ogRQ5HHdyLG6jU,Q505310,geoId/13267,US,United States of America,GA,Georgia,13267,Tattnall County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25409,14621,10788,2837,2942,3971,3784,3547,3364,2594,1611,759,1073927,32.04,-82.06,1264,74.5,,,,10.79,14.38,13.35,16.95,,47.25,,11.227778,4.333333,19.5,0.0,,5.694444,68.855154
US_GA_13267,2020-01-08,ChIJBZ2zCHWa-ogRQ5HHdyLG6jU,Q505310,geoId/13267,US,United States of America,GA,Georgia,13267,Tattnall County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25409,14621,10788,2837,2942,3971,3784,3547,3364,2594,1611,759,1073927,32.04,-82.06,1264,74.5,,,,,10.73,,30.05,12.88,36.49,19.85,9.255556,0.488889,18.544444,0.0,,-1.372222,47.842111
US_GA_13267,2020-01-09,ChIJBZ2zCHWa-ogRQ5HHdyLG6jU,Q505310,geoId/13267,US,United States of America,GA,Georgia,13267,Tattnall County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25409,14621,10788,2837,2942,3971,3784,3547,3364,2594,1611,759,1073927,32.04,-82.06,1264,74.5,,,,,10.96,,29.76,,41.25,10.44,9.111111,0.594444,21.6,0.0,,3.394444,67.606383
US_GA_13267,2020-01-10,ChIJBZ2zCHWa-ogRQ5HHdyLG6jU,Q505310,geoId/13267,US,United States of America,GA,Georgia,13267,Tattnall County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25409,14621,10788,2837,2942,3971,3784,3547,3364,2594,1611,759,1073927,32.04,-82.06,1264,74.5,,,,12.26,9.7,,35.24,,31.15,,16.888889,12.805556,23.422222,0.0,,12.088889,73.433096
