location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_WA_53069,2020-01-01,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,10.092593,7.376543,11.574074,18.44675,8.768519,91.741206
US_WA_53069,2020-01-02,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,6.975309,5.04321,10.82716,1.68275,5.388889,90.861985
US_WA_53069,2020-01-03,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,10.259259,6.246914,13.475309,5.17525,6.240741,77.461037
US_WA_53069,2020-01-04,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,7.981481,4.679012,13.598765,8.09625,4.62963,81.500178
US_WA_53069,2020-01-05,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,7.055556,4.981481,9.265432,2.2225,4.5,84.902788
US_WA_53069,2020-01-06,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,8.209877,6.037037,9.987654,10.922,6.509259,91.77587
US_WA_53069,2020-01-07,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,10.148148,8.438272,11.302469,27.84475,8.62963,90.568967
US_WA_53069,2020-01-08,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,7.12963,4.561728,10.691358,5.23875,4.972222,86.922032
US_WA_53069,2020-01-09,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,3.006173,0.407407,6.740741,1.4605,1.703704,94.396035
US_WA_53069,2020-01-10,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,5.339506,2.191358,8.691358,1.2065,3.75,91.849385
US_WA_53069,2020-01-11,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,7.475309,4.740741,8.864198,18.415,4.888889,85.59953
US_WA_53069,2020-01-12,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,5.709877,3.62963,8.179012,7.1755,3.675926,89.110601
US_WA_53069,2020-01-13,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,2.95679,1.555556,6.561728,8.15975,0.759259,87.957389
US_WA_53069,2020-01-14,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,1.858025,0.345679,3.932099,2.159,-0.037037,88.327452
US_WA_53069,2020-01-15,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,1.895062,0.024691,4.648148,0.9525,-1.194444,82.700172
US_WA_53069,2020-01-16,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,4.950617,1.555556,7.061728,3.81,2.009259,83.527016
US_WA_53069,2020-01-17,ChIJdas_SZuGk1QRj5-UECxPD54,Q484015,geoId/53069,US,United States of America,WA,Washington,53069,Wahkiakum County,US,USA,2,,,,,,,,,,,,,,,,,,,4251,2135,2116,367,465,336,328,392,608,839,637,279,1153389,46.29,-123.43,743,78.4,2.216049,-0.395062,5.981481,1.016,0.814815,93.726487
