location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21143,2020-01-01,ChIJjaIu4zv0eogRFcwLVwV1voU,Q117917,geoId/21143,US,United States of America,KY,Kentucky,21143,Lyon County,US,USA,2,,,,,,,8261,4609,3652,579,717,944,954,1052,1222,1404,948,441,1846550,37.058964,-88.113643,664,77.1,,,,34.55,4.527778,-0.666667,11.631944,0.0,,-3.590278,55.844484
US_KY_21143,2020-01-02,ChIJjaIu4zv0eogRFcwLVwV1voU,Q117917,geoId/21143,US,United States of America,KY,Kentucky,21143,Lyon County,US,USA,2,,,,,,,8261,4609,3652,579,717,944,954,1052,1222,1404,948,441,1846550,37.058964,-88.113643,664,77.1,,,60.27,63.61,8.819444,4.75,11.673611,2.431143,,2.25,63.617089
US_KY_21143,2020-01-03,ChIJjaIu4zv0eogRFcwLVwV1voU,Q117917,geoId/21143,US,United States of America,KY,Kentucky,21143,Lyon County,US,USA,2,,,,,,,8261,4609,3652,579,717,944,954,1052,1222,1404,948,441,1846550,37.058964,-88.113643,664,77.1,,,37.18,30.98,11.759259,9.555556,13.265432,13.843,,11.37037,97.480235
US_KY_21143,2020-01-04,ChIJjaIu4zv0eogRFcwLVwV1voU,Q117917,geoId/21143,US,United States of America,KY,Kentucky,21143,Lyon County,US,USA,2,,,,,,,8261,4609,3652,579,717,944,954,1052,1222,1404,948,441,1846550,37.058964,-88.113643,664,77.1,,,,49.88,5.240741,2.524691,10.888889,3.14325,,2.740741,84.042332
US_KY_21143,2020-01-05,ChIJjaIu4zv0eogRFcwLVwV1voU,Q117917,geoId/21143,US,United States of America,KY,Kentucky,21143,Lyon County,US,USA,2,,,,,,,8261,4609,3652,579,717,944,954,1052,1222,1404,948,441,1846550,37.058964,-88.113643,664,77.1,,,,45.54,3.798611,-2.395833,13.034722,0.22225,,-1.069444,70.663501
US_KY_21143,2020-01-06,ChIJjaIu4zv0eogRFcwLVwV1voU,Q117917,geoId/21143,US,United States of America,KY,Kentucky,21143,Lyon County,US,USA,2,,,,,,,8261,4609,3652,579,717,944,954,1052,1222,1404,948,441,1846550,37.058964,-88.113643,664,77.1,,,30.12,43.51,5.259259,-2.037037,10.91358,0.0,,-1.635802,61.355807
US_KY_21143,2020-01-07,ChIJjaIu4zv0eogRFcwLVwV1voU,Q117917,geoId/21143,US,United States of America,KY,Kentucky,21143,Lyon County,US,USA,2,,,,,,,8261,4609,3652,579,717,944,954,1052,1222,1404,948,441,1846550,37.058964,-88.113643,664,77.1,,,,43.38,5.395062,-1.444444,10.493827,0.0,,-3.104938,54.643386
US_KY_21143,2020-01-08,ChIJjaIu4zv0eogRFcwLVwV1voU,Q117917,geoId/21143,US,United States of America,KY,Kentucky,21143,Lyon County,US,USA,2,,,,,,,8261,4609,3652,579,717,944,954,1052,1222,1404,948,441,1846550,37.058964,-88.113643,664,77.1,,,27.48,40.42,5.395062,-0.58642,12.098765,0.0,,-3.611111,52.366366
US_KY_21143,2020-01-09,ChIJjaIu4zv0eogRFcwLVwV1voU,Q117917,geoId/21143,US,United States of America,KY,Kentucky,21143,Lyon County,US,USA,2,,,,,,,8261,4609,3652,579,717,944,954,1052,1222,1404,948,441,1846550,37.058964,-88.113643,664,77.1,,,55.7,42.59,8.283951,2.154321,14.882716,0.0,,-2.716049,46.012043
US_KY_21143,2020-01-10,ChIJjaIu4zv0eogRFcwLVwV1voU,Q117917,geoId/21143,US,United States of America,KY,Kentucky,21143,Lyon County,US,USA,2,,,,,,,8261,4609,3652,579,717,944,954,1052,1222,1404,948,441,1846550,37.058964,-88.113643,664,77.1,,,30.17,31.68,15.388889,12.259259,18.148148,0.92075,,8.419753,63.834684
US_KY_21143,2020-01-11,ChIJjaIu4zv0eogRFcwLVwV1voU,Q117917,geoId/21143,US,United States of America,KY,Kentucky,21143,Lyon County,US,USA,2,,,,,,,8261,4609,3652,579,717,944,954,1052,1222,1404,948,441,1846550,37.058964,-88.113643,664,77.1,,,30.52,37.7,14.567901,5.450617,19.17284,26.2255,,12.950617,90.140179
