location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48057,2020-01-01,ChIJg2Vts2bkaYYRwh3vjh-wvjM,Q26605,geoId/48057,US,United States of America,TX,Texas,48057,Calhoun County,US,USA,2,,,,,,,21712,11117,10595,2887,3066,2733,2571,2438,2862,2595,1628,932,1828434,28.44,-96.61,2673,78.4,,,,,,9.41,14.95,,,9.41,19.93,,,8.86,19.93,8.3,9.96,,40.41,,8.86,14.623457,12.845679,17.506173,0.254,7.791667,62.76389
US_TX_48057,2020-01-02,ChIJg2Vts2bkaYYRwh3vjh-wvjM,Q26605,geoId/48057,US,United States of America,TX,Texas,48057,Calhoun County,US,USA,2,,,,,,,21712,11117,10595,2887,3066,2733,2571,2438,2862,2595,1628,932,1828434,28.44,-96.61,2673,78.4,,,,,,6.83,11.39,11.39,6.83,8.66,16.4,14.58,6.38,8.66,32.35,8.66,6.38,8.2,43.28,,,16.37037,14.808642,18.141975,2.737556,14.958333,89.326635
US_TX_48057,2020-01-03,ChIJg2Vts2bkaYYRwh3vjh-wvjM,Q26605,geoId/48057,US,United States of America,TX,Texas,48057,Calhoun County,US,USA,2,,,,,,,21712,11117,10595,2887,3066,2733,2571,2438,2862,2595,1628,932,1828434,28.44,-96.61,2673,78.4,,,,,,10.23,8.83,9.3,8.37,8.37,19.53,7.9,,,33.01,9.3,9.3,,43.23,7.9,,16.283951,12.611111,21.339506,0.479778,11.444444,72.455332
US_TX_48057,2020-01-04,ChIJg2Vts2bkaYYRwh3vjh-wvjM,Q26605,geoId/48057,US,United States of America,TX,Texas,48057,Calhoun County,US,USA,2,,,,,,,21712,11117,10595,2887,3066,2733,2571,2438,2862,2595,1628,932,1828434,28.44,-96.61,2673,78.4,,,,,,12.87,13.38,,,9.27,14.93,9.78,,,17.5,,8.75,,41.18,,,12.882716,5.882716,20.135802,0.028222,4.027778,54.260597
US_TX_48057,2020-01-05,ChIJg2Vts2bkaYYRwh3vjh-wvjM,Q26605,geoId/48057,US,United States of America,TX,Texas,48057,Calhoun County,US,USA,2,,,,,,,21712,11117,10595,2887,3066,2733,2571,2438,2862,2595,1628,932,1828434,28.44,-96.61,2673,78.4,,,,,,9.71,8.17,8.17,7.66,,22.99,,,,26.05,,8.68,,49.04,,16.35,14.185185,6.919753,21.092593,0.056444,8.236111,66.23069
US_TX_48057,2020-01-06,ChIJg2Vts2bkaYYRwh3vjh-wvjM,Q26605,geoId/48057,US,United States of America,TX,Texas,48057,Calhoun County,US,USA,2,,,,,,,21712,11117,10595,2887,3066,2733,2571,2438,2862,2595,1628,932,1828434,28.44,-96.61,2673,78.4,,,,,,7.99,16.88,7.11,,7.99,17.32,16.43,6.66,8.44,27.98,6.22,12.88,,43.52,,,16.549383,11.703704,22.17284,0.056444,12.069444,74.198319
US_TX_48057,2020-01-07,ChIJg2Vts2bkaYYRwh3vjh-wvjM,Q26605,geoId/48057,US,United States of America,TX,Texas,48057,Calhoun County,US,USA,2,,,,,,,21712,11117,10595,2887,3066,2733,2571,2438,2862,2595,1628,932,1828434,28.44,-96.61,2673,78.4,,,,,,,12.48,,,6.84,16.51,10.47,6.44,9.26,30.6,6.44,6.44,6.84,37.44,5.64,6.04,15.222222,10.166667,20.580247,0.084667,5.333333,50.905417
US_TX_48057,2020-01-08,ChIJg2Vts2bkaYYRwh3vjh-wvjM,Q26605,geoId/48057,US,United States of America,TX,Texas,48057,Calhoun County,US,USA,2,,,,,,,21712,11117,10595,2887,3066,2733,2571,2438,2862,2595,1628,932,1828434,28.44,-96.61,2673,78.4,,,,,,,10.2,9.44,,5.67,16.24,11.71,5.67,,38.9,7.18,5.67,,37.39,18.51,9.06,13.154321,6.320988,20.907407,0.0,6.694444,68.156544
US_TX_48057,2020-01-09,ChIJg2Vts2bkaYYRwh3vjh-wvjM,Q26605,geoId/48057,US,United States of America,TX,Texas,48057,Calhoun County,US,USA,2,,,,,,,21712,11117,10595,2887,3066,2733,2571,2438,2862,2595,1628,932,1828434,28.44,-96.61,2673,78.4,,,,,,5.24,8.98,7.48,5.61,,12.72,7.86,7.86,9.36,29.56,7.86,8.23,5.24,38.17,9.36,6.36,19.950617,17.580247,23.092593,0.197556,17.027778,79.41652
US_TX_48057,2020-01-10,ChIJg2Vts2bkaYYRwh3vjh-wvjM,Q26605,geoId/48057,US,United States of America,TX,Texas,48057,Calhoun County,US,USA,2,,,,,,,21712,11117,10595,2887,3066,2733,2571,2438,2862,2595,1628,932,1828434,28.44,-96.61,2673,78.4,,,,,,8.32,13.24,8.32,,5.29,12.1,5.67,7.94,6.43,33.28,,10.21,10.21,43.12,9.08,7.57,21.154321,19.493827,22.783951,0.056444,19.652778,86.041748
