location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20191,2020-01-01,ChIJb2Nlw8q_uocRpAMP89jrDH8,Q375125,geoId/20191,US,United States of America,KS,Kansas,20191,Sumner County,US,USA,2,,,,,,,23117,11565,11552,3042,3166,2542,2656,2545,3237,3068,1686,1175,1070414,37.2333,-97.4833,3069,76.983333,,,,,7.24,6.81,6.39,,23.84,7.66,,26.82,,10.22,43.42,7.66,,3.975309,-3.425926,13.685185,0.0,,-2.660494,62.212068
US_KS_20191,2020-01-02,ChIJb2Nlw8q_uocRpAMP89jrDH8,Q375125,geoId/20191,US,United States of America,KS,Kansas,20191,Sumner County,US,USA,2,,,,,,,23117,11565,11552,3042,3166,2542,2656,2545,3237,3068,1686,1175,1070414,37.2333,-97.4833,3069,76.983333,,,,,7.74,12.48,,,16.35,6.45,6.45,29.25,,9.89,40.44,8.17,,5.574074,-0.549383,12.851852,0.0,,2.0,77.923679
US_KS_20191,2020-01-03,ChIJb2Nlw8q_uocRpAMP89jrDH8,Q375125,geoId/20191,US,United States of America,KS,Kansas,20191,Sumner County,US,USA,2,,,,,,,23117,11565,11552,3042,3166,2542,2656,2545,3237,3068,1686,1175,1070414,37.2333,-97.4833,3069,76.983333,,,,,7.27,7.7,10.69,,21.38,6.84,11.54,24.8,11.12,7.7,40.19,8.55,,4.679012,-1.524691,11.290123,0.0,,0.382716,73.874682
US_KS_20191,2020-01-04,ChIJb2Nlw8q_uocRpAMP89jrDH8,Q375125,geoId/20191,US,United States of America,KS,Kansas,20191,Sumner County,US,USA,2,,,,,,,23117,11565,11552,3042,3166,2542,2656,2545,3237,3068,1686,1175,1070414,37.2333,-97.4833,3069,76.983333,,,,,,9.39,9.39,,20.91,8.11,7.25,28.59,10.67,,37.12,6.4,,2.530864,-4.296296,9.506173,0.028222,,-5.024691,57.917562
US_KS_20191,2020-01-05,ChIJb2Nlw8q_uocRpAMP89jrDH8,Q375125,geoId/20191,US,United States of America,KS,Kansas,20191,Sumner County,US,USA,2,,,,,,,23117,11565,11552,3042,3166,2542,2656,2545,3237,3068,1686,1175,1070414,37.2333,-97.4833,3069,76.983333,,,,,13.55,7.62,,,16.09,8.05,,24.57,8.05,6.35,41.93,,,5.419753,-2.537037,13.049383,0.0,,-3.444444,53.078051
US_KS_20191,2020-01-06,ChIJb2Nlw8q_uocRpAMP89jrDH8,Q375125,geoId/20191,US,United States of America,KS,Kansas,20191,Sumner County,US,USA,2,,,,,,,23117,11565,11552,3042,3166,2542,2656,2545,3237,3068,1686,1175,1070414,37.2333,-97.4833,3069,76.983333,,,,,7.02,9.5,7.84,10.74,21.47,6.61,9.5,28.9,6.61,6.61,35.92,11.56,,2.598765,-4.030864,11.623457,0.0,,-4.895062,57.925892
US_KS_20191,2020-01-07,ChIJb2Nlw8q_uocRpAMP89jrDH8,Q375125,geoId/20191,US,United States of America,KS,Kansas,20191,Sumner County,US,USA,2,,,,,,,23117,11565,11552,3042,3166,2542,2656,2545,3237,3068,1686,1175,1070414,37.2333,-97.4833,3069,76.983333,,,,,6.88,10.53,6.88,6.48,19.43,10.93,6.88,27.94,8.1,,40.49,9.72,7.29,3.388889,-4.611111,14.135802,0.0,,-6.024691,50.458029
US_KS_20191,2020-01-08,ChIJb2Nlw8q_uocRpAMP89jrDH8,Q375125,geoId/20191,US,United States of America,KS,Kansas,20191,Sumner County,US,USA,2,,,,,,,23117,11565,11552,3042,3166,2542,2656,2545,3237,3068,1686,1175,1070414,37.2333,-97.4833,3069,76.983333,,,,,8.52,9.26,10.0,7.78,16.3,10.0,11.12,31.49,8.52,,41.5,13.34,,5.222222,-2.82716,15.67284,0.0,,-4.833333,48.602821
US_KS_20191,2020-01-09,ChIJb2Nlw8q_uocRpAMP89jrDH8,Q375125,geoId/20191,US,United States of America,KS,Kansas,20191,Sumner County,US,USA,2,,,,,,,23117,11565,11552,3042,3166,2542,2656,2545,3237,3068,1686,1175,1070414,37.2333,-97.4833,3069,76.983333,,,,,7.04,7.78,8.52,8.52,13.33,8.15,10.37,35.55,6.29,7.04,31.84,14.07,5.55,11.888889,8.845679,16.530864,0.0,,2.154321,51.426457
US_KS_20191,2020-01-10,ChIJb2Nlw8q_uocRpAMP89jrDH8,Q375125,geoId/20191,US,United States of America,KS,Kansas,20191,Sumner County,US,USA,2,,,,,,,23117,11565,11552,3042,3166,2542,2656,2545,3237,3068,1686,1175,1070414,37.2333,-97.4833,3069,76.983333,,,,,5.85,5.85,5.49,,9.14,9.14,8.04,30.35,6.22,,33.27,8.78,8.41,6.506173,-0.864198,12.790123,2.7305,,3.425926,80.865267
US_KS_20191,2020-01-11,ChIJb2Nlw8q_uocRpAMP89jrDH8,Q375125,geoId/20191,US,United States of America,KS,Kansas,20191,Sumner County,US,USA,2,,,,,,,23117,11565,11552,3042,3166,2542,2656,2545,3237,3068,1686,1175,1070414,37.2333,-97.4833,3069,76.983333,,,,,,7.16,10.52,,13.89,9.68,,21.89,7.16,8.84,46.73,7.58,,-4.962963,-8.932099,0.888889,8.9535,30.48,-8.432099,76.816982
