location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SD_46121,2020-01-11,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,,41.53,-14.5,-20.95,-5.716667,0.979714,78.74,-17.75,75.407277
US_SD_46121,2020-01-12,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,37.37,48.27,-7.566667,-13.177778,0.116667,0.0,54.61,-11.4375,72.998189
US_SD_46121,2020-01-13,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,26.99,23.72,-3.822222,-10.322222,2.788889,0.0,54.61,-7.756944,75.482002
US_SD_46121,2020-01-14,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,27.03,18.84,-7.277778,-13.044444,0.855556,0.0,40.64,-10.576389,76.813915
US_SD_46121,2020-01-15,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,18.4,18.4,-12.416667,-17.955556,-4.922222,0.03175,40.64,-15.854167,75.038295
US_SD_46121,2020-01-16,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,12.52,29.22,-13.472222,-19.222222,-4.246914,0.0,40.64,-17.819444,69.349731
US_SD_46121,2020-01-17,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,,25.89,-3.95,-7.488889,0.077778,0.4064,40.64,-7.291667,75.55763
US_SD_46121,2020-01-18,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,27.83,44.21,-8.622222,-14.15,0.961111,0.889,40.64,-13.569444,67.135966
US_SD_46121,2020-01-19,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,,34.97,-12.144444,-17.394444,-4.4,0.0,64.77,-17.534722,65.999855
US_SD_46121,2020-01-20,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,27.55,35.81,-12.244444,-17.711111,-4.294444,0.0,64.77,-16.777778,71.457308
US_SD_46121,2020-01-21,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,37.23,24.52,-3.95,-9.8,3.594444,0.0,64.77,-8.020833,72.083216
US_SD_46121,2020-01-22,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,,27.21,1.361111,-3.205556,6.833333,0.084667,64.77,-2.097222,78.958206
US_SD_46121,2020-01-23,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,26.74,23.18,-0.027778,-3.605556,5.088889,2.358571,40.64,-1.423611,88.982425
US_SD_46121,2020-01-24,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,39.66,30.44,-3.483333,-5.905556,0.355556,0.9398,40.64,-5.097222,88.248347
US_SD_46121,2020-01-25,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,28.44,31.44,-1.883333,-6.777778,5.433333,0.0254,40.64,-4.319444,84.34348
US_SD_46121,2020-01-26,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,41.62,55.05,1.605556,-3.583333,7.277778,0.0,40.64,-2.236111,76.791831
US_SD_46121,2020-01-27,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,31.56,22.54,-0.5,-2.538889,4.577778,0.0,40.64,-2.388889,85.630535
US_SD_46121,2020-01-28,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,36.41,21.04,0.138889,-1.944444,3.927778,0.399143,30.48,-1.291667,89.045393
US_SD_46121,2020-01-29,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,45.6,21.96,-1.4,-5.927778,4.311111,0.4826,30.48,-3.368056,85.631161
US_SD_46121,2020-01-30,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,23.15,,0.077778,-4.533333,6.111111,0.0,30.48,-1.993056,84.86337
US_SD_46121,2020-01-31,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,23.86,20.45,0.127778,-4.561111,5.161111,0.435429,30.48,-3.409722,75.949547
US_SD_46121,2020-02-01,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,35.61,32.37,3.811111,-2.6,12.866667,0.0,30.48,-1.555556,68.38235
US_SD_46121,2020-02-02,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,,31.06,7.666667,1.611111,12.6,0.0,30.48,-1.208333,54.478809
US_SD_46121,2020-02-03,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,20.0,25.45,-1.483333,-4.4,5.777778,0.0,,-6.118056,69.298951
US_SD_46121,2020-02-04,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,29.47,26.0,-5.716667,-8.95,-1.333333,0.0635,,-10.048611,69.21479
US_SD_46121,2020-02-05,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,23.75,27.27,-5.6,-9.661111,-0.005556,0.028222,,-10.201389,67.367527
US_SD_46121,2020-02-06,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,39.03,26.02,-2.755556,-8.322222,3.744444,0.0,,-7.597222,68.294032
US_SD_46121,2020-02-07,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,18.42,17.55,-4.938889,-8.772222,1.472222,0.169333,,-7.361111,82.275349
US_SD_46121,2020-02-08,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,27.44,,-3.355556,-9.2,6.261111,0.0508,,-7.097222,75.356339
US_SD_46121,2020-02-09,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,25.35,32.81,-1.188889,-7.344444,5.144444,0.15875,,-4.611111,76.563178
US_SD_46121,2020-02-10,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,21.42,24.85,-2.583333,-7.377778,4.177778,0.762,99.06,-7.152778,69.804555
US_SD_46121,2020-02-11,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,20.5,28.52,-2.711111,-8.833333,5.983333,0.0,78.74,-8.736111,62.315096
US_SD_46121,2020-02-12,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,19.2,29.26,-2.633333,-13.85,4.494444,0.0,50.8,-8.486111,63.580446
US_SD_46121,2020-02-13,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,20.63,21.56,-16.272222,-21.75,-7.2,0.3556,30.48,-20.902778,67.450727
US_SD_46121,2020-02-14,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,,18.48,-4.588889,-13.233333,9.507937,0.0,50.8,-10.576389,61.453892
US_SD_46121,2020-02-15,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,28.5,,2.311111,-5.433333,10.433333,0.0762,50.8,-4.861111,58.699708
US_SD_46121,2020-02-16,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,,35.32,0.922222,-6.011111,8.694444,0.0,30.48,-5.958333,61.814256
US_SD_46121,2020-02-17,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,-26,,-65,24.4,,0.088889,-3.922222,5.95,0.0635,30.48,-3.555556,76.227528
US_SD_46121,2020-02-18,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,-4,,,23.98,21.5,-5.066667,-10.455556,2.505556,0.1524,30.48,-7.9375,80.795855
US_SD_46121,2020-02-19,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,-22,,,11.75,20.36,-10.477778,-13.883333,-4.744444,0.056444,,-14.006944,74.742339
US_SD_46121,2020-02-20,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,-6,,,,22.53,-8.927778,-16.311111,3.95,0.310444,,-13.965278,66.622432
US_SD_46121,2020-02-21,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,-16,,,22.87,23.78,0.311111,-7.638889,11.988889,0.0,,-8.868056,50.535487
US_SD_46121,2020-02-22,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,,34.36,4.105556,-3.355556,14.2,0.0,,-6.743056,46.842638
US_SD_46121,2020-02-23,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,,,3.488889,-2.722222,12.261111,0.0,,-4.916667,55.733259
US_SD_46121,2020-02-24,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,-11,,,16.34,27.23,-0.238889,-4.822222,6.627778,0.0,,-4.541667,72.437301
US_SD_46121,2020-02-25,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,-26,,,14.83,21.81,-2.127778,-4.5,3.177778,1.30175,,-4.493056,81.945266
US_SD_46121,2020-02-26,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,8,,,24.92,23.26,-6.027778,-13.294444,0.672222,0.592667,,-9.263889,76.466997
US_SD_46121,2020-02-27,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,-2,,,14.98,17.48,-0.238889,-4.394444,5.116667,0.036286,30.48,-3.847222,75.805672
US_SD_46121,2020-02-28,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,-21,,,17.5,22.11,2.888889,-2.655556,10.283333,0.1778,,-2.777778,65.926146
US_SD_46121,2020-02-29,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,-21,,,,,5.15,-2.466667,16.561111,0.0,,-3.020833,56.765296
US_SD_46121,2020-03-01,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,,,4.572222,-2.172222,13.344444,0.0,,-2.729167,59.76964
US_SD_46121,2020-03-02,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,-4,,,27.86,21.57,0.761111,-5.655556,9.405556,0.0,,-5.034722,64.326221
US_SD_46121,2020-03-03,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,9,,,40.74,20.78,4.211111,-2.755556,12.405556,0.0254,,-3.125,58.328938
US_SD_46121,2020-03-04,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,8,,,,28.84,6.077778,-1.866667,18.75,0.0,,-1.833333,56.478917
US_SD_46121,2020-03-05,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,4,,,26.64,20.99,5.411111,0.044444,15.783333,0.145143,,-4.194444,49.457362
US_SD_46121,2020-03-06,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,-10,,,21.53,21.53,3.683333,-4.472222,17.092593,0.0,,-5.229167,52.795656
US_SD_46121,2020-03-07,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,34.07,27.58,11.305556,0.461111,24.461111,0.0,,-2.0,40.110572
US_SD_46121,2020-03-08,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,28.08,37.44,10.727778,3.122222,22.311111,0.0,,0.388889,49.331501
US_SD_46121,2020-03-09,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,-7,37.35,19.48,1.234568,-2.351852,9.37037,0.423333,,-2.333333,75.996284
US_SD_46121,2020-03-10,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,,,,47.39,26.5,2.802469,-3.907407,11.635802,0.762,,-1.309524,74.74524
US_SD_46121,2020-03-11,ChIJ0TI-MQaseIcREC8MgfCqaww,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2,,,,,,,10277,4983,5294,2582,2081,1471,1156,965,898,680,285,159,1425432,43.18,-100.73,3602,74.7,14,,,80.57,20.14,7.055556,-2.561728,20.604938,0.310444,,-2.865079,49.512466
