location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31043,2020-01-01,ChIJUThsZqjikYcR-AqcIXaUh24,Q490683,geoId/31043,US,United States of America,NE,Nebraska,31043,Dakota County,US,USA,2,,,,,,,20010,10101,9909,3335,2997,2711,2535,2192,2486,1953,1154,647,1425447,42.39,-96.56,693,78.3,,,,,7.68,,7.32,12.44,,,23.05,,32.19,,-2.155556,-6.522222,3.733333,0.0,30.48,-5.016667,81.150117
US_NE_31043,2020-01-02,ChIJUThsZqjikYcR-AqcIXaUh24,Q490683,geoId/31043,US,United States of America,NE,Nebraska,31043,Dakota County,US,USA,2,,,,,,,20010,10101,9909,3335,2997,2711,2535,2192,2486,1953,1154,647,1425447,42.39,-96.56,693,78.3,,,,,8.95,6.54,5.85,12.39,6.88,5.85,25.12,,25.8,5.5,1.466667,-2.472222,3.727778,0.072571,,-0.205556,88.78739
US_NE_31043,2020-01-03,ChIJUThsZqjikYcR-AqcIXaUh24,Q490683,geoId/31043,US,United States of America,NE,Nebraska,31043,Dakota County,US,USA,2,,,,,,,20010,10101,9909,3335,2997,2711,2535,2192,2486,1953,1154,647,1425447,42.39,-96.56,693,78.3,,,,,5.61,7.01,5.25,19.27,,6.3,22.77,5.25,32.23,,-0.772222,-4.044444,2.605556,0.0,,-2.265432,89.064051
US_NE_31043,2020-01-04,ChIJUThsZqjikYcR-AqcIXaUh24,Q490683,geoId/31043,US,United States of America,NE,Nebraska,31043,Dakota County,US,USA,2,,,,,,,20010,10101,9909,3335,2997,2711,2535,2192,2486,1953,1154,647,1425447,42.39,-96.56,693,78.3,,,,,8.01,9.47,,16.39,6.19,5.83,18.94,6.92,30.24,,-2.844444,-9.344444,4.405556,0.0635,,-5.844444,80.444148
US_NE_31043,2020-01-05,ChIJUThsZqjikYcR-AqcIXaUh24,Q490683,geoId/31043,US,United States of America,NE,Nebraska,31043,Dakota County,US,USA,2,,,,,,,20010,10101,9909,3335,2997,2711,2535,2192,2486,1953,1154,647,1425447,42.39,-96.56,693,78.3,,,,,9.22,8.48,6.64,15.49,7.01,6.27,17.7,6.64,22.5,,3.605556,-0.516667,6.3,0.0,,-1.75,68.394261
US_NE_31043,2020-01-06,ChIJUThsZqjikYcR-AqcIXaUh24,Q490683,geoId/31043,US,United States of America,NE,Nebraska,31043,Dakota County,US,USA,2,,,,,,,20010,10101,9909,3335,2997,2711,2535,2192,2486,1953,1154,647,1425447,42.39,-96.56,693,78.3,,,,,5.08,7.47,5.98,23.01,6.57,4.48,22.71,5.98,28.99,,-0.722222,-4.122222,3.644444,0.0,,-3.0,84.927409
US_NE_31043,2020-01-07,ChIJUThsZqjikYcR-AqcIXaUh24,Q490683,geoId/31043,US,United States of America,NE,Nebraska,31043,Dakota County,US,USA,2,,,,,,,20010,10101,9909,3335,2997,2711,2535,2192,2486,1953,1154,647,1425447,42.39,-96.56,693,78.3,,,,,10.14,6.76,5.23,12.3,,,20.29,4.61,31.97,6.46,-0.938889,-5.994444,4.716667,0.084667,,-3.766667,81.645571
US_NE_31043,2020-01-08,ChIJUThsZqjikYcR-AqcIXaUh24,Q490683,geoId/31043,US,United States of America,NE,Nebraska,31043,Dakota County,US,USA,2,,,,,,,20010,10101,9909,3335,2997,2711,2535,2192,2486,1953,1154,647,1425447,42.39,-96.56,693,78.3,,,,,6.37,10.62,,17.9,5.76,,33.67,,22.75,14.56,-5.422222,-10.122222,0.711111,0.0,,-10.683333,66.57546
US_NE_31043,2020-01-09,ChIJUThsZqjikYcR-AqcIXaUh24,Q490683,geoId/31043,US,United States of America,NE,Nebraska,31043,Dakota County,US,USA,2,,,,,,,20010,10101,9909,3335,2997,2711,2535,2192,2486,1953,1154,647,1425447,42.39,-96.56,693,78.3,,,,,6.82,7.71,6.23,14.24,,4.75,24.03,,29.37,6.53,0.238889,-4.8,4.077778,0.0,,-4.694444,69.668628
US_NE_31043,2020-01-10,ChIJUThsZqjikYcR-AqcIXaUh24,Q490683,geoId/31043,US,United States of America,NE,Nebraska,31043,Dakota County,US,USA,2,,,,,,,20010,10101,9909,3335,2997,2711,2535,2192,2486,1953,1154,647,1425447,42.39,-96.56,693,78.3,,,,,6.46,8.22,5.28,19.08,4.99,,20.55,,25.54,5.28,-5.122222,-10.605556,-0.505556,0.0,,-7.744444,81.994939
