location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20053,2020-01-01,ChIJx0tjp8Zso4cRevNzYe3w0fM,Q376059,geoId/20053,US,United States of America,KS,Kansas,20053,Ellsworth County,US,USA,2,,,,,,,6284,3537,2747,639,643,875,808,715,872,868,493,371,1070412,38.654444,-98.212778,1874,77.45,,,,1.580247,-4.62963,11.123457,0.0,,-4.074074,66.19104
US_KS_20053,2020-01-02,ChIJx0tjp8Zso4cRevNzYe3w0fM,Q376059,geoId/20053,US,United States of America,KS,Kansas,20053,Ellsworth County,US,USA,2,,,,,,,6284,3537,2747,639,643,875,808,715,872,868,493,371,1070412,38.654444,-98.212778,1874,77.45,,,41.58,4.395062,-0.58642,10.351852,0.0,,-0.006173,73.149816
US_KS_20053,2020-01-03,ChIJx0tjp8Zso4cRevNzYe3w0fM,Q376059,geoId/20053,US,United States of America,KS,Kansas,20053,Ellsworth County,US,USA,2,,,,,,,6284,3537,2747,639,643,875,808,715,872,868,493,371,1070412,38.654444,-98.212778,1874,77.45,,,39.03,2.635802,-2.895062,9.493827,0.0,,-1.382716,74.88418
US_KS_20053,2020-01-04,ChIJx0tjp8Zso4cRevNzYe3w0fM,Q376059,geoId/20053,US,United States of America,KS,Kansas,20053,Ellsworth County,US,USA,2,,,,,,,6284,3537,2747,639,643,875,808,715,872,868,493,371,1070412,38.654444,-98.212778,1874,77.45,,,,1.808642,-5.506173,10.592593,0.0,,-5.092593,60.490558
US_KS_20053,2020-01-05,ChIJx0tjp8Zso4cRevNzYe3w0fM,Q376059,geoId/20053,US,United States of America,KS,Kansas,20053,Ellsworth County,US,USA,2,,,,,,,6284,3537,2747,639,643,875,808,715,872,868,493,371,1070412,38.654444,-98.212778,1874,77.45,,,56.74,5.320988,-1.765432,10.648148,0.0,,-3.37037,53.559632
US_KS_20053,2020-01-06,ChIJx0tjp8Zso4cRevNzYe3w0fM,Q376059,geoId/20053,US,United States of America,KS,Kansas,20053,Ellsworth County,US,USA,2,,,,,,,6284,3537,2747,639,643,875,808,715,872,868,493,371,1070412,38.654444,-98.212778,1874,77.45,,,43.77,1.444444,-5.37037,10.524691,0.0,,-5.734568,59.00714
US_KS_20053,2020-01-07,ChIJx0tjp8Zso4cRevNzYe3w0fM,Q376059,geoId/20053,US,United States of America,KS,Kansas,20053,Ellsworth County,US,USA,2,,,,,,,6284,3537,2747,639,643,875,808,715,872,868,493,371,1070412,38.654444,-98.212778,1874,77.45,,,,2.401235,-5.296296,13.938272,0.0,,-6.598765,51.638919
US_KS_20053,2020-01-08,ChIJx0tjp8Zso4cRevNzYe3w0fM,Q376059,geoId/20053,US,United States of America,KS,Kansas,20053,Ellsworth County,US,USA,2,,,,,,,6284,3537,2747,639,643,875,808,715,872,868,493,371,1070412,38.654444,-98.212778,1874,77.45,,,62.24,3.537037,-3.796296,14.061728,0.056444,,-5.098765,53.505844
US_KS_20053,2020-01-09,ChIJx0tjp8Zso4cRevNzYe3w0fM,Q376059,geoId/20053,US,United States of America,KS,Kansas,20053,Ellsworth County,US,USA,2,,,,,,,6284,3537,2747,639,643,875,808,715,872,868,493,371,1070412,38.654444,-98.212778,1874,77.45,,,45.7,8.814815,1.567901,13.141975,0.0,,-0.598765,51.720389
US_KS_20053,2020-01-10,ChIJx0tjp8Zso4cRevNzYe3w0fM,Q376059,geoId/20053,US,United States of America,KS,Kansas,20053,Ellsworth County,US,USA,2,,,,,,,6284,3537,2747,639,643,875,808,715,872,868,493,371,1070412,38.654444,-98.212778,1874,77.45,,,,0.962963,-4.518519,8.777778,0.592667,,-2.395062,78.332117
