location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17145,2020-01-14,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,10.09,13.12,10.09,28.26,8.58,33.81,4.827778,-0.677778,13.0,0.0,,3.205556,89.263886
US_IL_17145,2020-01-15,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,8.52,10.03,12.03,19.05,8.02,31.59,8.727778,2.855556,14.588889,0.036286,,7.466667,91.81706
US_IL_17145,2020-01-16,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,8.1,7.59,15.69,21.25,11.64,37.96,1.738889,-3.511111,11.905556,0.0,,-2.372222,74.247465
US_IL_17145,2020-01-17,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,,10.88,9.89,25.71,,49.94,-1.9,-3.633333,1.855556,0.4572,,-5.611111,75.828481
US_IL_17145,2020-01-18,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,9.01,13.22,10.82,24.64,,25.24,5.455556,0.277778,12.161111,24.257,,3.027778,84.475092
US_IL_17145,2020-01-19,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,,9.84,,23.98,,51.03,-4.711111,-8.416667,1.166667,3.7338,,-11.488889,59.234158
US_IL_17145,2020-01-20,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,,16.26,11.45,36.14,,45.18,-7.544444,-9.544444,-3.705556,0.0,,-11.122222,75.628264
US_IL_17145,2020-01-21,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,9.66,12.2,13.22,32.53,,53.88,-4.611111,-8.355556,-0.144444,0.0,,-7.472222,80.446171
US_IL_17145,2020-01-22,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,15.26,7.39,7.39,30.53,7.39,44.31,-2.855556,-6.416667,2.894444,0.0,,-6.755556,74.609653
US_IL_17145,2020-01-23,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,,20.49,,24.99,13.0,42.98,1.466667,-0.683333,4.372222,2.286,,-1.911111,78.592974
US_IL_17145,2020-01-24,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,,22.61,14.3,34.15,6.92,27.68,2.505556,1.361111,3.961111,8.8392,,2.05,96.828478
US_IL_17145,2020-01-25,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,,26.57,,21.84,,44.87,1.277778,0.483333,2.194444,1.1684,,-0.494444,88.098877
US_IL_17145,2020-01-26,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,8.58,9.73,,38.91,9.15,34.9,0.911111,-3.855556,7.911111,0.0,,-1.405556,84.56584
US_IL_17145,2020-01-27,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,,29.2,7.3,42.34,8.76,35.04,0.177778,-2.116667,4.911111,0.0,,-0.638889,94.272309
US_IL_17145,2020-01-28,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,9.86,21.7,12.82,42.9,,38.96,-1.0,-1.872222,0.316667,0.028222,,-1.722222,94.916404
US_IL_17145,2020-01-29,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,,28.12,,36.36,,36.85,0.144444,-1.038889,2.366667,0.889,,-0.977778,92.241834
US_IL_17145,2020-01-30,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,8.88,27.62,16.28,40.45,,33.54,1.061111,-0.216667,3.605556,0.705556,,-0.072222,92.188065
US_IL_17145,2020-01-31,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,10.27,33.25,8.31,38.63,,35.7,3.15,1.366667,6.072222,0.762,,1.55,89.298065
US_IL_17145,2020-02-01,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,11.54,17.0,,30.97,9.11,37.05,4.811111,2.572222,7.505556,0.0508,,1.75,80.639679
US_IL_17145,2020-02-02,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,9.76,25.0,15.86,32.32,,34.76,8.133333,-0.227778,19.911111,0.0,,1.066667,61.385639
US_IL_17145,2020-02-03,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,,23.46,11.48,30.94,,48.41,11.983333,5.305556,19.611111,0.0,,5.444444,64.333563
US_IL_17145,2020-02-04,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,10.5,28.0,10.0,33.01,8.5,43.01,10.944444,4.027778,16.533333,2.7432,,8.883333,87.207417
US_IL_17145,2020-02-05,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,17.56,24.39,8.78,29.76,,34.15,1.75,0.694444,4.016667,7.9248,,0.277778,90.055566
US_IL_17145,2020-02-06,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,12.69,25.39,9.77,30.76,,37.59,-0.411111,-1.4,1.244444,6.25475,,-1.538889,92.155489
US_IL_17145,2020-02-07,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,11.26,21.53,8.32,24.47,,41.6,-0.077778,-1.655556,3.427778,0.108857,,-4.916667,69.958923
US_IL_17145,2020-02-08,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,10.45,18.57,12.19,26.12,,44.7,0.877778,-0.816667,2.983333,0.550333,,-2.977778,75.504282
US_IL_17145,2020-02-09,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,17.5,29.75,,26.25,,39.67,2.822222,-2.655556,14.122222,1.467556,,-0.211111,80.555529
US_IL_17145,2020-02-10,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,7.14,16.65,8.09,29.97,,34.73,5.766667,1.333333,13.777778,16.7386,,4.616667,92.338198
US_IL_17145,2020-02-11,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,10.69,19.35,10.18,30.55,10.18,32.07,2.188889,0.161111,6.683333,1.0668,,-0.522222,82.414289
US_IL_17145,2020-02-12,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,11.84,19.42,8.05,27.95,,38.37,1.738889,-0.161111,4.383333,2.1844,,0.422222,91.034841
US_IL_17145,2020-02-13,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,,21.07,11.04,33.11,,38.13,-1.105556,-8.566667,2.55,13.1318,,-2.561111,89.890149
US_IL_17145,2020-02-14,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,,,,,10.04,15.33,,21.67,,35.42,-9.761111,-13.6,-2.9,0.112889,,-14.972222,65.845515
US_IL_17145,2020-02-15,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,9,18,4,,15.78,20.64,,24.89,,44.31,-1.827778,-8.111111,8.383333,0.0,,-8.0,62.831658
US_IL_17145,2020-02-16,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,10,-2,5,,9.3,20.45,9.3,21.69,,46.48,5.394444,0.105556,11.122222,0.0,,-0.466667,65.981154
US_IL_17145,2020-02-17,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,-5,-10,-21,,9.25,20.23,15.6,30.05,,45.07,6.161111,1.4,12.511111,0.338667,,3.105556,80.8608
US_IL_17145,2020-02-18,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,2,-8,5,,8.34,16.68,,26.5,,40.73,7.616667,2.966667,12.144444,1.3716,,5.283333,85.241284
US_IL_17145,2020-02-19,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,10,10,4,,,12.04,7.22,23.11,,38.52,1.033333,-3.505556,7.444444,0.0762,,-3.522222,71.766892
US_IL_17145,2020-02-20,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,-4,10,5,,10.27,18.58,12.71,24.45,,46.45,0.116667,-2.588889,4.011111,0.0,,-5.744444,64.81864
US_IL_17145,2020-02-21,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,6,8,2,,12.09,8.37,10.69,15.8,,34.4,-3.522222,-9.361111,3.866667,0.1524,,-11.127778,55.779634
US_IL_17145,2020-02-22,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,27,5,13,,14.7,19.18,9.59,19.82,,46.03,1.027778,-6.366667,10.194444,0.0,,-7.677778,52.469139
US_IL_17145,2020-02-23,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,14,7,11,,9.18,20.8,11.01,20.19,,46.49,6.755556,0.605556,14.411111,0.0,,-1.027778,57.752607
US_IL_17145,2020-02-24,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,2,0,2,,8.51,14.65,11.82,26.95,8.04,36.87,7.183333,5.833333,9.944444,4.5974,,5.927778,91.779362
US_IL_17145,2020-02-25,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,6,-2,3,,15.38,16.31,9.79,38.22,,36.82,6.166667,3.45,8.405556,6.477,,5.7,96.846485
US_IL_17145,2020-02-26,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,7,0,5,,10.95,27.37,9.58,34.21,,37.86,1.466667,-0.033333,4.022222,0.4064,,-0.333333,87.951644
US_IL_17145,2020-02-27,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,15,10,3,,14.34,25.34,7.17,45.89,8.61,35.38,0.9,-4.522222,6.627778,0.338667,,-5.8,60.96067
US_IL_17145,2020-02-28,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,15,20,5,,7.44,20.92,8.83,32.08,,32.54,3.238889,-3.216667,7.738889,0.0,,-3.1,63.219852
US_IL_17145,2020-02-29,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,16,23,11,,,22.3,9.64,42.19,,40.99,1.083333,-5.5,8.138889,0.0,,-5.155556,63.210436
US_IL_17145,2020-03-01,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,21,20,6,,9.63,20.48,15.05,30.71,,41.55,7.722222,0.2,18.883333,0.0,,0.75,61.456172
US_IL_17145,2020-03-02,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,10,2,3,,8.89,25.7,,34.1,,39.04,11.605556,8.277778,16.477778,5.3848,,8.905556,83.563355
US_IL_17145,2020-03-03,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,19,5,3,,13.59,26.67,,31.2,,42.27,10.488889,5.022222,15.838889,6.0706,,4.994444,69.051942
US_IL_17145,2020-03-04,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,11,12,5,,10.29,20.08,13.71,37.71,,40.16,8.055556,1.45,13.883333,0.2794,,0.238889,58.043929
US_IL_17145,2020-03-05,ChIJOzyYV4j4dogROqJd9oluTWo,Q486517,geoId/17145,US,United States of America,IL,Illinois,17145,Perry County,US,USA,2,,,,,,,21281,11686,9595,2110,2517,3017,2769,2724,2844,2619,1688,993,1800896,38.09,-89.37,1157,77.283333,14,18,2,,,22.32,,36.71,,40.18,6.988889,-0.75,17.338889,0.0,,-0.105556,60.773645
