location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55091,2020-07-19,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,22,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,24.45,45.84,24.861111,19.872222,29.938889,7.3025,,18.094444,66.183362
US_WI_55091,2020-07-20,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,22,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-23,28.61,40.06,21.316667,15.022222,26.911111,0.0,,13.95,63.042085
US_WI_55091,2020-07-21,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,5,0,27,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-21,23.68,26.46,21.155556,17.405556,26.327778,2.9845,,16.894444,76.787168
US_WI_55091,2020-07-22,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,2,0,29,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-23,38.39,41.59,18.227778,13.9,24.927778,1.072444,,14.055556,76.724641
US_WI_55091,2020-07-23,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,3,0,32,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-25,28.85,23.08,18.15,11.727778,26.255556,0.0,,13.966667,76.647104
US_WI_55091,2020-07-24,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,4,0,36,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-26,29.27,36.59,23.538889,17.522222,31.211111,0.0,,18.116667,71.805909
US_WI_55091,2020-07-25,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,2,0,38,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,49.56,26.688889,23.094444,30.35,1.580444,,22.677778,78.754106
US_WI_55091,2020-07-26,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,38,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,27.05,24.316667,20.783333,28.988889,15.820571,,21.744444,85.617963
US_WI_55091,2020-07-27,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,39,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-23,,36.21,22.761111,15.877778,27.894444,6.3754,,15.738889,64.781322
US_WI_55091,2020-07-28,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,2,0,41,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-14,30.95,33.76,22.427778,17.083333,27.961111,0.47625,,16.261111,68.217071
US_WI_55091,2020-07-29,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,41,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-27,,34.13,22.105556,15.55,28.116667,0.1778,,15.755556,67.449081
US_WI_55091,2020-07-30,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,-1,0,40,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-27,,42.38,21.105556,14.977778,26.866667,0.0,,14.144444,64.712718
US_WI_55091,2020-07-31,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,40,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-19,25.66,34.72,20.493827,12.938272,27.450617,0.0,,13.493827,64.355014
US_WI_55091,2020-08-01,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,40,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,40.88,21.138889,14.094444,27.761111,0.0,,14.666667,66.688652
US_WI_55091,2020-08-02,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,40,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,29.81,19.355556,16.65,23.9,0.0635,,15.044444,76.246324
US_WI_55091,2020-08-03,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,40,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-22,28.35,,15.727778,9.844444,21.216667,0.0,,9.55,66.774642
US_WI_55091,2020-08-04,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,41,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-15,31.27,38.37,16.205556,9.2,24.355556,0.0,,9.438889,64.397798
US_WI_55091,2020-08-05,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,42,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-19,27.62,29.0,18.283333,11.344444,24.877778,0.0,,10.944444,62.503332
US_WI_55091,2020-08-06,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,42,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-19,,43.4,19.411111,13.538889,25.283333,0.0,,13.305556,67.997863
US_WI_55091,2020-08-07,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,42,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-19,23.52,36.76,21.483333,17.172222,27.227778,0.471714,,15.783333,70.12574
US_WI_55091,2020-08-08,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,42,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,,24.338889,20.244444,29.138889,0.0,,19.644444,75.174743
US_WI_55091,2020-08-09,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,42,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,32.95,47.93,22.583333,17.827778,29.472222,4.826,,18.788889,79.274585
US_WI_55091,2020-08-10,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,42,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-17,47.18,41.46,22.927778,19.394444,28.238889,5.6515,,18.027778,74.156283
US_WI_55091,2020-08-11,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,42,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-12,,30.71,19.85,11.955556,28.444444,0.1524,,12.35,62.192201
US_WI_55091,2020-08-12,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,42,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-20,,28.94,19.722222,13.561111,26.061111,2.667,,14.711111,72.981349
US_WI_55091,2020-08-13,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,42,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-20,,29.13,23.266667,18.355556,30.172222,0.931333,,18.188889,73.255006
US_WI_55091,2020-08-14,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,43,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-16,27.14,36.19,24.305556,19.538889,29.455556,0.0,,19.394444,74.204293
US_WI_55091,2020-08-15,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,44,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,,20.166667,14.344444,27.127778,8.47725,,14.661111,70.678904
US_WI_55091,2020-08-16,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,2,0,46,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,49.49,20.7,14.877778,28.038889,0.8636,,14.061111,65.960067
US_WI_55091,2020-08-17,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,46,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,21.97,39.82,20.811111,16.538889,25.877778,0.197556,,13.327778,62.531486
US_WI_55091,2020-08-18,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,46,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,22.68,36.02,18.15,11.105556,25.411111,0.0,,11.005556,63.253963
US_WI_55091,2020-08-19,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,46,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,25.18,38.43,19.777778,12.538889,27.633333,0.0,,13.127778,65.637123
US_WI_55091,2020-08-20,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,46,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,33.66,22.172222,16.061111,28.272222,0.0,,15.388889,65.536061
US_WI_55091,2020-08-21,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,46,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,32.64,23.344444,18.016667,30.172222,0.804333,,16.794444,66.75
US_WI_55091,2020-08-22,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,46,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,28.32,,22.894444,17.95,28.116667,9.779,,18.077778,74.378405
US_WI_55091,2020-08-23,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,46,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,27.04,23.894444,17.794444,31.4,1.4986,,19.544444,76.720033
US_WI_55091,2020-08-24,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,47,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,31.5,24.25,18.994444,30.933333,0.127,,18.861111,72.136816
US_WI_55091,2020-08-25,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,47,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,21.55,20.29,25.15,20.144444,31.244444,0.846667,,20.255556,74.444928
US_WI_55091,2020-08-26,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,47,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,29.64,28.3,27.016667,21.977778,32.555556,0.635,,19.055556,61.923701
US_WI_55091,2020-08-27,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,47,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,23.96,25.622222,21.083333,30.6,0.127,,19.727778,70.222049
US_WI_55091,2020-08-28,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,-1,0,46,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,22.86,23.227778,18.75,28.188889,4.120444,,18.994444,77.192948
US_WI_55091,2020-08-29,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,46,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,,20.027778,13.883333,25.077778,4.1148,,12.961111,63.90533
US_WI_55091,2020-08-30,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,46,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,27.66,23.29,17.561111,10.872222,24.65,0.0,,11.577778,68.032596
US_WI_55091,2020-08-31,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,46,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,20.39,36.25,18.383333,14.661111,22.45,9.652,,12.261111,67.637077
US_WI_55091,2020-09-01,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,47,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,30.48,15.222222,10.377778,20.761111,9.256889,,10.111111,71.791841
US_WI_55091,2020-09-02,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,48,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,24.37,30.18,18.505556,12.072222,26.227778,0.0,,10.416667,59.461717
US_WI_55091,2020-09-03,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,48,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,25.6,24.43,19.4,15.333333,23.711111,0.145143,,9.038889,51.275181
US_WI_55091,2020-09-04,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,2,0,50,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,31.9,23.63,15.394444,8.711111,22.916667,0.0,,6.844444,56.850387
US_WI_55091,2020-09-05,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,50,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,24.31,34.31,17.377778,9.583333,25.027778,0.028222,,9.616667,60.657368
US_WI_55091,2020-09-06,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,50,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,45.68,19.905556,14.166667,27.422222,2.95275,,14.955556,73.313187
US_WI_55091,2020-09-07,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,50,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,24.52,43.6,15.511111,10.272222,24.988889,2.314222,,7.966667,60.935048
US_WI_55091,2020-09-08,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,50,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,32.59,9.094444,7.427778,11.477778,2.370667,,6.455556,83.618651
US_WI_55091,2020-09-09,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,50,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,26.44,37.46,7.872222,6.938889,9.172222,2.257778,,5.655556,86.191286
US_WI_55091,2020-09-10,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,50,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,29.06,7.166667,3.361111,14.177778,4.6482,,4.944444,85.827816
US_WI_55091,2020-09-11,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,3,0,53,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-12,,20.94,9.988889,4.811111,15.455556,0.0,,7.216667,82.965661
US_WI_55091,2020-09-12,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,54,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,41.94,14.166667,12.133333,17.816667,3.951111,,12.666667,90.735033
US_WI_55091,2020-09-13,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,54,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,28.04,15.244444,10.766667,21.777778,1.382889,,12.355556,82.938334
US_WI_55091,2020-09-14,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,54,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-11,,28.38,16.894444,11.944444,24.061111,0.0,,13.283333,79.465674
US_WI_55091,2020-09-15,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,-1,0,53,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-4,18.21,30.73,20.283333,15.794444,26.061111,0.0,,14.516667,69.595341
US_WI_55091,2020-09-16,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,54,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-13,,34.5,18.433333,14.788889,23.044444,0.0,,12.25,67.333576
US_WI_55091,2020-09-17,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,55,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-20,34.03,23.47,11.033333,5.183333,17.0,0.0,,4.355556,63.732653
US_WI_55091,2020-09-18,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,56,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-9,32.1,25.93,9.044444,1.672222,16.772222,0.0,,0.883333,56.807699
US_WI_55091,2020-09-19,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,57,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,24.86,11.327778,4.038889,20.344444,0.0,,4.877778,64.71936
US_WI_55091,2020-09-20,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,57,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,49.68,15.488889,10.244444,22.105556,0.0,,6.561111,55.451993
US_WI_55091,2020-09-21,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,58,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-15,19.61,19.61,18.111111,12.95,25.266667,0.0,,7.911111,51.492784
US_WI_55091,2020-09-22,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,59,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-8,,30.85,19.422222,12.966667,27.383333,0.0,,13.266667,67.722314
US_WI_55091,2020-09-23,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,59,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-14,,31.67,19.633333,12.305556,28.277778,0.0,,13.1,66.269849
US_WI_55091,2020-09-24,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,2,0,61,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-15,22.19,24.52,18.794444,14.933333,23.961111,6.801556,,14.305556,75.442204
US_WI_55091,2020-09-25,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,61,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-4,19.41,26.69,18.794444,13.15,28.027778,6.4516,,15.211111,79.767976
US_WI_55091,2020-09-26,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,4,0,65,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,43.56,18.533333,13.961111,24.816667,0.0,,15.883333,84.601316
US_WI_55091,2020-09-27,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,4,0,69,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,,,25.75,15.527778,11.961111,21.161111,0.620889,,11.122222,75.125438
US_WI_55091,2020-09-28,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,69,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-13,18.33,27.5,11.655556,9.538889,15.388889,0.3175,,8.033333,78.490168
US_WI_55091,2020-09-29,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,0,0,69,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-4,19.39,23.02,11.361111,8.494444,16.894444,0.5715,,6.966667,74.450614
US_WI_55091,2020-09-30,ChIJfVMgitFa-IcR9bC2EPaJ8Xg,Q505868,geoId/55091,US,United States of America,WI,Wisconsin,55091,Pepin County,US,USA,2,1,0,70,0,,,7246,3680,3566,839,821,721,758,798,1106,1123,655,425,1796054,44.6,-92.0,644,,-11,,22.23,11.161111,6.455556,16.255556,1.016,,5.755556,69.778734
