location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_FL_12049,2020-07-20,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,4,0,710,4,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-30,-31,-45,-29,,13.56,14.65,11.94,,11.39,11.39,,32.55,,10.85,52.62,11.39,9.22,28.25,24.144444,33.861111,5.644444,23.590278,75.251885
US_FL_12049,2020-07-21,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,7,0,717,4,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-33,-33,-47,-34,,8.19,12.56,,8.74,8.74,13.66,8.74,33.32,,12.56,56.81,,,27.588889,24.083333,33.75,2.032,23.090278,75.514103
US_FL_12049,2020-07-22,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,9,0,726,4,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-30,-29,-49,-33,,10.05,12.29,10.61,,9.49,8.94,12.29,31.28,,,35.75,,,26.127778,23.338889,31.461111,7.58825,23.722222,85.896341
US_FL_12049,2020-07-23,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,7,0,733,4,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-27,-29,-50,-32,,15.2,8.14,,,11.4,,16.83,27.68,,8.69,46.14,,,25.794444,23.161111,30.394444,12.5095,23.993056,89.211363
US_FL_12049,2020-07-24,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,26,0,759,4,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-32,-31,-40,-34,,8.38,12.86,11.74,,12.3,,11.74,30.74,,,39.69,11.74,,26.761111,22.705556,33.75,9.3345,23.145833,80.008317
US_FL_12049,2020-07-25,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,17,0,776,4,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-25,-26,-42,-22,,12.72,13.32,,10.3,,,,29.07,11.51,,52.09,12.11,9.09,27.427778,23.133333,33.65,7.01675,23.75,79.462344
US_FL_12049,2020-07-26,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,5,1,781,5,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-30,-25,-41,-26,,16.42,13.49,12.31,,14.66,12.31,10.55,23.46,,11.14,51.02,9.38,,27.444444,23.727778,33.811111,1.669143,23.569444,78.980314
US_FL_12049,2020-07-27,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,8,0,789,5,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-29,-36,-43,-35,,15.83,15.28,,9.82,11.46,14.19,12.55,28.38,,8.73,44.21,,,26.388889,22.877778,33.233333,4.03225,23.222222,83.304835
US_FL_12049,2020-07-28,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,16,1,805,6,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-27,-33,-41,-32,,11.23,16.57,,27.27,12.3,10.69,9.62,37.42,11.23,,54.53,9.09,8.55,26.2,23.111111,31.544444,13.23975,23.208333,84.089424
US_FL_12049,2020-07-29,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,7,1,812,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-27,-29,-44,-33,,,,16.34,12.53,10.35,13.07,9.81,37.59,8.72,8.17,50.12,,9.26,27.216049,23.518519,33.160494,3.302,23.047619,77.471976
US_FL_12049,2020-07-30,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,7,0,819,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-29,-28,-40,-34,,9.27,,8.72,14.72,9.81,13.63,9.27,34.34,,8.18,46.34,9.27,,28.438272,23.919753,33.679012,5.42925,23.309524,73.005445
US_FL_12049,2020-07-31,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,14,0,833,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-29,-22,-39,-32,,9.32,10.41,,8.77,10.96,16.45,9.32,27.96,12.06,8.22,50.43,,,28.944444,24.41358,34.320988,5.805714,23.714286,72.885568
US_FL_12049,2020-08-01,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,8,0,841,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-27,-20,-39,-21,,11.27,10.68,,13.05,10.09,15.42,,26.7,,12.46,50.42,,,29.783333,24.977778,34.633333,0.0635,22.868056,66.013648
US_FL_12049,2020-08-02,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,16,0,857,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-34,-28,-65,-22,,9.79,9.24,11.96,9.24,,18.48,,23.92,9.79,,44.58,,,28.166667,24.85,32.277778,0.79375,24.0625,77.705732
US_FL_12049,2020-08-03,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,0,0,857,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-25,-25,-41,-32,,11.53,11.01,8.91,8.91,,13.11,9.44,26.73,,9.44,35.65,,,28.583333,24.35,33.588889,1.4986,23.256944,72.641639
US_FL_12049,2020-08-04,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,0,0,857,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-29,-28,-49,-31,,10.38,16.09,7.78,,9.86,13.49,9.34,26.98,,8.82,40.99,7.78,,29.061111,24.65,33.594444,2.413,24.576389,76.734012
US_FL_12049,2020-08-05,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,9,0,866,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-25,-24,-45,-32,,11.29,12.9,8.6,,,8.6,8.6,22.04,,10.75,40.85,,,26.522222,23.638889,32.572222,6.44525,23.763889,85.207712
US_FL_12049,2020-08-06,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,24,0,890,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-21,-27,-41,-32,,12.14,9.5,,17.41,,17.94,12.66,20.58,11.08,10.03,40.63,,7.92,27.277778,23.506173,33.58642,8.8265,23.65873,79.913286
US_FL_12049,2020-08-07,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,18,0,908,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-25,-30,-36,-33,,13.95,12.83,11.72,9.49,11.16,15.07,12.28,29.57,,15.62,56.92,,9.49,28.055556,23.925926,34.123457,0.399143,23.857143,77.911243
US_FL_12049,2020-08-08,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,42,0,950,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-24,-21,-42,-17,,10.81,14.41,9.61,,,,,23.42,10.81,11.41,45.64,,,28.123457,23.271605,34.938272,5.785556,23.079365,73.270137
US_FL_12049,2020-08-09,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,13,0,963,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-30,-25,-47,-24,,,14.98,,,9.8,9.22,8.64,27.09,,9.22,35.73,10.37,,28.141975,24.055556,34.246914,0.471714,23.865079,77.526625
US_FL_12049,2020-08-10,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,13,0,976,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-25,-31,-32,-33,,9.71,10.73,9.2,,13.28,12.77,13.28,28.61,,11.75,48.02,10.73,,27.722222,23.858025,34.814815,1.378857,23.642857,78.656934
US_FL_12049,2020-08-11,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,10,0,986,7,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-27,-32,-48,-33,,7.77,11.4,11.91,,10.36,8.29,12.43,27.97,,16.06,44.55,9.84,,27.549383,23.481481,34.117284,17.598571,23.404762,78.747848
US_FL_12049,2020-08-12,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,6,1,992,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-21,-26,-52,-34,,,12.27,8.97,,10.86,12.27,6.61,26.91,8.5,9.91,39.18,,10.86,27.049383,23.308642,33.679012,2.213429,23.246032,79.644962
US_FL_12049,2020-08-13,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,6,0,998,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-25,-28,-46,-32,,7.63,11.44,9.06,9.53,14.3,9.06,10.01,47.19,,,37.66,,,28.098765,24.024691,34.290123,3.628571,23.97619,78.107757
US_FL_12049,2020-08-14,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,8,0,1006,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-23,-28,-37,-33,,12.42,10.2,11.09,,6.21,10.64,8.87,27.5,,7.1,36.81,,,27.950617,23.907407,34.395062,7.728857,23.674603,76.006697
US_FL_12049,2020-08-15,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,3,0,1009,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-25,-22,-32,-19,,,13.03,,,,,11.26,23.69,,8.88,48.57,,13.03,27.969136,24.358025,33.567901,4.374444,23.777778,77.320179
US_FL_12049,2020-08-16,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,2,0,1011,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-29,-25,-51,-28,,13.45,9.36,12.28,8.77,10.53,11.7,,28.66,,12.87,60.25,,9.94,27.975309,24.734568,32.117284,2.76225,24.468254,81.125965
US_FL_12049,2020-08-17,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,1,0,1012,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,,8.68,13.71,8.68,14.62,10.05,,31.99,,8.23,45.24,,6.86,27.666667,24.524691,32.574074,2.413,24.404762,83.225173
US_FL_12049,2020-08-18,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,7,0,1019,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,8.1,14.06,8.1,6.82,13.21,11.08,9.37,21.3,,6.39,39.62,7.24,6.39,26.919753,23.697531,33.04321,3.598333,23.785714,83.057473
US_FL_12049,2020-08-19,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,4,0,1023,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,11.13,13.27,9.42,,11.56,7.71,6.85,30.83,13.7,9.85,41.96,7.71,8.56,25.722222,23.308642,30.469136,3.265714,23.119048,85.868989
US_FL_12049,2020-08-20,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,22,0,1045,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,6.06,13.42,11.69,6.06,19.91,6.92,9.09,34.19,,9.95,40.25,6.92,7.79,26.962963,23.17284,32.598765,2.249714,23.444444,81.189729
US_FL_12049,2020-08-21,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,4,0,1049,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,7.42,9.16,6.98,,8.29,9.16,,31.42,,,38.83,7.42,,26.074074,23.018519,32.728395,7.62,23.492063,85.618457
US_FL_12049,2020-08-22,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,1,0,1050,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,9.26,13.31,,,,12.73,,23.73,,9.26,39.35,,,26.209877,23.339506,31.82716,8.781143,23.706349,85.58014
US_FL_12049,2020-08-23,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,9,0,1059,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,12.27,12.82,8.36,8.92,12.82,15.05,8.36,27.88,,10.59,38.47,10.04,10.59,27.604938,23.759259,33.981481,8.672286,24.063492,80.975064
US_FL_12049,2020-08-24,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,5,0,1064,8,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,11.33,10.02,7.84,,,11.33,12.2,28.76,6.1,7.84,44.02,,9.59,28.82716,25.166667,34.117284,2.975429,24.746032,77.977935
US_FL_12049,2020-08-25,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,2,1,1066,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,11.55,8.0,8.0,,10.22,17.32,7.55,18.66,6.22,8.0,44.86,8.44,8.0,29.422222,25.755556,34.338889,2.257778,24.409722,72.913254
US_FL_12049,2020-08-26,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,7,0,1073,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,6.56,11.81,8.31,7.0,8.75,13.13,8.31,25.38,10.94,11.38,48.57,10.06,8.75,28.888889,25.577778,34.105556,0.677333,24.826389,78.321714
US_FL_12049,2020-08-27,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,10,0,1083,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,6.61,12.77,9.25,,9.25,7.93,7.49,16.73,,13.21,44.48,8.81,7.05,28.755556,24.961111,34.383333,8.255,24.541667,77.42463
US_FL_12049,2020-08-28,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,0,0,1083,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,8.66,12.77,14.14,9.58,12.31,8.66,7.3,18.7,,9.12,46.97,18.24,,28.477778,24.705556,33.788889,3.84175,24.5,79.018312
US_FL_12049,2020-08-29,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,8,0,1091,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,9.6,,11.29,,12.98,10.16,,33.87,,10.16,47.99,,13.55,28.916667,25.3,33.683333,1.04775,24.868056,78.77767
US_FL_12049,2020-08-30,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,1,0,1092,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,,,8.32,,9.43,12.2,,26.62,,12.76,47.14,10.54,,26.661111,23.766667,31.511111,4.22275,24.194444,86.841426
US_FL_12049,2020-08-31,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,5,0,1097,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,6.97,10.45,7.4,6.1,14.8,9.14,6.53,28.3,6.1,8.27,46.59,9.14,,25.905556,23.683333,30.544444,15.14475,23.590278,88.012659
US_FL_12049,2020-09-01,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,7,0,1104,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,8.07,13.0,,,11.65,7.62,11.65,26.45,,8.07,43.48,,9.86,27.394444,23.566667,33.4,5.813778,23.583333,78.769208
US_FL_12049,2020-09-02,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,4,0,1108,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,12.22,15.84,,,9.51,9.05,10.86,21.27,,9.05,39.38,9.51,8.15,28.95,24.172222,34.238889,3.81,24.125,74.476488
US_FL_12049,2020-09-03,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,13,0,1121,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,7.34,13.38,9.5,,15.97,9.5,7.77,20.29,6.91,8.2,43.17,6.47,7.34,28.944444,24.522222,34.977778,4.73075,24.1875,74.694954
US_FL_12049,2020-09-04,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,4,0,1125,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,12.38,12.83,6.42,,11.0,9.62,,27.04,8.71,,39.42,,,29.483333,24.883333,35.172222,3.302,24.166667,72.299927
US_FL_12049,2020-09-05,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,25,0,1150,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,10.46,,20.91,,17.43,,11.62,22.66,,11.04,38.92,,,28.944444,24.9,34.833333,0.338667,24.048611,73.845518
US_FL_12049,2020-09-06,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,16,0,1166,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,,9.04,9.04,,12.99,,,35.03,,,46.33,,,26.755556,23.927778,33.344444,5.813778,23.486111,81.851933
US_FL_12049,2020-09-07,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,9,0,1175,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,,9.45,8.89,8.34,11.67,,,30.02,13.9,8.34,39.47,,12.23,26.074074,22.907407,32.358025,7.96925,23.095238,83.229771
US_FL_12049,2020-09-08,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,2,0,1177,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,6.57,16.2,8.75,7.0,12.26,12.26,10.07,31.52,7.88,8.75,43.33,10.51,,26.638889,22.955556,32.744444,3.048,23.006944,79.6898
US_FL_12049,2020-09-09,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,8,0,1185,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,10.56,13.2,11.0,,7.92,13.2,9.68,22.43,6.16,7.92,37.39,7.04,7.04,26.072222,23.616667,32.038889,5.42925,23.875,86.636893
US_FL_12049,2020-09-10,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,5,0,1190,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,,,,,,7.49,14.54,11.01,,9.69,11.01,12.78,29.51,10.57,10.57,45.81,7.93,,26.117284,23.759259,32.45679,5.660571,23.809524,86.027723
US_FL_12049,2020-09-11,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,12,0,1202,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-24,-30,-27,-29,,7.7,9.97,10.88,9.52,,8.16,6.34,23.56,8.61,,47.58,7.25,6.8,27.044444,23.961111,32.455556,13.68425,24.513889,85.256531
US_FL_12049,2020-09-12,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,9,0,1211,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-28,-30,-25,-19,,13.32,14.43,,,8.32,9.99,9.99,24.97,,,36.62,,8.88,26.666667,24.358025,31.061728,5.950857,24.15873,85.268561
US_FL_12049,2020-09-13,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,13,0,1224,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-29,-33,-38,-27,,10.31,22.25,10.86,,11.94,11.94,14.65,28.77,,14.65,51.02,14.11,,25.265432,23.858025,27.907407,10.268857,23.396825,89.048793
US_FL_12049,2020-09-14,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,11,0,1235,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-27,-34,-20,-24,,9.29,20.34,7.52,,10.17,8.84,10.61,22.55,,7.52,38.03,,6.63,26.648148,24.382716,30.722222,11.974286,24.388889,86.409228
US_FL_12049,2020-09-15,ChIJEewZJFLD3IgR7MDdgOV_dsw,Q488792,geoId/12049,US,United States of America,FL,Florida,12049,Hardee County,US,USA,2,7,0,1242,9,,,27154,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118,1210738,27.49,-81.81,1653,79.533333,-25,-31,-25,-26,,10.33,12.13,,,8.98,14.37,8.09,28.3,,9.43,40.88,10.78,,27.049383,24.54321,31.41358,7.52475,24.309524,84.064003
