location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NM_35055,2020-01-01,ChIJTyS6WOXqF4cR_ryb_5qizsU,Q484991,geoId/35055,US,United States of America,NM,New Mexico,35055,Taos County,US,USA,2,,,,,,,32790,16089,16701,3086,3502,3191,3426,3757,4678,5767,3670,1713,421122,36.57,-105.63,5710,81.416667,,,,,,4.84,7.26,5.5,9.46,7.26,6.6,7.04,3.3,17.83,11.23,3.52,4.62,5.28,5.28,3.52,3.3,3.3,3.08,4.4,23.11,6.82,5.94,3.96,3.96,,41.82,3.52,5.72,7.92,,,-7.816667,-17.266667,2.827778,0.0,78.74,-15.345679,56.128363
US_NM_35055,2020-01-02,ChIJTyS6WOXqF4cR_ryb_5qizsU,Q484991,geoId/35055,US,United States of America,NM,New Mexico,35055,Taos County,US,USA,2,,,,,,,32790,16089,16701,3086,3502,3191,3426,3757,4678,5767,3670,1713,421122,36.57,-105.63,5710,81.416667,,,,,,6.59,7.01,,10.41,6.38,7.86,7.65,3.4,21.04,10.84,4.04,6.16,3.4,3.19,5.31,,6.38,4.89,5.1,21.46,4.67,6.8,3.4,,4.67,41.02,4.46,2.98,7.22,3.83,,-5.677778,-12.6,1.283333,0.09525,50.8,-10.567901,69.499715
US_NM_35055,2020-01-03,ChIJTyS6WOXqF4cR_ryb_5qizsU,Q484991,geoId/35055,US,United States of America,NM,New Mexico,35055,Taos County,US,USA,2,,,,,,,32790,16089,16701,3086,3502,3191,3426,3757,4678,5767,3670,1713,421122,36.57,-105.63,5710,81.416667,,,,,,5.09,9.3,7.31,11.74,5.09,6.87,5.09,4.21,18.39,9.97,5.32,5.98,4.43,3.1,5.98,3.99,,,8.42,22.82,5.98,4.87,4.65,3.1,5.32,38.33,6.2,5.09,4.43,,,-8.866667,-16.5,1.211111,0.0,50.8,-13.62963,67.486391
US_NM_35055,2020-01-04,ChIJTyS6WOXqF4cR_ryb_5qizsU,Q484991,geoId/35055,US,United States of America,NM,New Mexico,35055,Taos County,US,USA,2,,,,,,,32790,16089,16701,3086,3502,3191,3426,3757,4678,5767,3670,1713,421122,36.57,-105.63,5710,81.416667,,,,,,5.05,6.5,7.22,7.7,7.46,4.57,6.26,3.85,18.53,7.94,4.81,4.33,4.81,3.37,5.05,4.09,4.57,6.74,5.29,22.62,6.26,4.57,3.37,7.7,4.33,37.06,3.61,6.02,5.54,,4.33,-5.077778,-14.344444,6.388889,0.1016,50.8,-11.709877,60.598482
US_NM_35055,2020-01-05,ChIJTyS6WOXqF4cR_ryb_5qizsU,Q484991,geoId/35055,US,United States of America,NM,New Mexico,35055,Taos County,US,USA,2,,,,,,,32790,16089,16701,3086,3502,3191,3426,3757,4678,5767,3670,1713,421122,36.57,-105.63,5710,81.416667,,,,,,,11.65,4.05,9.62,8.36,4.31,6.33,,19.25,13.43,,3.8,3.55,3.55,5.83,3.8,4.05,4.81,5.32,24.06,5.83,5.83,,,3.8,35.72,5.07,7.09,4.31,4.31,3.55,-1.561111,-11.755556,7.616667,0.0,30.48,-10.691358,51.746914
US_NM_35055,2020-01-06,ChIJTyS6WOXqF4cR_ryb_5qizsU,Q484991,geoId/35055,US,United States of America,NM,New Mexico,35055,Taos County,US,USA,2,,,,,,,32790,16089,16701,3086,3502,3191,3426,3757,4678,5767,3670,1713,421122,36.57,-105.63,5710,81.416667,,,,,,4.71,7.94,6.2,11.66,7.44,8.19,8.44,4.47,23.32,8.68,7.2,8.19,4.71,3.47,5.21,4.47,,4.71,7.69,19.35,9.43,4.47,,,4.47,37.22,3.47,4.96,5.21,5.71,4.96,-2.272222,-9.227778,5.627778,0.0,30.48,-12.203704,48.170413
US_NM_35055,2020-01-07,ChIJTyS6WOXqF4cR_ryb_5qizsU,Q484991,geoId/35055,US,United States of America,NM,New Mexico,35055,Taos County,US,USA,2,,,,,,,32790,16089,16701,3086,3502,3191,3426,3757,4678,5767,3670,1713,421122,36.57,-105.63,5710,81.416667,,,,,,,5.99,7.38,11.29,5.76,6.45,7.38,4.15,21.66,8.99,3.46,8.53,,3.46,8.07,4.61,3.92,6.68,5.99,24.43,7.61,5.99,,4.15,3.92,39.18,3.92,6.45,6.45,,,-4.822222,-12.555556,5.416667,0.0,30.48,-14.419753,47.754467
US_NM_35055,2020-01-08,ChIJTyS6WOXqF4cR_ryb_5qizsU,Q484991,geoId/35055,US,United States of America,NM,New Mexico,35055,Taos County,US,USA,2,,,,,,,32790,16089,16701,3086,3502,3191,3426,3757,4678,5767,3670,1713,421122,36.57,-105.63,5710,81.416667,,,,,,4.2,4.67,5.6,11.44,6.54,8.64,5.37,3.27,21.48,14.01,6.54,7.24,3.5,4.9,6.54,,3.74,,6.77,32.92,7.24,6.07,5.14,3.5,3.97,35.03,,13.08,5.14,4.44,3.27,-4.061111,-12.45,6.022222,0.0,30.48,-12.771605,51.03625
US_NM_35055,2020-01-09,ChIJTyS6WOXqF4cR_ryb_5qizsU,Q484991,geoId/35055,US,United States of America,NM,New Mexico,35055,Taos County,US,USA,2,,,,,,,32790,16089,16701,3086,3502,3191,3426,3757,4678,5767,3670,1713,421122,36.57,-105.63,5710,81.416667,,,,,,3.65,6.85,5.71,6.85,7.99,,4.57,3.19,21.23,11.18,3.19,5.02,4.57,3.42,4.79,5.48,,,4.79,35.83,5.71,7.3,3.65,,7.3,32.41,5.93,15.06,4.57,,4.34,-1.644444,-9.561111,5.05,0.0,30.48,-12.074074,45.664381
US_NM_35055,2020-01-10,ChIJTyS6WOXqF4cR_ryb_5qizsU,Q484991,geoId/35055,US,United States of America,NM,New Mexico,35055,Taos County,US,USA,2,,,,,,,32790,16089,16701,3086,3502,3191,3426,3757,4678,5767,3670,1713,421122,36.57,-105.63,5710,81.416667,,,,,,,7.16,6.01,9.24,8.55,5.78,6.7,4.16,19.41,10.17,5.78,6.93,3.47,4.85,3.93,4.16,,3.7,8.78,22.18,7.86,4.85,,,4.16,35.59,4.16,8.32,3.93,4.39,,-5.083333,-10.85,1.083333,0.217714,30.48,-9.45679,71.015781
