location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13137,2021-07-12,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,5225,164,43,5278,0,0,0,0,0,0,0,0,0,0,44,58,317,888,673,699,719,585,390,281,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,42,59,117,112,90,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,0,2,-27,5,8.48,9.23,4.52,17.53,9.8,6.41,,9.05,3.58,3.77,3.39,8.1,3.96,6.22,2.64,4.15,8.29,3.2,7.35,2.64,5.84,3.96,4.71,3.58,8.48,25.07,6.79,3.58,13.95,5.47,4.9,4.71,5.28,50.32,7.92,10.74,6.97,5.09,5.84,4.15,4.52,23.672222,20.444444,29.361111,2.866571,,20.488889,82.514445
US_GA_13137,2021-07-13,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,4,0,5229,164,0,5278,0,0,0,2,1,1,0,0,0,1,44,58,317,890,674,700,719,585,390,282,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,0,0,1,7,3,8,14,31,42,59,117,112,91,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,4,6,-26,5,8.35,5.82,4.85,14.56,9.9,5.63,6.02,8.73,3.69,6.41,4.66,10.09,4.46,6.21,3.3,6.6,14.17,7.18,6.21,4.85,5.05,5.24,7.18,,13.2,30.48,6.02,,9.71,4.08,4.46,6.02,7.76,50.08,4.66,11.06,7.96,6.41,8.15,4.27,5.82,22.411111,19.116667,29.038889,11.829143,,19.633333,84.403048
US_GA_13137,2021-07-14,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,7,0,5236,164,18,5296,0,0,0,2,0,0,2,1,1,0,44,58,317,892,674,700,721,586,391,282,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,1,0,0,0,7,3,8,14,31,42,60,117,112,91,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,4,8,-26,4,8.12,10.83,6.58,14.7,9.87,6.0,,8.9,6.38,2.9,3.67,8.12,3.67,3.87,,6.96,12.38,4.25,6.38,3.1,3.29,4.25,5.61,,9.48,27.08,5.22,3.1,14.51,5.42,3.48,4.25,4.84,46.42,5.61,10.64,9.29,6.77,5.22,3.87,4.64,24.233333,19.15,30.388889,0.108857,,20.383333,79.285511
US_GA_13137,2021-07-15,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,4,0,5240,164,0,5296,0,0,0,0,0,1,1,3,0,0,44,58,317,892,674,701,722,589,391,282,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,42,60,117,112,91,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,10,11,-25,4,4.27,9.13,5.25,16.32,8.35,7.77,2.91,5.44,5.25,,3.88,8.74,4.27,6.02,,,14.18,6.02,5.83,3.11,4.86,2.91,4.86,4.86,8.94,25.84,6.22,,13.02,,3.69,6.99,4.86,46.43,4.66,10.3,6.8,5.83,8.35,4.27,5.25,24.894444,19.661111,31.3,0.0,,20.383333,76.222938
US_GA_13137,2021-07-16,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,1,0,5241,164,0,5296,0,0,0,0,1,0,0,0,0,0,44,58,317,892,675,701,722,589,391,282,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,42,60,117,112,91,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,1,5,-25,3,4.23,4.84,5.64,17.13,7.46,7.46,5.04,5.44,4.84,4.63,5.24,8.26,4.23,5.84,3.63,5.04,7.46,4.84,4.03,3.22,4.63,4.84,6.65,4.43,12.69,29.22,6.45,5.04,12.89,3.42,3.02,6.45,4.84,47.95,5.04,10.07,7.05,,8.06,4.63,4.23,25.472222,19.511111,32.0,0.903111,,20.516667,74.295463
US_GA_13137,2021-07-17,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,5241,164,1,5297,0,0,0,0,0,0,0,0,0,0,44,58,317,892,675,701,722,589,391,282,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,42,60,117,112,91,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,0,12,-9,-1,5.7,5.49,3.38,13.5,6.96,7.38,,4.43,4.85,2.95,,6.33,3.8,3.59,,2.95,7.81,5.49,5.49,4.85,,,4.22,,8.02,22.36,4.22,,8.44,3.16,4.01,5.06,4.85,43.25,4.01,9.07,8.44,4.43,3.38,,4.01,25.05,19.994444,31.661111,3.338286,,20.25,75.071607
US_GA_13137,2021-07-18,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,5241,164,0,5297,0,0,0,0,0,0,0,0,0,0,44,58,317,892,675,701,722,589,391,282,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,42,60,117,112,91,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,2,7,-18,,5.34,8.01,5.34,12.12,8.42,7.39,2.88,4.72,4.31,3.9,4.72,8.83,3.9,4.31,5.34,4.52,7.6,3.7,4.93,3.7,3.9,4.52,,,6.98,26.09,3.9,3.29,11.09,,3.08,3.49,6.37,43.14,5.14,9.45,5.96,,5.34,3.29,3.29,23.427778,20.477778,29.905556,2.104571,,20.627778,84.488187
US_GA_13137,2021-07-19,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,9,0,5250,164,97,5394,0,0,1,3,0,0,2,0,0,1,44,58,318,895,675,701,724,589,391,283,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,42,60,117,112,91,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,2,3,-29,6,3.21,10.78,4.92,12.48,12.86,6.62,4.16,5.67,4.73,4.54,3.03,11.54,4.35,5.67,5.29,5.49,9.08,3.21,6.81,3.97,4.35,4.92,3.59,,11.73,32.72,5.11,2.84,10.4,3.59,4.16,3.78,7.19,39.91,6.05,8.89,9.46,6.62,6.24,4.35,5.67,23.077778,20.633333,27.944444,14.369143,,20.794444,87.140731
US_GA_13137,2021-07-20,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,3,0,5253,164,0,5394,0,0,0,-1,0,0,0,0,0,1,44,58,318,894,675,701,724,589,391,284,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,42,60,117,112,91,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,1,1,-29,8,7.67,5.62,4.49,13.66,8.8,5.8,5.24,7.67,3.74,3.18,3.0,10.67,5.24,5.24,3.37,5.24,9.17,4.87,5.99,4.3,4.68,5.05,7.86,3.0,8.98,27.32,7.86,3.56,11.04,3.56,6.18,6.92,5.8,43.8,3.93,10.67,4.87,3.37,8.23,4.68,2.81,21.655556,19.894444,25.994444,24.855714,,20.322222,92.201811
US_GA_13137,2021-07-21,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,5,1,5258,165,20,5414,0,0,0,0,1,1,2,0,0,1,44,58,318,894,676,702,726,589,391,285,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,7,21,50,72,0,0,0,0,0,0,0,0,0,1,7,3,8,14,31,42,60,117,112,92,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,6,12,-26,4,7.71,8.89,4.94,15.61,10.07,6.52,,5.53,7.51,5.53,6.12,10.67,4.94,3.95,5.53,6.12,10.07,5.73,5.33,,4.74,6.32,5.93,3.95,7.71,32.79,6.52,6.12,13.43,3.75,3.56,7.31,7.71,52.35,6.91,9.48,6.52,7.11,8.49,3.36,,23.883333,19.811111,30.261111,7.14375,,19.85,78.61021
US_GA_13137,2021-07-22,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,7,0,5265,165,0,5414,0,0,2,1,1,1,0,1,0,0,44,58,320,895,677,703,726,590,391,285,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,72,0,0,0,0,0,0,0,0,0,1,7,3,8,14,31,42,60,117,112,93,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,7,4,-24,4,4.13,5.51,5.11,13.96,8.06,7.08,3.93,4.13,6.69,5.51,3.93,8.65,3.93,4.13,3.74,4.33,12.59,5.9,8.06,2.95,,2.75,5.51,2.75,8.65,30.09,8.06,,12.79,4.33,5.31,4.72,4.33,41.31,5.9,11.41,10.43,5.7,8.06,5.31,,24.861111,19.372222,31.361111,0.028222,,20.644444,77.61748
US_GA_13137,2021-07-23,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,2,0,5267,165,0,5414,0,0,0,1,1,0,0,0,0,0,44,58,320,896,678,703,726,590,391,285,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,72,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,42,60,117,112,93,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,4,9,-23,4,4.02,8.25,,15.49,7.24,8.25,3.62,5.23,4.22,5.03,5.63,8.45,,6.44,3.22,5.83,8.05,5.43,4.42,5.83,4.42,,3.42,4.02,7.24,27.96,6.84,4.63,11.27,,4.22,3.62,5.03,43.05,5.23,10.26,8.25,6.24,6.64,3.42,3.22,25.394444,19.977778,31.65,0.0,,21.111111,77.338824
US_GA_13137,2021-07-24,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,5267,165,0,5414,0,0,0,0,0,0,0,0,0,0,44,58,320,896,678,703,726,590,391,285,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,72,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,42,60,117,112,93,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-1,9,-3,-1,6.12,7.81,5.7,16.04,9.08,5.91,3.38,4.64,5.07,,5.28,9.08,3.38,5.7,4.01,,8.02,,,4.22,4.64,4.01,,3.59,8.44,26.81,7.6,4.43,9.08,,,3.8,5.49,41.58,,7.18,10.55,4.86,4.43,4.22,3.17,25.316667,20.911111,31.622222,2.921,,21.688889,80.498691
US_GA_13137,2021-07-25,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,5267,165,0,5414,0,0,0,0,0,0,0,0,0,0,44,58,320,896,678,703,726,590,391,285,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,72,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,42,60,117,112,93,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,6,13,-14,,4.34,10.34,2.89,14.26,7.03,5.58,3.31,5.17,5.58,2.89,,10.34,4.13,4.75,4.13,6.62,13.64,5.17,6.62,3.93,4.13,5.17,,,7.44,25.43,7.86,3.72,10.75,,4.34,5.79,3.93,43.62,5.58,9.1,9.92,5.38,6.41,,,25.466667,20.905556,31.661111,4.318,,21.7,79.91265
US_GA_13137,2021-07-26,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,12,-1,5279,164,0,5414,0,0,1,1,1,0,0,3,4,1,44,58,321,897,679,703,726,593,395,286,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,2,1,0,7,3,8,14,31,42,60,119,113,93,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,1,7,-27,5,6.52,10.93,4.03,18.41,7.86,7.48,3.07,7.09,3.26,4.99,,11.12,6.14,5.56,,5.37,12.46,6.9,4.41,4.79,5.94,6.52,6.14,6.33,13.04,29.53,9.2,,14.19,,3.64,6.71,6.33,50.43,4.79,14.0,6.52,6.14,6.33,,3.45,26.105556,21.494444,32.494444,3.1115,,22.361111,80.169818
US_GA_13137,2021-07-27,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,3,1,5282,165,0,5414,0,0,0,1,1,0,0,0,0,0,44,58,321,898,680,703,726,593,395,286,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,42,60,119,113,93,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,3,2,-26,5,4.17,7.77,4.55,18.2,8.72,7.2,4.36,4.55,6.83,,,10.24,3.03,4.93,3.79,3.98,13.65,3.79,3.03,,3.41,3.41,5.12,2.65,7.77,27.49,6.83,,12.13,3.03,4.17,5.31,7.39,38.67,3.41,11.0,6.07,7.39,4.74,3.98,3.6,25.161111,21.055556,32.566667,6.313714,,21.661111,81.117466
US_GA_13137,2021-07-28,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,11,0,5293,165,83,5497,0,0,1,0,0,1,4,1,0,1,44,58,322,898,680,704,730,594,395,287,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,1,1,0,0,1,7,3,8,14,31,43,61,119,113,94,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,3,9,-24,4,5.42,6.97,5.42,14.52,7.16,6.2,,7.16,4.07,3.1,3.1,9.87,5.42,6.2,,6.97,11.42,6.39,3.87,4.26,5.23,5.61,5.03,,12.78,25.55,7.55,3.48,12.78,3.29,6.78,5.03,7.16,41.62,5.42,11.04,7.55,5.42,5.81,,3.68,26.322222,21.005556,33.305556,0.479778,,21.661111,75.75675
US_GA_13137,2021-07-29,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,16,0,5309,165,12,5509,0,0,0,2,1,0,-1,2,2,0,44,58,322,900,681,704,729,596,397,287,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,1,2,0,7,3,8,14,31,43,61,120,115,94,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,3,10,-24,4,5.23,5.61,3.48,16.65,8.32,6.78,5.81,5.61,3.87,,,10.45,4.84,6.58,3.68,6.0,6.97,4.84,5.03,4.65,6.0,,5.61,2.71,10.26,25.75,6.97,3.87,11.23,3.1,6.19,3.48,6.19,39.1,4.26,8.52,9.29,4.84,6.78,3.1,5.23,26.572222,20.194444,33.75,0.0,,21.283333,72.980853
US_GA_13137,2021-07-30,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,10,0,5319,165,21,5530,0,0,0,2,3,1,2,0,0,0,44,58,322,902,684,705,731,596,397,287,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,1,1,0,0,7,3,8,14,31,43,62,121,115,94,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,0,10,-22,4,5.4,10.0,3.6,13.2,10.0,5.6,5.2,9.6,4.6,,4.8,10.0,4.0,5.4,5.0,5.2,7.4,3.0,4.4,5.0,7.0,4.6,8.6,4.4,8.0,29.39,8.0,3.4,11.2,,3.4,5.8,5.6,41.59,6.2,13.0,9.0,4.0,8.6,3.6,3.4,26.516667,21.272222,33.144444,0.0,,21.522222,74.37962
US_GA_13137,2021-07-31,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,5319,165,1,5531,0,0,0,0,0,0,0,0,0,0,44,58,322,902,684,705,731,596,397,287,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,43,62,121,115,94,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,2,16,-9,0,4.66,10.81,,16.32,7.63,5.09,,5.93,3.18,4.24,3.6,8.69,5.3,6.36,3.39,5.51,8.05,5.09,2.97,4.03,6.36,4.45,4.03,,7.63,25.86,5.51,3.39,10.38,,3.39,5.72,,39.63,5.93,12.72,4.45,4.45,4.45,4.03,4.66,26.616667,21.555556,32.388889,0.0,,21.783333,75.1804
US_GA_13137,2021-08-01,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,5319,165,0,5531,0,0,0,0,0,0,0,0,0,0,44,58,322,902,684,705,731,596,397,287,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,71,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,43,62,121,115,94,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,3,16,-16,,6.54,10.01,,16.96,4.7,6.13,,5.31,4.29,,2.86,10.22,5.31,5.52,5.72,4.29,8.58,5.92,5.11,3.47,3.68,5.52,5.11,2.86,8.99,22.88,6.33,3.27,11.44,,4.7,5.31,5.11,42.29,6.33,10.62,4.9,3.88,3.47,,,25.983333,21.8,31.2,0.0,,20.95,74.291905
US_GA_13137,2021-08-02,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,8,1,5327,166,0,5531,0,0,0,1,1,1,2,0,0,0,44,58,322,903,685,706,733,596,397,287,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,7,21,50,72,0,0,0,0,0,0,0,0,0,0,7,3,8,14,31,43,62,121,115,94,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,5,7,-27,5,5.63,7.51,4.13,19.33,13.7,4.32,4.88,8.26,4.13,3.38,3.0,10.14,3.38,5.26,,6.38,10.89,6.19,6.76,5.26,4.32,2.82,6.95,3.57,9.01,27.03,5.63,2.63,13.7,4.32,5.07,5.63,7.32,40.54,3.38,9.2,7.7,6.01,7.13,4.32,4.69,23.927778,17.855556,30.477778,0.0,,17.794444,68.829866
US_GA_13137,2021-08-03,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,24,0,5351,166,1,5532,0,0,1,2,5,2,2,3,4,1,44,58,323,905,690,708,735,599,401,288,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,72,0,0,0,0,0,0,0,1,2,1,7,3,8,14,31,43,62,122,117,95,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,13,12,-27,5,6.49,7.42,3.9,17.43,7.79,6.12,3.52,6.68,5.56,2.97,,9.09,,4.64,,5.93,10.2,4.27,3.34,3.71,4.08,4.08,3.52,3.52,11.87,25.22,7.97,4.45,10.76,3.52,4.64,2.6,6.68,44.33,5.01,6.86,6.49,3.34,7.97,2.78,3.71,22.522222,19.0,28.238889,3.048,,19.266667,81.932615
US_GA_13137,2021-08-04,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,13,0,5364,166,1,5533,1,2,0,3,2,1,2,0,0,0,45,60,323,908,692,709,737,599,401,288,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,21,50,72,0,0,0,0,1,0,0,0,0,0,7,3,8,14,32,43,62,122,117,95,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,8,10,-24,5,5.04,7.66,4.48,15.5,7.47,4.67,5.79,6.72,3.36,3.55,,12.7,5.04,6.54,4.3,4.11,11.39,4.48,5.42,5.79,4.86,4.48,5.6,,8.97,19.99,5.79,4.3,11.95,3.17,5.23,5.23,3.92,46.88,5.79,10.46,5.79,8.03,7.29,,,22.016667,19.0,27.327778,2.866571,,18.116667,78.954667
