location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28117,2020-01-01,ChIJEdIYay2LfYgR7gYekyUbrRo,Q497489,geoId/28117,US,United States of America,MS,Mississippi,28117,Prentiss County,US,USA,2,,,,,,,25215,12373,12842,3092,3332,3515,2926,2961,3308,2886,2036,1159,1833648,34.61,-88.52,1083,76.46,,,,,16.49,,22.59,12.82,40.3,,4.927778,-1.072222,12.727778,0.0,,-2.706349,56.930859
US_MS_28117,2020-01-02,ChIJEdIYay2LfYgR7gYekyUbrRo,Q497489,geoId/28117,US,United States of America,MS,Mississippi,28117,Prentiss County,US,USA,2,,,,,,,25215,12373,12842,3092,3332,3515,2926,2961,3308,2886,2036,1159,1833648,34.61,-88.52,1083,76.46,,,,11.73,17.6,9.39,32.26,8.8,39.89,,9.838889,5.9,13.088889,0.907143,,4.746032,70.356673
US_MS_28117,2020-01-03,ChIJEdIYay2LfYgR7gYekyUbrRo,Q497489,geoId/28117,US,United States of America,MS,Mississippi,28117,Prentiss County,US,USA,2,,,,,,,25215,12373,12842,3092,3332,3515,2926,2961,3308,2886,2036,1159,1833648,34.61,-88.52,1083,76.46,,,,10.39,10.96,,20.2,9.23,40.4,,13.761111,11.044444,15.777778,39.442571,,12.071429,90.008374
US_MS_28117,2020-01-04,ChIJEdIYay2LfYgR7gYekyUbrRo,Q497489,geoId/28117,US,United States of America,MS,Mississippi,28117,Prentiss County,US,USA,2,,,,,,,25215,12373,12842,3092,3332,3515,2926,2961,3308,2886,2036,1159,1833648,34.61,-88.52,1083,76.46,,,,10.98,15.25,,26.84,9.15,42.09,,9.172222,3.244444,14.566667,7.220857,,4.571429,72.79769
US_MS_28117,2020-01-05,ChIJEdIYay2LfYgR7gYekyUbrRo,Q497489,geoId/28117,US,United States of America,MS,Mississippi,28117,Prentiss County,US,USA,2,,,,,,,25215,12373,12842,3092,3332,3515,2926,2961,3308,2886,2036,1159,1833648,34.61,-88.52,1083,76.46,,,,14.74,9.61,14.74,20.51,9.61,45.51,,3.811111,-2.411111,14.866667,1.0922,,-1.563492,66.675389
US_MS_28117,2020-01-06,ChIJEdIYay2LfYgR7gYekyUbrRo,Q497489,geoId/28117,US,United States of America,MS,Mississippi,28117,Prentiss County,US,USA,2,,,,,,,25215,12373,12842,3092,3332,3515,2926,2961,3308,2886,2036,1159,1833648,34.61,-88.52,1083,76.46,,,,10.69,11.25,12.94,27.56,8.44,34.31,,7.638889,-0.011111,16.366667,0.0,,2.928571,71.313742
US_MS_28117,2020-01-07,ChIJEdIYay2LfYgR7gYekyUbrRo,Q497489,geoId/28117,US,United States of America,MS,Mississippi,28117,Prentiss County,US,USA,2,,,,,,,25215,12373,12842,3092,3332,3515,2926,2961,3308,2886,2036,1159,1833648,34.61,-88.52,1083,76.46,,,,,12.25,,21.07,,28.91,,9.416667,2.416667,14.072222,0.141111,,1.777778,58.194909
US_MS_28117,2020-01-08,ChIJEdIYay2LfYgR7gYekyUbrRo,Q497489,geoId/28117,US,United States of America,MS,Mississippi,28117,Prentiss County,US,USA,2,,,,,,,25215,12373,12842,3092,3332,3515,2926,2961,3308,2886,2036,1159,1833648,34.61,-88.52,1083,76.46,,,,11.7,15.43,13.3,29.79,,51.07,12.24,5.388889,-2.377778,16.777778,0.0,,-2.404762,55.947313
US_MS_28117,2020-01-09,ChIJEdIYay2LfYgR7gYekyUbrRo,Q497489,geoId/28117,US,United States of America,MS,Mississippi,28117,Prentiss County,US,USA,2,,,,,,,25215,12373,12842,3092,3332,3515,2926,2961,3308,2886,2036,1159,1833648,34.61,-88.52,1083,76.46,,,,10.02,12.13,10.02,28.48,,35.86,16.35,9.1,2.827778,16.85,0.0,,-0.428571,50.300289
US_MS_28117,2020-01-10,ChIJEdIYay2LfYgR7gYekyUbrRo,Q497489,geoId/28117,US,United States of America,MS,Mississippi,28117,Prentiss County,US,USA,2,,,,,,,25215,12373,12842,3092,3332,3515,2926,2961,3308,2886,2036,1159,1833648,34.61,-88.52,1083,76.46,,,,10.85,19.12,11.37,21.18,7.75,31.52,10.85,16.155556,13.311111,19.194444,0.725714,,9.944444,66.106992
