location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_KS_20189,2020-01-01,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,,2.024691,-6.709877,15.333333,0.0,-6.152778,55.2002
US_KS_20189,2020-01-02,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,59.36,4.296296,-1.518519,10.759259,0.0,-2.173611,63.505857
US_KS_20189,2020-01-03,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,57.71,2.209877,-3.703704,9.777778,0.0,-3.881944,64.5823
US_KS_20189,2020-01-04,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,,3.12963,-5.216049,15.962963,0.0,-4.652778,57.017544
US_KS_20189,2020-01-05,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,61.54,5.950617,-0.734568,12.358025,0.0,-4.506944,47.522196
US_KS_20189,2020-01-06,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,51.23,1.598765,-5.932099,11.679012,0.0,-7.326389,52.097929
US_KS_20189,2020-01-07,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,,1.746914,-7.197531,15.203704,0.0,-9.923611,41.638966
US_KS_20189,2020-01-08,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,,4.006173,-4.851852,17.345679,0.0,-7.645833,43.121941
US_KS_20189,2020-01-09,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,43.25,5.783333,-3.611111,13.288889,0.0,-6.506173,41.175044
US_KS_20189,2020-01-10,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,40.79,0.9,-3.966667,8.277778,0.0,-3.549383,72.52191
US_KS_20189,2020-01-11,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,,-5.372222,-12.705556,4.35,0.1016,-9.450617,73.685635
US_KS_20189,2020-01-12,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,59.43,-0.727778,-9.127778,10.677778,0.0,-7.580247,60.689639
US_KS_20189,2020-01-13,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,39.69,2.572222,-6.572222,16.905556,0.0,-7.765432,47.593764
US_KS_20189,2020-01-14,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,38.69,3.205556,-7.944444,18.472222,0.0,-8.814815,41.893052
US_KS_20189,2020-01-15,ChIJ2Vup2-lYCIcRbpbGaQKg6uM,Q402259,geoId/20189,US,United States of America,KS,Kansas,20189,Stevens County,US,USA,2,,,,,,,5551,2741,2810,866,892,641,661,637,726,544,331,253,1070420,37.2,-101.3,1885,79.75,,,39.53,4.983333,-0.883333,12.372222,0.0,-8.475309,38.173822
