location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NM_35053,2020-01-01,ChIJYx6G8IiaIYcRWNkV_xalA-4,Q112934,geoId/35053,US,United States of America,NM,New Mexico,35053,Socorro County,US,USA,2,,,,,,,16832,8501,8331,2072,2388,2284,1845,1741,2219,2220,1407,656,1832212,34.02,-106.93,17220,77.35,,,,,,18.01,28.19,,30.54,-0.294444,-7.422222,9.077778,0.0,,-9.290123,50.777834
US_NM_35053,2020-01-02,ChIJYx6G8IiaIYcRWNkV_xalA-4,Q112934,geoId/35053,US,United States of America,NM,New Mexico,35053,Socorro County,US,USA,2,,,,,,,16832,8501,8331,2072,2388,2284,1845,1741,2219,2220,1407,656,1832212,34.02,-106.93,17220,77.35,,,,,10.67,,18.68,,24.01,1.616667,-3.544444,7.183333,0.217714,,-5.018519,61.994386
US_NM_35053,2020-01-03,ChIJYx6G8IiaIYcRWNkV_xalA-4,Q112934,geoId/35053,US,United States of America,NM,New Mexico,35053,Socorro County,US,USA,2,,,,,,,16832,8501,8331,2072,2388,2284,1845,1741,2219,2220,1407,656,1832212,34.02,-106.93,17220,77.35,,,,,,12.53,27.04,,34.95,-0.755556,-6.894444,7.288889,0.1778,,-7.333333,62.244046
US_NM_35053,2020-01-04,ChIJYx6G8IiaIYcRWNkV_xalA-4,Q112934,geoId/35053,US,United States of America,NM,New Mexico,35053,Socorro County,US,USA,2,,,,,,,16832,8501,8331,2072,2388,2284,1845,1741,2219,2220,1407,656,1832212,34.02,-106.93,17220,77.35,,,,,,12.18,20.06,,32.95,1.594444,-5.788889,11.183333,0.0,,-7.648148,51.051011
US_NM_35053,2020-01-05,ChIJYx6G8IiaIYcRWNkV_xalA-4,Q112934,geoId/35053,US,United States of America,NM,New Mexico,35053,Socorro County,US,USA,2,,,,,,,16832,8501,8331,2072,2388,2284,1845,1741,2219,2220,1407,656,1832212,34.02,-106.93,17220,77.35,,,,,10.61,16.97,19.8,,38.89,2.588889,-5.605556,13.588889,0.0,,-7.018519,49.601097
US_NM_35053,2020-01-06,ChIJYx6G8IiaIYcRWNkV_xalA-4,Q112934,geoId/35053,US,United States of America,NM,New Mexico,35053,Socorro County,US,USA,2,,,,,,,16832,8501,8331,2072,2388,2284,1845,1741,2219,2220,1407,656,1832212,34.02,-106.93,17220,77.35,,,,,,20.54,24.27,,32.98,3.394444,-4.261111,11.45,0.0,,-9.216049,39.672951
US_NM_35053,2020-01-07,ChIJYx6G8IiaIYcRWNkV_xalA-4,Q112934,geoId/35053,US,United States of America,NM,New Mexico,35053,Socorro County,US,USA,2,,,,,,,16832,8501,8331,2072,2388,2284,1845,1741,2219,2220,1407,656,1832212,34.02,-106.93,17220,77.35,,,,,10.29,23.16,20.58,,43.74,0.411111,-7.738889,10.988889,0.0,,-13.160494,36.427843
US_NM_35053,2020-01-08,ChIJYx6G8IiaIYcRWNkV_xalA-4,Q112934,geoId/35053,US,United States of America,NM,New Mexico,35053,Socorro County,US,USA,2,,,,,,,16832,8501,8331,2072,2388,2284,1845,1741,2219,2220,1407,656,1832212,34.02,-106.93,17220,77.35,,,,,10.05,12.41,28.36,,34.87,0.361111,-8.094444,12.711111,0.0,,-12.12963,39.571829
US_NM_35053,2020-01-09,ChIJYx6G8IiaIYcRWNkV_xalA-4,Q112934,geoId/35053,US,United States of America,NM,New Mexico,35053,Socorro County,US,USA,2,,,,,,,16832,8501,8331,2072,2388,2284,1845,1741,2219,2220,1407,656,1832212,34.02,-106.93,17220,77.35,,,,,10.59,21.17,30.51,,28.64,4.138889,-5.188889,11.794444,0.0,,-10.654321,33.583089
US_NM_35053,2020-01-10,ChIJYx6G8IiaIYcRWNkV_xalA-4,Q112934,geoId/35053,US,United States of America,NM,New Mexico,35053,Socorro County,US,USA,2,,,,,,,16832,8501,8331,2072,2388,2284,1845,1741,2219,2220,1407,656,1832212,34.02,-106.93,17220,77.35,,,,,,14.96,17.18,,27.15,2.9,-2.461111,8.905556,0.3556,,-5.481481,55.719934
