location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51530,2020-01-01,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,,60.58,4.922222,0.844444,9.827778,0.0,,-3.04321,57.94581
US_VA_51530,2020-01-02,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,27.8,41.7,4.505556,-1.661111,12.216667,0.0,,-2.67284,61.515496
US_VA_51530,2020-01-03,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,,42.02,8.894444,2.994444,12.216667,3.81,,6.993827,87.729644
US_VA_51530,2020-01-04,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,,42.89,11.433333,6.172222,15.116667,2.624667,,9.91358,91.254869
US_VA_51530,2020-01-05,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,41.65,47.33,3.555556,-0.211111,11.022222,3.922889,,-3.320988,63.396505
US_VA_51530,2020-01-06,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,23.49,31.32,4.611111,-1.138889,10.477778,0.0,,-4.191358,55.023612
US_VA_51530,2020-01-07,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,41.33,46.72,-0.105556,-3.683333,7.383333,2.737556,50.8,-4.839506,72.67339
US_VA_51530,2020-01-08,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,29.05,52.98,2.622222,-3.25,7.733333,4.09575,,-5.518519,56.580226
US_VA_51530,2020-01-09,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,21.99,21.99,0.283333,-5.266667,7.383333,0.1016,,-9.222222,49.505833
US_VA_51530,2020-01-10,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,24.01,58.14,4.733333,-3.033333,12.7,0.0,,-0.462963,69.609007
US_VA_51530,2020-01-11,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,44.29,33.22,13.055556,8.333333,18.55,1.524,,11.17284,87.658464
US_VA_51530,2020-01-12,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,,57.61,16.016667,8.877778,19.255556,18.3896,,10.092593,68.804124
US_VA_51530,2020-01-13,ChIJWXVXLT4zs4kRl4qbBMpcMmg,Q503014,geoId/51530,US,United States of America,VA,Virginia,51530,Buena Vista,US,USA,2,,,,,,,6482,2990,3492,774,912,1027,671,699,790,764,539,306,206856,37.734444,-79.354167,255,17,73.7,,,,23.49,46.99,8.377778,4.988889,15.827778,1.0922,,4.895062,79.590259
