location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16075,2020-01-01,ChIJN9W_maCer1QRw3uxOSeprIw,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2,,,,,,,23163,11524,11639,3273,3411,2590,2621,2717,2946,2694,1957,954,1742104,44.01,-116.76,1062,79.0,,,,,6.37,7.57,6.37,,8.76,19.52,9.96,,,21.11,7.96,7.17,38.23,8.76,,3.179012,-0.364198,7.493827,3.217333,,0.354167,84.043717
US_ID_16075,2020-01-02,ChIJN9W_maCer1QRw3uxOSeprIw,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2,,,,,,,23163,11524,11639,3273,3411,2590,2621,2717,2946,2694,1957,954,1742104,44.01,-116.76,1062,79.0,,,,,13.18,12.79,7.37,9.3,8.92,19.38,8.92,11.63,,24.81,,5.43,42.64,8.53,,2.506173,-1.222222,7.290123,3.640667,,-1.847222,74.341249
US_ID_16075,2020-01-03,ChIJN9W_maCer1QRw3uxOSeprIw,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2,,,,,,,23163,11524,11639,3273,3411,2590,2621,2717,2946,2694,1957,954,1742104,44.01,-116.76,1062,79.0,,,,,7.06,9.81,,,5.88,24.32,16.08,,6.28,25.11,,5.88,45.11,,,1.969136,-2.265432,8.092593,0.197556,,-1.819444,79.320988
US_ID_16075,2020-01-04,ChIJN9W_maCer1QRw3uxOSeprIw,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2,,,,,,,23163,11524,11639,3273,3411,2590,2621,2717,2946,2694,1957,954,1742104,44.01,-116.76,1062,79.0,,,,,7.05,9.54,,,,21.14,11.61,,6.22,29.02,,8.29,38.97,7.05,8.71,2.481481,-3.333333,8.524691,0.056444,,-3.111111,68.433544
US_ID_16075,2020-01-05,ChIJN9W_maCer1QRw3uxOSeprIw,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2,,,,,,,23163,11524,11639,3273,3411,2590,2621,2717,2946,2694,1957,954,1742104,44.01,-116.76,1062,79.0,,,,,5.95,10.32,9.13,7.54,7.54,18.65,8.73,8.33,,33.33,6.75,10.32,44.44,6.75,7.14,-1.666667,-4.728395,5.67284,0.620889,,-5.347222,77.562684
US_ID_16075,2020-01-06,ChIJN9W_maCer1QRw3uxOSeprIw,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2,,,,,,,23163,11524,11639,3273,3411,2590,2621,2717,2946,2694,1957,954,1742104,44.01,-116.76,1062,79.0,,,,,8.12,7.75,8.86,,5.17,12.55,9.23,,6.65,25.48,,8.12,38.03,,8.12,-0.518519,-4.203704,3.135802,1.016,,-3.142857,84.575893
US_ID_16075,2020-01-07,ChIJN9W_maCer1QRw3uxOSeprIw,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2,,,,,,,23163,11524,11639,3273,3411,2590,2621,2717,2946,2694,1957,954,1742104,44.01,-116.76,1062,79.0,,,,,,9.26,8.93,,,18.18,6.94,,6.28,25.12,8.59,10.25,35.37,6.94,5.95,2.123457,-3.444444,8.512346,0.705556,,-1.111111,81.18261
US_ID_16075,2020-01-08,ChIJN9W_maCer1QRw3uxOSeprIw,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2,,,,,,,23163,11524,11639,3273,3411,2590,2621,2717,2946,2694,1957,954,1742104,44.01,-116.76,1062,79.0,,,,,5.38,10.43,,6.39,,21.53,7.74,,6.39,34.66,9.09,10.77,43.07,15.81,,2.253086,-1.777778,8.253086,0.084667,,-2.041667,75.239717
US_ID_16075,2020-01-09,ChIJN9W_maCer1QRw3uxOSeprIw,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2,,,,,,,23163,11524,11639,3273,3411,2590,2621,2717,2946,2694,1957,954,1742104,44.01,-116.76,1062,79.0,,,,,6.53,8.48,5.87,4.57,5.87,11.75,12.72,,7.18,34.59,5.22,5.22,33.28,12.72,7.18,-0.037037,-3.209877,5.419753,1.947333,,-3.159722,79.759527
US_ID_16075,2020-01-10,ChIJN9W_maCer1QRw3uxOSeprIw,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2,,,,,,,23163,11524,11639,3273,3411,2590,2621,2717,2946,2694,1957,954,1742104,44.01,-116.76,1062,79.0,,,,,5.3,10.92,8.42,4.68,,16.53,6.24,,6.24,32.12,5.3,4.99,26.2,5.93,4.37,-4.395062,-9.808642,1.351852,0.874889,30.48,-8.284722,76.18041
US_ID_16075,2020-01-11,ChIJN9W_maCer1QRw3uxOSeprIw,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2,,,,,,,23163,11524,11639,3273,3411,2590,2621,2717,2946,2694,1957,954,1742104,44.01,-116.76,1062,79.0,,,,,7.21,8.02,9.22,6.41,,16.84,8.02,,7.21,32.87,,5.61,35.27,8.82,9.62,0.259259,-4.012346,4.320988,2.483556,,-3.493056,77.359778
US_ID_16075,2020-01-12,ChIJN9W_maCer1QRw3uxOSeprIw,Q491432,geoId/16075,US,United States of America,ID,Idaho,16075,Payette County,US,USA,2,,,,,,,23163,11524,11639,3273,3411,2590,2621,2717,2946,2694,1957,954,1742104,44.01,-116.76,1062,79.0,,,,,7.47,11.4,7.47,7.47,,16.12,9.83,,,26.34,7.86,7.08,48.36,7.86,,0.092593,-2.950617,4.265432,2.286,,-4.048611,74.112523
