location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55099,2020-06-27,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,2,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,19.37,26.95,21.194444,12.366667,27.9,0.0,,14.433333,65.501929
US_WI_55099,2020-06-28,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,2,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,19.56,35.21,20.644444,11.261111,28.527778,0.0,,14.477778,67.879973
US_WI_55099,2020-06-29,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,2,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-21,,22.86,36.71,21.427778,17.433333,27.1,13.123333,,17.277778,77.424113
US_WI_55099,2020-06-30,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,2,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-21,11.59,18.84,31.89,24.905556,20.044444,31.161111,5.207,,20.222222,75.334724
US_WI_55099,2020-07-01,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,2,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-22,14.25,19.5,25.5,25.166667,19.877778,30.133333,0.1524,,19.661111,71.687806
US_WI_55099,2020-07-02,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,2,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-29,,24.36,28.66,23.338889,15.65,31.094444,0.508,,18.194444,72.935389
US_WI_55099,2020-07-03,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,2,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-51,16.63,16.63,23.14,24.011111,15.483333,31.894444,0.0254,,17.155556,65.756155
US_WI_55099,2020-07-04,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,2,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,16.44,24.27,27.4,23.866667,15.233333,31.438889,0.0,,17.188889,66.547056
US_WI_55099,2020-07-05,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,2,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,17.26,29.0,37.28,24.172222,16.683333,31.622222,0.0,,18.277778,69.767702
US_WI_55099,2020-07-06,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,2,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-23,13.09,21.59,39.92,23.338889,17.2,29.633333,5.30225,,19.305556,78.159696
US_WI_55099,2020-07-07,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,2,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-22,13.92,30.62,33.41,22.327778,16.816667,28.861111,6.491111,,17.666667,75.0448
US_WI_55099,2020-07-08,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,2,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-23,21.43,12.14,30.71,22.722222,15.711111,30.088889,0.479778,,18.861111,78.956785
US_WI_55099,2020-07-09,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,2,0,4,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-25,14.79,24.87,28.91,21.538889,17.355556,28.872222,24.299333,,18.766667,84.332621
US_WI_55099,2020-07-10,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,2,0,6,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-29,12.52,23.57,35.35,21.772222,17.138889,27.1,11.317111,,17.038889,74.634704
US_WI_55099,2020-07-11,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,2,0,8,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,16.23,23.96,20.811111,13.561111,26.605556,0.2032,,14.711111,68.176519
US_WI_55099,2020-07-12,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,8,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,16.68,26.21,27.0,18.577778,11.627778,24.633333,0.0,,12.983333,69.979464
US_WI_55099,2020-07-13,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,8,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-20,14.48,25.34,32.58,18.25,9.461111,26.527778,0.0,,12.35,68.637388
US_WI_55099,2020-07-14,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,8,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-23,9.87,25.67,27.65,20.305556,17.638889,24.788889,9.341556,,17.333333,83.117644
US_WI_55099,2020-07-15,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,9,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-21,18.95,26.24,30.62,17.555556,9.555556,24.222222,27.798889,,13.872222,79.178366
US_WI_55099,2020-07-16,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,9,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-26,12.61,31.88,25.21,18.394444,10.822222,26.111111,0.0,,13.811111,74.793551
US_WI_55099,2020-07-17,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,9,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-23,15.38,16.11,30.02,21.844444,14.311111,29.488889,0.0,,15.516667,67.519864
US_WI_55099,2020-07-18,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,2,0,11,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,17.45,29.81,24.305556,19.038889,30.105556,13.335,,20.072222,77.377336
US_WI_55099,2020-07-19,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,12,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,14.19,21.65,35.84,23.144444,18.772222,27.522222,4.7625,,18.366667,74.653329
US_WI_55099,2020-07-20,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,13,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-23,,17.75,26.98,18.018519,10.802469,23.697531,0.282222,,11.530864,65.905314
US_WI_55099,2020-07-21,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,14,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-22,,27.77,35.04,15.364198,10.197531,20.901235,3.3655,,13.358025,87.98684
US_WI_55099,2020-07-22,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,2,0,16,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-22,14.78,22.18,34.0,16.697531,14.345679,20.432099,6.821714,,15.018519,89.952518
US_WI_55099,2020-07-23,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,2,0,18,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-22,,28.32,36.51,17.405556,13.516667,22.866667,0.056444,,14.011111,80.923693
US_WI_55099,2020-07-24,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,18,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-23,12.35,16.71,23.98,19.5,11.927778,27.905556,0.0,,16.144444,81.019092
US_WI_55099,2020-07-25,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,19,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,23.47,18.34,29.34,24.322222,20.394444,30.011111,2.201333,,21.283333,83.299846
US_WI_55099,2020-07-26,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,19,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,18.14,38.45,23.766667,20.644444,27.538889,22.662444,,21.944444,89.662148
US_WI_55099,2020-07-27,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,19,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-18,,19.86,43.98,21.094444,13.555556,26.544444,3.386667,,15.444444,70.245323
US_WI_55099,2020-07-28,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,19,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-18,12.68,28.18,31.0,19.311111,13.066667,25.922222,0.620889,,13.777778,70.401568
US_WI_55099,2020-07-29,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,-1,0,18,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-14,,23.52,29.22,19.105556,11.072222,25.522222,0.0,,13.655556,70.730434
US_WI_55099,2020-07-30,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,18,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-23,12.07,32.65,26.27,18.038889,9.911111,25.055556,0.0,,12.361111,69.489425
US_WI_55099,2020-07-31,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,19,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-22,,18.51,24.2,17.705556,9.377778,25.855556,0.0,,11.905556,68.888021
US_WI_55099,2020-08-01,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,2,0,21,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,12.71,26.16,23.92,19.038889,10.672222,27.344444,0.0,,13.888889,72.174092
US_WI_55099,2020-08-02,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,22,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,14.5,21.75,39.15,17.355556,14.255556,23.455556,2.921,,14.683333,84.401626
US_WI_55099,2020-08-03,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,-1,0,21,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-20,,29.71,26.17,13.494444,7.794444,19.294444,0.254,,8.661111,72.603829
US_WI_55099,2020-08-04,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,22,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-13,,14.11,31.75,13.905556,6.655556,21.044444,0.028222,,8.488889,69.879706
US_WI_55099,2020-08-05,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,3,0,25,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-19,16.26,19.8,26.87,14.166667,4.883333,23.95,0.0,,8.861111,70.470044
US_WI_55099,2020-08-06,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,26,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-24,20.54,20.54,37.4,16.661111,8.055556,24.888889,0.0,,11.572222,71.990973
US_WI_55099,2020-08-07,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,3,0,29,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-26,,20.37,32.01,18.9,12.111111,26.177778,0.635,,14.516667,75.785234
US_WI_55099,2020-08-08,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,4,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,20.42,14.58,38.64,21.222222,16.905556,26.1,18.118667,,17.977778,81.789711
US_WI_55099,2020-08-09,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,-1,0,32,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,22.8,32.06,22.888889,16.311111,28.961111,1.0922,,20.116667,84.467615
US_WI_55099,2020-08-10,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-21,,14.82,35.03,21.616667,18.05,26.038889,3.668889,,17.55,77.779739
US_WI_55099,2020-08-11,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-20,,16.78,23.49,17.955556,8.494444,27.322222,0.1524,,11.427778,65.704399
US_WI_55099,2020-08-12,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-19,,16.18,30.34,20.166667,13.027778,27.116667,0.0,,14.45,69.792542
US_WI_55099,2020-08-13,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,-1,0,32,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-22,15.2,11.75,34.55,20.105556,16.3,26.227778,7.168444,,16.944444,82.138865
US_WI_55099,2020-08-14,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,32,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,-25,,17.78,27.41,21.738889,15.016667,27.683333,1.4478,,16.4,71.758489
US_WI_55099,2020-08-15,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,32,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,17.54,35.88,19.422222,15.677778,25.327778,6.406444,,14.75,74.461719
US_WI_55099,2020-08-16,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,18.23,22.02,33.41,17.122222,9.644444,25.205556,0.423333,,13.011111,76.867918
US_WI_55099,2020-08-17,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,11.21,22.42,39.24,16.822222,10.066667,23.038889,0.3048,,11.716667,71.937039
US_WI_55099,2020-08-18,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,17.67,13.43,31.81,15.088889,6.861111,23.372222,0.0,,9.65,70.030474
US_WI_55099,2020-08-19,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,14.82,14.82,46.68,17.516667,10.161111,26.122222,0.0,,12.627778,73.095543
US_WI_55099,2020-08-20,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,11.02,28.65,38.94,20.894444,16.755556,25.527778,0.03175,,15.933333,73.341791
US_WI_55099,2020-08-21,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,14.35,14.35,25.12,21.861111,15.861111,28.55,0.889,,17.622222,76.944337
US_WI_55099,2020-08-22,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,14.2,29.81,19.833333,17.505556,24.466667,7.90575,,18.088889,89.808294
US_WI_55099,2020-08-23,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,27.86,35.19,20.661111,15.055556,27.894444,2.286,,18.127778,85.55355
US_WI_55099,2020-08-24,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,33,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,17.58,37.26,21.272222,15.733333,27.733333,3.6322,,18.472222,84.195684
US_WI_55099,2020-08-25,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,34,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,14.68,40.55,20.077778,12.5,27.1,0.2286,,15.227778,73.807808
US_WI_55099,2020-08-26,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,1,0,35,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,11.2,16.1,39.2,23.127778,19.3,29.461111,0.290286,,18.538889,75.52512
US_WI_55099,2020-08-27,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,2,0,37,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,20.62,37.68,22.416667,16.844444,27.577778,0.47625,,18.433333,78.268201
US_WI_55099,2020-08-28,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,-1,0,36,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,12.4,32.38,19.438889,16.883333,24.022222,1.36525,,17.7,89.790085
US_WI_55099,2020-08-29,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,36,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,13.09,31.9,17.016667,12.222222,20.605556,12.389556,,12.805556,76.388672
US_WI_55099,2020-08-30,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,36,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,18.93,40.22,13.227778,5.344444,21.605556,0.0,,9.194444,76.599239
US_WI_55099,2020-08-31,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,36,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,13.67,13.67,32.8,15.411111,13.25,18.933333,1.382889,,12.233333,81.521854
US_WI_55099,2020-09-01,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,36,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,14.8,20.44,12.388889,5.494444,18.777778,7.0104,,8.805556,78.859495
US_WI_55099,2020-09-02,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,36,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,15.16,32.39,16.366667,11.538889,22.9,0.0,,9.472222,63.789683
US_WI_55099,2020-09-03,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,-1,0,35,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,12.0,10.0,25.33,15.638889,12.238889,19.7,0.508,,9.277778,66.047504
US_WI_55099,2020-09-04,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,3,0,38,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,,24.29,20.24,12.644444,6.316667,19.333333,0.2032,,5.8,63.169506
US_WI_55099,2020-09-05,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,38,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,14.53,17.43,26.15,13.088889,4.805556,20.988889,0.0,,7.183333,67.423107
US_WI_55099,2020-09-06,ChIJue8_0VTKq1IR7Noo50TSr04,Q505644,geoId/55099,US,United States of America,WI,Wisconsin,55099,Price County,US,USA,2,0,0,38,0,,,13380,6818,6562,1184,1472,1100,1162,1486,2318,2442,1410,806,270798,45.68,-90.36,3311,,,,14.89,13.53,31.8,14.694444,7.438889,21.95,0.0,,11.505556,81.283008
