location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_parks,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16015,2020-01-01,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,,37.81,2.033333,-2.044444,6.544444,3.160889,,-0.753086,84.647708
US_ID_16015,2020-01-02,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,29.3,46.61,1.361111,-2.45,5.961111,3.7338,,-3.049383,74.262367
US_ID_16015,2020-01-03,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,,31.0,0.85,-3.277778,6.994444,0.1778,,-3.240741,77.67648
US_ID_16015,2020-01-04,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,24.22,37.54,0.766667,-4.7,7.638889,0.056444,,-4.339506,71.382118
US_ID_16015,2020-01-05,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,19.52,28.07,-2.916667,-6.338889,4.783333,0.5842,,-6.981481,75.759127
US_ID_16015,2020-01-06,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,24.86,48.47,-2.355556,-6.616667,1.844444,1.016,,-5.333333,84.624487
US_ID_16015,2020-01-07,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,,24.36,1.155556,-5.138889,7.738889,0.635,,-2.055556,81.581849
US_ID_16015,2020-01-08,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,28.12,51.35,1.438889,-2.911111,7.405556,0.0762,,-2.796296,75.704067
US_ID_16015,2020-01-09,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,24.23,31.88,-0.961111,-4.211111,4.605556,1.6764,,-4.302469,78.901219
US_ID_16015,2020-01-10,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,,33.91,-5.572222,-10.766667,0.45,0.762,30.48,-10.006173,73.328334
US_ID_16015,2020-01-11,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,,37.65,-1.122222,-5.122222,2.811111,2.624667,,-4.790123,78.432646
US_ID_16015,2020-01-12,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,22.68,36.86,-1.305556,-4.583333,3.038889,2.314222,,-5.308642,75.585223
US_ID_16015,2020-01-13,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,,41.1,-1.322222,-5.45,2.366667,3.302,,-7.080247,65.882783
US_ID_16015,2020-01-14,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,,27.55,-2.944444,-7.227778,1.138889,1.806222,50.8,-6.791667,77.510944
US_ID_16015,2020-01-15,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,23.39,28.58,-7.205556,-13.777778,-0.238889,1.213556,64.77,-10.969136,76.74393
US_ID_16015,2020-01-16,ChIJ74cV_d_OqFQRgW2lWKvYnJI,Q486357,geoId/16015,US,United States of America,ID,Idaho,16015,Boise County,US,USA,2,,,,,,,7347,3807,3540,566,856,501,661,803,1325,1546,850,239,1742086,44.01,-115.74,4938,81.6,,,,37.47,32.12,-1.111111,-6.972222,3.861111,2.116667,64.77,-7.012346,64.803164
