location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47055,2020-01-20,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,7.21,10.82,,6.13,5.77,16.23,12.62,6.13,13.71,23.81,10.1,8.66,6.85,46.17,7.21,8.3,-3.783333,-6.061111,1.944444,0.0,,-9.569444,65.27782
US_TN_47055,2020-01-21,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,6.67,12.01,11.68,5.34,7.0,18.35,12.34,5.0,7.67,36.03,9.01,7.67,9.34,42.03,6.67,,-2.883333,-5.55,2.4,0.0,,-9.444444,60.699321
US_TN_47055,2020-01-22,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,10.78,11.1,8.16,5.88,6.53,17.96,10.78,,9.47,25.8,6.2,7.84,,36.57,5.88,5.88,-0.666667,-6.838889,7.744444,0.0,,-8.708333,55.060035
US_TN_47055,2020-01-23,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,11.77,12.72,8.91,7.95,4.77,21.95,7.32,6.04,10.18,28.95,6.36,5.41,7.0,41.99,8.91,7.32,4.883333,2.8,7.177778,1.128889,,-2.8125,58.00482
US_TN_47055,2020-01-24,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,6.57,10.84,8.87,,7.56,27.59,9.86,,15.44,41.06,5.26,7.88,8.87,45.33,10.18,,7.75,5.738889,11.155556,15.324667,,5.888889,87.302571
US_TN_47055,2020-01-25,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,,9.75,7.8,,,18.34,8.58,,8.97,35.11,8.97,7.41,,39.8,,,4.055556,2.677778,6.55,0.451556,,0.375,76.928913
US_TN_47055,2020-01-26,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,7.23,10.84,,5.06,7.59,20.6,13.01,5.78,9.03,30.35,8.67,9.03,,44.81,5.78,5.06,2.538889,-2.35,9.405556,0.0,,0.298611,85.966708
US_TN_47055,2020-01-27,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,9.89,7.91,8.24,,4.94,21.43,14.5,5.27,9.89,38.56,5.27,4.62,,40.87,6.92,4.94,9.0,5.627778,14.277778,0.254,,5.458333,78.690066
US_TN_47055,2020-01-28,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,7.59,10.56,8.25,4.95,6.6,23.11,13.87,6.27,6.93,43.91,7.59,9.24,,41.92,9.57,4.62,5.011111,-1.666667,13.222222,0.0762,,1.236111,78.05858
US_TN_47055,2020-01-29,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,7.38,15.44,9.06,5.03,5.37,14.77,9.4,6.38,12.75,39.94,8.05,5.71,8.72,41.95,10.74,8.05,7.266667,3.744444,11.072222,0.084667,,3.479167,78.784541
US_TN_47055,2020-01-30,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,8.63,6.64,8.96,5.97,5.97,48.45,9.96,8.63,9.62,44.8,,10.95,4.98,37.83,7.3,,7.594444,2.222222,13.977778,0.2286,,4.701389,81.475307
US_TN_47055,2020-01-31,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,6.14,8.08,9.7,,,36.53,11.96,4.85,9.37,33.94,5.5,7.11,5.5,39.44,5.17,4.53,8.577778,4.277778,11.983333,0.0,,4.506944,75.646896
US_TN_47055,2020-02-01,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,8.39,12.96,8.77,6.48,,18.3,8.39,,9.91,25.16,,,,31.26,,5.34,7.977778,6.255556,10.05,0.479778,,4.8125,81.127237
US_TN_47055,2020-02-02,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,8.31,11.33,7.18,6.42,,24.93,10.2,6.8,10.95,26.44,,11.33,6.04,41.54,9.44,11.71,8.183333,0.45,19.822222,0.127,,1.097222,60.838733
US_TN_47055,2020-02-03,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,,9.23,5.28,5.28,7.91,21.43,8.57,7.25,,40.89,6.26,6.92,9.56,41.88,10.88,,13.194444,5.85,21.988889,0.0,,3.222222,50.912641
US_TN_47055,2020-02-04,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,8.65,10.25,7.69,6.41,6.73,16.66,8.65,6.73,10.57,37.81,5.45,6.41,7.05,42.61,9.93,7.05,16.322222,13.627778,19.155556,0.197556,,11.479167,73.602826
US_TN_47055,2020-02-05,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,5.44,12.8,6.72,4.8,,17.59,12.8,,7.04,28.79,,6.4,7.04,35.83,6.08,5.12,16.744444,14.411111,19.283333,5.559778,,15.809524,92.724773
US_TN_47055,2020-02-06,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,8.62,9.99,10.34,,8.27,25.5,13.44,6.2,6.55,34.46,4.82,6.55,6.55,43.08,,7.93,10.872222,4.733333,18.866667,38.269333,,10.111111,93.661133
US_TN_47055,2020-02-07,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,6.02,12.4,8.5,4.96,,18.77,12.4,5.67,,21.96,,5.67,,39.67,4.96,6.73,1.972222,0.061111,5.211111,10.922,,-0.722222,83.299981
US_TN_47055,2020-02-08,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,6.53,13.83,10.37,,6.53,20.36,9.22,,6.15,27.66,,9.99,6.92,44.95,6.15,6.53,4.011111,-0.711111,11.288889,0.197556,,-0.972222,71.261358
US_TN_47055,2020-02-09,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,,10.32,6.5,,6.88,19.49,7.26,5.73,7.64,27.14,,,6.5,38.61,9.17,9.94,6.105556,-1.383333,16.683333,0.635,,0.840278,69.38143
US_TN_47055,2020-02-10,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,5.38,13.61,5.7,,5.38,17.72,10.44,4.43,12.03,40.19,6.33,7.59,6.01,40.51,11.08,6.33,11.894444,9.438889,14.188889,2.794,,8.0,77.987298
US_TN_47055,2020-02-11,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,4.34,13.01,8.98,6.2,4.34,15.49,10.84,5.89,5.58,29.74,5.89,6.2,5.27,34.08,10.53,,11.377778,7.3,16.022222,40.160222,,10.465278,94.752414
US_TN_47055,2020-02-12,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,11.02,9.35,6.01,4.67,7.35,15.36,13.02,,11.69,29.39,8.68,6.68,4.67,45.75,5.68,5.01,8.827778,5.627778,20.266667,8.720667,,7.673611,92.783114
US_TN_47055,2020-02-13,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,8.71,11.85,,5.92,4.88,16.38,11.85,6.97,9.76,25.45,5.92,9.76,7.67,36.95,9.06,7.67,10.644444,4.838889,19.294444,21.956889,,8.9375,88.983349
US_TN_47055,2020-02-14,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,,,,,,6.24,8.44,5.51,,5.87,11.38,7.34,,5.51,25.33,,,,34.14,8.08,6.97,0.244444,-4.522222,4.9,5.207,,-5.576389,65.755432
US_TN_47055,2020-02-15,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,1,5,0,7,,7.29,9.32,15.4,,6.48,15.8,7.7,,8.1,23.91,,11.35,,43.35,6.89,6.48,1.394444,-6.172222,12.666667,0.0,,-6.388889,57.192159
US_TN_47055,2020-02-16,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,3,-6,2,1,,5.34,8.01,9.53,6.1,6.86,16.02,7.63,,9.53,17.92,7.63,10.29,5.72,40.42,6.86,6.86,9.733333,6.088889,14.661111,0.0,,0.388889,52.536656
US_TN_47055,2020-02-17,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,8,2,10,-15,5,9.71,12.59,,5.75,8.99,15.47,15.11,,9.35,23.74,,8.99,5.04,39.57,8.99,,8.088889,2.066667,15.283333,0.0,,5.027778,80.667808
US_TN_47055,2020-02-18,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,-1,-5,6,1,2,8.17,9.43,7.54,6.29,7.23,16.34,12.57,,5.66,29.54,5.03,,7.54,43.37,5.34,8.17,13.866667,10.072222,16.211111,4.233333,,12.777778,93.453307
US_TN_47055,2020-02-19,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,5,-1,10,4,-1,7.08,10.46,4.62,7.08,4.31,18.47,12.62,4.62,9.23,31.7,4.62,8.0,7.08,39.4,7.08,4.31,7.727778,5.033333,12.683333,11.063111,,4.326389,79.201234
US_TN_47055,2020-02-20,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,-12,-9,6,0,3,6.65,9.19,8.55,7.29,,12.67,12.35,6.65,9.82,34.53,9.82,6.33,,38.33,5.38,6.97,5.188889,1.266667,9.45,3.104444,,0.0625,70.152199
US_TN_47055,2020-02-21,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,5,-6,-4,3,0,5.81,9.69,8.72,,6.14,15.5,8.07,7.11,8.07,29.39,6.14,6.46,6.78,37.46,10.66,5.17,0.705556,-4.111111,6.255556,8.7884,,-5.965278,61.449312
US_TN_47055,2020-02-22,ChIJoc3Y_kkBY4gRTBBmck1uM4A,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2,,,,,,,29379,14281,15098,3334,3599,3511,3151,3443,4413,3979,2619,1330,1848176,35.2,-87.04,1583,74.8,12,3,8,2,,6.61,8.55,8.55,,,12.83,10.88,,7.78,23.32,6.61,5.83,,40.43,10.5,5.83,1.6,-5.877778,12.311111,0.0,,-5.930556,57.644977
