location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29167,2020-01-11,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,,10.37,9.08,5.83,4.86,6.48,11.35,12.64,8.11,10.05,4.86,,,8.11,25.93,5.51,5.51,7.13,34.36,8.11,4.86,0.08642,-5.623457,10.530864,65.2145,,-0.125,96.316292
US_MO_29167,2020-01-12,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,7.24,11.19,10.53,6.58,,5.59,11.19,9.21,6.91,11.19,5.59,6.25,5.26,5.26,20.4,4.61,6.58,8.23,38.17,5.26,5.26,-3.58642,-6.549383,1.864198,2.751667,,-4.673611,93.147776
US_MO_29167,2020-01-13,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,4.96,9.65,7.45,7.45,,6.07,13.79,8.55,6.07,8.55,,,7.72,11.86,30.07,4.69,5.24,6.07,41.93,7.17,4.41,1.469136,-2.777778,8.746914,0.0,30.48,-0.180556,91.207659
US_MO_29167,2020-01-14,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,6.55,8.12,10.22,6.81,7.86,7.6,14.67,5.5,5.5,7.86,6.29,6.03,5.76,12.05,41.66,3.93,,6.29,49.26,7.6,4.72,6.604938,2.740741,11.709877,0.169333,,4.694444,90.362144
US_MO_29167,2020-01-15,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,6.49,8.65,8.11,7.57,4.87,7.3,13.52,7.03,5.68,10.27,,4.05,3.79,7.84,28.12,4.87,,4.87,45.15,6.22,5.68,10.598765,6.388889,15.135802,0.0,,8.756944,88.835414
US_MO_29167,2020-01-16,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,4.41,5.97,10.9,7.53,8.31,6.75,15.32,7.01,4.93,11.94,3.89,6.23,4.15,4.41,33.75,5.97,6.49,6.49,41.28,7.53,,0.222222,-4.777778,8.611111,0.0,,-2.770833,79.116473
US_MO_29167,2020-01-17,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,4.95,9.6,7.27,6.4,8.73,6.4,14.55,11.06,4.37,12.22,4.66,4.37,,5.24,27.35,4.37,5.82,,35.5,8.15,,0.259259,-1.364198,2.018519,1.7272,,-3.666667,75.441899
US_MO_29167,2020-01-18,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,5.62,5.62,5.95,,6.94,6.94,15.86,4.96,,8.59,,7.27,,5.29,26.43,5.62,8.26,,37.99,10.24,8.92,4.919753,0.506173,10.95679,23.4696,,1.986111,81.514587
US_MO_29167,2020-01-19,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,,6.57,9.86,6.57,,6.57,6.57,8.21,,7.23,,5.91,,6.57,19.05,,,,36.14,5.26,6.9,-2.641975,-5.888889,0.981481,0.592667,,-11.375,51.522332
US_MO_29167,2020-01-20,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,4.61,10.75,11.06,9.52,5.53,7.06,21.19,8.29,6.14,17.81,5.84,11.67,,9.83,30.71,,8.91,8.29,43.92,5.22,6.14,-6.895062,-9.944444,-2.925926,0.0,,-11.548611,70.191385
US_MO_29167,2020-01-21,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,,4.28,13.09,7.3,4.78,6.54,19.38,7.8,,10.32,5.04,6.04,9.57,10.32,29.2,7.8,6.04,5.04,35.5,7.05,4.28,-5.746914,-10.067901,1.679012,0.042333,,-9.034722,78.020947
US_MO_29167,2020-01-22,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,,,13.23,7.46,4.81,5.78,16.6,7.22,4.33,9.87,4.09,4.09,5.05,8.66,34.89,6.01,5.78,6.74,40.66,6.74,8.18,-0.432099,-2.62963,1.154321,0.1524,,-4.361111,75.799782
US_MO_29167,2020-01-23,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,5.4,9.38,10.32,8.68,5.4,7.51,13.14,8.21,5.63,9.62,3.75,6.57,3.52,5.87,30.74,6.33,4.69,7.27,40.12,4.22,4.93,1.37037,0.376543,2.876543,4.2164,,0.958333,97.945935
US_MO_29167,2020-01-24,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,,4.95,12.1,5.23,7.7,5.78,19.53,7.43,4.4,11.55,,5.5,,11.55,32.46,4.68,4.4,7.43,36.59,7.98,5.5,0.895062,-0.234568,2.907407,1.0668,,0.506944,97.383612
US_MO_29167,2020-01-25,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,6.17,8.77,13.32,8.44,6.82,4.87,21.43,8.12,4.55,9.09,5.2,5.2,7.79,,34.1,6.5,7.47,7.47,35.08,6.82,,0.481481,-2.246914,4.95679,0.907143,,-1.319444,87.20709
US_MO_29167,2020-01-26,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,,7.42,10.21,4.33,,,26.29,8.66,,8.66,4.95,5.26,8.66,5.57,34.02,6.19,9.28,,38.04,5.88,5.26,3.802469,-0.691358,9.91358,0.0,,0.847222,80.667747
US_MO_29167,2020-01-27,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,8.0,4.13,14.19,6.19,8.26,6.71,21.68,6.97,6.45,12.13,5.42,8.77,6.97,10.32,46.45,8.26,8.52,6.71,43.87,10.32,5.16,3.808642,-1.820988,11.574074,0.0,,0.944444,81.924238
US_MO_29167,2020-01-28,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,5.36,8.76,8.76,7.79,6.09,4.38,24.59,13.63,5.11,10.22,6.82,9.25,,6.33,50.15,6.09,6.82,6.57,40.9,6.57,15.09,0.623457,-1.462963,5.987654,0.0,,-0.152778,94.48797
US_MO_29167,2020-01-29,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,7.47,6.74,11.32,6.02,4.33,6.26,27.94,9.39,6.74,12.52,4.58,5.54,3.61,7.22,46.72,7.95,6.98,6.98,31.07,11.56,9.63,0.265432,-0.876543,1.240741,4.7752,,-0.354167,95.376816
US_MO_29167,2020-01-30,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,5.19,5.19,8.9,5.69,4.95,5.69,33.62,9.89,3.96,9.15,,3.96,,10.88,43.76,7.66,7.17,6.43,36.34,8.16,5.93,0.246914,-1.067901,3.104938,1.058333,,-0.895833,92.143363
US_MO_29167,2020-01-31,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,4.07,4.58,11.19,7.37,,7.37,25.93,8.39,5.85,10.93,6.86,7.63,6.86,7.88,34.32,14.49,5.34,5.08,31.52,6.61,5.85,3.240741,1.037037,7.012346,0.0,,1.444444,88.425857
US_MO_29167,2020-02-01,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,7.42,,15.81,8.71,4.52,,22.59,9.68,5.16,10.97,6.13,10.33,5.81,7.75,33.24,6.13,9.04,7.42,36.79,10.65,,2.987654,-2.271605,10.512346,0.0,,-0.736111,76.323106
US_MO_29167,2020-02-02,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,6.64,8.96,6.97,6.97,8.63,,20.24,11.28,,9.96,,5.31,6.3,,26.88,,,,34.84,5.97,4.65,10.938272,4.339506,22.277778,0.0,,-0.833333,43.601558
US_MO_29167,2020-02-03,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,6.05,5.79,10.26,8.68,5.26,4.21,23.14,8.68,6.57,7.89,3.68,8.68,6.05,8.68,38.92,5.79,,6.84,42.86,3.94,6.31,15.45679,9.925926,21.487654,0.0,,1.541667,38.889982
US_MO_29167,2020-02-04,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,,6.29,10.49,9.09,5.36,7.46,16.55,9.56,6.53,9.56,6.99,6.06,5.36,9.79,30.31,6.06,6.29,8.39,34.04,4.43,4.2,5.296296,0.388889,16.895062,0.0,,2.520833,80.902175
US_MO_29167,2020-02-05,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,6.12,9.73,10.01,4.45,7.23,5.84,23.64,12.24,5.01,8.9,4.73,3.89,5.84,10.01,26.42,12.52,6.4,5.84,45.89,5.56,8.9,-0.666667,-1.981481,1.320988,3.2512,,-1.395833,94.276032
US_MO_29167,2020-02-06,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,,8.9,14.06,6.89,7.46,8.04,23.53,7.75,,11.48,4.88,8.32,4.3,10.33,36.16,9.47,5.74,4.88,43.62,7.17,8.04,-2.537037,-4.345679,0.358025,6.096,,-4.673611,85.580767
US_MO_29167,2020-02-07,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,,4.73,11.71,4.49,8.47,5.98,19.93,5.98,6.73,9.97,4.98,5.23,4.73,8.97,32.64,6.23,9.72,7.72,30.4,7.47,9.22,-2.012346,-6.790123,5.166667,0.0,30.48,-5.402778,78.584631
US_MO_29167,2020-02-08,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,6.01,11.35,7.01,5.34,8.35,7.34,27.71,10.35,5.67,7.68,9.01,4.67,5.67,8.01,29.71,,7.68,5.01,41.73,8.68,7.01,0.487654,-5.320988,7.641975,0.084667,,-4.0625,71.72214
US_MO_29167,2020-02-09,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,,8.87,10.84,10.51,4.6,7.23,15.77,11.83,6.57,11.5,5.58,,6.57,7.88,30.55,10.18,6.9,4.6,39.09,4.93,,8.141975,2.691358,14.746914,0.2032,,2.409722,67.405415
US_MO_29167,2020-02-10,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,7.27,5.27,12.04,9.53,3.51,9.03,17.81,7.53,5.52,11.29,5.77,5.77,,8.28,28.85,6.52,8.03,10.03,38.38,7.02,8.78,2.419753,-1.179012,10.623457,4.6736,,1.277778,92.059074
US_MO_29167,2020-02-11,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,5.97,5.23,10.21,8.71,4.98,8.21,20.16,11.45,5.48,9.46,4.98,6.72,3.98,12.2,34.11,5.23,5.73,6.47,39.58,3.73,6.47,1.962963,0.209877,5.061728,0.889,,-0.743056,83.323973
US_MO_29167,2020-02-12,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,3.63,7.02,9.2,7.74,4.36,8.23,22.5,10.65,5.08,8.47,4.84,5.57,7.74,12.82,28.8,6.78,4.84,5.32,38.47,5.57,6.29,1.618056,0.263889,3.659722,0.3175,,-0.531746,86.061386
US_MO_29167,2020-02-13,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,4.64,7.32,9.77,7.32,5.13,4.15,15.38,8.3,4.88,6.59,,4.88,3.42,7.32,27.59,6.1,8.3,6.1,30.76,5.62,6.1,-4.319444,-10.152778,1.805556,14.0335,,-7.007937,81.190189
US_MO_29167,2020-02-14,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,,,,,,6.4,5.53,8.44,4.08,4.08,6.7,20.67,10.48,4.37,7.57,4.37,4.66,,8.15,32.31,5.24,5.24,5.53,36.68,8.73,4.95,-8.868056,-14.131944,1.916667,0.0,,-15.769841,58.221751
US_MO_29167,2020-02-15,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,2,2,,-1,,,8.11,8.76,10.7,,10.7,19.46,9.73,,10.7,5.19,5.19,,6.81,29.51,5.19,6.49,6.16,41.18,7.46,,2.597222,-1.520833,8.583333,0.0,,-6.539683,51.404145
US_MO_29167,2020-02-16,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,9,12,,0,,4.79,6.39,13.1,10.22,,5.11,23.64,10.86,,6.71,5.11,7.99,,6.39,26.83,6.07,7.67,7.67,33.22,9.58,6.71,5.465278,-1.680556,13.722222,0.0,,-0.563492,64.768195
US_MO_29167,2020-02-17,ChIJYz4T6_y_xYcRl7j_-EnOR7Y,Q489861,geoId/29167,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2,,,,,,,31742,15542,16200,3837,4690,4584,3376,3518,4168,3559,2503,1507,1180479,37.62,-93.4,1664,77.85,0,3,,-12,4,6.55,5.41,13.39,12.25,,7.41,23.36,11.39,5.13,8.54,4.27,7.97,5.41,9.97,41.02,7.69,6.27,7.12,46.14,6.84,5.41,10.215278,7.194444,13.958333,0.0,,6.373016,77.216147
