location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13195,2020-01-01,ChIJO7b1Mso99ogRteZPDbEHQ6w,Q156387,geoId/13195,US,United States of America,GA,Georgia,13195,Madison County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29295,14477,14818,3682,3709,3555,3498,3746,4259,3630,2252,964,1073931,34.13,-83.21,740,75.3,,,,,,4.73,5.41,8.12,5.75,5.41,23.33,19.61,9.47,,5.41,7.44,28.41,,9.13,6.09,43.62,9.13,7.78,7.246914,2.259259,13.277778,0.0,,-3.3125,47.109682
US_GA_13195,2020-01-02,ChIJO7b1Mso99ogRteZPDbEHQ6w,Q156387,geoId/13195,US,United States of America,GA,Georgia,13195,Madison County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29295,14477,14818,3682,3709,3555,3498,3746,4259,3630,2252,964,1073931,34.13,-83.21,740,75.3,,,,,,8.63,7.94,8.98,5.18,5.18,20.72,10.71,8.98,6.91,6.56,,22.45,7.94,6.56,5.18,37.64,10.36,5.87,7.092593,4.407407,10.240741,11.176,,1.618056,68.320384
US_GA_13195,2020-01-03,ChIJO7b1Mso99ogRteZPDbEHQ6w,Q156387,geoId/13195,US,United States of America,GA,Georgia,13195,Madison County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29295,14477,14818,3682,3709,3555,3498,3746,4259,3630,2252,964,1073931,34.13,-83.21,740,75.3,,,,,6.3,6.66,11.21,9.11,4.9,5.6,11.21,11.91,9.11,,,6.3,29.07,5.6,7.36,7.01,34.33,,9.11,10.228395,6.993827,15.611111,26.3652,,9.673611,96.433413
US_GA_13195,2020-01-04,ChIJO7b1Mso99ogRteZPDbEHQ6w,Q156387,geoId/13195,US,United States of America,GA,Georgia,13195,Madison County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29295,14477,14818,3682,3709,3555,3498,3746,4259,3630,2252,964,1073931,34.13,-83.21,740,75.3,,,,,,12.29,14.74,,,7.02,17.55,10.88,5.62,6.67,,5.97,23.17,5.27,7.37,,40.37,,7.02,13.469136,7.759259,15.512346,21.082,,9.6875,78.328428
US_GA_13195,2020-01-05,ChIJO7b1Mso99ogRteZPDbEHQ6w,Q156387,geoId/13195,US,United States of America,GA,Georgia,13195,Madison County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29295,14477,14818,3682,3709,3555,3498,3746,4259,3630,2252,964,1073931,34.13,-83.21,740,75.3,,,,,,7.64,10.77,5.56,5.91,5.56,15.63,11.81,7.29,9.03,,4.86,27.09,5.91,9.73,5.21,42.73,,4.86,5.240741,0.209877,12.740741,1.161143,,-2.493056,57.528619
US_GA_13195,2020-01-06,ChIJO7b1Mso99ogRteZPDbEHQ6w,Q156387,geoId/13195,US,United States of America,GA,Georgia,13195,Madison County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29295,14477,14818,3682,3709,3555,3498,3746,4259,3630,2252,964,1073931,34.13,-83.21,740,75.3,,,,,,11.13,8.98,12.21,6.46,8.62,15.08,6.82,8.26,6.11,,8.26,22.62,,,6.11,44.17,5.39,6.11,7.969136,1.617284,16.814815,0.0,,0.006944,57.208542
US_GA_13195,2020-01-07,ChIJO7b1Mso99ogRteZPDbEHQ6w,Q156387,geoId/13195,US,United States of America,GA,Georgia,13195,Madison County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29295,14477,14818,3682,3709,3555,3498,3746,4259,3630,2252,964,1073931,34.13,-83.21,740,75.3,,,,,,8.7,9.32,7.46,4.97,6.53,16.16,8.7,8.39,8.08,7.46,9.63,23.31,,6.22,,36.99,4.97,5.91,10.308642,5.283951,15.277778,0.3048,,3.298611,61.901982
US_GA_13195,2020-01-08,ChIJO7b1Mso99ogRteZPDbEHQ6w,Q156387,geoId/13195,US,United States of America,GA,Georgia,13195,Madison County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29295,14477,14818,3682,3709,3555,3498,3746,4259,3630,2252,964,1073931,34.13,-83.21,740,75.3,,,,,6.71,8.54,8.84,5.18,4.88,6.1,12.2,5.49,10.37,5.79,,6.4,18.91,4.57,8.54,7.01,41.16,10.67,6.4,8.203704,0.808642,16.41358,0.169333,,-3.680556,43.019217
US_GA_13195,2020-01-09,ChIJO7b1Mso99ogRteZPDbEHQ6w,Q156387,geoId/13195,US,United States of America,GA,Georgia,13195,Madison County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29295,14477,14818,3682,3709,3555,3498,3746,4259,3630,2252,964,1073931,34.13,-83.21,740,75.3,,,,,8.4,8.4,9.02,8.09,7.78,5.29,17.42,9.64,6.84,,4.98,11.51,31.73,5.6,9.02,,39.2,12.13,5.91,7.981481,0.240741,16.950617,0.0,,-0.868056,54.242365
US_GA_13195,2020-01-10,ChIJO7b1Mso99ogRteZPDbEHQ6w,Q156387,geoId/13195,US,United States of America,GA,Georgia,13195,Madison County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29295,14477,14818,3682,3709,3555,3498,3746,4259,3630,2252,964,1073931,34.13,-83.21,740,75.3,,,,,,7.45,11.33,6.86,,7.16,12.82,9.24,10.43,4.17,,6.26,20.27,5.07,4.47,4.77,30.11,8.05,5.96,12.691358,8.240741,17.12963,0.0,,5.034722,59.900899
