location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01029,2020-01-01,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,21.88,42.76,5.011111,-1.166667,12.405556,0.0,-2.430556,57.711785
US_AL_01029,2020-01-02,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,37.27,40.06,7.672222,5.488889,10.522222,0.889,4.131944,78.638589
US_AL_01029,2020-01-03,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,26.43,41.11,14.283333,9.4,17.827778,53.213,13.631944,95.227656
US_AL_01029,2020-01-04,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,34.29,50.94,12.1,5.366667,14.683333,8.509,8.0,75.573666
US_AL_01029,2020-01-05,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,19.89,47.1,3.733333,-2.161111,12.233333,0.6858,-2.368056,63.953303
US_AL_01029,2020-01-06,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,30.27,40.03,6.627778,0.072222,16.822222,0.0,1.555556,69.883713
US_AL_01029,2020-01-07,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,31.76,49.09,10.644444,6.311111,13.688889,0.3048,3.409722,60.790576
US_AL_01029,2020-01-08,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,30.94,36.24,6.088889,-1.833333,16.116667,0.1524,-3.173611,51.055221
US_AL_01029,2020-01-09,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,31.52,34.93,7.155556,-0.261111,17.055556,0.0,-1.159722,55.389946
US_AL_01029,2020-01-10,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,25.68,35.62,15.35,12.516667,19.2,0.0,9.381944,67.689342
US_AL_01029,2020-01-11,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,20.04,31.49,18.855556,16.255556,22.1,1.989667,15.743056,82.299856
US_AL_01029,2020-01-12,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,19.95,42.0,12.883333,6.377778,18.522222,14.605,9.881944,80.887601
US_AL_01029,2020-01-13,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,24.55,35.94,13.838889,10.8,17.883333,0.653143,12.479167,90.812889
US_AL_01029,2020-01-14,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,40.3,51.45,16.622222,15.238889,18.066667,20.404667,16.027778,96.353329
US_AL_01029,2020-01-15,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,36.91,50.33,15.733333,12.461111,19.972222,17.090571,14.777778,93.98674
US_AL_01029,2020-01-16,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,22.09,29.74,15.722222,11.722222,18.7,14.562667,11.347222,74.887726
US_AL_01029,2020-01-17,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,22.8,37.46,9.511111,5.872222,15.338889,6.9088,-2.513889,42.799738
US_AL_01029,2020-01-18,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,28.82,47.35,9.35,7.044444,12.877778,1.566333,1.527778,58.397634
US_AL_01029,2020-01-19,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,32.05,48.07,7.761111,2.1,13.027778,6.567714,0.993056,61.741311
US_AL_01029,2020-01-20,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,24.21,44.95,-0.894444,-4.738889,4.738889,0.0,-8.319444,56.656846
US_AL_01029,2020-01-21,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,32.4,39.6,-2.155556,-5.811111,3.8,0.0,-9.034722,58.416935
US_AL_01029,2020-01-22,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,28.79,33.29,0.1,-6.277778,9.388889,0.0,-9.3125,48.771719
US_AL_01029,2020-01-23,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,19.74,37.0,4.927778,2.183333,7.4,1.312333,-3.618056,54.105846
US_AL_01029,2020-01-24,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,21.94,35.44,8.255556,5.544444,13.588889,23.452667,5.923611,85.060551
US_AL_01029,2020-01-25,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,29.95,48.13,5.027778,1.488889,9.755556,1.298222,0.916667,74.604546
US_AL_01029,2020-01-26,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,25.61,33.48,3.233333,-1.772222,9.955556,0.028222,0.097222,79.223227
US_AL_01029,2020-01-27,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,33.99,29.46,8.155556,5.527778,12.327778,1.397,5.527778,83.337638
US_AL_01029,2020-01-28,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,,37.08,6.005556,-0.677778,15.377778,0.0,1.423611,71.728183
US_AL_01029,2020-01-29,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,49.02,40.71,7.272222,3.594444,11.827778,0.072571,2.083333,70.232034
US_AL_01029,2020-01-30,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,29.49,27.03,6.988889,0.2,15.25,0.0,2.555556,73.632983
US_AL_01029,2020-01-31,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,36.96,32.03,6.877778,4.161111,10.45,0.036286,3.472222,79.533345
US_AL_01029,2020-02-01,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,30.65,45.01,6.755556,4.927778,10.333333,0.084667,4.152778,83.922525
US_AL_01029,2020-02-02,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,38.06,43.2,7.638889,-0.505556,18.433333,0.1778,0.833333,61.686165
US_AL_01029,2020-02-03,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,27.42,44.36,11.427778,2.538889,23.416667,0.0,2.541667,54.139887
US_AL_01029,2020-02-04,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,29.66,39.55,16.333333,13.244444,20.755556,0.0,10.388889,67.890169
US_AL_01029,2020-02-05,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,19.05,35.72,18.016667,16.333333,20.133333,2.243667,16.041667,88.39647
US_AL_01029,2020-02-06,ChIJMbmDk2T_iogREnEFcAKu3co,Q327080,geoId/01029,US,United States of America,AL,Alabama,01029,Cleburne County,US,USA,2,,,,,,,14899,7365,7534,1816,1900,1687,1611,1960,2123,1862,1292,648,1848857,33.677222,-85.5025,293,1453,73.3,,,,,29.05,33.76,15.905556,10.122222,20.433333,41.063333,15.104167,93.945977
