location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19183,2020-01-01,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,7.92,9.58,6.67,7.5,16.66,,,31.66,,7.92,37.49,,,-0.133333,-6.083333,9.722222,0.0,-3.766667,76.679689
US_IA_19183,2020-01-02,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,8.48,9.25,10.79,,16.19,6.94,7.32,25.44,,8.48,34.3,,6.55,6.305556,1.738889,11.172222,0.0,1.094444,69.469365
US_IA_19183,2020-01-03,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,5.61,7.86,5.99,5.61,13.1,,6.74,25.44,,,37.79,8.61,6.74,1.744444,-0.161111,5.877778,0.0,-0.194444,87.174557
US_IA_19183,2020-01-04,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,11.52,7.25,,6.82,8.1,8.53,,19.62,8.96,,42.65,10.66,7.25,-0.530864,-3.216049,1.320988,0.4064,-1.950617,90.271669
US_IA_19183,2020-01-05,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,10.98,8.45,7.18,,12.67,,8.03,22.39,,6.76,38.02,6.34,,1.555556,-4.833333,8.35,0.0,-2.811111,73.08094
US_IA_19183,2020-01-06,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,,12.84,7.93,,15.1,6.8,5.66,28.69,,9.82,33.6,9.06,6.8,-0.422222,-5.588889,5.05,0.0,-4.466667,74.306499
US_IA_19183,2020-01-07,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,,6.71,9.69,8.2,16.02,8.2,,28.32,5.22,,35.4,8.57,8.57,0.338889,-3.061111,5.1,0.0,-4.405556,70.645139
US_IA_19183,2020-01-08,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,5.24,9.35,7.11,,18.32,5.24,,33.66,10.47,5.61,34.78,9.35,,-4.538889,-9.461111,1.766667,0.0,-11.516667,58.334656
US_IA_19183,2020-01-09,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,5.24,8.98,10.1,,13.1,7.11,6.73,29.93,7.86,6.36,32.55,9.35,5.99,4.877778,-4.277778,15.85,0.0,-1.655556,62.751429
US_IA_19183,2020-01-10,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,,7.56,5.76,,11.88,6.12,5.04,25.2,5.4,,32.04,6.12,,2.15,-1.588889,11.527778,1.016,-0.333333,83.848356
US_IA_19183,2020-01-11,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,,6.1,5.7,,17.9,8.95,,20.75,,8.14,31.74,7.32,,-2.838889,-5.111111,0.388889,12.192,-4.144444,90.936465
US_IA_19183,2020-01-12,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,10.47,10.88,,,16.33,8.79,,31.4,7.95,7.12,46.05,10.05,10.05,-4.35,-6.15,-2.233333,0.592667,-6.033333,88.268891
US_IA_19183,2020-01-13,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,7.51,10.67,9.49,6.32,17.39,13.83,5.93,27.67,7.12,5.93,35.97,8.3,,-1.138889,-2.95,0.511111,0.22225,-2.326389,91.197824
US_IA_19183,2020-01-14,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,8.92,8.92,9.66,,13.38,10.77,7.06,24.15,9.29,8.17,36.04,11.89,7.06,1.494444,-1.5,3.333333,0.28575,0.311111,91.987689
US_IA_19183,2020-01-15,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,7.65,5.74,6.88,7.26,13.38,5.35,10.32,27.14,7.26,8.41,34.03,9.56,5.35,-1.138889,-3.222222,0.883333,0.296333,-1.845679,94.709087
US_IA_19183,2020-01-16,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,7.02,8.49,9.23,5.91,16.62,6.28,5.17,25.86,,6.28,31.4,7.02,5.91,-11.383333,-15.844444,-3.1,0.0,-15.15,73.84483
US_IA_19183,2020-01-17,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,,8.96,7.74,7.33,14.25,6.11,,16.7,,,30.95,,,-7.816667,-12.0,-2.7,0.169333,-10.183333,83.318947
US_IA_19183,2020-01-18,ChIJ6SaAK18p5IcRZh166ahKPWY,Q386189,geoId/19183,US,United States of America,IA,Iowa,19183,Washington County,US,USA,2,,,,,,,22204,10996,11208,3058,2977,2468,2530,2479,3040,2767,1643,1242,1790346,41.334722,-91.719722,571,79.9,,,,,9.77,8.5,,,9.77,8.92,6.8,14.87,,,30.16,,8.92,-3.455556,-12.988889,1.483333,6.35,-5.238889,87.554086
