location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MN_27165,2020-01-01,ChIJoUYUGQWT9IcRO7ZGX1plFtc,Q491292,geoId/27165,US,United States of America,MN,Minnesota,27165,Watonwan County,US,USA,2,,,,,,,10934,5409,5525,1484,1424,1275,1191,1149,1448,1368,851,744,1795882,43.98,-94.61,440,81.766667,,,23.66,42.17,-4.777778,-9.691358,1.074074,0.225778,-7.407407,81.848396
US_MN_27165,2020-01-02,ChIJoUYUGQWT9IcRO7ZGX1plFtc,Q491292,geoId/27165,US,United States of America,MN,Minnesota,27165,Watonwan County,US,USA,2,,,,,,,10934,5409,5525,1484,1424,1275,1191,1149,1448,1368,851,744,1795882,43.98,-94.61,440,81.766667,,,32.05,18.32,0.240741,-1.623457,1.679012,0.0,-1.598765,87.475533
US_MN_27165,2020-01-03,ChIJoUYUGQWT9IcRO7ZGX1plFtc,Q491292,geoId/27165,US,United States of America,MN,Minnesota,27165,Watonwan County,US,USA,2,,,,,,,10934,5409,5525,1484,1424,1275,1191,1149,1448,1368,851,744,1795882,43.98,-94.61,440,81.766667,,,24.2,23.27,-0.814815,-3.423611,0.715278,0.0,-1.796296,93.088223
US_MN_27165,2020-01-04,ChIJoUYUGQWT9IcRO7ZGX1plFtc,Q491292,geoId/27165,US,United States of America,MN,Minnesota,27165,Watonwan County,US,USA,2,,,,,,,10934,5409,5525,1484,1424,1275,1191,1149,1448,1368,851,744,1795882,43.98,-94.61,440,81.766667,,,,34.52,-5.580247,-9.654321,-1.666667,0.254,-7.339506,87.406451
US_MN_27165,2020-01-05,ChIJoUYUGQWT9IcRO7ZGX1plFtc,Q491292,geoId/27165,US,United States of America,MN,Minnesota,27165,Watonwan County,US,USA,2,,,,,,,10934,5409,5525,1484,1424,1275,1191,1149,1448,1368,851,744,1795882,43.98,-94.61,440,81.766667,,,23.51,40.89,-0.104938,-4.635802,3.82716,0.141111,-3.858025,75.868942
US_MN_27165,2020-01-06,ChIJoUYUGQWT9IcRO7ZGX1plFtc,Q491292,geoId/27165,US,United States of America,MN,Minnesota,27165,Watonwan County,US,USA,2,,,,,,,10934,5409,5525,1484,1424,1275,1191,1149,1448,1368,851,744,1795882,43.98,-94.61,440,81.766667,,,36.94,28.35,-2.944444,-6.728395,1.648148,0.0,-6.17284,78.470857
US_MN_27165,2020-01-07,ChIJoUYUGQWT9IcRO7ZGX1plFtc,Q491292,geoId/27165,US,United States of America,MN,Minnesota,27165,Watonwan County,US,USA,2,,,,,,,10934,5409,5525,1484,1424,1275,1191,1149,1448,1368,851,744,1795882,43.98,-94.61,440,81.766667,,,19.36,31.14,-4.166667,-10.049383,0.012346,0.0,-6.62963,83.026205
US_MN_27165,2020-01-08,ChIJoUYUGQWT9IcRO7ZGX1plFtc,Q491292,geoId/27165,US,United States of America,MN,Minnesota,27165,Watonwan County,US,USA,2,,,,,,,10934,5409,5525,1484,1424,1275,1191,1149,1448,1368,851,744,1795882,43.98,-94.61,440,81.766667,,,36.25,23.88,-14.080247,-17.901235,-9.641975,0.0,-17.87037,73.014522
US_MN_27165,2020-01-09,ChIJoUYUGQWT9IcRO7ZGX1plFtc,Q491292,geoId/27165,US,United States of America,MN,Minnesota,27165,Watonwan County,US,USA,2,,,,,,,10934,5409,5525,1484,1424,1275,1191,1149,1448,1368,851,744,1795882,43.98,-94.61,440,81.766667,,,19.18,41.56,-3.938272,-10.345679,1.716049,0.0,-7.222222,77.968671
US_MN_27165,2020-01-10,ChIJoUYUGQWT9IcRO7ZGX1plFtc,Q491292,geoId/27165,US,United States of America,MN,Minnesota,27165,Watonwan County,US,USA,2,,,,,,,10934,5409,5525,1484,1424,1275,1191,1149,1448,1368,851,744,1795882,43.98,-94.61,440,81.766667,,,20.04,38.33,-8.376543,-13.58642,-4.296296,0.0,-11.080247,80.892015
