location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_LA_22077,2020-01-11,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,14.79,9.86,,14.24,8.76,27.93,20.955556,13.75,24.25,9.55675,17.716049,81.89684
US_LA_22077,2020-01-12,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,,16.55,,29.67,,40.51,9.766667,6.077778,17.161111,10.9982,6.203704,78.841976
US_LA_22077,2020-01-13,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,8.48,8.03,9.37,16.95,,35.69,14.005556,10.944444,17.316667,0.5715,12.549383,91.563987
US_LA_22077,2020-01-14,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,,10.75,9.81,19.63,7.95,34.59,20.544444,16.638889,24.9,4.938889,19.351852,93.053314
US_LA_22077,2020-01-15,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,7.42,,,21.8,,32.01,21.633333,19.316667,25.661111,3.0988,19.660494,88.492633
US_LA_22077,2020-01-16,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,9.0,13.26,12.31,20.36,,34.57,19.711111,16.955556,23.977778,0.0,18.277778,92.261694
US_LA_22077,2020-01-17,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,9.43,,7.08,27.36,,32.08,16.672222,13.505556,22.011111,7.6835,11.975309,74.542421
US_LA_22077,2020-01-18,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,10.41,12.73,9.84,27.77,,43.97,20.283333,16.705556,24.072222,0.60325,17.895062,86.688024
US_LA_22077,2020-01-19,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,11.3,12.99,,20.34,15.25,40.11,12.544444,6.444444,19.933333,18.231556,3.12963,53.012469
US_LA_22077,2020-01-20,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,9.64,17.02,10.21,32.9,14.75,44.81,6.272222,2.116667,12.083333,0.0,-2.117284,55.44451
US_LA_22077,2020-01-21,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,9.92,12.29,9.45,25.04,,26.93,4.477778,-0.3,11.044444,0.0,-2.981481,59.242043
US_LA_22077,2020-01-22,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,9.76,12.08,,27.87,,38.09,4.705556,1.027778,8.616667,0.471714,-0.907407,67.730213
US_LA_22077,2020-01-23,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,13.7,15.99,6.85,23.75,7.77,30.61,11.783333,7.377778,18.744444,12.66825,10.074074,89.458391
US_LA_22077,2020-01-24,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,11.33,22.17,8.38,28.57,,34.98,11.85,4.727778,17.844444,8.128,6.561728,70.781991
US_LA_22077,2020-01-25,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,12.76,22.47,,22.47,,37.05,9.161111,2.227778,16.861111,0.0,2.111111,62.900881
US_LA_22077,2020-01-26,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,,18.91,,29.12,,32.19,11.308642,9.018519,14.32716,2.2225,8.868056,85.079655
US_LA_22077,2020-01-27,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,,24.26,8.56,25.21,,32.35,12.08642,10.641975,15.728395,10.301111,10.5,90.296618
US_LA_22077,2020-01-28,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,8.36,19.18,,32.45,11.8,22.62,10.472222,5.097222,16.902778,0.0,8.166667,85.908686
US_LA_22077,2020-01-29,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,,21.65,12.9,39.62,9.21,36.85,12.419753,10.407407,15.04321,6.00075,10.5625,88.739458
US_LA_22077,2020-01-30,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,,25.25,9.18,32.13,12.85,33.97,11.555556,10.161111,13.988889,2.1844,8.771605,83.214446
US_LA_22077,2020-01-31,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,7.65,29.7,,40.05,8.1,31.95,10.611111,9.222222,13.088889,0.635,8.216049,85.491968
US_LA_22077,2020-02-01,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,10.01,13.76,10.63,31.9,,46.91,10.294444,5.005556,16.877778,0.1778,4.851852,69.015576
US_LA_22077,2020-02-02,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,10.32,20.65,10.9,26.38,,37.28,11.533333,3.466667,23.15,0.0,4.67284,63.021645
US_LA_22077,2020-02-03,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,12.56,22.79,,31.62,6.97,36.74,15.194444,8.244444,22.461111,0.0,11.154321,77.024612
US_LA_22077,2020-02-04,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,7.65,20.56,,36.34,,34.9,19.327778,16.6,22.688889,0.0508,16.697531,84.8566
US_LA_22077,2020-02-05,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,8.13,19.43,7.23,31.63,8.13,32.08,21.066667,17.833333,23.5,0.98425,19.666667,91.690391
US_LA_22077,2020-02-06,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,12.3,15.61,,29.33,,31.22,10.377778,5.822222,19.583333,16.764,8.265432,87.50896
US_LA_22077,2020-02-07,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,10.57,17.78,7.21,40.36,,31.23,6.783333,-0.427778,17.188889,0.7366,-0.049383,61.939225
US_LA_22077,2020-02-08,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,,17.8,9.49,33.83,,34.42,13.361111,9.038889,20.411111,0.0,7.962963,70.581887
US_LA_22077,2020-02-09,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,11.7,16.96,,36.85,,44.46,15.894444,10.238889,23.333333,0.127,11.432099,75.016266
US_LA_22077,2020-02-10,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,12.48,17.22,6.46,31.42,7.32,31.42,20.794444,17.372222,23.994444,7.112,18.796296,88.337013
US_LA_22077,2020-02-11,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,9.08,15.43,8.62,34.04,,43.57,20.861111,16.261111,24.594444,2.060222,18.530864,87.147136
US_LA_22077,2020-02-12,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,16.72,20.68,9.68,28.61,,29.05,17.883333,14.094444,24.905556,0.798286,16.123457,90.34167
US_LA_22077,2020-02-13,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,8.07,24.7,12.35,34.2,8.55,36.1,13.511111,9.488889,21.738889,16.383,10.524691,82.785355
US_LA_22077,2020-02-14,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,,,,9.72,15.55,,25.75,,22.35,8.033333,3.027778,14.4,1.5494,1.524691,63.676562
US_LA_22077,2020-02-15,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,5,1,,9.78,12.23,9.17,26.9,17.73,40.96,9.277778,2.433333,18.911111,0.0,2.54321,63.364026
US_LA_22077,2020-02-16,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,8,-14,,12.14,13.8,11.04,20.97,,33.11,15.3,13.138889,18.466667,8.509,12.524691,84.044408
US_LA_22077,2020-02-17,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,-8,-11,-1,,19.23,9.39,25.04,,37.56,15.472222,12.277778,19.338889,4.430889,14.246914,92.628303
US_LA_22077,2020-02-18,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,-3,-9,0,11.36,17.72,6.82,24.54,,32.27,20.577778,17.533333,25.233333,0.108857,19.037037,91.307342
US_LA_22077,2020-02-19,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,-10,-3,0,,14.25,8.55,27.54,,40.36,15.55,11.838889,22.644444,0.834571,13.932099,90.957936
US_LA_22077,2020-02-20,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,-6,-20,1,10.32,14.07,11.26,28.15,,30.03,10.905556,7.494444,13.655556,10.541,9.635802,92.529516
US_LA_22077,2020-02-21,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,1,-10,3,9.03,11.04,,27.09,,32.1,6.927778,2.65,11.75,14.859,0.08642,62.056025
US_LA_22077,2020-02-22,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,2,-5,,11.31,16.96,,27.01,,35.8,6.122222,-0.472222,15.072222,0.0,-0.932099,60.830589
US_LA_22077,2020-02-23,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,13,-4,,15.31,20.82,,26.33,,33.67,11.238889,4.322222,19.977778,0.0,6.962963,75.260948
US_LA_22077,2020-02-24,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,14,-8,-7,,10.73,9.66,32.2,,31.12,16.205556,13.355556,20.194444,2.413,13.141975,82.333698
US_LA_22077,2020-02-25,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,79,49,-41,,20.09,,28.62,,30.44,15.266667,10.566667,19.605556,4.5974,12.592593,84.318472
US_LA_22077,2020-02-26,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,17,6,-7,,21.71,8.14,43.96,,41.25,12.211111,9.622222,16.238889,0.1016,5.580247,64.079613
US_LA_22077,2020-02-27,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,17,0,-1,,29.38,12.68,41.48,,37.45,6.427778,0.272222,12.083333,0.0762,-2.333333,53.630074
US_LA_22077,2020-02-28,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,16,-2,-8,,14.26,,33.66,9.7,32.52,8.688889,0.694444,19.566667,0.0,0.969136,58.320862
US_LA_22077,2020-02-29,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,30,10,,,21.15,,35.05,,38.07,11.727778,2.444444,22.094444,0.0,2.549383,53.684528
US_LA_22077,2020-03-01,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,35,16,,8.55,22.81,,33.65,,34.22,14.794444,7.805556,21.855556,0.0,8.592593,66.79054
US_LA_22077,2020-03-02,ChIJVfUKc4dIJIYRZkOhDo-IvY0,Q506951,geoId/22077,US,United States of America,LA,Louisiana,22077,Pointe Coupee Parish,US,USA,2,,,,,,,22164,10654,11510,2678,2756,2542,2529,2340,3275,3098,1892,1054,1837805,30.71,-91.6,1530,76.933333,17,-3,7,11.5,22.07,,44.6,10.12,34.95,19.65,16.155556,24.261111,0.042333,15.895062,79.030516
