location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13169,2021-07-09,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,0,0,2081,59,0,4359,0,0,0,-1,1,0,0,0,0,0,9,24,91,342,254,241,272,184,130,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,30,36,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-35,7,9.29,13.33,5.65,9.29,,8.48,10.9,,14.54,27.46,,8.48,7.67,50.08,11.71,,25.364198,21.635802,32.117284,13.1064,22.404762,81.234808
US_GA_13169,2021-07-10,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,0,0,2081,59,0,4359,0,0,0,0,0,0,0,0,0,0,9,24,91,342,254,241,272,184,130,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,30,36,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-17,,7.97,15.52,7.97,9.23,6.71,10.06,8.81,,8.39,26.84,,13.42,10.48,43.62,6.29,6.29,24.851852,21.216049,31.5,4.783667,21.784722,82.677561
US_GA_13169,2021-07-11,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,0,0,2081,59,0,4359,0,0,0,0,0,0,0,0,0,0,9,24,91,342,254,241,272,184,130,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,30,36,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-34,,5.89,16.89,7.07,6.68,9.43,,9.04,,10.61,24.75,6.29,8.25,7.46,50.68,12.18,5.5,24.246914,21.037037,30.302469,3.302,21.986111,87.262373
US_GA_13169,2021-07-12,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,6,1,2087,60,27,4386,1,0,0,1,1,0,0,2,0,0,10,24,91,343,255,241,272,186,130,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,1,0,0,0,0,0,8,9,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-31,7,8.3,16.2,11.85,,7.51,10.67,11.85,,8.69,32.79,9.48,12.25,9.09,43.85,10.67,,24.530864,20.925926,30.759259,2.5908,21.590278,83.766495
US_GA_13169,2021-07-13,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,0,0,2087,60,1,4387,0,0,0,0,0,1,0,0,0,0,10,24,91,343,255,242,272,186,130,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-31,7,8.45,14.48,9.25,11.26,8.05,9.65,9.25,,15.69,26.95,5.63,8.45,,53.1,12.07,8.85,23.530864,20.444444,30.04321,10.6172,21.076389,85.7517
US_GA_13169,2021-07-14,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,2,0,2089,60,20,4407,0,0,0,0,0,0,0,0,0,1,10,24,91,343,255,242,272,186,130,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-33,7,10.47,16.51,10.47,6.44,8.45,10.06,10.47,,10.06,30.6,10.47,10.47,6.84,47.5,10.87,7.65,25.755556,21.061111,31.727778,3.894667,21.67284,78.383636
US_GA_13169,2021-07-15,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,1,0,2090,60,0,4407,0,0,0,1,0,0,0,0,-1,1,10,24,91,344,255,242,272,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-32,6,7.55,19.48,7.16,7.55,8.35,6.76,13.91,,15.51,25.84,5.57,11.93,7.16,47.71,11.13,5.96,25.872222,20.855556,32.644444,0.169333,22.061728,79.343276
US_GA_13169,2021-07-16,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,1,0,2091,60,0,4407,0,0,0,0,0,0,0,0,0,0,10,24,91,344,255,242,272,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-38,5,7.32,13.01,7.73,8.13,7.32,8.13,8.13,,13.42,25.62,10.98,10.98,6.91,48.39,14.64,10.57,25.916667,21.272222,32.227778,3.640667,22.209877,79.894055
US_GA_13169,2021-07-17,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,0,0,2091,60,1,4408,0,0,0,0,0,0,0,0,0,0,10,24,91,344,255,242,272,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-23,,6.4,12.81,,,9.39,5.98,11.95,,11.1,28.6,,12.38,,52.08,13.66,7.68,26.305556,21.283333,32.394444,1.61925,21.981481,76.567916
US_GA_13169,2021-07-18,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,0,0,2091,60,0,4408,0,0,0,0,0,0,0,0,0,0,10,24,91,344,255,242,272,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-39,,6.03,17.29,7.64,,5.63,8.04,10.05,,9.25,30.95,11.66,16.89,6.83,49.05,15.68,14.07,25.238889,21.455556,31.177778,0.399143,21.598765,79.979952
US_GA_13169,2021-07-19,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,4,0,2095,60,68,4476,0,0,0,1,0,-1,1,0,0,0,10,24,91,345,255,241,273,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-29,8,9.47,14.39,11.36,10.6,,8.33,13.63,6.44,11.36,34.46,6.06,15.15,,48.09,8.33,7.2,24.405556,21.827778,29.688889,1.989667,22.12963,87.280209
US_GA_13169,2021-07-20,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,2,0,2097,60,0,4476,0,0,2,1,0,0,0,0,0,0,10,24,93,346,255,241,273,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-34,9,6.24,11.31,8.97,8.58,7.8,12.1,15.61,7.41,16.39,32.38,7.41,12.88,6.63,55.79,,6.63,24.211111,22.05,29.272222,18.034,22.354167,87.714895
US_GA_13169,2021-07-21,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,3,0,2100,60,8,4484,0,1,0,0,2,0,1,0,0,0,10,25,93,346,257,241,274,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,1,0,0,0,0,0,0,0,0,8,10,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-35,7,8.64,12.96,14.93,,,6.29,12.57,,12.96,27.5,,12.18,7.86,48.71,12.18,8.25,24.722222,21.95,30.472222,8.636,22.481481,87.093791
US_GA_13169,2021-07-22,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,2,0,2102,60,0,4484,0,0,0,-1,0,1,0,0,0,0,10,25,93,345,257,242,274,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-33,6,8.71,15.04,,7.92,,11.87,12.66,,14.64,33.24,9.1,8.31,7.92,47.89,9.1,7.12,25.788889,21.727778,32.022222,2.104571,22.950617,84.505953
US_GA_13169,2021-07-23,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,2,0,2104,60,0,4484,0,0,0,0,0,1,0,0,0,0,10,25,93,345,257,243,274,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-37,7,10.92,16.58,8.9,8.49,,16.18,10.92,,7.68,28.31,,12.94,9.3,42.06,12.13,,26.672222,22.066667,32.505556,0.423333,23.135802,80.956644
US_GA_13169,2021-07-24,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,0,0,2104,60,0,4484,0,0,0,0,0,0,0,0,0,0,10,25,93,345,257,243,274,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-21,,8.81,10.48,6.71,,,12.16,8.39,,8.39,35.23,,7.97,,37.32,8.39,7.13,26.522222,22.155556,32.011111,0.282222,22.802469,79.882967
US_GA_13169,2021-07-25,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,0,0,2104,60,0,4484,0,0,0,0,0,0,0,0,0,0,10,25,93,345,257,243,274,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-33,,7.11,20.14,7.5,8.69,,6.71,9.48,,6.32,28.04,8.29,18.17,,49.76,14.61,7.9,26.588889,21.733333,32.205556,0.0,22.314815,77.414794
US_GA_13169,2021-07-26,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,14,0,2118,60,0,4484,1,1,1,3,1,3,2,0,0,0,11,26,94,348,258,246,276,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,1,0,0,0,0,0,0,0,0,0,1,0,0,8,10,17,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-30,7,11.13,16.89,7.68,,6.14,10.75,15.74,7.29,12.67,34.93,8.44,14.97,,55.27,11.51,11.13,27.604938,22.277778,33.876543,0.0,23.347222,77.4382
US_GA_13169,2021-07-27,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,4,1,2122,61,0,4484,0,0,0,2,0,1,0,0,0,0,11,26,94,350,258,247,276,186,129,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,1,0,0,0,0,1,0,0,8,10,18,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-32,7,8.07,20.75,11.91,5.76,6.53,9.22,13.83,,9.22,35.73,9.61,17.67,6.53,43.8,7.3,8.84,26.703704,22.253086,33.487654,17.272,23.201389,80.831518
US_GA_13169,2021-07-28,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,9,0,2131,61,81,4565,0,0,0,0,0,0,1,1,4,0,11,26,94,350,258,247,277,187,133,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,18,30,37,48,25,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-32,6,6.9,9.21,9.21,8.44,,12.66,11.12,5.75,9.21,31.83,8.44,13.42,9.59,51.39,12.27,11.89,26.246914,22.216049,33.493827,9.271,22.951389,82.141971
US_GA_13169,2021-07-29,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,12,0,2143,61,12,4577,0,0,0,1,2,0,2,3,1,1,11,26,94,351,260,247,279,190,134,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,1,1,1,0,0,8,10,18,30,37,49,26,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-29,6,6.85,17.12,15.21,10.27,6.09,7.61,12.17,,9.89,25.86,6.47,9.13,6.85,44.12,7.99,7.61,27.95,22.272222,34.427778,2.4384,23.512346,76.822741
US_GA_13169,2021-07-30,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,9,0,2152,61,20,4597,0,0,0,3,1,0,1,0,1,1,11,26,94,354,261,247,280,190,135,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,18,30,37,49,26,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-32,6,9.02,10.98,14.9,,6.28,10.98,11.77,,11.37,28.24,5.88,14.9,,38.83,12.55,7.45,28.080247,22.635802,34.061728,0.0,23.673611,76.903629
US_GA_13169,2021-07-31,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,0,0,2152,61,0,4597,0,0,0,0,0,0,0,0,0,0,11,26,94,354,261,247,280,190,135,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,18,30,37,49,26,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-22,,9.28,17.3,9.28,,,12.23,7.59,,8.02,32.06,6.75,13.5,,41.76,13.5,9.28,28.487654,23.395062,33.734568,2.503714,23.840278,75.698454
US_GA_13169,2021-08-01,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,0,0,2152,61,0,4597,0,0,0,0,0,0,0,0,0,0,11,26,94,354,261,247,280,190,135,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,18,30,37,49,26,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-40,,12.83,14.39,8.94,,5.44,8.94,16.33,8.56,6.22,24.5,7.0,13.61,,36.95,13.61,6.22,27.475309,23.191358,33.345679,0.0,22.548611,74.875362
US_GA_13169,2021-08-02,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,5,0,2157,61,0,4597,0,0,0,-1,1,1,1,1,0,0,11,26,94,353,262,248,281,191,135,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,1,0,0,0,0,1,0,0,8,10,19,30,37,49,26,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-28,7,6.31,14.84,7.79,,5.93,6.31,10.76,5.93,12.61,29.68,9.64,9.27,5.56,46.74,12.61,5.93,26.067901,21.462963,32.308642,3.737429,21.041667,73.700867
US_GA_13169,2021-08-03,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,13,0,2170,61,0,4597,0,0,0,4,1,4,0,1,0,0,11,26,94,357,263,252,281,192,135,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,19,30,37,49,26,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-32,7,10.23,12.88,7.58,6.06,6.44,10.61,15.16,,11.37,30.7,7.96,12.88,7.96,49.26,10.23,6.82,23.783951,21.253086,29.240741,3.217333,21.527778,86.59105
US_GA_13169,2021-08-04,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,0,0,2170,61,0,4597,0,0,0,0,0,0,0,0,0,0,11,26,94,357,263,252,281,192,135,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,19,30,37,49,26,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-34,5,6.32,16.58,5.53,,,10.66,12.24,5.53,11.84,34.34,5.53,13.03,7.11,47.37,12.24,7.89,24.266667,20.911111,29.344444,1.834444,19.783951,75.809495
US_GA_13169,2021-08-05,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,5,0,2175,61,59,4656,0,1,1,1,0,0,0,0,1,0,11,27,95,358,263,252,281,192,136,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,19,30,37,49,26,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-30,5,8.69,14.6,7.65,7.3,6.95,13.55,8.69,6.6,14.6,27.8,8.34,10.08,,36.49,12.51,7.99,23.977778,19.305556,30.233333,0.0,19.685185,76.488166
US_GA_13169,2021-08-06,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,16,0,2191,61,0,4656,0,0,0,2,4,1,0,3,1,0,11,27,95,360,267,253,281,195,137,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,19,30,37,49,26,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-30,4,6.59,13.5,5.34,6.28,,13.81,6.91,6.91,9.1,21.97,,8.48,,36.73,7.53,4.71,23.55,18.844444,29.366667,0.0,20.17284,81.287612
US_GA_13169,2021-08-07,ChIJBxtGfOKY9ogRT8pEzZE5jj4,Q493040,geoId/13169,US,United States of America,GA,Georgia,13169,Jones County,US,USA,2,0,0,2191,61,0,4656,0,0,0,0,0,0,0,0,0,0,11,27,95,360,267,253,281,195,137,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,22,21,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,19,30,37,49,26,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,28466,13812,14654,3294,4047,3219,3368,3714,4117,3553,2128,1026,1029451,33.03,-83.57,1024,75.133333,,,-22,,9.21,21.61,8.4,6.0,6.4,12.01,9.61,7.2,9.21,25.61,8.8,14.01,,39.62,8.0,,24.796296,19.771605,31.62963,0.362857,20.902778,78.509297
